14.34908 2.00000 1.00000
18.64883 2.00000 1.00000
22.84846 2.00000 1.00000
30.66579 2.00000 1.00000
37.64774 2.00000 1.00000
41.88068 2.00000 1.00000
47.29709 2.00000 1.00000
53.06349 2.00000 1.00000
58.19662 2.00000 1.00000
62.59598 2.00000 1.00000
67.19611 2.00000 1.00000
71.29593 2.00000 1.00000
75.49555 2.00000 1.00000
80.47844 2.00000 1.00000
86.71167 2.00000 1.00000
91.71143 2.00000 1.00000
95.77783 2.00000 1.00000
100.21097 2.00000 1.00000
106.02729 2.00000 1.00000
112.07759 2.00000 1.00000
117.42656 2.00000 1.00000
123.04280 2.00000 1.00000
131.81011 2.00000 1.00000
135.90859 2.00000 1.00000
139.99203 2.00000 1.00000
145.40809 2.00000 1.00000
150.22460 2.00000 1.00000
157.20757 2.00000 1.00000
164.34048 2.00000 1.00000
168.95695 2.00000 1.00000
173.95643 2.00000 1.00000
178.57283 2.00000 1.00000
184.53936 2.00000 1.00000
190.18978 2.00000 1.00000
194.47219 2.00000 1.00000
199.63848 2.00000 1.00000
203.93877 2.00000 1.00000
208.20447 2.00000 1.00000
212.65447 2.00000 1.00000
218.50437 2.00000 1.00000
224.95379 2.00000 1.00000
229.18711 2.00000 1.00000
236.00319 2.00000 1.00000
241.41940 2.00000 1.00000
247.91897 2.00000 1.00000
252.30214 2.00000 1.00000
257.40211 2.00000 1.00000
261.80169 2.00000 1.00000
266.71772 2.00000 1.00000
271.88433 2.00000 1.00000
276.28430 2.00000 1.00000
280.45031 2.00000 1.00000
284.91707 2.00000 1.00000
289.50015 2.00000 1.00000
293.81658 2.00000 1.00000
298.09955 2.00000 1.00000
302.11596 2.00000 1.00000
306.49903 2.00000 1.00000
311.96529 2.00000 1.00000
316.36496 2.00000 1.00000
321.86504 2.00000 1.00000
327.66469 2.00000 1.00000
332.76437 2.00000 1.00000
337.29726 2.00000 1.00000
341.44720 2.00000 1.00000
347.23007 2.00000 1.00000
351.92989 2.00000 1.00000
356.71330 2.00000 1.00000
361.17909 2.00000 1.00000
365.19581 2.00000 1.00000
369.51233 2.00000 1.00000
375.56186 2.00000 1.00000
380.31140 2.00000 1.00000
384.96127 2.00000 1.00000
389.74417 2.00000 1.00000
396.01057 2.00000 1.00000
400.27715 2.00000 1.00000
405.21014 2.00000 1.00000
410.22637 2.00000 1.00000
