thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,blank_cross.started,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,blank_cross.stopped,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,Alter,Geschlecht (optional),MRI,date,expName,psychopyVersion,frameRate,expStart,
53,0,53,,,,,,space,52.32183259999965,None,None,3,None,0.8565060999999332,0.49050960000022314,0,0,0,0,,,,,1,0,1,0,,,,,53,0,53,0,1171.0469702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,3.6723,1171.0318078999999,1171.0323736,1171.0324742000003,1171.0469702,1174.7298223999996,1174.7142807,1174.7179180000003,1174.7298223999996,1174.7298223999996,1174.7298223999996,1174.7298223999996,1176.7300041999997,1176.7300041999997,1176.7300041999997,1176.7300041999997,1176.7144220999999,3,None,0.8565060999999332,0.49050960000022314,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
54,0,54,,,,,,space,52.32183259999965,None,None,3,None,1.194542299999739,0.5300090000000637,0,0,0,0,,,,,1,0,1,0,,,,,54,0,54,0,1176.7300041999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,2.2639,1176.7148911000004,1176.7155156,1176.7156169999998,1176.7300041999997,1178.9966330999996,1178.9808272999999,1178.9856522,1178.9966330999996,1178.9966330999996,1178.9966330999996,1178.9966330999996,1180.9964903999999,1180.9964903999999,1180.9964903999999,1180.9964903999999,1180.9811804,3,None,1.194542299999739,0.5300090000000637,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
55,0,55,,,,,,space,52.32183259999965,None,None,2,None,1.2191976000003706,0.44317270000010467,0,0,0,0,,,,,1,0,1,0,,,,,55,0,55,0,1180.9964903999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,3.6615,1180.9816775999998,1180.9821947,1180.9823019000005,1180.9964903999999,1184.6625669000005,1184.6471690999997,1184.6509453999997,1184.6625669000005,1184.6625669000005,1184.6625669000005,1184.6625669000005,1186.6627692000002,1186.6627692000002,1186.6627692000002,1186.6627692000002,1186.6472487,2,None,1.2191976000003706,0.44317270000010467,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
56,0,56,,,,,,space,52.32183259999965,None,None,3,None,0.8315249000006588,0.5734457999997176,0,0,0,0,,,,,1,0,1,0,,,,,56,0,56,0,1186.6627692000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,3.1264,1186.6477357000003,1186.6482382000004,1186.6483417,1186.6627692000002,1189.7961679999999,1189.7801771000004,1189.7870980999996,1189.7961679999999,1189.7961679999999,1189.7961679999999,1189.7961679999999,1191.7958631000001,1191.7958631000001,1191.7958631000001,1191.7958631000001,1191.7801375999998,3,None,0.8315249000006588,0.5734457999997176,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
57,0,57,,,,,,space,52.32183259999965,None,None,3,None,1.0272279999999228,0.4623903000001519,0,0,0,0,,,,,1,0,1,0,,,,,57,0,57,0,1191.7958631000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rauch,4.4429,1191.7806303999996,1191.7811860000002,1191.7812886000002,1191.7958631000001,1196.2454745000005,1196.2297328000004,1196.2331684,1196.2454745000005,1196.2454745000005,1196.2454745000005,1196.2454745000005,1198.2451561999997,1198.2451561999997,1198.2451561999997,1198.2451561999997,1198.2301882000002,3,None,1.0272279999999228,0.4623903000001519,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
58,0,58,,,,,,space,52.32183259999965,None,None,3,None,1.0392314000000624,0.5275526999994327,0,0,0,0,,,,,1,0,1,0,,,,,58,0,58,0,1198.2451561999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,3.6564,1198.2306478,1198.2311410000002,1198.2312377999997,1198.2451561999997,1201.9124840000004,1201.8961716000003,1201.8994937999996,1201.9124840000004,1201.9124840000004,1201.9124840000004,1201.9124840000004,1203.9119277,1203.9119277,1203.9119277,1203.9119277,1203.8961532000003,3,None,1.0392314000000624,0.5275526999994327,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
59,0,59,,,,,,space,52.32183259999965,None,None,3,None,0.8083105999994586,0.5253946000002543,0,0,0,0,,,,,1,0,1,0,,,,,59,0,59,0,1203.9119277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaffee,4.3942,1203.8966394999998,1203.8971420999997,1203.8972463,1203.9119277,1208.3115596999996,1208.2959969000003,1208.2999719,1208.3115596999996,1208.3115596999996,1208.3115596999996,1208.3115596999996,1210.3136170999996,1210.3136170999996,1210.3136170999996,1210.3136170999996,1210.295623,3,None,0.8083105999994586,0.5253946000002543,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
0,0,0,,,,,2.5169,space,17.73306009999942,None,None,2,None,1.0852595999995174,0.35003710000000865,0,0,0,0,,,,,2,0,2,0,0,79,79,50,0,0,0,0,1270.5245292,,,,,,,,,,,,,,,,,,,,,,,,,,1228.2745942000001,1228.274816,1228.2821176999996,1228.2864612000003,1228.2864612000003,1246.0275935999998,space,17.73306009999942,None,1246.0277463000002,1246.0426785,1246.0426785,1258.5082320000001,None,1258.5083752,1258.5254636999998,1270.5089852,Vogel,2.5169,1270.5101206999998,1270.5107533999999,1270.5108470000005,1270.5245292,1273.0415389,1273.0254645000005,1273.0285694000004,1273.0415389,1273.0415389,1273.0415389,1273.0415389,1275.0409061,1275.0409061,1275.0409061,1275.0409061,1275.0254948000002,2,None,1.0852595999995174,0.35003710000000865,1222.3109765999998,1222.3274473000001,1222.3274473000001,1228.2292761999997,2,5.884143700000095,None,1270.5245292,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
1,0,1,,,,,,space,17.73306009999942,None,None,2,None,0.929831400000694,0.3702715999997963,0,0,0,0,,,,,2,0,2,0,,,,,1,0,1,0,1275.0409061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arm,4.5524,1275.0259859999996,1275.0264942000003,1275.0266015999996,1275.0409061,1279.607462,1279.5918940000001,1279.5952908,1279.607462,1279.607462,1279.607462,1279.607462,1281.6072639000004,1281.6072639000004,1281.6072639000004,1281.6072639000004,1281.5922817,2,None,0.929831400000694,0.3702715999997963,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
2,0,2,,,,,,space,17.73306009999942,None,None,2,None,0.8543656000001647,0.34306829999968613,0,0,0,0,,,,,2,0,2,0,,,,,2,0,2,0,1281.6072639000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.2129,1281.5927714,1281.5932868,1281.5933904000003,1281.6072639000004,1283.8238294000002,1283.8082376000002,1283.8121910999998,1283.8238294000002,1283.8238294000002,1283.8238294000002,1283.8238294000002,1285.8236391,1285.8236391,1285.8236391,1285.8236391,1285.8079518000004,2,None,0.8543656000001647,0.34306829999968613,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
3,0,3,,,,,,space,17.73306009999942,None,None,3,None,0.952545199999804,0.5215072000000873,0,0,0,0,,,,,2,0,2,0,,,,,3,0,3,0,1285.8236391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hülse,5.1698,1285.8083820000002,1285.8089874999996,1285.8090791000004,1285.8236391,1291.0068706000002,1290.9909244,1290.9942182000004,1291.0068706000002,1291.0068706000002,1291.0068706000002,1291.0068706000002,1293.0066023,1293.0066023,1293.0066023,1293.0066023,1292.9911812999999,3,None,0.952545199999804,0.5215072000000873,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
4,0,4,,,,,,space,17.73306009999942,None,None,3,None,0.9021346999998059,0.44660300000032294,0,0,0,0,,,,,2,0,2,0,,,,,4,0,4,0,1293.0066023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauber,3.6723,1292.9916679999997,1292.9923104,1292.9924145000005,1293.0066023,1296.6897096000002,1296.6743278000004,1296.6785404000002,1296.6897096000002,1296.6897096000002,1296.6897096000002,1296.6897096000002,1298.6897001999996,1298.6897001999996,1298.6897001999996,1298.6897001999996,1298.6741652,3,None,0.9021346999998059,0.44660300000032294,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
5,0,5,,,,,,space,17.73306009999942,None,None,2,None,0.8500989000003756,0.46462199999950826,0,0,0,0,,,,,2,0,2,0,,,,,5,0,5,0,1298.6897001999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Junge,3.6005,1298.6746681000004,1298.6751782000001,1298.6752808,1298.6897001999996,1302.2898599,1302.2740460000005,1302.2822956999998,1302.2898599,1302.2898599,1302.2898599,1302.2898599,1304.2894538,1304.2894538,1304.2894538,1304.2894538,1304.2737415000001,2,None,0.8500989000003756,0.46462199999950826,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
6,0,6,,,,,,space,17.73306009999942,None,None,3,None,0.8379660000000513,0.45681039999999484,0,0,0,0,,,,,2,0,2,0,,,,,6,0,6,0,1304.2894538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rot,4.0852,1304.2742329000002,1304.2747397000003,1304.2748442000002,1304.2894538,1308.3890474,1308.3734347999998,1308.3769386000004,1308.3890474,1308.3890474,1308.3890474,1308.3890474,1310.3891074000003,1310.3891074000003,1310.3891074000003,1310.3891074000003,1310.373579,3,None,0.8379660000000513,0.45681039999999484,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
7,0,7,,,,,,space,17.73306009999942,None,None,2,None,1.277709899999536,0.4483311000003596,0,0,0,0,,,,,2,0,2,0,,,,,7,0,7,0,1310.3891074000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safari,2.9061,1310.3740645999997,1310.3748123000005,1310.3749165,1310.3891074000003,1313.3053060000002,1313.2898888999998,1313.2933162,1313.3053060000002,1313.3053060000002,1313.3053060000002,1313.3053060000002,1315.3055316,1315.3055316,1315.3055316,1315.3055316,1315.2899070000003,2,None,1.277709899999536,0.4483311000003596,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
8,0,8,,,,,,space,17.73306009999942,None,None,2,None,1.1345942999996623,0.3902335000002495,0,0,0,0,,,,,2,0,2,0,,,,,8,0,8,0,1315.3055316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaktus,2.83,1315.2903982999997,1315.2909049999998,1315.2910067000003,1315.3055316,1318.1384928999996,1318.1231343,1318.1272693,1318.1384928999996,1318.1384928999996,1318.1384928999996,1318.1384928999996,1320.1385395999996,1320.1385395999996,1320.1385395999996,1320.1385395999996,1320.1228155,2,None,1.1345942999996623,0.3902335000002495,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
9,0,9,,,,,,space,17.73306009999942,None,None,3,None,1.212037300000702,0.32617989999926067,0,0,0,0,,,,,2,0,2,0,,,,,9,0,9,0,1320.1385395999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garten,3.189,1320.1233080000002,1320.1238160000003,1320.1239206999999,1320.1385395999996,1323.3380150000003,1323.3227463000003,1323.3267341,1323.3380150000003,1323.3380150000003,1323.3380150000003,1323.3380150000003,1325.3381288,1325.3381288,1325.3381288,1325.3381288,1325.3227238,3,None,1.212037300000702,0.32617989999926067,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
10,0,10,,,,,,space,17.73306009999942,None,None,3,None,1.1887034000001222,0.4168571999998676,0,0,0,0,,,,,2,0,2,0,,,,,10,0,10,0,1325.3381288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,2.6446,1325.3232229000005,1325.3237302999996,1325.3238360000005,1325.3381288,1327.9877009000002,1327.9721333999996,1327.9757636000004,1327.9877009000002,1327.9877009000002,1327.9877009000002,1327.9877009000002,1329.9880215000003,1329.9880215000003,1329.9880215000003,1329.9880215000003,1329.9727233000003,3,None,1.1887034000001222,0.4168571999998676,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
11,0,11,,,,,,space,17.73306009999942,None,None,2,None,0.9404998999998497,0.466776100000061,0,0,0,0,,,,,2,0,2,0,,,,,11,0,11,0,1329.9880215000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boss,3.6438,1329.9732089999998,1329.9737844,1329.9738880000004,1329.9880215000003,1333.6377107999997,1333.6227402000004,1333.6269358,1333.6377107999997,1333.6377107999997,1333.6377107999997,1333.6377107999997,1335.6375027000004,1335.6375027000004,1335.6375027000004,1335.6375027000004,1335.6219707,2,None,0.9404998999998497,0.466776100000061,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
12,0,12,,,,,,space,17.73306009999942,None,None,3,None,0.9468773999997211,0.4552708999999595,0,0,0,0,,,,,2,0,2,0,,,,,12,0,12,0,1335.6375027000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musik,2.3599,1335.6224541000001,1335.6229886,1335.6230923000003,1335.6375027000004,1338.0041478000003,1337.9882761999997,1337.9921929000002,1338.0041478000003,1338.0041478000003,1338.0041478000003,1338.0041478000003,1340.0040974000003,1340.0040974000003,1340.0040974000003,1340.0040974000003,1339.9883987000003,3,None,0.9468773999997211,0.4552708999999595,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
13,0,13,,,,,,space,17.73306009999942,None,None,3,None,1.2043033999998443,0.4561319000004005,0,0,0,0,,,,,2,0,2,0,,,,,13,0,13,0,1340.0040974000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonie,2.3419,1339.9888829000001,1339.9895269999997,1339.9896329000003,1340.0040974000003,1342.3539356,1342.3380173000005,1342.3419061000004,1342.3539356,1342.3539356,1342.3539356,1342.3539356,1344.3536427,1344.3536427,1344.3536427,1344.3536427,1344.3383297999999,3,None,1.2043033999998443,0.4561319000004005,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
14,0,14,,,,,,space,17.73306009999942,None,None,3,None,0.9914689000006547,0.35241580000001704,0,0,0,0,,,,,2,0,2,0,,,,,14,0,14,0,1344.3536427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,4.4429,1344.3388180000002,1344.3393228000004,1344.3394263999999,1344.3536427,1348.8033824000004,1348.7879831,1348.7922306,1348.8033824000004,1348.8033824000004,1348.8033824000004,1348.8033824000004,1350.8032456,1350.8032456,1350.8032456,1350.8032456,1350.7877930000004,3,None,0.9914689000006547,0.35241580000001704,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
15,0,15,,,,,,space,17.73306009999942,None,None,3,None,0.9473834999998871,0.5982966000001397,0,0,0,0,,,,,2,0,2,0,,,,,15,0,15,0,1350.8032456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimmer,4.4767,1350.7882201000002,1350.7889328,1350.7890257999998,1350.8032456,1355.2862973000001,1355.2707588000003,1355.2748411000002,1355.2862973000001,1355.2862973000001,1355.2862973000001,1355.2862973000001,1357.2863883999999,1357.2863883999999,1357.2863883999999,1357.2863883999999,1357.2707539000003,3,None,0.9473834999998871,0.5982966000001397,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
16,0,16,,,,,,space,17.73306009999942,None,None,3,None,1.0012227999995957,0.5146028999997725,0,0,0,0,,,,,2,0,2,0,,,,,16,0,16,0,1357.2863883999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2.8516,1357.2712449,1357.2717664000002,1357.2718672,1357.2863883999999,1360.1531199,1360.1372594000004,1360.1414433999998,1360.1531199,1360.1531199,1360.1531199,1360.1531199,1362.1529696999996,1362.1529696999996,1362.1529696999996,1362.1529696999996,1362.1371804999999,3,None,1.0012227999995957,0.5146028999997725,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
17,0,17,,,,,,space,17.73306009999942,None,None,3,None,0.848931900000025,0.4956488999996509,0,0,0,0,,,,,2,0,2,0,,,,,17,0,17,0,1362.1529696999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Küche,2.2385,1362.1376765000005,1362.1381807999996,1362.1382962999996,1362.1529696999996,1364.4025898,1364.3868743000003,1364.3901695000004,1364.4025898,1364.4025898,1364.4025898,1364.4025898,1366.4024685000004,1366.4024685000004,1366.4024685000004,1366.4024685000004,1366.3868542999999,3,None,0.848931900000025,0.4956488999996509,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
18,0,18,,,,,,space,17.73306009999942,None,None,2,None,1.2644001999997272,0.33106390000011743,0,0,0,0,,,,,2,0,2,0,,,,,18,0,18,0,1366.4024685000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,2.9645,1366.3873413000001,1366.3878483999997,1366.3879551999999,1366.4024685000004,1369.3685768000005,1369.3533542000005,1369.3570117999998,1369.3685768000005,1369.3685768000005,1369.3685768000005,1369.3685768000005,1371.3687277,1371.3687277,1371.3687277,1371.3687277,1371.3533505000005,2,None,1.2644001999997272,0.33106390000011743,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
19,0,19,,,,,,space,17.73306009999942,None,None,3,None,0.8377956000003906,0.4212830999995276,0,0,0,0,,,,,2,0,2,0,,,,,19,0,19,0,1371.3687277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,3.9589,1371.3538482000004,1371.3543535,1371.3544613000004,1371.3687277,1375.3352464,1375.3196863000003,1375.3238834000003,1375.3352464,1375.3352464,1375.3352464,1375.3352464,1377.3353084999999,1377.3353084999999,1377.3353084999999,1377.3353084999999,1377.3195636,3,None,0.8377956000003906,0.4212830999995276,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
20,0,20,,,,,,space,17.73306009999942,None,None,2,None,1.1949436000004425,0.4201350999992428,0,0,0,0,,,,,2,0,2,0,,,,,20,0,20,0,1377.3353084999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiele,2.3843,1377.3200212000002,1377.3206391000003,1377.3207384999996,1377.3353084999999,1379.7352702999997,1379.7192166000004,1379.7229058000003,1379.7352702999997,1379.7352702999997,1379.7352702999997,1379.7352702999997,1381.7350888,1381.7350888,1381.7350888,1381.7350888,1381.7193016,2,None,1.1949436000004425,0.4201350999992428,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
21,0,21,,,,,,space,17.73306009999942,None,None,3,None,0.9413458999997601,0.47490170000037324,0,0,0,0,,,,,2,0,2,0,,,,,21,0,21,0,1381.7350888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wort,2.9109,1381.7197880000003,1381.7204222999999,1381.7205274999997,1381.7350888,1384.6513690000002,1384.6358949000005,1384.639185,1384.6513690000002,1384.6513690000002,1384.6513690000002,1384.6513690000002,1386.6513542000002,1386.6513542000002,1386.6513542000002,1386.6513542000002,1386.6355617,3,None,0.9413458999997601,0.47490170000037324,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
22,0,22,,,,,,space,17.73306009999942,None,None,2,None,1.5773519999993368,0.3588694000000032,0,0,0,0,,,,,2,0,2,0,,,,,22,0,22,0,1386.6513542000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiefer,2.4916,1386.6360495999998,1386.6366937000003,1386.6367976000001,1386.6513542000002,1389.15081,1389.1351911000002,1389.1384375999996,1389.15081,1389.15081,1389.15081,1389.15081,1391.1509800000003,1391.1509800000003,1391.1509800000003,1391.1509800000003,1391.1358693000002,2,None,1.5773519999993368,0.3588694000000032,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
23,0,23,,,,,,space,17.73306009999942,None,None,2,None,1.249172499999986,0.3942845000001398,0,0,0,0,,,,,2,0,2,0,,,,,23,0,23,0,1391.1509800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humor,5.3655,1391.1363628999998,1391.1368678,1391.1370011,1391.1509800000003,1396.5169647000002,1396.5015646000002,1396.5048877,1396.5169647000002,1396.5169647000002,1396.5169647000002,1396.5169647000002,1398.5179527,1398.5179527,1398.5179527,1398.5179527,1398.5014363999999,2,None,1.249172499999986,0.3942845000001398,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
24,0,24,,,,,,space,17.73306009999942,None,None,2,None,1.0165800999993735,0.42192290000002686,0,0,0,0,,,,,2,0,2,0,,,,,24,0,24,0,1398.5179527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnerin,3.0127,1398.5018621,1398.5023348000004,1398.5024283000002,1398.5179527,1401.5344218999999,1401.5179091,1401.5217364999999,1401.5344218999999,1401.5344218999999,1401.5344218999999,1401.5344218999999,1403.5336570999998,1403.5336570999998,1403.5336570999998,1403.5336570999998,1403.5180404000002,2,None,1.0165800999993735,0.42192290000002686,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
25,0,25,,,,,,space,17.73306009999942,None,None,3,None,0.9362197999998898,0.4301197000004322,0,0,0,0,,,,,2,0,2,0,,,,,25,0,25,0,1403.5336570999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziegel,3.2825,1403.5185299000004,1403.5191821999997,1403.5192856000003,1403.5336570999998,1406.8168457000002,1406.8012262000002,1406.8061678000004,1406.8168457000002,1406.8168457000002,1406.8168457000002,1406.8168457000002,1408.8169506000004,1408.8169506000004,1408.8169506000004,1408.8169506000004,1408.8010885000003,3,None,0.9362197999998898,0.4301197000004322,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
