thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,blank_cross.started,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,blank_cross.stopped,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,Alter,Geschlecht (optional),MRI,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,,,,,,space,12.461030700000265,None,None,3,None,0.7598688000007314,0.49252919999980804,1,0,1,0,,,,,0,0,0,0,,,,,8,0,8,0,2039.463914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,2.6312,2039.4488812999998,2039.4493874999998,2039.4494912,2039.463914,2042.0971492999997,2042.0813104,2042.0851774000002,2042.0971492999997,2042.0971492999997,2042.0971492999997,2042.0971492999997,2044.0971257,2044.0971257,2044.0971257,2044.0971257,2044.0814268000004,3,None,0.7598688000007314,0.49252919999980804,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
9,0,9,,,,,,space,12.461030700000265,None,None,3,None,0.9804299999996147,0.667344100000264,1,0,1,0,,,,,0,0,0,0,,,,,9,0,9,0,2044.0971257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fakt,2.1413,2044.0819198999998,2044.0824179,2044.0825199,2044.0971257,2046.2465997999998,2046.2312109000004,2046.2346848999996,2046.2465997999998,2046.2465997999998,2046.2465997999998,2046.2465997999998,2048.2469607000003,2048.2469607000003,2048.2469607000003,2048.2469607000003,2048.2314212,3,None,0.9804299999996147,0.667344100000264,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
10,0,10,,,,,,space,12.461030700000265,None,None,2,None,1.0216842999998335,0.4528623999995034,1,0,1,0,,,,,0,0,0,0,,,,,10,0,10,0,2048.2469607000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minze,3.2059,2048.2319012999997,2048.2324559,2048.2325630000005,2048.2469607000003,2051.4630657,2051.4476725000004,2051.4519895000003,2051.4630657,2051.4630657,2051.4630657,2051.4630657,2053.4632543,2053.4632543,2053.4632543,2053.4632543,2053.4475399000003,2,None,1.0216842999998335,0.4528623999995034,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
11,0,11,,,,,,space,12.461030700000265,None,None,3,None,0.8470466000007946,0.5101882999997542,1,0,1,0,,,,,0,0,0,0,,,,,11,0,11,0,2053.4632543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brise,2.3419,2053.4480292999997,2053.4485354,2053.4486372,2053.4632543,2055.8129526000002,2055.7973958000002,2055.8015057000002,2055.8129526000002,2055.8129526000002,2055.8129526000002,2055.8129526000002,2057.8129285000005,2057.8129285000005,2057.8129285000005,2057.8129285000005,2057.7973648999996,3,None,0.8470466000007946,0.5101882999997542,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
12,0,12,,,,,,space,12.461030700000265,None,None,2,None,0.9302715000003445,0.6013757999999143,1,0,1,0,,,,,0,0,0,0,,,,,12,0,12,0,2057.8129285000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulter,2.9061,2057.7977935,2057.7982836,2057.7983776,2057.8129285000005,2060.7294976000003,2060.7138518,2060.7180602,2060.7294976000003,2060.7294976000003,2060.7294976000003,2060.7294976000003,2062.729394,2062.729394,2062.729394,2062.729394,2062.7137584,2,None,0.9302715000003445,0.6013757999999143,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
13,0,13,,,,,,space,12.461030700000265,None,None,2,None,1.2287679999999455,0.5132745000000796,1,0,1,0,,,,,0,0,0,0,,,,,13,0,13,0,2062.729394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozean,2.0842,2062.7142412000003,2062.7147778,2062.7148822999998,2062.729394,2064.8124917000005,2064.7969542,2064.8012541999997,2064.8124917000005,2064.8124917000005,2064.8124917000005,2064.8124917000005,2066.8127221000004,2066.8127221000004,2066.8127221000004,2066.8127221000004,2066.7967785,2,None,1.2287679999999455,0.5132745000000796,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
14,0,14,,,,,,space,12.461030700000265,None,None,3,None,0.9813666999998532,0.5177307000003566,1,0,1,0,,,,,0,0,0,0,,,,,14,0,14,0,2066.8127221000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesetz,2.9832,2066.7972333,2066.7977929999997,2066.7978898,2066.8127221000004,2069.7953442,2069.7798310999997,2069.783259,2069.7953442,2069.7953442,2069.7953442,2069.7953442,2071.7955432999997,2071.7955432999997,2071.7955432999997,2071.7955432999997,2071.7800398,3,None,0.9813666999998532,0.5177307000003566,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
15,0,15,,,,,,space,12.461030700000265,None,None,3,None,0.9074208000001818,0.5653886000000057,1,0,1,0,,,,,0,0,0,0,,,,,15,0,15,0,2071.7955432999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecke,2.5377,2071.7805306,2071.7811379000004,2071.7813053,2071.7955432999997,2074.3451694000005,2074.3297433,2074.3333443,2074.3451694000005,2074.3451694000005,2074.3451694000005,2074.3451694000005,2076.3457576,2076.3457576,2076.3457576,2076.3457576,2076.3298567,3,None,0.9074208000001818,0.5653886000000057,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
16,0,16,,,,,,space,12.461030700000265,None,None,2,None,0.9856714999996257,0.47995760000048904,1,0,1,0,,,,,0,0,0,0,,,,,16,0,16,0,2076.3457576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safari,2.1743,2076.3303416,2076.3310135,2076.3311218999997,2076.3457576,2078.5279352,2078.5133185000004,2078.5177949,2078.5279352,2078.5279352,2078.5279352,2078.5279352,2080.5281802,2080.5281802,2080.5281802,2080.5281802,2080.5129929000004,2,None,0.9856714999996257,0.47995760000048904,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
17,0,17,,,,,,space,12.461030700000265,None,None,2,None,1.0227537999999186,0.4018918000001577,1,0,1,0,,,,,0,0,0,0,,,,,17,0,17,0,2080.5281802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,2.0052,2080.5134866,2080.5139983,2080.5141034,2080.5281802,2082.5447528000004,2082.5292637000002,2082.5334218999997,2082.5447528000004,2082.5447528000004,2082.5447528000004,2082.5447528000004,2084.5448581,2084.5448581,2084.5448581,2084.5448581,2084.5291016,2,None,1.0227537999999186,0.4018918000001577,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
18,0,18,,,,,,space,12.461030700000265,None,None,2,None,0.8673232999999527,0.432572199999413,1,0,1,0,,,,,0,0,0,0,,,,,18,0,18,0,2084.5448581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,2.2639,2084.5295898000004,2084.5300984000005,2084.5302032,2084.5448581,2086.8112374,2086.7956268,2086.7993177,2086.8112374,2086.8112374,2086.8112374,2086.8112374,,,,,2088.7970735,2,None,0.8673232999999527,0.432572199999413,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
19,0,19,,,,,,space,12.461030700000265,None,None,3,None,0.8048152999999729,0.5116428000001179,1,0,1,0,,,,,0,0,0,0,,,,,19,0,19,0,2088.8113329999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buch,2.0946,2088.7975567000003,2088.7984232999997,2088.7985475000005,2088.8113329999996,2090.9108876,2090.8952558,2090.8985797000005,2090.9108876,2090.9108876,2090.9108876,2090.9108876,2092.9109985000005,2092.9109985000005,2092.9109985000005,2092.9109985000005,2092.8951705,3,None,0.8048152999999729,0.5116428000001179,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
20,0,20,,,,,,space,12.461030700000265,None,None,2,None,0.7012883000006696,0.5186952999993082,1,0,1,0,,,,,0,0,0,0,,,,,20,0,20,0,2092.9109985000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.5169,2092.8956147999997,2092.8961025999997,2092.8962005000003,2092.9109985000005,2095.4274216000003,2095.4116203000003,2095.4149629000003,2095.4274216000003,2095.4274216000003,2095.4274216000003,2095.4274216000003,2097.4273796999996,2097.4273796999996,2097.4273796999996,2097.4273796999996,2097.4117632999996,2,None,0.7012883000006696,0.5186952999993082,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
21,0,21,,,,,,space,12.461030700000265,None,None,2,None,0.6761372000000847,0.4878769999995711,1,0,1,0,,,,,0,0,0,0,,,,,21,0,21,0,2097.4273796999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,3.4445,2097.4122472,2097.4127580000004,2097.4128687,2097.4273796999996,2100.8769505,2100.8614151,2100.86524,2100.8769505,2100.8769505,2100.8769505,2100.8769505,2102.8770283000003,2102.8770283000003,2102.8770283000003,2102.8770283000003,2102.8614402000003,2,None,0.6761372000000847,0.4878769999995711,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
22,0,22,,,,,,space,12.461030700000265,None,None,3,None,0.752674900000784,0.4532349000000977,1,0,1,0,,,,,0,0,0,0,,,,,22,0,22,0,2102.8770283000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimt,3.0127,2102.8619269,2102.8625110000003,2102.8626188999997,2102.8770283000003,2105.8936845999997,2105.8775951,2105.8805917,2105.8936845999997,2105.8936845999997,2105.8936845999997,2105.8936845999997,2107.8933472999997,2107.8933472999997,2107.8933472999997,2107.8933472999997,2107.8779113,3,None,0.752674900000784,0.4532349000000977,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
23,0,23,,,,,,space,12.461030700000265,None,None,3,None,0.8134819000006246,0.6044306999992841,1,0,1,0,,,,,0,0,0,0,,,,,23,0,23,0,2107.8933472999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuchen ,2.4167,2107.8784029999997,2107.8789091,2107.8790197,2107.8933472999997,2110.3094577,2110.2941111,2110.2981769,2110.3094577,2110.3094577,2110.3094577,2110.3094577,2112.309693,2112.309693,2112.309693,2112.309693,2112.2942719000002,3,None,0.8134819000006246,0.6044306999992841,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
24,0,24,,,,,,space,12.461030700000265,None,None,3,None,0.8618890000007013,0.4725165999998353,1,0,1,0,,,,,0,0,0,0,,,,,24,0,24,0,2112.309693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.3599,2112.2947759,2112.2954179999997,2112.295523,2112.309693,2114.6760968999997,2114.6605256000003,2114.6639993999997,2114.6760968999997,2114.6760968999997,2114.6760968999997,2114.6760968999997,2116.6762426000005,2116.6762426000005,2116.6762426000005,2116.6762426000005,2116.6606368000002,3,None,0.8618890000007013,0.4725165999998353,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
25,0,25,,,,,,space,12.461030700000265,None,None,3,None,0.7371976999993421,0.43456349999996746,1,0,1,0,,,,,0,0,0,0,,,,,25,0,25,0,2116.6762426000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puppe,4.4767,2116.6611332,2116.6616469,2116.6617543,2116.6762426000005,2121.1589064,2121.1434626,2121.1466336000003,2121.1589064,2121.1589064,2121.1589064,2121.1589064,2123.159662,2123.159662,2123.159662,2123.159662,2123.1438633,3,None,0.7371976999993421,0.43456349999996746,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
26,0,26,,,,,,space,12.461030700000265,None,None,2,None,0.7450849000006201,0.5295812999993359,1,0,1,0,,,,,0,0,0,0,,,,,26,0,26,0,2123.159662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister,2.9036,2123.144348,2123.1450968,2123.1452012,2123.159662,2126.0754327000004,2126.0598204,2126.0635981000005,2126.0754327000004,2126.0754327000004,2126.0754327000004,2126.0754327000004,2128.0754706999996,2128.0754706999996,2128.0754706999996,2128.0754706999996,2128.0600057,2,None,0.7450849000006201,0.5295812999993359,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
27,0,27,,,,,,space,12.461030700000265,None,None,3,None,0.8483114000000569,0.4773082000001523,1,0,1,0,,,,,0,0,0,0,,,,,27,0,27,0,2128.0754706999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beutel,3.6615,2128.0605017,2128.0609996000003,2128.0611041,2128.0754706999996,2131.7420841000003,2131.7265335,2131.7301869000003,2131.7420841000003,2131.7420841000003,2131.7420841000003,2131.7420841000003,2133.7421249999998,2133.7421249999998,2133.7421249999998,2133.7421249999998,2133.7262129,3,None,0.8483114000000569,0.4773082000001523,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
28,0,28,,,,,,space,12.461030700000265,None,None,3,None,0.7093740000000253,0.44823069999984,1,0,1,0,,,,,0,0,0,0,,,,,28,0,28,0,2133.7421249999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,3.6723,2133.7267082999997,2133.7272094,2133.7273119,2133.7421249999998,2137.4250744,2137.4093998999997,2137.4129064999997,2137.4250744,2137.4250744,2137.4250744,2137.4250744,2139.4250627,2139.4250627,2139.4250627,2139.4250627,2139.4094471999997,3,None,0.7093740000000253,0.44823069999984,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
29,0,29,,,,,,space,12.461030700000265,None,None,3,None,0.8065723999998227,0.5285131000000547,1,0,1,0,,,,,0,0,0,0,,,,,29,0,29,0,2139.4250627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loch,3.039,2139.4099263999997,2139.4104193000003,2139.4105232,2139.4250627,2142.4747230000003,2142.4591200000004,2142.4627493999997,2142.4747230000003,2142.4747230000003,2142.4747230000003,2142.4747230000003,2144.474779,2144.474779,2144.474779,2144.474779,2144.4592909000003,3,None,0.8065723999998227,0.5285131000000547,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
30,0,30,,,,,,space,12.461030700000265,None,None,2,None,0.8615123999998104,0.565114199999698,1,0,1,0,,,,,0,0,0,0,,,,,30,0,30,0,2144.474779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freund,4.3424,2144.4597790999997,2144.4602901999997,2144.4603915,2144.474779,2148.8242423,2148.8087794000003,2148.8132906,2148.8242423,2148.8242423,2148.8242423,2148.8242423,2150.8243648999996,2150.8243648999996,2150.8243648999996,2150.8243648999996,2150.8086518,2,None,0.8615123999998104,0.565114199999698,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
31,0,31,,,,,,space,12.461030700000265,None,None,3,None,0.7320552000001044,0.5513897999999244,1,0,1,0,,,,,0,0,0,0,,,,,31,0,31,0,2150.8243648999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlüssel,5.1698,2150.8091469,2150.8096545,2150.8097606,2150.8243648999996,2156.0073617999997,2155.9917691,2155.9954742,2156.0073617999997,2156.0073617999997,2156.0073617999997,2156.0073617999997,2158.007101,2158.007101,2158.007101,2158.007101,2157.9915401999997,3,None,0.7320552000001044,0.5513897999999244,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
32,0,32,,,,,,space,12.461030700000265,None,None,2,None,0.9334743999997954,0.5423823999999513,1,0,1,0,,,,,0,0,0,0,,,,,32,0,32,0,2158.007101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schneke,4.5524,2157.9920340999997,2157.9925445,2157.9926520999998,2158.007101,2162.5735832,2162.5577869,2162.5616492,2162.5735832,2162.5735832,2162.5735832,2162.5735832,2164.5736530000004,2164.5736530000004,2164.5736530000004,2164.5736530000004,2164.5579644,2,None,0.9334743999997954,0.5423823999999513,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
33,0,33,,,,,,space,12.461030700000265,None,None,3,None,0.9983773000003566,0.5822398999998768,1,0,1,0,,,,,0,0,0,0,,,,,33,0,33,0,2164.5736530000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kapitel,2.3362,2164.5584541,2164.5589796000004,2164.5590838,2164.5736530000004,2166.9235704000002,2166.9078926,2166.9116636,2166.9235704000002,2166.9235704000002,2166.9235704000002,2166.9235704000002,2168.9231523999997,2168.9231523999997,2168.9231523999997,2168.9231523999997,2168.9078112999996,3,None,0.9983773000003566,0.5822398999998768,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
34,0,34,,,,,,space,12.461030700000265,None,None,3,None,0.9555646999997407,0.6233685999995942,1,0,1,0,,,,,0,0,0,0,,,,,34,0,34,0,2168.9231523999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabine,2.0589,2168.9082968000002,2168.9088371999997,2168.9089423000005,2168.9231523999997,2170.9895994999997,2170.9744569000004,2170.9785988000003,2170.9895994999997,2170.9895994999997,2170.9895994999997,2170.9895994999997,2172.9896485,2172.9896485,2172.9896485,2172.9896485,2172.974344,3,None,0.9555646999997407,0.6233685999995942,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
35,0,35,,,,,,space,12.461030700000265,None,None,3,None,0.8542802000001757,0.3770011999995404,1,0,1,0,,,,,0,0,0,0,,,,,35,0,35,0,2172.9896485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza,3.6564,2172.9748167,2172.9753517999998,2172.9754572,2172.9896485,2176.6563213,2176.6406564999997,2176.6446302000004,2176.6563213,2176.6563213,2176.6563213,2176.6563213,2178.6559399999996,2178.6559399999996,2178.6559399999996,2178.6559399999996,2178.6407875000004,3,None,0.8542802000001757,0.3770011999995404,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
36,0,36,,,,,,space,12.461030700000265,None,None,3,None,0.963261999999304,0.3759603000007701,1,0,1,0,,,,,0,0,0,0,,,,,36,0,36,0,2178.6559399999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geist,2.9443,2178.6412854,2178.6417965,2178.6418998999998,2178.6559399999996,2181.6063684,2181.5902896999996,2181.5934795000003,2181.6063684,2181.6063684,2181.6063684,2181.6063684,2183.6061837999996,2183.6061837999996,2183.6061837999996,2183.6061837999996,2183.5902745000003,3,None,0.963261999999304,0.3759603000007701,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
37,0,37,,,,,,space,12.461030700000265,None,None,3,None,1.172512099999949,0.25826300000062474,1,0,1,0,,,,,0,0,0,0,,,,,37,0,37,0,2183.6061837999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulkan,2.5519,2183.5907644,2183.5912678000004,2183.5913779,2183.6061837999996,2186.1722621,2186.1564615999996,2186.1605781999997,2186.1722621,2186.1722621,2186.1722621,2186.1722621,2188.1721163,2188.1721163,2188.1721163,2188.1721163,2188.1566656000005,3,None,1.172512099999949,0.25826300000062474,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
38,0,38,,,,,,space,12.461030700000265,None,None,2,None,1.2630356999998185,0.37607649999972637,1,0,1,0,,,,,0,0,0,0,,,,,38,0,38,0,2188.1721163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesicht,2.8901,2188.1571577000004,2188.1576746,2188.1577776000004,2188.1721163,2191.0726934000004,2191.0564284,2191.0604548,2191.0726934000004,2191.0726934000004,2191.0726934000004,2191.0726934000004,2193.0717912,2193.0717912,2193.0717912,2193.0717912,2193.0565478,2,None,1.2630356999998185,0.37607649999972637,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
39,0,39,,,,,,space,12.461030700000265,None,None,2,None,0.7619975999996313,0.514518599999974,1,0,1,0,,,,,0,0,0,0,,,,,39,0,39,0,2193.0717912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruder,5.3463,2193.0570281,2193.0577144999997,2193.0578212,2193.0717912,2198.4215586,2198.4063435,2198.4102875,2198.4215586,2198.4215586,2198.4215586,2198.4215586,2200.4216142000005,2200.4216142000005,2200.4216142000005,2200.4216142000005,2200.4064639999997,2,None,0.7619975999996313,0.514518599999974,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
40,0,40,,,,,,space,12.461030700000265,None,None,3,None,0.8806527000006099,0.509525699999358,1,0,1,0,,,,,0,0,0,0,,,,,40,0,40,0,2200.4216142000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,2.6097,2200.4070033,2200.4076505000003,2200.4078209,2200.4216142000005,2203.0380624,2203.0224965999996,2203.0257934,2203.0380624,2203.0380624,2203.0380624,2203.0380624,2205.0379986,2205.0379986,2205.0379986,2205.0379986,2205.0221408999996,3,None,0.8806527000006099,0.509525699999358,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
41,0,41,,,,,,space,12.461030700000265,None,None,2,None,1.0814225000003717,0.3748422999997274,1,0,1,0,,,,,0,0,0,0,,,,,41,0,41,0,2205.0379986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiele,2.9109,2205.0226296,2205.0231442000004,2205.023252,2205.0379986,2207.9544478999996,2207.9387619999998,2207.9424719,2207.9544478999996,2207.9544478999996,2207.9544478999996,2207.9544478999996,2209.9542579,2209.9542579,2209.9542579,2209.9542579,2209.9385,2,None,1.0814225000003717,0.3748422999997274,,,,,,,,,,,,,Guess_3415,20,female,1,2025-05-07_19h02.04.177,sm,2024.2.4,59.99991600024196,2025-05-07 19h02.24.937421 +0200,
