thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
75,0,75,,,,,,space,4.757998799999768,None,None,3,None,1.2231873000000633,0.21102460000020073,0,0,0,0,,,,,3,0,3,0,,,,,75,0,75,0,1913.1943561999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safari,2.0589,1913.1787456000002,1913.1792404999997,1913.1793386999998,1913.1943561999997,1915.2602803,1915.2449607999997,1915.2484854000004,1915.2602803,1915.2602803,1915.2602803,1915.2602803,1917.2604903000001,1917.2604903000001,1917.2604903000001,1917.2604903000001,1917.2449579000004,3,None,1.2231873000000633,0.21102460000020073,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
76,0,76,,,,,,space,4.757998799999768,None,None,3,None,0.9605474999998478,0.18715659999998024,0,0,0,0,,,,,3,0,3,0,,,,,76,0,76,0,1917.2604903000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gel,3.8592,1917.2454568000003,1917.2459760000002,1917.2460835000002,1917.2604903000001,1921.1266269999996,1921.1115780999999,1921.1152294000003,1921.1266269999996,1921.1266269999996,1921.1266269999996,1921.1266269999996,1923.1268657,1923.1268657,1923.1268657,1923.1268657,1923.1111604999996,3,None,0.9605474999998478,0.18715659999998024,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
77,0,77,,,,,,space,4.757998799999768,None,None,3,None,0.8466029000001072,0.2182435999993686,0,0,0,0,,,,,3,0,3,0,,,,,77,0,77,0,1923.1268657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,4.3942,1923.1116631000004,1923.1121684999998,1923.1122709,1923.1268657,1927.5271524999998,1927.5108675000001,1927.5152584999996,1927.5271524999998,1927.5271524999998,1927.5271524999998,1927.5271524999998,1929.5264141999996,1929.5264141999996,1929.5264141999996,1929.5264141999996,1929.5108507000004,3,None,0.8466029000001072,0.2182435999993686,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
78,0,78,,,,,,space,4.757998799999768,None,None,3,None,0.9309051999998701,0.2130959999994957,0,0,0,0,,,,,3,0,3,0,,,,,78,0,78,0,1929.5264141999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,2.0052,1929.5113585,1929.5118765999996,1929.5119871999996,1929.5264141999996,1931.5425175999999,1931.5272004999997,1931.5307639000002,1931.5425175999999,1931.5425175999999,1931.5425175999999,1931.5425175999999,1933.5428733999997,1933.5428733999997,1933.5428733999997,1933.5428733999997,1933.5272506000001,3,None,0.9309051999998701,0.2130959999994957,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
79,0,79,,,,,,space,4.757998799999768,None,None,3,None,1.1094818999999916,0.2061321000001044,0,0,0,0,,,,,3,0,3,0,,,,,79,0,79,0,1933.5428733999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kapitel,3.9589,1933.5277469000002,1933.5284652,1933.5285783,1933.5428733999997,1937.5091072000005,1937.4936574000003,1937.4978649000004,1937.5091072000005,1937.5091072000005,1937.5091072000005,1937.5091072000005,1939.5199542,1939.5199542,1939.5199542,1939.5199542,1939.4938339999999,3,None,1.1094818999999916,0.2061321000001044,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
0,0,0,Rasen,Pflege,Mäher,Gras,2.7992,space,1.5969024000005447,None,None,3,None,1.309516000000258,0.25271559999964666,1,0,1,0,0,79,79,77,0,0,0,0,0,79,79,76,0,0,0,0,2134.1476156,,,,,,,,,,,,,,,,,,,,,,,,,,2108.3513154,2108.3519102,2108.4097854,2108.4100310000003,2108.4144462000004,2108.4147467000003,2108.4426638000004,2108.4428521,2108.4498479000003,2108.4530648,2108.4530648,2110.0671957000004,space,1.5969024000005447,None,2110.0673495,2110.0825135000005,2110.0825135000005,2122.1331708,None,2122.1405226999996,2122.1482379999998,2122.148582166667,2123.3532416999997,2132.147833966667,2133.1538898999997,2134.1322787,Dip,2.7992,2134.1337495999996,2134.1345180999997,2134.1346261,2134.1476156,2136.9474583,2136.9316578,2136.9349706000003,2136.9474583,2136.9474583,2136.9474583,2136.9474583,2138.9473896,2138.9473896,2138.9473896,2138.9473896,2138.9316947999996,3,None,1.309516000000258,0.25271559999964666,1951.5088560000004,2104.8682614,space,2104.868534,2104.8826245,2104.8826245,2108.3488074999996,2,3.450736099999631,None,2134.1476156,1951.5250698999998,1951.5250698999998,153.33973890000016,None,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
1,0,1,,,,,,space,1.5969024000005447,None,None,2,None,0.7396675999998479,0.2304855000002135,1,0,1,0,,,,,0,0,0,0,,,,,1,0,1,0,2138.9473896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Präsident,3.0547,2138.9321929,2138.9328419000003,2138.9329484,2138.9473896,2142.0138346000003,2141.998305,2142.0021618,2142.0138346000003,2142.0138346000003,2142.0138346000003,2142.0138346000003,2144.0140014,2144.0140014,2144.0140014,2144.0140014,2143.9983178,2,None,0.7396675999998479,0.2304855000002135,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
2,0,2,,,,,,space,1.5969024000005447,None,None,2,None,0.8942095000002155,0.28621469999961846,1,0,1,0,,,,,0,0,0,0,,,,,2,0,2,0,2144.0140014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnecke,2.2385,2143.9988120999997,2143.9995799,2143.9996917999997,2144.0140014,2146.2634103,2146.2478978,2146.2518436,2146.2634103,2146.2634103,2146.2634103,2146.2634103,2148.2635302,2148.2635302,2148.2635302,2148.2635302,2148.2478523,2,None,0.8942095000002155,0.28621469999961846,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
3,0,3,,,,,,space,1.5969024000005447,None,None,3,None,0.8511702999994668,0.24931699999979173,1,0,1,0,,,,,0,0,0,0,,,,,3,0,3,0,2148.2635302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlüssel,2.7357,2148.2483453000004,2148.2489857,2148.249092,2148.2635302,2151.0133035,2150.997862,2151.0021454,2151.0133035,2151.0133035,2151.0133035,2151.0133035,2153.0137415,2153.0137415,2153.0137415,2153.0137415,2152.9978524,3,None,0.8511702999994668,0.24931699999979173,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
4,0,4,,,,,,space,1.5969024000005447,None,None,3,None,0.7776333000001614,0.2627716999995755,1,0,1,0,,,,,0,0,0,0,,,,,4,0,4,0,2153.0137415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.021,2152.9983454000003,2152.9988776,2152.9989824000004,2153.0137415,2155.0464422000005,2155.0309325,2155.0362445,2155.0464422000005,2155.0464422000005,2155.0464422000005,2155.0464422000005,2157.0464082999997,2157.0464082999997,2157.0464082999997,2157.0464082999997,2157.0315067,3,None,0.7776333000001614,0.2627716999995755,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
5,0,5,,,,,,space,1.5969024000005447,None,None,3,None,0.9256413000002794,0.2573179999999411,1,0,1,0,,,,,0,0,0,0,,,,,5,0,5,0,2157.0464082999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,2.0946,2157.0320473,2157.0326919999998,2157.0328126000004,2157.0464082999997,2159.1463481,2159.1307224,2159.1349837,2159.1463481,2159.1463481,2159.1463481,2159.1463481,2161.1460462000005,2161.1460462000005,2161.1460462000005,2161.1460462000005,2161.1305089999996,3,None,0.9256413000002794,0.2573179999999411,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
6,0,6,,,,,,space,1.5969024000005447,None,None,3,None,0.8117848000001686,0.23841320000065025,1,0,1,0,,,,,0,0,0,0,,,,,6,0,6,0,2161.1460462000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nummer,2.1186,2161.1310105000002,2161.1316436999996,2161.1317553,2161.1460462000005,2163.2794916000003,2163.2638817999996,2163.2680547,2163.2794916000003,2163.2794916000003,2163.2794916000003,2163.2794916000003,2165.2792812,2165.2792812,2165.2792812,2165.2792812,2165.2636146000004,3,None,0.8117848000001686,0.23841320000065025,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
7,0,7,,,,,,space,1.5969024000005447,None,None,3,None,0.9457366000006004,0.2313893000000462,1,0,1,0,,,,,0,0,0,0,,,,,7,0,7,0,2165.2792812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bild,3.039,2165.2641079000005,2165.2646803999996,2165.2647872999996,2165.2792812,2168.3288271,2168.3132579000003,2168.3167151,2168.3288271,2168.3288271,2168.3288271,2168.3288271,2170.3289991,2170.3289991,2170.3289991,2170.3289991,2170.3134689999997,3,None,0.9457366000006004,0.2313893000000462,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
8,0,8,,,,,,space,1.5969024000005447,None,None,3,None,0.940768599999501,0.25820720000047004,1,0,1,0,,,,,0,0,0,0,,,,,8,0,8,0,2170.3289991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,2.3229,2170.3139693000003,2170.3144647999998,2170.3145684,2170.3289991,2172.6618975,2172.6463345,2172.6500926999997,2172.6618975,2172.6618975,2172.6618975,2172.6618975,2174.6620455,2174.6620455,2174.6620455,2174.6620455,2174.6464130000004,3,None,0.940768599999501,0.25820720000047004,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
9,0,9,,,,,,space,1.5969024000005447,None,None,3,None,0.7731366000007256,0.23633669999981066,1,0,1,0,,,,,0,0,0,0,,,,,9,0,9,0,2174.6620455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,3.189,2174.6469159,2174.6474426000004,2174.6475551000003,2174.6620455,2177.8617661,2177.8456533999997,2177.8483202999996,2177.8617661,2177.8617661,2177.8617661,2177.8617661,2179.8617506,2179.8617506,2179.8617506,2179.8617506,2179.8460864999997,3,None,0.7731366000007256,0.23633669999981066,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
10,0,10,,,,,,space,1.5969024000005447,None,None,3,None,0.8499093000000357,0.26764039999943634,1,0,1,0,,,,,0,0,0,0,,,,,10,0,10,0,2179.8617506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiktion,4.0852,2179.8465851,2179.8471669,2179.8472745999998,2179.8617506,2183.9613638,2183.9464405,2183.9504804,2183.9613638,2183.9613638,2183.9613638,2183.9613638,2185.9612034,2185.9612034,2185.9612034,2185.9612034,2185.9460129,3,None,0.8499093000000357,0.26764039999943634,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
11,0,11,,,,,,space,1.5969024000005447,None,None,3,None,0.914702899999611,0.21715519999997923,1,0,1,0,,,,,0,0,0,0,,,,,11,0,11,0,2185.9612034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juwel,2.3419,2185.9465075999997,2185.947064,2185.9471679999997,2185.9612034,2188.3108433999996,2188.2953094000004,2188.2994694999998,2188.3108433999996,2188.3108433999996,2188.3108433999996,2188.3108433999996,2190.3111365000004,2190.3111365000004,2190.3111365000004,2190.3111365000004,2190.2956624,3,None,0.914702899999611,0.21715519999997923,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
12,0,12,,,,,,space,1.5969024000005447,None,None,3,None,0.7597497999995539,0.18921230000069045,1,0,1,0,,,,,0,0,0,0,,,,,12,0,12,0,2190.3111365000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,2.3599,2190.296166,2190.2966910000005,2190.2967986000003,2190.3111365000004,2192.6772868999997,2192.6617244,2192.6652443000003,2192.6772868999997,2192.6772868999997,2192.6772868999997,2192.6772868999997,2194.6774488,2194.6774488,2194.6774488,2194.6774488,2194.661932,3,None,0.7597497999995539,0.18921230000069045,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
13,0,13,,,,,,space,1.5969024000005447,None,None,2,None,0.9648797999998351,0.22329629999967437,1,0,1,0,,,,,0,0,0,0,,,,,13,0,13,0,2194.6774488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,2.6312,2194.6624309,2194.6630772999997,2194.6631837000004,2194.6774488,2197.3108003999996,2197.2948457,2197.2978212,2197.3108003999996,2197.3108003999996,2197.3108003999996,2197.3108003999996,2199.3105115999997,2199.3105115999997,2199.3105115999997,2199.3105115999997,2199.2949657,2,None,0.9648797999998351,0.22329629999967437,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
14,0,14,,,,,,space,1.5969024000005447,None,None,2,None,1.2000086000007286,0.21780949999993027,1,0,1,0,,,,,0,0,0,0,,,,,14,0,14,0,2199.3105115999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwester,2.9061,2199.2954683,2199.2959738,2199.2960790999996,2199.3105115999997,2202.226743,2202.2112448,2202.2147695000003,2202.226743,2202.226743,2202.226743,2202.226743,2204.2269517000004,2204.2269517000004,2204.2269517000004,2204.2269517000004,2204.2112472,2,None,1.2000086000007286,0.21780949999993027,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
15,0,15,,,,,,space,1.5969024000005447,None,None,3,None,0.630542300000343,0.20773800000006304,1,0,1,0,,,,,0,0,0,0,,,,,15,0,15,0,2204.2269517000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonie,2.6097,2204.2117498999996,2204.2124082,2204.2125159999996,2204.2269517000004,2206.8433709,2206.8279570000004,2206.8323688,2206.8433709,2206.8433709,2206.8433709,2206.8433709,2208.8437425,2208.8437425,2208.8437425,2208.8437425,2208.8276948000002,3,None,0.630542300000343,0.20773800000006304,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
16,0,16,,,,,,space,1.5969024000005447,None,None,3,None,0.9099304000001212,0.20285799999965093,1,0,1,0,,,,,0,0,0,0,,,,,16,0,16,0,2208.8437425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,2.83,2208.8281943,2208.8288490000004,2208.8289545999996,2208.8437425,2211.6760501999997,2211.6605541999998,2211.6641957,2211.6760501999997,2211.6760501999997,2211.6760501999997,2211.6760501999997,2213.6764218999997,2213.6764218999997,2213.6764218999997,2213.6764218999997,2213.6610787,3,None,0.9099304000001212,0.20285799999965093,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
17,0,17,,,,,,space,1.5969024000005447,None,None,3,None,0.5945529000000533,0.22361050000017713,1,0,1,0,,,,,0,0,0,0,,,,,17,0,17,0,2213.6764218999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendung,3.0127,2213.6615787,2213.6621229,2213.6622289999996,2213.6764218999997,2216.6927471999998,2216.6773003,2216.6821976,2216.6927471999998,2216.6927471999998,2216.6927471999998,2216.6927471999998,2218.6927173000004,2218.6927173000004,2218.6927173000004,2218.6927173000004,2218.677326,3,None,0.5945529000000533,0.22361050000017713,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
18,0,18,,,,,,space,1.5969024000005447,None,None,3,None,0.8116255000004458,0.2104273999993893,1,0,1,0,,,,,0,0,0,0,,,,,18,0,18,0,2218.6927173000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papier,2.2129,2218.6778197000003,2218.6784654000003,2218.6785737,2218.6927173000004,2220.909079,2220.8933101000002,2220.8966597,2220.909079,2220.909079,2220.909079,2220.909079,2222.9090659000003,2222.9090659000003,2222.9090659000003,2222.9090659000003,2222.8936112,3,None,0.8116255000004458,0.2104273999993893,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
19,0,19,,,,,,space,1.5969024000005447,None,None,3,None,0.7099789000003511,0.21338509999986854,1,0,1,0,,,,,0,0,0,0,,,,,19,0,19,0,2222.9090659000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,2.0589,2222.8940807,2222.8945743000004,2222.8946712999996,2222.9090659000003,2224.9758809000004,2224.9626685000003,2224.9662320999996,2224.9758809000004,2224.9758809000004,2224.9758809000004,2224.9758809000004,2226.9754283,2226.9754283,2226.9754283,2226.9754283,2226.9599412999996,3,None,0.7099789000003511,0.21338509999986854,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
20,0,20,,,,,,space,1.5969024000005447,None,None,3,None,0.7803677000001699,0.21375329999955284,1,0,1,0,,,,,0,0,0,0,,,,,20,0,20,0,2226.9754283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,2.8863,2226.9604392,2226.9610122000004,2226.9611185000003,2226.9754283,2229.8753116999997,2229.8596469000004,2229.8633041000003,2229.8753116999997,2229.8753116999997,2229.8753116999997,2229.8753116999997,2231.8753685,2231.8753685,2231.8753685,2231.8753685,2231.8596276999997,3,None,0.7803677000001699,0.21375329999955284,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
21,0,21,,,,,,space,1.5969024000005447,None,None,2,None,0.7906937999996444,0.27527660000032483,1,0,1,0,,,,,0,0,0,0,,,,,21,0,21,0,2231.8753685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baum,2.7584,2231.8601297000005,2231.8606434000003,2231.86075,2231.8753685,2234.6415889,2234.6266323,2234.6300622999997,2234.6415889,2234.6415889,2234.6415889,2234.6415889,2236.6415559999996,2236.6415559999996,2236.6415559999996,2236.6415559999996,2236.6262589999997,2,None,0.7906937999996444,0.27527660000032483,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
22,0,22,,,,,,space,1.5969024000005447,None,None,3,None,0.7831241000003502,0.2363605999998981,1,0,1,0,,,,,0,0,0,0,,,,,22,0,22,0,2236.6415559999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farbe,2.8516,2236.6267740000003,2236.6272806999996,2236.6273879,2236.6415559999996,2239.5082033,2239.4927553999996,2239.4960264,2239.5082033,2239.5082033,2239.5082033,2239.5082033,2241.5079699999997,2241.5079699999997,2241.5079699999997,2241.5079699999997,2241.4922044000004,3,None,0.7831241000003502,0.2363605999998981,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
23,0,23,,,,,,space,1.5969024000005447,None,None,2,None,0.7150021000006745,0.2396029000001363,1,0,1,0,,,,,0,0,0,0,,,,,23,0,23,0,2241.5079699999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,2.0934,2241.4927036,2241.4932059000002,2241.4933113999996,2241.5079699999997,2243.6080257000003,2243.5923445999997,2243.5962909,2243.6080257000003,2243.6080257000003,2243.6080257000003,2243.6080257000003,2245.6078288999997,2245.6078288999997,2245.6078288999997,2245.6078288999997,2245.5924344000005,2,None,0.7150021000006745,0.2396029000001363,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
24,0,24,,,,,,space,1.5969024000005447,None,None,3,None,0.9205484000003707,0.21748879999995552,1,0,1,0,,,,,0,0,0,0,,,,,24,0,24,0,2245.6078288999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knöchel,2.1697,2245.5929318,2245.5935818999997,2245.5936881,2245.6078288999997,2247.7907968,2247.7755378,2247.7797571,2247.7907968,2247.7907968,2247.7907968,2247.7907968,2249.7910072000004,2249.7910072000004,2249.7910072000004,2249.7910072000004,2249.7755536000004,3,None,0.9205484000003707,0.21748879999995552,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
25,0,25,,,,,,space,1.5969024000005447,None,None,3,None,0.7809012000006987,0.22034679999978835,1,0,1,0,,,,,0,0,0,0,,,,,25,0,25,0,2249.7910072000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschirr,4.5959,2249.7761020999997,2249.7766073000003,2249.7767145,2249.7910072000004,2254.3903594000003,2254.3749104999997,2254.3786994,2254.3903594000003,2254.3903594000003,2254.3903594000003,2254.3903594000003,2256.3904973,2256.3904973,2256.3904973,2256.3904973,2256.3750129,3,None,0.7809012000006987,0.22034679999978835,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
26,0,26,,,,,,space,1.5969024000005447,None,None,3,None,0.9923244000001432,0.235763799999404,1,0,1,0,,,,,0,0,0,0,,,,,26,0,26,0,2256.3904973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atem,4.3756,2256.3755221,2256.3760392000004,2256.3761474000003,2256.3904973,2260.7737944,2260.7580753,2260.7616980000003,2260.7737944,2260.7737944,2260.7737944,2260.7737944,2262.7734716000004,2262.7734716000004,2262.7734716000004,2262.7734716000004,2262.7580245,3,None,0.9923244000001432,0.235763799999404,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
