thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
72,0,72,,,,,,space,2.796763300000748,None,None,3,None,1.4723457000000053,0.20084850000057486,0,0,0,0,,,,,0,0,0,0,,,,,72,0,72,0,550.3739429999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,2.1697,550.3588894000004,550.3594036000004,550.3595119000001,550.3739429999996,552.5570911000004,552.5413944000002,552.5450330000003,552.5570911000004,552.5570911000004,552.5570911000004,552.5570911000004,554.5570750999996,554.5570750999996,554.5570750999996,554.5570750999996,554.5414953999998,3,None,1.4723457000000053,0.20084850000057486,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
73,0,73,,,,,,space,2.796763300000748,None,None,3,None,1.1752469000002748,0.2812951999994766,0,0,0,0,,,,,0,0,0,0,,,,,73,0,73,0,554.5570750999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juwel,2.3229,554.5420016999997,554.5425203000004,554.5426305000001,554.5570750999996,556.8899253,556.8748873000004,556.8822362000001,556.8899253,556.8899253,556.8899253,556.8899253,558.890163,558.890163,558.890163,558.890163,558.8745061,3,None,1.1752469000002748,0.2812951999994766,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
74,0,74,,,,,,space,2.796763300000748,None,None,3,None,1.1932936000002883,0.2330984999998691,0,0,0,0,,,,,0,0,0,0,,,,,74,0,74,0,558.890163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,2.9061,558.8750110000001,558.8755898999998,558.8756960999999,558.890163,561.8065223000003,561.7912637,561.7956458999997,561.8065223000003,561.8065223000003,561.8065223000003,561.8065223000003,563.8065039000003,563.8065039000003,563.8065039000003,563.8065039000003,563.7909040000004,3,None,1.1932936000002883,0.2330984999998691,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
75,0,75,,,,,,space,2.796763300000748,None,None,2,None,0.9065012000000934,0.24243839999962802,0,0,0,0,,,,,0,0,0,0,,,,,75,0,75,0,563.8065039000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eltern,5.3655,563.7914022000004,563.7921845999999,563.7922876000002,563.8065039000003,569.1727312000003,569.1569406999997,569.1604693999998,569.1727312000003,569.1727312000003,569.1727312000003,569.1727312000003,571.1727091000002,571.1727091000002,571.1727091000002,571.1727091000002,571.1572334000002,2,None,0.9065012000000934,0.24243839999962802,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
76,0,76,,,,,,space,2.796763300000748,None,None,3,None,0.9879166999999143,0.2319974000001821,0,0,0,0,,,,,0,0,0,0,,,,,76,0,76,0,571.1727091000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garten,2.1186,571.1577338999996,571.1582404999999,571.1583467999999,571.1727091000002,573.3058793,573.2901954999998,573.2942008,573.3058793,573.3058793,573.3058793,573.3058793,575.3058219000004,575.3058219000004,575.3058219000004,575.3058219000004,575.2900311000003,3,None,0.9879166999999143,0.2319974000001821,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
77,0,77,,,,,,space,2.796763300000748,None,None,3,None,1.4543487999999343,0.22139059999972233,0,0,0,0,,,,,0,0,0,0,,,,,77,0,77,0,575.3058219000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwung,4.3942,575.2904772000002,575.2909581000004,575.2910492000001,575.3058219000004,579.705492,579.6897165,579.6931891000004,579.705492,579.705492,579.705492,579.705492,581.7062773999996,581.7062773999996,581.7062773999996,581.7062773999996,581.6898242999996,3,None,1.4543487999999343,0.22139059999972233,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
78,0,78,,,,,,space,2.796763300000748,None,None,3,None,1.0323142000006555,0.2333859999998822,0,0,0,0,,,,,0,0,0,0,,,,,78,0,78,0,581.7062773999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus,4.3756,581.6903301000002,581.6908370000001,581.6909475000002,581.7062773999996,586.0884955000001,586.0726653000002,586.0758690000002,586.0884955000001,586.0884955000001,586.0884955000001,586.0884955000001,588.0887995000003,588.0887995000003,588.0887995000003,588.0887995000003,588.0726992999998,3,None,1.0323142000006555,0.2333859999998822,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
79,0,79,,,,,,space,2.796763300000748,None,None,3,None,0.8806532999997216,0.22634629999993194,0,0,0,0,,,,,0,0,0,0,,,,,79,0,79,0,588.0887995000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datei,2.0842,588.0731728000001,588.0738113999996,588.0739136000002,588.0887995000003,590.1714641999997,590.1564046000003,590.1602866000003,590.1714641999997,590.1714641999997,590.1714641999997,590.1714641999997,592.1835462999998,592.1835462999998,592.1835462999998,592.1835462999998,592.1564862000005,3,None,0.8806532999997216,0.22634629999993194,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
0,0,0,,,,,2.1961,space,2.5909727999996903,None,None,3,None,0.9987585999997464,0.23919850000038423,0,0,0,0,,,,,1,0,1,0,0,79,79,75,0,0,0,0,639.1352230000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0979342999999,611.0981769,611.1044414999997,611.1091367999998,611.1091367999998,613.7075492000004,space,2.5909727999996903,None,613.7077269000001,613.7202067999997,613.7202067999997,627.1207806000002,None,627.1278270000003,627.1358522999999,627.1361652666667,628.3463406999999,637.1356235666665,638.1463471999996,639.1202765999997,Weihnachten,2.1961,639.1214477000003,639.1220475999999,639.1221427999999,639.1352230000002,641.3350722000005,641.3195707000004,641.3240538999999,641.3350722000005,641.3350722000005,641.3350722000005,641.3350722000005,643.3351787000001,643.3351787000001,643.3351787000001,643.3351787000001,643.3195842000005,3,None,0.9987585999997464,0.23919850000038423,604.1713700999999,604.1714468999999,None,604.1716071999999,604.1874561000004,604.1874561000004,611.0537427999998,2,6.854422899999918,None,639.1352230000002,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
1,0,1,,,,,,space,2.5909727999996903,None,None,3,None,0.9672827999993387,0.20933340000010503,0,0,0,0,,,,,1,0,1,0,,,,,1,0,1,0,643.3351787000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beutel,2.9061,643.3200794000004,643.3207364,643.3208513999998,643.3351787000001,646.2512481000003,646.2363476999999,646.2395125000003,646.2512481000003,646.2512481000003,646.2512481000003,646.2512481000003,648.2516242000002,648.2516242000002,648.2516242000002,648.2516242000002,648.2361499999997,3,None,0.9672827999993387,0.20933340000010503,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
2,0,2,,,,,,space,2.5909727999996903,None,None,2,None,1.567861399999856,0.20237879999967845,0,0,0,0,,,,,1,0,1,0,,,,,2,0,2,0,648.2516242000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zirkus,2.1697,648.2366456999998,648.2372266000002,648.2373344999996,648.2516242000002,650.4344787,650.4190662999999,650.4233231999997,650.4344787,650.4344787,650.4344787,650.4344787,652.4347017999999,652.4347017999999,652.4347017999999,652.4347017999999,652.4191221000001,2,None,1.567861399999856,0.20237879999967845,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
3,0,3,,,,,,space,2.5909727999996903,None,None,3,None,0.7222007000000303,0.2548981999998432,0,0,0,0,,,,,1,0,1,0,,,,,3,0,3,0,652.4347017999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flut,2.1949,652.4196436000002,652.4204851000004,652.4206213999996,652.4347017999999,654.6346611999998,654.6187547,654.6224659999998,654.6346611999998,654.6346611999998,654.6346611999998,654.6346611999998,656.6343911000004,656.6343911000004,656.6343911000004,656.6343911000004,656.6188628,3,None,0.7222007000000303,0.2548981999998432,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
4,0,4,,,,,,space,2.5909727999996903,None,None,3,None,1.3496336999996856,0.2403970000004847,0,0,0,0,,,,,1,0,1,0,,,,,4,0,4,0,656.6343911000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,3.6723,656.6193658000002,656.6198924999999,656.6200023000001,656.6343911000004,660.3174773999999,660.3016123999996,660.3050087000001,660.3174773999999,660.3174773999999,660.3174773999999,660.3174773999999,662.3175338000001,662.3175338000001,662.3175338000001,662.3175338000001,662.3018115000004,3,None,1.3496336999996856,0.2403970000004847,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
5,0,5,,,,,,space,2.5909727999996903,None,None,3,None,0.7747823999998218,0.25492190000022674,0,0,0,0,,,,,1,0,1,0,,,,,5,0,5,0,662.3175338000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,2.83,662.3023125999998,662.3028191000003,662.3029298000001,662.3175338000001,665.1503272,665.1347071999999,665.1380368999999,665.1503272,665.1503272,665.1503272,665.1503272,667.1506496000002,667.1506496000002,667.1506496000002,667.1506496000002,667.1350335999996,3,None,0.7747823999998218,0.25492190000022674,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
6,0,6,,,,,,space,2.5909727999996903,None,None,3,None,0.8802023999996891,0.26001460000043153,0,0,0,0,,,,,1,0,1,0,,,,,6,0,6,0,667.1506496000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sicherheit,2.0589,667.1355338000003,667.1361925000001,667.1363085000003,667.1506496000002,669.2167307999998,669.2011603000001,669.2055387,669.2167307999998,669.2167307999998,669.2167307999998,669.2167307999998,671.2170581999999,671.2170581999999,671.2170581999999,671.2170581999999,671.2014621999997,3,None,0.8802023999996891,0.26001460000043153,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
7,0,7,,,,,,space,2.5909727999996903,None,None,2,None,1.0063842999998087,0.2004212000001644,0,0,0,0,,,,,1,0,1,0,,,,,7,0,7,0,671.2170581999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tischler,2.3362,671.2019566999998,671.2025047999996,671.2026094000003,671.2170581999999,673.5667476999997,673.5510351000003,673.5548669999998,673.5667476999997,673.5667476999997,673.5667476999997,673.5667476999997,675.5667237999996,675.5667237999996,675.5667237999996,675.5667237999996,675.5517049,2,None,1.0063842999998087,0.2004212000001644,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
8,0,8,,,,,,space,2.5909727999996903,None,None,3,None,0.8303427000000738,0.20751000000018394,0,0,0,0,,,,,1,0,1,0,,,,,8,0,8,0,675.5667237999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apfel,2.4916,675.5521994000001,675.5527175999996,675.5528241000002,675.5667237999996,678.0666365999996,678.0507263999998,678.0547871999997,678.0666365999996,678.0666365999996,678.0666365999996,678.0666365999996,680.0665305000002,680.0665305000002,680.0665305000002,680.0665305000002,680.0509960999998,3,None,0.8303427000000738,0.20751000000018394,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
9,0,9,,,,,,space,2.5909727999996903,None,None,2,None,0.8483201999997618,0.24836690000029193,0,0,0,0,,,,,1,0,1,0,,,,,9,0,9,0,680.0665305000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gast,2.9645,680.0515065999998,680.0520672000002,680.0521750999997,680.0665305000002,683.0327625999998,683.0171842,683.0218010999997,683.0327625999998,683.0327625999998,683.0327625999998,683.0327625999998,685.0328606000003,685.0328606000003,685.0328606000003,685.0328606000003,685.0172756000002,2,None,0.8483201999997618,0.24836690000029193,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
10,0,10,,,,,,space,2.5909727999996903,None,None,3,None,0.9614279000006718,0.2427505999994537,0,0,0,0,,,,,1,0,1,0,,,,,10,0,10,0,685.0328606000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wahrheit,3.6438,685.0177743000004,685.0182863999999,685.0183907,685.0328606000003,688.6825190999998,688.6667366000001,688.6703638999998,688.6825190999998,688.6825190999998,688.6825190999998,688.6825190999998,690.6822695000001,690.6822695000001,690.6822695000001,690.6822695000001,690.6667274000001,3,None,0.9614279000006718,0.2427505999994537,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
11,0,11,,,,,,space,2.5909727999996903,None,None,3,None,1.0152826000003188,0.21382529999937105,0,0,0,0,,,,,1,0,1,0,,,,,11,0,11,0,690.6822695000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürste,2.5982,690.6672264999997,690.6678766000005,690.6679832999998,690.6822695000001,693.2822059,693.2670550000003,693.2707399000001,693.2822059,693.2822059,693.2822059,693.2822059,695.2821433999998,695.2821433999998,695.2821433999998,695.2821433999998,695.2663936999998,3,None,1.0152826000003188,0.21382529999937105,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
12,0,12,,,,,,space,2.5909727999996903,None,None,2,None,1.05644090000078,0.2488140999994357,0,0,0,0,,,,,1,0,1,0,,,,,12,0,12,0,695.2821433999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruppe,2.6312,695.2668647999999,695.2673507999998,695.2674496,695.2821433999998,697.9150895000002,697.8995367999996,697.9036072999997,697.9150895000002,697.9150895000002,697.9150895000002,697.9150895000002,699.915446,699.915446,699.915446,699.915446,699.8994082999998,2,None,1.05644090000078,0.2488140999994357,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
13,0,13,,,,,,space,2.5909727999996903,None,None,3,None,0.813694100000248,0.24595509999926435,0,0,0,0,,,,,1,0,1,0,,,,,13,0,13,0,699.915446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,2.0842,699.8998299000004,699.9002938000003,699.9003825999998,699.915446,702.0149413999998,701.9994825000003,702.0030328000003,702.0149413999998,702.0149413999998,702.0149413999998,702.0149413999998,704.0149425999998,704.0149425999998,704.0149425999998,704.0149425999998,703.9996146000003,3,None,0.813694100000248,0.24595509999926435,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
14,0,14,,,,,,space,2.5909727999996903,None,None,3,None,1.0458844999993744,0.21936730000015814,0,0,0,0,,,,,1,0,1,0,,,,,14,0,14,0,704.0149425999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blut,2.4521,704.0001079000003,704.0007476999999,704.0008510999996,704.0149425999998,706.4817315,706.4654412,706.4683535000004,706.4817315,706.4817315,706.4817315,706.4817315,708.4813626000005,708.4813626000005,708.4813626000005,708.4813626000005,708.4657195999998,3,None,1.0458844999993744,0.21936730000015814,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
15,0,15,,,,,,space,2.5909727999996903,None,None,3,None,0.8941494999999122,0.22538820000045234,0,0,0,0,,,,,1,0,1,0,,,,,15,0,15,0,708.4813626000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,2.5169,708.4662179999996,708.4668629999996,708.4669696000001,708.4813626000005,710.9974696999998,710.9821917999998,710.9855217000004,710.9974696999998,710.9974696999998,710.9974696999998,710.9974696999998,712.9978297999996,712.9978297999996,712.9978297999996,712.9978297999996,712.9822640000002,3,None,0.8941494999999122,0.22538820000045234,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
16,0,16,,,,,,space,2.5909727999996903,None,None,3,None,1.10273799999959,0.22879470000043511,0,0,0,0,,,,,1,0,1,0,,,,,16,0,16,0,712.9978297999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mäher,2.6097,712.9828009000003,712.9833706999998,712.9834756,712.9978297999996,715.6140124000003,715.5983262999998,715.6027185000003,715.6140124000003,715.6140124000003,715.6140124000003,715.6140124000003,717.6141011999998,717.6141011999998,717.6141011999998,717.6141011999998,717.5984694999997,3,None,1.10273799999959,0.22879470000043511,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
17,0,17,,,,,,space,2.5909727999996903,None,None,3,None,1.0338244999993549,0.2271546000001763,0,0,0,0,,,,,1,0,1,0,,,,,17,0,17,0,717.6141011999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,3.6564,717.5989664999997,717.5994860999999,717.5995955999997,717.6141011999998,721.2803618999997,721.2648744999997,721.2679699,721.2803618999997,721.2803618999997,721.2803618999997,721.2803618999997,723.2803973,723.2803973,723.2803973,723.2803973,723.2648809000002,3,None,1.0338244999993549,0.2271546000001763,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
18,0,18,,,,,,space,2.5909727999996903,None,None,2,None,0.8259766000001036,0.25829609999982495,0,0,0,0,,,,,1,0,1,0,,,,,18,0,18,0,723.2803973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Präsident,2.0934,723.2653805999998,723.2658879999999,723.2659986999997,723.2803973,725.3805533000004,725.3646993000002,725.3691478999999,725.3805533000004,725.3805533000004,725.3805533000004,725.3805533000004,727.3804553999998,727.3804553999998,727.3804553999998,727.3804553999998,727.3645385,2,None,0.8259766000001036,0.25829609999982495,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
19,0,19,,,,,,space,2.5909727999996903,None,None,2,None,1.0234902000001966,0.24830850000034843,0,0,0,0,,,,,1,0,1,0,,,,,19,0,19,0,727.3804553999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,2.9443,727.3649529000004,727.3657243999996,727.3658156000001,727.3804553999998,730.3296325000001,730.3143891,730.3182141999996,730.3296325000001,730.3296325000001,730.3296325000001,730.3296325000001,732.3300728000004,732.3300728000004,732.3300728000004,732.3300728000004,732.3142487000005,2,None,1.0234902000001966,0.24830850000034843,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
20,0,20,,,,,,space,2.5909727999996903,None,None,3,None,0.9949967000002289,0.2838862999997218,0,0,0,0,,,,,1,0,1,0,,,,,20,0,20,0,732.3300728000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,2.0052,732.3146829999996,732.3151535999996,732.3152618000004,732.3300728000004,734.3464549,734.3305234999998,734.3337896000003,734.3464549,734.3464549,734.3464549,734.3464549,736.3463342000005,736.3463342000005,736.3463342000005,736.3463342000005,736.3311589000004,3,None,0.9949967000002289,0.2838862999997218,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
21,0,21,,,,,,space,2.5909727999996903,None,None,3,None,0.8431048000002193,0.24060310000004392,0,0,0,0,,,,,1,0,1,0,,,,,21,0,21,0,736.3463342000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spülung,2.021,736.3316525,736.3322230000003,736.3323300000002,736.3463342000005,738.379379,738.3641102000001,738.3679302999999,738.379379,738.379379,738.379379,738.379379,740.3799589,740.3799589,740.3799589,740.3799589,740.3640867000004,3,None,0.8431048000002193,0.24060310000004392,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
22,0,22,,,,,,space,2.5909727999996903,None,None,3,None,1.130358499999602,0.20905840000068565,0,0,0,0,,,,,1,0,1,0,,,,,22,0,22,0,740.3799589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schläger,4.3942,740.3645886000004,740.3653303000001,740.3654361999997,740.3799589,744.7792148999997,744.7636855999999,744.7678543000002,744.7792148999997,744.7792148999997,744.7792148999997,744.7792148999997,746.7791951999998,746.7791951999998,746.7791951999998,746.7791951999998,746.7636555999998,3,None,1.130358499999602,0.20905840000068565,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
23,0,23,,,,,,space,2.5909727999996903,None,None,3,None,0.8174351999996361,0.23543559999961872,0,0,0,0,,,,,1,0,1,0,,,,,23,0,23,0,746.7791951999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raum,4.5959,746.7641722999997,746.7646961,746.7648007999996,746.7791951999998,751.3784277000004,751.3631848000005,751.3671364000002,751.3784277000004,751.3784277000004,751.3784277000004,751.3784277000004,753.3789183999997,753.3789183999997,753.3789183999997,753.3789183999997,753.3634203000001,3,None,0.8174351999996361,0.23543559999961872,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
24,0,24,,,,,,space,2.5909727999996903,None,None,2,None,1.411323700000139,0.22477729999991425,0,0,0,0,,,,,1,0,1,0,,,,,24,0,24,0,753.3789183999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanne,3.039,753.3639185000002,753.3645789000002,753.3646988999999,753.3789183999997,756.4283273000001,756.4126364000003,756.4161725000004,756.4283273000001,756.4283273000001,756.4283273000001,756.4283273000001,758.4286916000001,758.4286916000001,758.4286916000001,758.4286916000001,758.4128699000003,2,None,1.411323700000139,0.22477729999991425,,,,,,,,,,,,,,,,,,,,4626,1,2025-05-21_18h49.54.569,sm,2024.2.4,59.904165316333255,2025-05-21 18h50.14.385115 +0200,
