this_button,correct_button,thisN,thisTrialN,thisRepN,button_practice_key.keys,button_practice_key.rt,button_practice_key.duration,button_practice_loop.thisRepN,button_practice_loop.thisTrialN,button_practice_loop.thisN,button_practice_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,hand_intro.started,hand_image.started,hand_intro_key.started,hand_intro_text.started,hand_intro.stopped,hand_intro_key.keys,hand_intro_key.rt,hand_intro_key.duration,button_practice.started,instruction.started,button_text.started,button_practice_key.started,button_practice.stopped,button_practice_loop.button_practice_key.keys,button_practice_loop.button_practice_key.rt,button_practice_loop.button_practice_key.duration,select_video.started,select_video_text.started,select_video_keys.started,select_video.stopped,select_video_keys.keys,select_video_keys.rt,select_video_keys.duration,play_video.started,video_text.started,end_video.started,movie.started,video_text.stopped,play_video.stopped,end_video.keys,end_video.rt,end_video.duration,end.started,end_text.started,key_resp_2.started,PID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.003259000000070955,0.0080915000000914,0.0080915000000914,1005.5830230999998,space,1005.5644888999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
,,,,,,,,,,,,,,,,,,,,,1005.5831009000001,1005.5988098,1005.5988098,1005.5988098,1013.8830134000002,2,8.273540700000012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
2,3,0,0,0,3,1.4326842999998917,None,0,0,0,1,1013.911711,,,,,,,,,,,,,,,,,1013.9050847999999,1013.911711,1013.911711,1013.911711,1015.3518528000002,3,1.4326842999998917,None,,,,,,,,,,,,,,,,,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
1,2,1,1,0,2,0.8285556000000724,None,0,1,1,0,1015.3656173000002,,,,,,,,,,,,,,,,,1015.3546785000001,1015.3656173000002,1015.3656173000002,1015.3656173000002,1016.2013752,2,0.8285556000000724,None,,,,,,,,,,,,,,,,,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
3,4,2,2,0,4,1.0037306999997782,None,0,2,2,2,1016.2157497000001,,,,,,,,,,,,,,,,,1016.2047489999998,1016.2157497000001,1016.2157497000001,1016.2157497000001,1017.2325045,4,1.0037306999997782,None,,,,,,,,,,,,,,,,,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
4,5,3,3,0,5,0.6889460999996118,None,0,3,3,3,1017.2495587999999,,,,,,,,,,,,,,,,,1017.2359813,1017.2495587999999,1017.2495587999999,1017.2495587999999,1017.9510969,5,0.6889460999996118,None,,,,,,,,,,,,,,,,,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.9513137000001,1017.9666429000001,1017.9666429000001,1027.4008479000001,3,9.429573800000071,None,,,,,,,,,,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.5979424,1027.6014588,1027.6014588,1032.4208571000001,1032.6150676999998,1586.9029291999998,space,559.2841932000001,None,,,,Guess_2345,2025-05-12_12h52.06.678,part0,2024.2.4,60.060240421188375,2025-05-12 12h52.23.281252 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.0333107,1587.0420857000001,1587.0420857000001,,,,,,,
