thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
3,0,3,,,,,,space,4.0882272000008015,None,None,2,1.780158699999447,0.13264750000053027,None,1,0,1,0,,,,,0,0,0,0,,,,,3,0,3,0,2136.7057518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lied,2.2074,2136.6909294999996,2136.6914977999995,2136.6916045,2136.7057518,2138.9219186,2138.9065377999996,2138.9097217,2138.9219186,2138.9219186,2138.9219186,2138.9219186,2140.9222002999995,2140.9222002999995,2140.9222002999995,2140.9222002999995,2140.9064129999997,2,1.780158699999447,0.13264750000053027,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
4,0,4,,,,,,space,4.0882272000008015,None,None,2,0.9953594999997222,0.13822240000081365,None,1,0,1,0,,,,,0,0,0,0,,,,,4,0,4,0,2140.9222002999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,2.021,2140.9068904999995,2140.9073797,2140.9074761,2140.9222002999995,2142.9554435,2142.9395882999997,2142.9432302999994,2142.9554435,2142.9554435,2142.9554435,2142.9554435,2144.9553588999997,2144.9553588999997,2144.9553588999997,2144.9553588999997,2144.9394246,2,0.9953594999997222,0.13822240000081365,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
5,0,5,,,,,,space,4.0882272000008015,None,None,3,1.080952299999808,0.20478890000049432,None,1,0,1,0,,,,,0,0,0,0,,,,,5,0,5,0,2144.9553588999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumpf,3.6438,2144.9398444,2144.9403193,2144.9404048999995,2144.9553588999997,2148.6048412,2148.5892255999997,2148.5937766999996,2148.6048412,2148.6048412,2148.6048412,2148.6048412,2150.6048781,2150.6048781,2150.6048781,2150.6048781,2150.5895646,3,1.080952299999808,0.20478890000049432,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
6,0,6,,,,,,space,4.0882272000008015,None,None,3,1.4565540999992663,0.16595680000045832,None,1,0,1,0,,,,,0,0,0,0,,,,,6,0,6,0,2150.6048781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,2.3229,2150.5900661999995,2150.5905832,2150.5906852999997,2150.6048781,2152.9381654999997,2152.9222971,2152.9268962999995,2152.9381654999997,2152.9381654999997,2152.9381654999997,2152.9381654999997,2154.9378274,2154.9378274,2154.9378274,2154.9378274,2154.9225417,3,1.4565540999992663,0.16595680000045832,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
7,0,7,,,,,,space,4.0882272000008015,None,None,3,1.0187458000000333,0.3494578999998339,None,1,0,1,0,,,,,0,0,0,0,,,,,7,0,7,0,2154.9378274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,3.6615,2154.9230590999996,2154.9235883,2154.9236934,2154.9378274,2158.6044659,2158.5888017999996,2158.5927006,2158.6044659,2158.6044659,2158.6044659,2158.6044659,2160.6045943999998,2160.6045943999998,2160.6045943999998,2160.6045943999998,2160.5888535999993,3,1.0187458000000333,0.3494578999998339,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
8,0,8,,,,,,space,4.0882272000008015,None,None,None,,,None,1,0,1,0,,,,,0,0,0,0,,,,,8,0,8,0,2160.6045943999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bildung,3.0547,2160.5893607999997,2160.5898871,2160.5899928,2160.6045943999998,2163.6706642,2163.6549969,2163.6588936,2163.6706642,2163.6706642,2163.6706642,2163.6706642,2165.6707139,2165.6707139,2165.6707139,2165.6707139,2165.6555322999993,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
9,0,9,,,,,,space,4.0882272000008015,None,None,3,0.8272059999999328,0.178006699999969,None,1,0,1,0,,,,,0,0,0,0,,,,,9,0,9,0,2165.6707139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nase,2.1186,2165.6559993,2165.6567877999996,2165.6569003999994,2165.6707139,2167.8036156,2167.7881601999998,2167.7913420999994,2167.8036156,2167.8036156,2167.8036156,2167.8036156,2169.8037047999997,2169.8037047999997,2169.8037047999997,2169.8037047999997,2169.7882605999994,3,0.8272059999999328,0.178006699999969,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
10,0,10,,,,,,space,4.0882272000008015,None,None,3,1.0514874999998938,0.32810779999999795,None,1,0,1,0,,,,,0,0,0,0,,,,,10,0,10,0,2169.8037047999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,4.4767,2169.7887665999997,2169.7892795,2169.7893855,2169.8037047999997,2174.2864868999995,2174.2710577999997,2174.2742097,2174.2864868999995,2174.2864868999995,2174.2864868999995,2174.2864868999995,2176.2868755,2176.2868755,2176.2868755,2176.2868755,2176.2712831999997,3,1.0514874999998938,0.32810779999999795,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
11,0,11,,,,,,space,4.0882272000008015,None,None,None,,,None,1,0,1,0,,,,,0,0,0,0,,,,,11,0,11,0,2176.2868755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fliegen,2.5982,2176.2717821999995,2176.2723957999997,2176.2725038999997,2176.2868755,2178.8865807,2178.8710512999996,2178.8759701999998,2178.8865807,2178.8865807,2178.8865807,2178.8865807,2180.8867876999993,2180.8867876999993,2180.8867876999993,2180.8867876999993,2180.8709275,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
12,0,12,,,,,,space,4.0882272000008015,None,None,3,1.0549980000005235,0.21138479999990523,None,1,0,1,0,,,,,0,0,0,0,,,,,12,0,12,0,2180.8867876999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Küche,3.039,2180.8713951,2180.8719169999995,2180.8720207999995,2180.8867876999993,2183.9363970999993,2183.9206262999996,2183.924513,2183.9363970999993,2183.9363970999993,2183.9363970999993,2183.9363970999993,2185.9364203999994,2185.9364203999994,2185.9364203999994,2185.9364203999994,2185.9208072,3,1.0549980000005235,0.21138479999990523,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
13,0,13,,,,,,space,4.0882272000008015,None,None,3,0.8026457999994818,0.21144189999995433,None,1,0,1,0,,,,,0,0,0,0,,,,,13,0,13,0,2185.9364203999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,2.3362,2185.9213103,2185.9218296999998,2185.9219336999995,2185.9364203999994,2188.286048,2188.2702854,2188.2741373,2188.286048,2188.286048,2188.286048,2188.286048,2190.2859500999994,2190.2859500999994,2190.2859500999994,2190.2859500999994,2190.2704163999997,3,0.8026457999994818,0.21144189999995433,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
14,0,14,,,,,,space,4.0882272000008015,None,None,3,0.7684994000001097,0.3301208000002589,None,1,0,1,0,,,,,0,0,0,0,,,,,14,0,14,0,2190.2859500999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klee,4.4429,2190.2709190999994,2190.2714317,2190.2715357999996,2190.2859500999994,2194.7358155,2194.7202393,2194.723782,2194.7358155,2194.7358155,2194.7358155,2194.7358155,2196.7356236999995,2196.7356236999995,2196.7356236999995,2196.7356236999995,2196.719959,3,0.7684994000001097,0.3301208000002589,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
15,0,15,,,,,,space,4.0882272000008015,None,None,3,0.49532279999948514,0.1517839999996795,None,1,0,1,0,,,,,0,0,0,0,,,,,15,0,15,0,2196.7356236999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seife,4.0852,2196.7204565,2196.7211079999997,2196.7212111999997,2196.7356236999995,2200.8353222999995,2200.8196720999995,2200.8236071,2200.8353222999995,2200.8353222999995,2200.8353222999995,2200.8353222999995,2202.8353331999997,2202.8353331999997,2202.8353331999997,2202.8353331999997,2202.8195971999994,3,0.49532279999948514,0.1517839999996795,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
16,0,16,,,,,,space,4.0882272000008015,None,None,3,0.7288877999999386,0.2148336999998719,None,1,0,1,0,,,,,0,0,0,0,,,,,16,0,16,0,2202.8353331999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwung,2.3843,2202.8201236999994,2202.8206237999993,2202.820737,2202.8353331999997,2205.2349053,2205.2196722999997,2205.2237134999996,2205.2349053,2205.2349053,2205.2349053,2205.2349053,2207.2349571999994,2207.2349571999994,2207.2349571999994,2207.2349571999994,2207.2192519,3,0.7288877999999386,0.2148336999998719,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
17,0,17,,,,,,space,4.0882272000008015,None,None,3,0.697758999999678,0.20839650000016263,None,1,0,1,0,,,,,0,0,0,0,,,,,17,0,17,0,2207.2349571999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anruf,2.8901,2207.2197605,2207.2202728,2207.2203754,2207.2349571999994,2210.1345454,2210.1191683999996,2210.1224783999996,2210.1345454,2210.1345454,2210.1345454,2210.1345454,2212.1347969999997,2212.1347969999997,2212.1347969999997,2212.1347969999997,2212.1191720999996,3,0.697758999999678,0.20839650000016263,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
18,0,18,,,,,,space,4.0882272000008015,None,None,None,,,None,1,0,1,0,,,,,0,0,0,0,,,,,18,0,18,0,2212.1347969999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,2.1961,2212.1196843999996,2212.1201875999996,2212.1202907999996,2212.1347969999997,2214.3347501999997,2214.3189526999995,2214.3240699999997,2214.3347501999997,2214.3347501999997,2214.3347501999997,2214.3347501999997,2216.3345019,2216.3345019,2216.3345019,2216.3345019,2216.3188657,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
19,0,19,,,,,,space,4.0882272000008015,None,None,3,0.6084178999999494,0.2033170999993672,None,1,0,1,0,,,,,0,0,0,0,,,,,19,0,19,0,2216.3345019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flut,2.5377,2216.3193518,2216.3200121,2216.3201177,2216.3345019,2218.8842827,2218.8685471999997,2218.8718828,2218.8842827,2218.8842827,2218.8842827,2218.8842827,2220.884193,2220.884193,2220.884193,2220.884193,2220.8688322,3,0.6084178999999494,0.2033170999993672,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
20,0,20,,,,,,space,4.0882272000008015,None,None,3,1.4323675000005096,0.14963360000001558,None,1,0,1,0,,,,,0,0,0,0,,,,,20,0,20,0,2220.884193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brise,2.1413,2220.8693431,2220.8698544999997,2220.8699650999997,2220.884193,2223.0338868999997,2223.0182563,2223.0220975,2223.0338868999997,2223.0338868999997,2223.0338868999997,2223.0338868999997,2225.0339666,2225.0339666,2225.0339666,2225.0339666,2225.018527,3,1.4323675000005096,0.14963360000001558,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
21,0,21,,,,,,space,4.0882272000008015,None,None,3,0.8769868999997925,0.2443585000000894,None,1,0,1,0,,,,,0,0,0,0,,,,,21,0,21,0,2225.0339666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erbe,2.1697,2225.0190357,2225.0196597999993,2225.0197643,2225.0339666,2227.2172018,2227.2013849999994,2227.2043620999993,2227.2172018,2227.2172018,2227.2172018,2227.2172018,2229.2171133,2229.2171133,2229.2171133,2229.2171133,2229.2017476,3,0.8769868999997925,0.2443585000000894,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
22,0,22,,,,,,space,4.0882272000008015,None,None,3,1.8877645000002303,None,None,1,0,1,0,,,,,0,0,0,0,,,,,22,0,22,0,2229.2171133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handwerker,2.0842,2229.2022422,2229.202746,2229.2028468,2229.2171133,2231.3003035,2231.2850043999997,2231.2888994999994,2231.3003035,2231.3003035,2231.3003035,2231.3003035,2233.3002926,2233.3002926,2233.3002926,2233.3002926,2233.2845264999996,3,1.8877645000002303,None,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
23,0,23,,,,,,space,4.0882272000008015,None,None,None,,,None,1,0,1,0,,,,,0,0,0,0,,,,,23,0,23,0,2233.3002926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kappe,2.9645,2233.2849952999995,2233.2856658,2233.2857635,2233.3002926,2236.2666290999996,2236.2510506999997,2236.2550733,2236.2666290999996,2236.2666290999996,2236.2666290999996,2236.2666290999996,2238.2665560999994,2238.2665560999994,2238.2665560999994,2238.2665560999994,2238.2511551999996,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
24,0,24,,,,,,space,4.0882272000008015,None,None,3,1.2456528000002436,0.12964860000010958,None,1,0,1,0,,,,,0,0,0,0,,,,,24,0,24,0,2238.2665560999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medaille,2.1949,2238.251591,2238.2522167999996,2238.2523166,2238.2665560999994,2240.4663952,2240.4507249,2240.4546952,2240.4663952,2240.4663952,2240.4663952,2240.4663952,2242.4662670999996,2242.4662670999996,2242.4662670999996,2242.4662670999996,2242.4508816999996,3,1.2456528000002436,0.12964860000010958,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
25,0,25,,,,,,space,4.0882272000008015,None,None,2,0.9020088999996005,0.13750660000005155,None,1,0,1,0,,,,,0,0,0,0,,,,,25,0,25,0,2242.4662670999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanz,2.1743,2242.4513983999996,2242.4519247,2242.4520286999996,2242.4662670999996,2244.6494998,2244.6337556999997,2244.6376124999997,2244.6494998,2244.6494998,2244.6494998,2244.6494998,2246.6494636999996,2246.6494636999996,2246.6494636999996,2246.6494636999996,2246.6339833,2,0.9020088999996005,0.13750660000005155,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
26,0,26,,,,,,space,4.0882272000008015,None,None,3,0.6623736000001372,0.19418749999931606,None,1,0,1,0,,,,,0,0,0,0,,,,,26,0,26,0,2246.6494636999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maske,2.0052,2246.6344854999998,2246.6350047999995,2246.6351095,2246.6494636999996,2248.6658516999996,2248.6501326999996,2248.6539150999997,2248.6658516999996,2248.6658516999996,2248.6658516999996,2248.6658516999996,2250.6658442999997,2250.6658442999997,2250.6658442999997,2250.6658442999997,2250.6504562,3,0.6623736000001372,0.19418749999931606,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
27,0,27,,,,,,space,4.0882272000008015,None,None,3,0.7382660000002943,0.1914082999992388,None,1,0,1,0,,,,,0,0,0,0,,,,,27,0,27,0,2250.6658442999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beine,2.3599,2250.6509543,2250.6516605999996,2250.6517673,2250.6658442999997,2253.0324899999996,2253.0168330999995,2253.0208564999994,2253.0324899999996,2253.0324899999996,2253.0324899999996,2253.0324899999996,2255.0323823999997,2255.0323823999997,2255.0323823999997,2255.0323823999997,2255.0164047,3,0.7382660000002943,0.1914082999992388,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
28,0,28,,,,,,space,4.0882272000008015,None,None,3,1.8093759999992471,None,None,1,0,1,0,,,,,0,0,0,0,,,,,28,0,28,0,2255.0323823999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.6446,2255.0168513,2255.0173169,2255.0174102,2255.0323823999997,2257.6820956,2257.6662363999994,2257.6693594999997,2257.6820956,2257.6820956,2257.6820956,2257.6820956,2259.6821112999996,2259.6821112999996,2259.6821112999996,2259.6821112999996,2259.6670895999996,3,1.8093759999992471,None,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
29,0,29,,,,,,space,4.0882272000008015,None,None,3,1.7650800000001254,None,None,1,0,1,0,,,,,0,0,0,0,,,,,29,0,29,0,2259.6821112999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,2.8516,2259.6675931,2259.6682153,2259.6683212,2259.6821112999996,2262.5487267999997,2262.5328898999996,2262.537797,2262.5487267999997,2262.5487267999997,2262.5487267999997,2262.5487267999997,2264.5485139,2264.5485139,2264.5485139,2264.5485139,2264.5334259,3,1.7650800000001254,None,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
30,0,30,,,,,,space,4.0882272000008015,None,None,None,,,None,1,0,1,0,,,,,0,0,0,0,,,,,30,0,30,0,2264.5485139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hai,2.9443,2264.5339408,2264.5344896999995,2264.5346017,2264.5485139,2267.4982923999996,2267.4827325999995,2267.4862278,2267.4982923999996,2267.4982923999996,2267.4982923999996,2267.4982923999996,2269.4982033999995,2269.4982033999995,2269.4982033999995,2269.4982033999995,2269.4826403999996,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
31,0,31,,,,,,space,4.0882272000008015,None,None,3,0.6930997999997999,None,None,1,0,1,0,,,,,0,0,0,0,,,,,31,0,31,0,2269.4982033999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dip,4.3756,2269.4831127999996,2269.4836366,2269.4837466999998,2269.4982033999995,2273.8811385999998,2273.8658335,2273.8692832999996,2273.8811385999998,2273.8811385999998,2273.8811385999998,2273.8811385999998,2275.8816515999997,2275.8816515999997,2275.8816515999997,2275.8816515999997,2275.8656848,3,0.6930997999997999,None,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
32,0,32,,,,,,space,4.0882272000008015,None,None,None,,,None,1,0,1,0,,,,,0,0,0,0,,,,,32,0,32,0,2275.8816515999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,5.3655,2275.8661887,2275.8668909,2275.8669984999997,2275.8816515999997,2281.2472575,2281.2318497999995,2281.2367605,2281.2472575,2281.2472575,2281.2472575,2281.2472575,2283.2475202999995,2283.2475202999995,2283.2475202999995,2283.2475202999995,2283.2318049999994,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
33,0,33,,,,,,space,4.0882272000008015,None,None,3,0.9324721000002683,0.21036370000001625,None,1,0,1,0,,,,,0,0,0,0,,,,,33,0,33,0,2283.2475202999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datei,3.6297,2283.2322490999995,2283.2329055,2283.2330060999993,2283.2475202999995,2286.8803956,2286.864883,2286.8689086999993,2286.8803956,2286.8803956,2286.8803956,2286.8803956,2288.8828089999997,2288.8828089999997,2288.8828089999997,2288.8828089999997,2288.8648697999997,3,0.9324721000002683,0.21036370000001625,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
34,0,34,,,,,,space,4.0882272000008015,None,None,3,1.4252630000000863,0.19888110000010784,None,1,0,1,0,,,,,0,0,0,0,,,,,34,0,34,0,2288.8828089999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eltern,4.5524,2288.8653711999996,2288.8658881,2288.8659925,2288.8828089999997,2293.4467264999994,2293.4314901,2293.4347861999995,2293.4467264999994,2293.4467264999994,2293.4467264999994,2293.4467264999994,2295.4468048,2295.4468048,2295.4468048,2295.4468048,2295.4310723,3,1.4252630000000863,0.19888110000010784,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
35,0,35,,,,,,space,4.0882272000008015,None,None,2,1.2175047999999151,0.17337689999931172,None,1,0,1,0,,,,,0,0,0,0,,,,,35,0,35,0,2295.4468048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio,2.3861,2295.4315728,2295.4322211,2295.4323247,2295.4468048,2297.8469102999998,2297.830745,2297.8344593,2297.8469102999998,2297.8469102999998,2297.8469102999998,2297.8469102999998,2299.8463629,2299.8463629,2299.8463629,2299.8463629,2299.8309228,2,1.2175047999999151,0.17337689999931172,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
