thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
50,0,50,,,,,,space,2.0370237000006455,None,None,3,0.8472286999995049,0.16556209999998828,None,0,0,0,0,,,,,1,0,1,0,,,,,50,0,50,0,864.9599945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tal,2.9061,864.9447903999999,864.9452841000002,864.9453881,864.9599945,867.8762361999998,867.8606937999994,867.863985,867.8762361999998,867.8762361999998,867.8762361999998,867.8762361999998,869.8763591999996,869.8763591999996,869.8763591999996,869.8763591999996,869.8607188999995,3,0.8472286999995049,0.16556209999998828,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
51,0,51,,,,,,space,2.0370237000006455,None,None,2,1.6741975000004459,0.27261559999988094,None,0,0,0,0,,,,,1,0,1,0,,,,,51,0,51,0,869.8763591999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,2.6446,869.8611987999993,869.8618373999998,869.8619398999999,869.8763591999996,872.5262297999998,872.5103203999997,872.5145945999993,872.5262297999998,872.5262297999998,872.5262297999998,872.5262297999998,874.5261950999993,874.5261950999993,874.5261950999993,874.5261950999993,874.5106629000002,2,1.6741975000004459,0.27261559999988094,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
52,0,52,,,,,,space,2.0370237000006455,None,None,3,1.3320056000002296,0.23724959999981365,None,0,0,0,0,,,,,1,0,1,0,,,,,52,0,52,0,874.5261950999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weihnachten,2.0168,874.5111743999996,874.5116753000002,874.511778,874.5261950999993,876.5426656,876.5272401000002,876.5316262999995,876.5426656,876.5426656,876.5426656,876.5426656,878.5424771999997,878.5424771999997,878.5424771999997,878.5424771999997,878.5272023999996,3,1.3320056000002296,0.23724959999981365,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
53,0,53,,,,,,space,2.0370237000006455,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,53,0,53,0,878.5424771999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,2.9036,878.5277098999995,878.5282388999995,878.5283421999993,878.5424771999997,881.4590715999993,881.4433811999997,881.4475495999995,881.4590715999993,881.4590715999993,881.4590715999993,881.4590715999993,883.4592561999998,883.4592561999998,883.4592561999998,883.4592561999998,883.4434580999996,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
54,0,54,,,,,,space,2.0370237000006455,None,None,3,1.4571349999996528,0.27648990000034246,None,0,0,0,0,,,,,1,0,1,0,,,,,54,0,54,0,883.4592561999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,5.3655,883.4439299999995,883.4444392999994,883.4445439000001,883.4592561999998,888.8253287999996,888.8097215999996,888.8138364999995,888.8253287999996,888.8253287999996,888.8253287999996,888.8253287999996,890.8254700999996,890.8254700999996,890.8254700999996,890.8254700999996,890.8095979,3,1.4571349999996528,0.27648990000034246,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
55,0,55,,,,,,space,2.0370237000006455,None,None,3,1.4431500000000597,0.2516899000002013,None,0,0,0,0,,,,,1,0,1,0,,,,,55,0,55,0,890.8254700999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolle,2.1743,890.8101090999999,890.8108124999999,890.8109227999994,890.8254700999996,893.0083911000002,892.9927060999999,892.9967550000001,893.0083911000002,893.0083911000002,893.0083911000002,893.0083911000002,895.0083826999999,895.0083826999999,895.0083826999999,895.0083826999999,894.9928013999997,3,1.4431500000000597,0.2516899000002013,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
56,0,56,,,,,,space,2.0370237000006455,None,None,3,1.220726000000468,0.211410199999591,None,0,0,0,0,,,,,1,0,1,0,,,,,56,0,56,0,895.0083826999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissen,3.8592,894.9933016999994,894.9939158999996,894.9940867999994,895.0083826999999,898.8745609999996,898.8588819999995,898.8622867999993,898.8745609999996,898.8745609999996,898.8745609999996,898.8745609999996,900.8747751000001,900.8747751000001,900.8747751000001,900.8747751000001,900.8590663999994,3,1.220726000000468,0.211410199999591,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
57,0,57,,,,,,space,2.0370237000006455,None,None,3,0.8357162000002063,0.2732568999999785,None,0,0,0,0,,,,,1,0,1,0,,,,,57,0,57,0,900.8747751000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,2.0934,900.8595662999996,900.8603361999994,900.8604427,900.8747751000001,902.9744830999998,902.9593805999993,902.9634024999996,902.9744830999998,902.9744830999998,902.9744830999998,902.9744830999998,904.9744307000001,904.9744307000001,904.9744307000001,904.9744307000001,904.9588484999995,3,0.8357162000002063,0.2732568999999785,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
58,0,58,,,,,,space,2.0370237000006455,None,None,2,1.2262409999993906,0.13081680000050255,None,0,0,0,0,,,,,1,0,1,0,,,,,58,0,58,0,904.9744307000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtstag,4.0852,904.9593574,904.9598699999997,904.9599744999996,904.9744307000001,909.0739853999994,909.0586675999994,909.0640926999995,909.0739853999994,909.0739853999994,909.0739853999994,909.0739853999994,911.0740924000002,911.0740924000002,911.0740924000002,911.0740924000002,911.0584226000001,2,1.2262409999993906,0.13081680000050255,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
59,0,59,,,,,,space,2.0370237000006455,None,None,3,0.9113248000003296,0.27867629999946075,None,0,0,0,0,,,,,1,0,1,0,,,,,59,0,59,0,911.0740924000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidung,4.3942,911.0589341999994,911.0595408999998,911.0596480999993,911.0740924000002,915.4738379,915.4580859999996,915.4618848,915.4738379,915.4738379,915.4738379,915.4738379,917.4737132,917.4737132,917.4737132,917.4737132,917.4581397000002,3,0.9113248000003296,0.27867629999946075,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
60,0,60,,,,,,space,2.0370237000006455,None,None,3,1.2976023000001078,0.28060569999979634,None,0,0,0,0,,,,,1,0,1,0,,,,,60,0,60,0,917.4737132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlüssel,2.8863,917.4586476999993,917.4591659999996,917.4592697999997,917.4737132,920.3733942999997,920.3578473999996,920.3618670999995,920.3733942999997,920.3733942999997,920.3733942999997,920.3733942999997,922.37349,922.37349,922.37349,922.37349,922.3580443999999,3,1.2976023000001078,0.28060569999979634,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
61,0,61,,,,,,space,2.0370237000006455,None,None,3,1.0215018999997483,0.23344650000035472,None,0,0,0,0,,,,,1,0,1,0,,,,,61,0,61,0,922.37349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,4.7208,922.3585604999998,922.3591434999998,922.3592491999998,922.37349,927.1063354999997,927.0906188999998,927.0941935000001,927.1063354999997,927.1063354999997,927.1063354999997,927.1063354999997,929.1063657999994,929.1063657999994,929.1063657999994,929.1063657999994,929.0908604999995,3,1.0215018999997483,0.23344650000035472,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
62,0,62,,,,,,space,2.0370237000006455,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,62,0,62,0,929.1063657999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vampir,3.9589,929.0913591999997,929.0920074999995,929.0921097,929.1063657999994,933.0725763999999,933.0571252999998,933.0608456999998,933.0725763999999,933.0725763999999,933.0725763999999,933.0725763999999,935.0729191999999,935.0729191999999,935.0729191999999,935.0729191999999,935.0570836999996,None,,,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
63,0,63,,,,,,space,2.0370237000006455,None,None,3,0.6436184000003777,0.16750729999967007,None,0,0,0,0,,,,,1,0,1,0,,,,,63,0,63,0,935.0729191999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nacht,2.3006,935.0575628999995,935.0580665999996,935.0581714,935.0729191999999,937.3726742999997,937.3570863999994,937.3610620999998,937.3726742999997,937.3726742999997,937.3726742999997,937.3726742999997,939.3724243999995,939.3724243999995,939.3724243999995,939.3724243999995,939.3570722999993,3,0.6436184000003777,0.16750729999967007,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
64,0,64,,,,,,space,2.0370237000006455,None,None,3,0.9400108999998338,0.168979500000205,None,0,0,0,0,,,,,1,0,1,0,,,,,64,0,64,0,939.3724243999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimmer,2.0052,939.3575553999999,939.3582140999997,939.3583107999993,939.3724243999995,941.3896748999996,941.3732093999997,941.3770218,941.3896748999996,941.3896748999996,941.3896748999996,941.3896748999996,943.3890302,943.3890302,943.3890302,943.3890302,943.3733996999999,3,0.9400108999998338,0.168979500000205,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
65,0,65,,,,,,space,2.0370237000006455,None,None,3,0.790422199999739,0.21385410000038974,None,0,0,0,0,,,,,1,0,1,0,,,,,65,0,65,0,943.3890302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschichte,2.6312,943.3739028,943.3743988999995,943.3745117999997,943.3890302,946.0220678999995,946.0064542999999,946.0115485999995,946.0220678999995,946.0220678999995,946.0220678999995,946.0220678999995,948.0219219999999,948.0219219999999,948.0219219999999,948.0219219999999,948.0064304999996,3,0.790422199999739,0.21385410000038974,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
66,0,66,,,,,,space,2.0370237000006455,None,None,3,1.2612138999993476,0.2978352999998606,None,0,0,0,0,,,,,1,0,1,0,,,,,66,0,66,0,948.0219219999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleskop,2.9832,948.0069341999997,948.0074483999997,948.0075532999999,948.0219219999999,951.0053194000002,950.9894770000001,950.9933462999998,951.0053194000002,951.0053194000002,951.0053194000002,951.0053194000002,953.0051841999993,953.0051841999993,953.0051841999993,953.0051841999993,952.9895630999999,3,1.2612138999993476,0.2978352999998606,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
67,0,67,,,,,,space,2.0370237000006455,None,None,3,0.9497041000004174,0.1740072999991753,None,0,0,0,0,,,,,1,0,1,0,,,,,67,0,67,0,953.0051841999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,2.2385,952.9900776999993,952.9905884999998,952.9906971999999,953.0051841999993,955.2547491999994,955.2393140999993,955.2437948999996,955.2547491999994,955.2547491999994,955.2547491999994,955.2547491999994,957.2551096999996,957.2551096999996,957.2551096999996,957.2551096999996,957.2392079000001,3,0.9497041000004174,0.1740072999991753,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
68,0,68,,,,,,space,2.0370237000006455,None,None,3,1.0839783000001262,0.21880570000030275,None,0,0,0,0,,,,,1,0,1,0,,,,,68,0,68,0,957.2551096999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,2.3843,957.2397125999996,957.2403574999998,957.2404581999999,957.2551096999996,959.6544004999996,959.6393969000001,959.6435541000001,959.6544004999996,959.6544004999996,959.6544004999996,959.6544004999996,961.6546234999996,961.6546234999996,961.6546234999996,961.6546234999996,961.6391237999997,3,1.0839783000001262,0.21880570000030275,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
69,0,69,,,,,,space,2.0370237000006455,None,None,3,1.5284864000004745,0.22638169999936508,None,0,0,0,0,,,,,1,0,1,0,,,,,69,0,69,0,961.6546234999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erde,2.5377,961.6396292999998,961.6401394999993,961.6402412999996,961.6546234999996,964.2043304999997,964.1886184999994,964.1919865999998,964.2043304999997,964.2043304999997,964.2043304999997,964.2043304999997,966.2062185999994,966.2062185999994,966.2062185999994,966.2062185999994,966.1889114999994,3,1.5284864000004745,0.22638169999936508,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
70,0,70,,,,,,space,2.0370237000006455,None,None,3,1.111685299999408,0.22006810000038968,None,0,0,0,0,,,,,1,0,1,0,,,,,70,0,70,0,966.2062185999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschmack,2.2129,966.1894107999997,966.1900484999996,966.1901510999996,966.2062185999994,968.4207724999997,968.4052068000001,968.4096539000002,968.4207724999997,968.4207724999997,968.4207724999997,968.4207724999997,970.4208714999995,970.4208714999995,970.4208714999995,970.4208714999995,970.4052948999997,3,1.111685299999408,0.22006810000038968,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
71,0,71,,,,,,space,2.0370237000006455,None,None,3,1.325739199999589,0.2233753999998953,None,0,0,0,0,,,,,1,0,1,0,,,,,71,0,71,0,970.4208714999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skizze,2.7378,970.4058029999997,970.4063176,970.4064208999998,970.4208714999995,973.1707783000002,973.1551709999994,973.1592923999997,973.1707783000002,973.1707783000002,973.1707783000002,973.1707783000002,975.1709104000001,975.1709104000001,975.1709104000001,975.1709104000001,975.1550544000002,3,1.325739199999589,0.2233753999998953,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
72,0,72,,,,,,space,2.0370237000006455,None,None,3,0.9306697000001805,0.20209530000011,None,0,0,0,0,,,,,1,0,1,0,,,,,72,0,72,0,975.1709104000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.7357,975.155557,975.1560713999997,975.1561763999998,975.1709104000001,977.9198687999997,977.9047461,977.9088983000001,977.9198687999997,977.9198687999997,977.9198687999997,977.9198687999997,979.9203502999999,979.9203502999999,979.9203502999999,979.9203502999999,979.9051158000002,3,0.9306697000001805,0.20209530000011,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
73,0,73,,,,,,space,2.0370237000006455,None,None,3,0.9208995999997569,0.19888590000027762,None,0,0,0,0,,,,,1,0,1,0,,,,,73,0,73,0,979.9203502999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,4.5524,979.9056166,979.9062075000002,979.9063116999996,979.9203502999999,984.4865798000001,984.4710577999995,984.4751657999996,984.4865798000001,984.4865798000001,984.4865798000001,984.4865798000001,986.4870507999995,986.4870507999995,986.4870507999995,986.4870507999995,986.4707615999996,3,0.9208995999997569,0.19888590000027762,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
74,0,74,,,,,,space,2.0370237000006455,None,None,3,1.1320322000001397,0.19639300000017101,None,0,0,0,0,,,,,1,0,1,0,,,,,74,0,74,0,986.4870507999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center,3.6615,986.4712135,986.4717347999995,986.4718288999993,986.4870507999995,990.1529684999996,990.1372113999996,990.1411039999994,990.1529684999996,990.1529684999996,990.1529684999996,990.1529684999996,992.1527744999994,992.1527744999994,992.1527744999994,992.1527744999994,992.1373005999994,3,1.1320322000001397,0.19639300000017101,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
75,0,75,,,,,,space,2.0370237000006455,None,None,3,1.6450086000004376,0.30009419999987585,None,0,0,0,0,,,,,1,0,1,0,,,,,75,0,75,0,992.1527744999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeigen,2.3229,992.1378082000001,992.1383471999998,992.1384521999998,992.1527744999994,994.4861635999996,994.4702404,994.4736679999996,994.4861635999996,994.4861635999996,994.4861635999996,994.4861635999996,996.4862007000002,996.4862007000002,996.4862007000002,996.4862007000002,996.4706029999998,3,1.6450086000004376,0.30009419999987585,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
76,0,76,,,,,,space,2.0370237000006455,None,None,3,1.4069506000005276,0.2822716999999102,None,0,0,0,0,,,,,1,0,1,0,,,,,76,0,76,0,996.4862007000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handwerker,2.1949,996.4711127999999,996.4718435999994,996.4719519999999,996.4862007000002,998.6858305999995,998.6705733999997,998.6750470999996,998.6858305999995,998.6858305999995,998.6858305999995,998.6858305999995,1000.6857163999994,1000.6857163999994,1000.6857163999994,1000.6857163999994,1000.6703495000002,3,1.4069506000005276,0.2822716999999102,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
77,0,77,,,,,,space,2.0370237000006455,None,None,3,1.7831826000001456,0.1803090000003067,None,0,0,0,0,,,,,1,0,1,0,,,,,77,0,77,0,1000.6857163999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,2.021,1000.6708522999998,1000.6714139999995,1000.6715178999993,1000.6857163999994,1002.7188634999993,1002.7030539999996,1002.7070003999997,1002.7188634999993,1002.7188634999993,1002.7188634999993,1002.7188634999993,1004.7189879999996,1004.7189879999996,1004.7189879999996,1004.7189879999996,1004.7033817000001,3,1.7831826000001456,0.1803090000003067,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
78,0,78,,,,,,space,2.0370237000006455,None,None,2,1.113080600000103,0.13623920000009093,None,0,0,0,0,,,,,1,0,1,0,,,,,78,0,78,0,1004.7189879999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zirkus,3.6564,1004.7038953000001,1004.7044004999998,1004.7045030999998,1004.7189879999996,1008.3855248,1008.3695192999994,1008.3738007000002,1008.3855248,1008.3855248,1008.3855248,1008.3855248,1010.3856252999994,1010.3856252999994,1010.3856252999994,1010.3856252999994,1010.3695745999994,2,1.113080600000103,0.13623920000009093,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
79,0,79,,,,,,space,2.0370237000006455,None,None,3,1.2243576999999277,0.18515990000014426,None,0,0,0,0,,,,,1,0,1,0,,,,,79,0,79,0,1010.3856252999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoo,2.3362,1010.3700807999994,1010.3705974999993,1010.3707045000001,1010.3856252999994,1012.7349678,1012.7199934999999,1012.7242480999994,1012.7349678,1012.7349678,1012.7349678,1012.7349678,1014.7435715000001,1014.7435715000001,1014.7435715000001,1014.7435715000001,1014.7191976999993,3,1.2243576999999277,0.18515990000014426,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
0,0,0,,,,,2.3419,space,2.8778017000004184,None,None,3,0.9604082000005292,0.2231339999998454,None,0,0,0,0,,,,,2,0,2,0,0,79,79,64,0,0,0,0,1068.9652357999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.1818094,1041.1820589,1041.1894573,1041.1954351999993,1041.1954351999993,1044.0849288,space,2.8778017000004184,None,1044.0850818999998,1044.1001774999995,1044.1001774999995,1056.9342820000002,None,1056.9413994999995,1056.9660661999997,1056.9497160666663,1058.1551414999994,1066.948853666666,1067.9551756,1068.9487909,Brief,2.3419,1068.9501519999994,1068.9508269999997,1068.9509382999995,1068.9652357999994,1071.315149,1071.2991582999994,1071.3032468000001,1071.315149,1071.315149,1071.315149,1071.315149,1073.3152321999996,1073.3152321999996,1073.3152321999996,1073.3152321999996,1073.2993867999994,3,0.9604082000005292,0.2231339999998454,None,1026.7345588999997,1026.7346226999998,None,1026.7393401999998,1026.7506813,1030.7508386999998,1030.7508386999998,1030.7508386999998,1041.1352750999995,2,10.38178550000066,None,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
1,0,1,,,,,,space,2.8778017000004184,None,None,2,1.2299690999998347,0.1720500000001266,None,0,0,0,0,,,,,2,0,2,0,,,,,1,0,1,0,1073.3152321999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bücher,2.0052,1073.2998970999997,1073.3004971999999,1073.3006024999995,1073.3152321999996,1075.3313228999996,1075.315611,1075.3192977999997,1075.3313228999996,1075.3313228999996,1075.3313228999996,1075.3313228999996,1077.3314413999997,1077.3314413999997,1077.3314413999997,1077.3314413999997,1077.3159338999994,2,1.2299690999998347,0.1720500000001266,None,,,,,,,,,,,,,,,,,,,,,4110,1,2025-06-06_14h00.43.501,sm,2024.2.4,59.95480606735098,2025-06-06 14h00.57.307122 +0200,
