thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
21,0,21,,,,,,space,1.5471710000001622,None,None,2,0.72003820000009,0.18456630000036967,None,0,0,0,0,,,,,3,0,3,0,,,,,21,0,21,0,2024.6092434000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanne,2.4228,2024.5937638999994,2024.594258,2024.5943619,2024.6092434000002,2027.0420426,2027.0263630999998,2027.0308200999998,2027.0420426,2027.0420426,2027.0420426,2027.0420426,2029.0421644999997,2029.0421644999997,2029.0421644999997,2029.0421644999997,2029.026457,2,0.72003820000009,0.18456630000036967,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
22,0,22,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,22,0,22,0,2029.0421644999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tradition,3.0301,2029.0269614999997,2029.0275664,2029.0276715999998,2029.0421644999997,2032.0750722000002,2032.0599735999995,2032.0641575999998,2032.0750722000002,2032.0750722000002,2032.0750722000002,2032.0750722000002,2034.0751427999994,2034.0751427999994,2034.0751427999994,2034.0751427999994,2034.0597333999995,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
23,0,23,,,,,,space,1.5471710000001622,None,None,3,0.8016718999997465,0.3211346999996749,None,0,0,0,0,,,,,3,0,3,0,,,,,23,0,23,0,2034.0751427999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst,2.3125,2034.0602030999999,2034.0607340999995,2034.0608384999996,2034.0751427999994,2036.3915519000002,2036.3761083,2036.3799882000003,2036.3915519000002,2036.3915519000002,2036.3915519000002,2036.3915519000002,2038.3916205999994,2038.3916205999994,2038.3916205999994,2038.3916205999994,2038.3762054,3,0.8016718999997465,0.3211346999996749,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
24,0,24,,,,,,space,1.5471710000001622,None,None,2,1.1139075000000958,0.16929009999967093,None,0,0,0,0,,,,,3,0,3,0,,,,,24,0,24,0,2038.3916205999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anführer,3.7866,2038.3767134,2038.3772119999994,2038.3773173999998,2038.3916205999994,2042.1912385999995,2042.1754866,2042.1792125000002,2042.1912385999995,2042.1912385999995,2042.1912385999995,2042.1912385999995,2044.1912673999996,2044.1912673999996,2044.1912673999996,2044.1912673999996,2044.1756815999997,2,1.1139075000000958,0.16929009999967093,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
25,0,25,,,,,,space,1.5471710000001622,None,None,3,0.9104151999999885,0.17548379999971075,None,0,0,0,0,,,,,3,0,3,0,,,,,25,0,25,0,2044.1912673999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stein,4.8596,2044.1761870999999,2044.1767015999994,2044.1768077999996,2044.1912673999996,2049.0572614000002,2049.0417251999997,2049.0448717,2049.0572614000002,2049.0572614000002,2049.0572614000002,2049.0572614000002,2051.0576383,2051.0576383,2051.0576383,2051.0576383,2051.0419027,3,0.9104151999999885,0.17548379999971075,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
26,0,26,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,26,0,26,0,2051.0576383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlamm,2.8269,2051.0424137,2051.0429222000002,2051.0430270999996,2051.0576383,2053.8905247000002,2053.8753148999995,2053.8792433999997,2053.8905247000002,2053.8905247000002,2053.8905247000002,2053.8905247000002,2055.8910758,2055.8910758,2055.8910758,2055.8910758,2055.8749741,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
27,0,27,,,,,,space,1.5471710000001622,None,None,3,0.8619196999998167,0.255739100000028,None,0,0,0,0,,,,,3,0,3,0,,,,,27,0,27,0,2055.8910758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glück,3.8984,2055.8754575000003,2055.8759585,2055.8760647,2055.8910758,2059.7903715,2059.7750577999996,2059.7788863999995,2059.7903715,2059.7903715,2059.7903715,2059.7903715,2061.7905831,2061.7905831,2061.7905831,2061.7905831,2061.7747541999997,3,0.8619196999998167,0.255739100000028,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
28,0,28,,,,,,space,1.5471710000001622,None,None,3,0.7309682000004614,0.21579269999983808,None,0,0,0,0,,,,,3,0,3,0,,,,,28,0,28,0,2061.7905831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fakt,2.7028,2061.7752694,2061.7757896000003,2061.7758943999997,2061.7905831,2064.5069378999997,2064.4909792999997,2064.4950545,2064.5069378999997,2064.5069378999997,2064.5069378999997,2064.5069378999997,2066.5066185999995,2066.5066185999995,2066.5066185999995,2066.5066185999995,2066.4910161,3,0.7309682000004614,0.21579269999983808,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
29,0,29,,,,,,space,1.5471710000001622,None,None,3,1.5793862000000445,0.2005184999998164,None,0,0,0,0,,,,,3,0,3,0,,,,,29,0,29,0,2066.5066185999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,3.8285,2066.4915215,2066.49211,2066.4922145,2066.5066185999995,2070.3398206,2070.3236722,2070.3262938,2070.3398206,2070.3398206,2070.3398206,2070.3398206,2072.3397709,2072.3397709,2072.3397709,2072.3397709,2072.3241098,3,1.5793862000000445,0.2005184999998164,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
30,0,30,,,,,,space,1.5471710000001622,None,None,3,0.6485575000006065,0.29129489999922953,None,0,0,0,0,,,,,3,0,3,0,,,,,30,0,30,0,2072.3397709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theater,2.304,2072.3246180999995,2072.3251387,2072.3252406,2072.3397709,2074.6561451,2074.6404496999994,2074.6438474999995,2074.6561451,2074.6561451,2074.6561451,2074.6561451,2076.6561093,2076.6561093,2076.6561093,2076.6561093,2076.6403805,3,0.6485575000006065,0.29129489999922953,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
31,0,31,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,31,0,31,0,2076.6561093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,2.2884,2076.6408838999996,2076.6413931999996,2076.6414967,2076.6561093,2078.9559171,2078.9401718999998,2078.9442606000002,2078.9559171,2078.9559171,2078.9559171,2078.9559171,2080.9560770999997,2080.9560770999997,2080.9560770999997,2080.9560770999997,2080.940265,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
32,0,32,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,32,0,32,0,2080.9560770999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammer,2.8541,2080.9407369,2080.9414162000003,2080.9415247999996,2080.9560770999997,2083.822204,2083.8071265,2083.8115126000002,2083.822204,2083.822204,2083.822204,2083.822204,2085.8223527,2085.8223527,2085.8223527,2085.8223527,2085.8067676,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
33,0,33,,,,,,space,1.5471710000001622,None,None,3,0.7878172000000632,0.22474650000003749,None,0,0,0,0,,,,,3,0,3,0,,,,,33,0,33,0,2085.8223527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,5.5956,2085.8072345,2085.8077969999995,2085.8079041,2085.8223527,2091.4219602000003,2091.4062763,2091.4104547999996,2091.4219602000003,2091.4219602000003,2091.4219602000003,2091.4219602000003,2093.4218143999997,2093.4218143999997,2093.4218143999997,2093.4218143999997,2093.4064209999997,3,0.7878172000000632,0.22474650000003749,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
34,0,34,,,,,,space,1.5471710000001622,None,None,3,1.3045572000000902,0.20513589999973192,None,0,0,0,0,,,,,3,0,3,0,,,,,34,0,34,0,2093.4218143999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kappe,2.7199,2093.4069229999996,2093.4074887999996,2093.4075919999996,2093.4218143999997,2096.1550083,2096.1393415000002,2096.1430383999996,2096.1550083,2096.1550083,2096.1550083,2096.1550083,2098.1547696999996,2098.1547696999996,2098.1547696999996,2098.1547696999996,2098.1392587,3,1.3045572000000902,0.20513589999973192,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
35,0,35,,,,,,space,1.5471710000001622,None,None,3,0.7785939000004873,0.19669290000001638,None,0,0,0,0,,,,,3,0,3,0,,,,,35,0,35,0,2098.1547696999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saft,2.065,2098.1397580000003,2098.1403508000003,2098.1404517,2098.1547696999996,2100.2211571999997,2100.2057053,2100.2097611,2100.2211571999997,2100.2211571999997,2100.2211571999997,2100.2211571999997,2102.2214521999995,2102.2214521999995,2102.2214521999995,2102.2214521999995,2102.2056919999995,3,0.7785939000004873,0.19669290000001638,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
36,0,36,,,,,,space,1.5471710000001622,None,None,3,0.5154466999993019,0.16869260000021313,None,0,0,0,0,,,,,3,0,3,0,,,,,36,0,36,0,2102.2214521999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio,2.3394,2102.2061984,2102.2066866999994,2102.2067908,2102.2214521999995,2104.5710886999996,2104.5554577000003,2104.5595075,2104.5710886999996,2104.5710886999996,2104.5710886999996,2104.5710886999996,2106.5712760999995,2106.5712760999995,2106.5712760999995,2106.5712760999995,2106.5554295,3,0.5154466999993019,0.16869260000021313,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
37,0,37,,,,,,space,1.5471710000001622,None,None,3,0.6268315999996048,0.18029890000070736,None,0,0,0,0,,,,,3,0,3,0,,,,,37,0,37,0,2106.5712760999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,2.1429,2106.5559367999995,2106.5565232,2106.5566363,2106.5712760999995,2108.7208395,2108.7052912999998,2108.7087971,2108.7208395,2108.7208395,2108.7208395,2108.7208395,2110.7213409999995,2110.7213409999995,2110.7213409999995,2110.7213409999995,2110.7051650000003,3,0.6268315999996048,0.18029890000070736,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
38,0,38,,,,,,space,1.5471710000001622,None,None,3,1.1062182000005123,0.1725232999997388,None,0,0,0,0,,,,,3,0,3,0,,,,,38,0,38,0,2110.7213409999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bett,2.7056,2110.705669,2110.7061687999994,2110.7062786999995,2110.7213409999995,2113.4371349000003,2113.4217492999996,2113.4250051,2113.4371349000003,2113.4371349000003,2113.4371349000003,2113.4371349000003,2115.4372473000003,2115.4372473000003,2115.4372473000003,2115.4372473000003,2115.4215975999996,3,1.1062182000005123,0.1725232999997388,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
39,0,39,,,,,,space,1.5471710000001622,None,None,2,1.0543256999999358,0.23543090000021039,None,0,0,0,0,,,,,3,0,3,0,,,,,39,0,39,0,2115.4372473000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand,2.4918,2115.4220935000003,2115.4225958999996,2115.4226991999994,2115.4372473000003,2117.9370085,2117.9211851,2117.9246398999994,2117.9370085,2117.9370085,2117.9370085,2117.9370085,2119.9369128,2119.9369128,2119.9369128,2119.9369128,2119.9212652999995,2,1.0543256999999358,0.23543090000021039,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
40,0,40,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,40,0,40,0,2119.9369128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garten,2.9563,2119.9217755,2119.9222772000003,2119.9223854,2119.9369128,2122.903327,2122.8875658999996,2122.8909732,2122.903327,2122.903327,2122.903327,2122.903327,2124.9032263,2124.9032263,2124.9032263,2124.9032263,2124.8876508000003,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
41,0,41,,,,,,space,1.5471710000001622,None,None,3,1.0298570000004474,0.23034840000036638,None,0,0,0,0,,,,,3,0,3,0,,,,,41,0,41,0,2124.9032263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmen,2.07,2124.8881254999997,2124.8887514,2124.8888582,2124.9032263,2126.9862768000003,2126.9709936,2126.9745702,2126.9862768000003,2126.9862768000003,2126.9862768000003,2126.9862768000003,2128.9864627999996,2128.9864627999996,2128.9864627999996,2128.9864627999996,2128.9708499999997,3,1.0298570000004474,0.23034840000036638,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
42,0,42,,,,,,space,1.5471710000001622,None,None,3,1.3103423000002294,0.585799099999349,None,0,0,0,0,,,,,3,0,3,0,,,,,42,0,42,0,2128.9864627999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,2.0917,2128.9713552000003,2128.9718628,2128.9719667,2128.9864627999996,2131.0864357,2131.0707095,2131.0755166,2131.0864357,2131.0864357,2131.0864357,2131.0864357,2133.0865181,2133.0865181,2133.0865181,2133.0865181,2133.0706085,3,1.3103423000002294,0.585799099999349,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
43,0,43,,,,,,space,1.5471710000001622,None,None,3,0.7021771999998236,0.18891400000029535,None,0,0,0,0,,,,,3,0,3,0,,,,,43,0,43,0,2133.0865181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkarte,4.0515,2133.0711132999995,2133.0717526,2133.0718564,2133.0865181,2137.152671,2137.1369901,2137.1420240999996,2137.152671,2137.152671,2137.152671,2137.152671,2139.1526441999995,2139.1526441999995,2139.1526441999995,2139.1526441999995,2139.1369868,3,0.7021771999998236,0.18891400000029535,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
44,0,44,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,44,0,44,0,2139.1526441999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesicht,2.1523,2139.1374967,2139.1380079,2139.1381174999997,2139.1526441999995,2141.3198167,2141.3036259,2141.3079400999995,2141.3198167,2141.3198167,2141.3198167,2141.3198167,2143.3190069,2143.3190069,2143.3190069,2143.3190069,2143.3035357999997,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
45,0,45,,,,,,space,1.5471710000001622,None,None,3,1.0759124000005613,0.1893157999993491,None,0,0,0,0,,,,,3,0,3,0,,,,,45,0,45,0,2143.3190069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusche,2.1584,2143.3040073,2143.3045477999995,2143.3046514,2143.3190069,2145.4854433,2145.4696993,2145.4732402,2145.4854433,2145.4854433,2145.4854433,2145.4854433,2147.4853691,2147.4853691,2147.4853691,2147.4853691,2147.4698381,3,1.0759124000005613,0.1893157999993491,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
46,0,46,,,,,,space,1.5471710000001622,None,None,3,0.6491951999996672,0.20748790000016015,None,0,0,0,0,,,,,3,0,3,0,,,,,46,0,46,0,2147.4853691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoo,2.1788,2147.4703442,2147.4708456,2147.4709511,2147.4853691,2149.6686865,2149.6528717,2149.6566877999994,2149.6686865,2149.6686865,2149.6686865,2149.6686865,2151.6685515,2151.6685515,2151.6685515,2151.6685515,2151.6531237,3,0.6491951999996672,0.20748790000016015,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
47,0,47,,,,,,space,1.5471710000001622,None,None,3,0.894791400000031,0.19352140000046347,None,0,0,0,0,,,,,3,0,3,0,,,,,47,0,47,0,2151.6685515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasse,2.3908,2151.6536540999996,2151.6544867000002,2151.6546232,2151.6685515,2154.0680885,2154.0525313999997,2154.0562610999996,2154.0680885,2154.0680885,2154.0680885,2154.0680885,2156.068289,2156.068289,2156.068289,2156.068289,2156.0526546,3,0.894791400000031,0.19352140000046347,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
48,0,48,,,,,,space,1.5471710000001622,None,None,3,0.9338393999996697,0.21717000000080589,None,0,0,0,0,,,,,3,0,3,0,,,,,48,0,48,0,2156.068289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.2294,2156.0531576000003,2156.053664,2156.0537692999997,2156.068289,2158.3010696,2158.2856741999994,2158.289955,2158.3010696,2158.3010696,2158.3010696,2158.3010696,2160.3013279999996,2160.3013279999996,2160.3013279999996,2160.3013279999996,2160.2860746999995,3,0.9338393999996697,0.21717000000080589,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
49,0,49,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,49,0,49,0,2160.3013279999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krone,2.067,2160.2865832999996,2160.2870904,2160.2871949,2160.3013279999996,2162.3680409999997,2162.3520412,2162.3556624000003,2162.3680409999997,2162.3680409999997,2162.3680409999997,2162.3680409999997,2164.3679698999995,2164.3679698999995,2164.3679698999995,2164.3679698999995,2164.3521418,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
50,0,50,,,,,,space,1.5471710000001622,None,None,3,1.481930700000703,0.1704593999993449,None,0,0,0,0,,,,,3,0,3,0,,,,,50,0,50,0,2164.3679698999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,5.3544,2164.3526124,2164.3532668,2164.3533724999998,2164.3679698999995,2169.7342313,2169.7182949999997,2169.7220273000003,2169.7342313,2169.7342313,2169.7342313,2169.7342313,2171.7342627999997,2171.7342627999997,2171.7342627999997,2171.7342627999997,2171.718384,3,1.481930700000703,0.1704593999993449,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
51,0,51,,,,,,space,1.5471710000001622,None,None,2,0.8955662000007578,0.1741175999995903,None,0,0,0,0,,,,,3,0,3,0,,,,,51,0,51,0,2171.7342627999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent,2.5255,2171.7188859,2171.7195280999995,2171.7196299999996,2171.7342627999997,2174.2673003,2174.2515897000003,2174.255569,2174.2673003,2174.2673003,2174.2673003,2174.2673003,2176.267153,2176.267153,2176.267153,2176.267153,2176.2515556,2,0.8955662000007578,0.1741175999995903,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
52,0,52,,,,,,space,1.5471710000001622,None,None,2,0.6840910999999323,0.15355149999959394,None,0,0,0,0,,,,,3,0,3,0,,,,,52,0,52,0,2176.267153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulter,3.4751,2176.2520232999996,2176.2525414,2176.252636,2176.267153,2179.7501632000003,2179.7344246000002,2179.7378747000002,2179.7501632000003,2179.7501632000003,2179.7501632000003,2179.7501632000003,2181.750347,2181.750347,2181.750347,2181.750347,2181.7346823999997,2,0.6840910999999323,0.15355149999959394,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
53,0,53,,,,,,space,1.5471710000001622,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,53,0,53,0,2181.750347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemd,2.4418,2181.7351984999996,2181.7357129,2181.7358174,2181.750347,2184.2001189000002,2184.1843176,2184.1884142999997,2184.2001189000002,2184.2001189000002,2184.2001189000002,2184.2001189000002,2186.1999223000003,2186.1999223000003,2186.1999223000003,2186.1999223000003,2186.1842556,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
