thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,,,,,,space,1.7754234000003635,None,None,2,0.8121741000004477,0.1505868999993254,None,0,0,0,0,,,,,1,0,1,0,,,,,20,0,20,0,1101.4109909999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gras,3.4475,1101.3960097,1101.3967634,1101.3969368999997,1101.4109909999997,1104.8606374,1104.8452479999996,1104.8489344,1104.8606374,1104.8606374,1104.8606374,1104.8606374,1106.8608456000002,1106.8608456000002,1106.8608456000002,1106.8608456000002,1106.8451432000002,2,0.8121741000004477,0.1505868999993254,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
21,0,21,,,,,,space,1.7754234000003635,None,None,2,0.7195131000007677,0.22140029999991384,None,0,0,0,0,,,,,1,0,1,0,,,,,21,0,21,0,1106.8608456000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,3.9726,1106.8456460999996,1106.8461652999995,1106.8462687,1106.8608456000002,1110.8435958,1110.8281672000003,1110.8318951,1110.8435958,1110.8435958,1110.8435958,1110.8435958,1112.8437625999995,1112.8437625999995,1112.8437625999995,1112.8437625999995,1112.8278803000003,2,0.7195131000007677,0.22140029999991384,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
22,0,22,,,,,,space,1.7754234000003635,None,None,3,1.2602084999998624,0.16614970000046014,None,0,0,0,0,,,,,1,0,1,0,,,,,22,0,22,0,1112.8437625999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauber,2.304,1112.8283364999998,1112.8288180999998,1112.8289168000001,1112.8437625999995,1115.1601787,1115.1445311999996,1115.1482323,1115.1601787,1115.1601787,1115.1601787,1115.1601787,1117.1601541,1117.1601541,1117.1601541,1117.1601541,1117.1447349999999,3,1.2602084999998624,0.16614970000046014,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
23,0,23,,,,,,space,1.7754234000003635,None,None,3,0.6058765000007043,0.20047650000014983,None,0,0,0,0,,,,,1,0,1,0,,,,,23,0,23,0,1117.1601541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papier,2.4228,1117.1452400999997,1117.1458867000001,1117.1459933999995,1117.1601541,1119.5932051999998,1119.5775421999997,1119.5823192999997,1119.5932051999998,1119.5932051999998,1119.5932051999998,1119.5932051999998,1121.5931092,1121.5931092,1121.5931092,1121.5931092,1121.5775483999996,3,0.6058765000007043,0.20047650000014983,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
24,0,24,,,,,,space,1.7754234000003635,None,None,2,1.0265838000004806,0.22233629999936966,None,0,0,0,0,,,,,1,0,1,0,,,,,24,0,24,0,1121.5931092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanz,2.5255,1121.5781030999997,1121.5786077000002,1121.5787122000002,1121.5931092,1124.1262024999996,1124.1106369,1124.1138800999997,1124.1262024999996,1124.1262024999996,1124.1262024999996,1124.1262024999996,1126.1261341999998,1126.1261341999998,1126.1261341999998,1126.1261341999998,1126.1105301999996,2,1.0265838000004806,0.22233629999936966,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
25,0,25,,,,,,space,1.7754234000003635,None,None,2,0.9622156999994331,0.19886680000035994,None,0,0,0,0,,,,,1,0,1,0,,,,,25,0,25,0,1126.1261341999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koch,2.1198,1126.1110385000002,1126.1116127999994,1126.1117186000001,1126.1261341999998,1128.259411,1128.2435374999995,1128.2465867,1128.259411,1128.259411,1128.259411,1128.259411,1130.2593938999998,1130.2593938999998,1130.2593938999998,1130.2593938999998,1130.2437399,2,0.9622156999994331,0.19886680000035994,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
26,0,26,,,,,,space,1.7754234000003635,None,None,3,1.10436270000082,0.285081099999843,None,0,0,0,0,,,,,1,0,1,0,,,,,26,0,26,0,1130.2593938999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringe,2.7028,1130.2442418,1130.2448034999998,1130.2449084999998,1130.2593938999998,1132.9762728999995,1132.9599921,1132.9633568999998,1132.9762728999995,1132.9762728999995,1132.9762728999995,1132.9762728999995,1134.9755949,1134.9755949,1134.9755949,1134.9755949,1134.9604180999995,3,1.10436270000082,0.285081099999843,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
27,0,27,,,,,,space,1.7754234000003635,None,None,3,1.005464199999551,0.21439449999979843,None,0,0,0,0,,,,,1,0,1,0,,,,,27,0,27,0,1134.9755949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erbe,2.6942,1134.9609314999998,1134.9614460000003,1134.9615529000002,1134.9755949,1137.6755527999994,1137.6598210000002,1137.6631311,1137.6755527999994,1137.6755527999994,1137.6755527999994,1137.6755527999994,1139.6756227999995,1139.6756227999995,1139.6756227999995,1139.6756227999995,1139.6601295,3,1.005464199999551,0.21439449999979843,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
28,0,28,,,,,,space,1.7754234000003635,None,None,3,1.5590543999996953,None,None,0,0,0,0,,,,,1,0,1,0,,,,,28,0,28,0,1139.6756227999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keller,2.91,1139.6606368000002,1139.6611457999998,1139.6612481000002,1139.6756227999995,1142.5919461000003,1142.5760829,1142.5795472,1142.5919461000003,1142.5919461000003,1142.5919461000003,1142.5919461000003,1144.5917726999996,1144.5917726999996,1144.5917726999996,1144.5917726999996,1144.576798,3,1.5590543999996953,None,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
29,0,29,,,,,,space,1.7754234000003635,None,None,3,0.8909421000007569,0.19448539999939385,None,0,0,0,0,,,,,1,0,1,0,,,,,29,0,29,0,1144.5917726999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabel,4.405,1144.5773073999999,1144.5778051999996,1144.5779101999997,1144.5917726999996,1149.0082362000003,1148.9930033,1148.9969622999997,1149.0082362000003,1149.0082362000003,1149.0082362000003,1149.0082362000003,1151.0081705000002,1151.0081705000002,1151.0081705000002,1151.0081705000002,1150.9924819999997,3,0.8909421000007569,0.19448539999939385,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
30,0,30,,,,,,space,1.7754234000003635,None,None,2,1.1627380999998422,0.1873115999997026,None,0,0,0,0,,,,,1,0,1,0,,,,,30,0,30,0,1151.0081705000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liebe,2.3579,1150.9929868999998,1150.9934984000001,1150.9936075999995,1151.0081705000002,1153.3744869000002,1153.3588202,1153.3647015999995,1153.3744869000002,1153.3744869000002,1153.3744869000002,1153.3744869000002,1155.3746529999999,1155.3746529999999,1155.3746529999999,1155.3746529999999,1155.3589234,2,1.1627380999998422,0.1873115999997026,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
31,0,31,,,,,,space,1.7754234000003635,None,None,2,0.7953144999992219,0.20210240000051272,None,0,0,0,0,,,,,1,0,1,0,,,,,31,0,31,0,1155.3746529999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,2.2719,1155.3594002999998,1155.3598847000003,1155.3599810999995,1155.3746529999999,1157.6575735999995,1157.6420151000002,1157.6456395999994,1157.6575735999995,1157.6575735999995,1157.6575735999995,1157.6575735999995,1159.6576496999996,1159.6576496999996,1159.6576496999996,1159.6576496999996,1159.6420080999997,2,0.7953144999992219,0.20210240000051272,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
32,0,32,,,,,,space,1.7754234000003635,None,None,3,1.0015288000004148,0.29160479999973177,None,0,0,0,0,,,,,1,0,1,0,,,,,32,0,32,0,1159.6576496999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erde,4.5278,1159.6425140000001,1159.6431979,1159.6433135999996,1159.6576496999996,1164.1906278999995,1164.1750847000003,1164.1785884,1164.1906278999995,1164.1906278999995,1164.1906278999995,1164.1906278999995,1166.1906849999996,1166.1906849999996,1166.1906849999996,1166.1906849999996,1166.1753130999996,3,1.0015288000004148,0.29160479999973177,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
33,0,33,,,,,,space,1.7754234000003635,None,None,3,1.3244025999993028,0.2180117000007158,None,0,0,0,0,,,,,1,0,1,0,,,,,33,0,33,0,1166.1906849999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürste,3.3222,1166.1757365000003,1166.1762288,1166.1763174999996,1166.1906849999996,1169.5239139999994,1169.5080677999995,1169.5117720999997,1169.5239139999994,1169.5239139999994,1169.5239139999994,1169.5239139999994,1171.5237431999994,1171.5237431999994,1171.5237431999994,1171.5237431999994,1171.5081774,3,1.3244025999993028,0.2180117000007158,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
34,0,34,,,,,,space,1.7754234000003635,None,None,3,1.086719300000368,0.20145359999969514,None,0,0,0,0,,,,,1,0,1,0,,,,,34,0,34,0,1171.5237431999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiktion,2.309,1171.5086822000003,1171.5091903000002,1171.5092956999997,1171.5237431999994,1173.8401434999996,1173.8243568999997,1173.8278183000002,1173.8401434999996,1173.8401434999996,1173.8401434999996,1173.8401434999996,1175.8402335,1175.8402335,1175.8402335,1175.8402335,1175.8249810999996,3,1.086719300000368,0.20145359999969514,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
35,0,35,,,,,,space,1.7754234000003635,None,None,2,0.6657003000000259,0.18557909999981348,None,0,0,0,0,,,,,1,0,1,0,,,,,35,0,35,0,1175.8402335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,2.8259,1175.8254979000003,1175.8261796999996,1175.8262910000003,1175.8402335,1178.6733818000002,1178.6577875000003,1178.6619374000002,1178.6733818000002,1178.6733818000002,1178.6733818000002,1178.6733818000002,1180.673358,1180.673358,1180.673358,1180.673358,1180.6575428999995,2,0.6657003000000259,0.18557909999981348,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
36,0,36,,,,,,space,1.7754234000003635,None,None,3,0.8313174000004437,None,None,0,0,0,0,,,,,1,0,1,0,,,,,36,0,36,0,1180.673358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorn,2.3908,1180.6580629999999,1180.6585705999996,1180.6586730999998,1180.673358,1183.0731328000002,1183.0571964,1183.060555,1183.0731328000002,1183.0731328000002,1183.0731328000002,1183.0731328000002,1185.0728932000002,1185.0728932000002,1185.0728932000002,1185.0728932000002,1185.057479,3,0.8313174000004437,None,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
37,0,37,,,,,,space,1.7754234000003635,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,37,0,37,0,1185.0728932000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kante,3.0483,1185.0579877999999,1185.0585399000001,1185.0586457999998,1185.0728932000002,1188.1227245999999,1188.1068218,1188.1105958999997,1188.1227245999999,1188.1227245999999,1188.1227245999999,1188.1227245999999,1190.1225724999995,1190.1225724999995,1190.1225724999995,1190.1225724999995,1190.1072106000001,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
38,0,38,,,,,,space,1.7754234000003635,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,38,0,38,0,1190.1225724999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,3.126,1190.1076868999999,1190.1082273000002,1190.1083343999999,1190.1225724999995,1193.2558081999996,1193.2398113,1193.2434064,1193.2558081999996,1193.2558081999996,1193.2558081999996,1193.2558081999996,1195.2558596,1195.2558596,1195.2558596,1195.2558596,1195.2399582999997,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
39,0,39,,,,,,space,1.7754234000003635,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,39,0,39,0,1195.2558596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brief,2.9563,1195.2404056999994,1195.2409268000001,1195.2410260999995,1195.2558596,1198.2232484999995,1198.2064738999998,1198.2098350999995,1198.2232484999995,1198.2232484999995,1198.2232484999995,1198.2232484999995,,,,,1200.2222536,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
40,0,40,,,,,,space,1.7754234000003635,None,None,3,1.4279280999999173,0.2752479000000676,None,0,0,0,0,,,,,1,0,1,0,,,,,40,0,40,0,1200.2389936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Album,2.3346,1200.2227008999998,1200.2234357999996,1200.2235429000002,1200.2389936,1202.5885599000003,1202.5729550999995,1202.5767000999995,1202.5885599000003,1202.5885599000003,1202.5885599000003,1202.5885599000003,1204.5884433,1204.5884433,1204.5884433,1204.5884433,1204.5731456000003,3,1.4279280999999173,0.2752479000000676,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
41,0,41,,,,,,space,1.7754234000003635,None,None,3,1.3189601999993101,0.25920590000077937,None,0,0,0,0,,,,,1,0,1,0,,,,,41,0,41,0,1204.5884433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hütte,2.3394,1204.5736598000003,1204.5741568000003,1204.5742602999999,1204.5884433,1206.9384276,1206.9230373,1206.9269908999995,1206.9384276,1206.9384276,1206.9384276,1206.9384276,1208.9383209999996,1208.9383209999996,1208.9383209999996,1208.9383209999996,1208.9225557,3,1.3189601999993101,0.25920590000077937,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
42,0,42,,,,,,space,1.7754234000003635,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,42,0,42,0,1208.9383209999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,2.7056,1208.9230701999995,1208.9235901000002,1208.9236970000002,1208.9383209999996,1211.6546411,1211.6394448,1211.6436425000002,1211.6546411,1211.6546411,1211.6546411,1211.6546411,1213.6547509000002,1213.6547509000002,1213.6547509000002,1213.6547509000002,1213.6395917,None,,,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
43,0,43,,,,,,space,1.7754234000003635,None,None,3,1.2819180999995297,0.21385140000074898,None,0,0,0,0,,,,,1,0,1,0,,,,,43,0,43,0,1213.6547509000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidung,3.1437,1213.6400635,1213.6408350000002,1213.6409434999996,1213.6547509000002,1216.8042611,1216.7888145999996,1216.7932357999998,1216.8042611,1216.8042611,1216.8042611,1216.8042611,1218.8044866999999,1218.8044866999999,1218.8044866999999,1218.8044866999999,1218.7886680000001,3,1.2819180999995297,0.21385140000074898,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
44,0,44,,,,,,space,1.7754234000003635,None,None,3,0.8902140000000145,0.2433405000001585,None,0,0,0,0,,,,,1,0,1,0,,,,,44,0,44,0,1218.8044866999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bücher,3.5452,1218.7891767,1218.7896812,1218.7897918999997,1218.8044866999999,1222.3538025999997,1222.3383654,1222.3425369999995,1222.3538025999997,1222.3538025999997,1222.3538025999997,1222.3538025999997,1224.3540838999998,1224.3540838999998,1224.3540838999998,1224.3540838999998,1224.3381736000001,3,0.8902140000000145,0.2433405000001585,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
45,0,45,,,,,,space,1.7754234000003635,None,None,3,0.6414488000000347,0.2379916999998386,None,0,0,0,0,,,,,1,0,1,0,,,,,45,0,45,0,1224.3540838999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raum,3.4871,1224.3386221,1224.3390975000002,1224.3391892,1224.3540838999998,1227.8538954999995,1227.8385741000002,1227.8422093999998,1227.8538954999995,1227.8538954999995,1227.8538954999995,1227.8538954999995,1229.8540329999996,1229.8540329999996,1229.8540329999996,1229.8540329999996,1229.8382267999996,3,0.6414488000000347,0.2379916999998386,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
46,0,46,,,,,,space,1.7754234000003635,None,None,3,0.5969063000002279,0.20493729999998322,None,0,0,0,0,,,,,1,0,1,0,,,,,46,0,46,0,1229.8540329999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,5.3544,1229.8387328,1229.8392482,1229.839352,1229.8540329999996,1235.2202926999998,1235.2043513999997,1235.2084182999997,1235.2202926999998,1235.2202926999998,1235.2202926999998,1235.2202926999998,1237.2201586,1237.2201586,1237.2201586,1237.2201586,1237.2042572,3,0.5969063000002279,0.20493729999998322,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
47,0,47,,,,,,space,1.7754234000003635,None,None,3,0.7568993000004411,0.20083389999945211,None,0,0,0,0,,,,,1,0,1,0,,,,,47,0,47,0,1237.2201586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karton,3.8984,1237.2047628999999,1237.2054017,1237.2055123999999,1237.2201586,1241.1197584000001,1241.1038959999996,1241.1074717000001,1241.1197584000001,1241.1197584000001,1241.1197584000001,1241.1197584000001,1243.1196614,1243.1196614,1243.1196614,1243.1196614,1243.1040728999997,3,0.7568993000004411,0.20083389999945211,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
48,0,48,,,,,,space,1.7754234000003635,None,None,3,0.807235799999944,0.2178518000000622,None,0,0,0,0,,,,,1,0,1,0,,,,,48,0,48,0,1243.1196614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendung,2.4615,1243.1045773999995,1243.1053188999995,1243.1054204000002,1243.1196614,1245.586448,1245.5706021999995,1245.5745938999999,1245.586448,1245.586448,1245.586448,1245.586448,1247.5859007,1247.5859007,1247.5859007,1247.5859007,1247.5705011,3,0.807235799999944,0.2178518000000622,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
49,0,49,,,,,,space,1.7754234000003635,None,None,3,1.5546858000006978,0.1855316999999559,None,0,0,0,0,,,,,1,0,1,0,,,,,49,0,49,0,1247.5859007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,2.0917,1247.5710017000001,1247.5716395,1247.5717429999995,1247.5859007,1249.6859064999999,1249.6703102000001,1249.6746987999995,1249.6859064999999,1249.6859064999999,1249.6859064999999,1249.6859064999999,1251.6858505,1251.6858505,1251.6858505,1251.6858505,1251.6702925,3,1.5546858000006978,0.1855316999999559,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
50,0,50,,,,,,space,1.7754234000003635,None,None,2,1.7796816999998555,None,None,0,0,0,0,,,,,1,0,1,0,,,,,50,0,50,0,1251.6858505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kopf,2.7199,1251.6708020999995,1251.6713456999996,1251.6714479000002,1251.6858505,1254.4188492000003,1254.4033711000002,1254.4069995,1254.4188492000003,1254.4188492000003,1254.4188492000003,1254.4188492000003,1256.4189436999995,1256.4189436999995,1256.4189436999995,1256.4189436999995,1256.4036938999998,2,1.7796816999998555,None,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
51,0,51,,,,,,space,1.7754234000003635,None,None,2,0.7591669000003094,0.1952528000001621,None,0,0,0,0,,,,,1,0,1,0,,,,,51,0,51,0,1256.4189436999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrobatin,2.1593,1256.4042057999995,1256.4047191999998,1256.404826,1256.4189436999995,1258.5858006999997,1258.5696910999995,1258.5748434999996,1258.5858006999997,1258.5858006999997,1258.5858006999997,1258.5858006999997,1260.5854625000002,1260.5854625000002,1260.5854625000002,1260.5854625000002,1260.5696583999998,2,0.7591669000003094,0.1952528000001621,None,,,,,,,,,,,,,,,,,,,,,2264,1,2025-10-21_14h07.16.214,sm,2024.2.4,59.908041156967684,2025-10-21 14h07.33.777054 +0200,
