thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,blank_cross.started,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,blank_cross.stopped,PID,Alter,Geschlecht (optional),MRI,date,expName,psychopyVersion,frameRate,expStart,
79,0,79,,,,,,space,10.393505500000174,None,None,2,0.5903189000000566,0.26932399999986956,None,0,0,0,0,,,,,1,0,1,0,,,,,79,0,79,0,888.4398511999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,3.1264,888.4248060999998,888.4254633999999,888.4255672999998,888.4398511999998,891.5729966999997,891.5574109999998,891.5616439999994,891.5729966999997,891.5729966999997,891.5729966999997,891.5729966999997,893.5792058999996,893.5792058999996,893.5792058999996,893.5792058999996,893.5576915000001,2,0.5903189000000566,0.26932399999986956,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
0,0,0,,,,,3.1264,space,4.504181399999652,None,None,3,0.9808465999994951,0.2203657000000021,None,0,0,0,0,,,,,2,0,2,0,0,79,79,22,0,0,0,0,940.6533589000001,,,,,,,,,,,,,,,,,,,,,,,,,,911.7380797999995,911.7383374000001,911.7447078999994,911.7492145999995,911.7492145999995,916.2552526,space,4.504181399999652,None,916.2554128000002,916.2718950999997,916.2718950999997,928.6388407999993,None,928.6389826999994,928.6543710999995,940.6377578000001,Party,3.1264,940.6391521999994,940.6399124999998,940.6400174999999,940.6533589000001,943.7867492999994,943.7711646999996,943.7751299000001,943.7867492999994,943.7867492999994,943.7867492999994,943.7867492999994,945.7866438000001,945.7866438000001,945.7866438000001,945.7866438000001,945.7709362999994,3,0.9808465999994951,0.2203657000000021,None,905.5724564000002,905.5887507999996,905.5887507999996,911.6908782,2,6.097154899999623,None,940.6533589000001,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
1,0,1,,,,,,space,4.504181399999652,None,None,2,0.6062830999999278,0.2535268999999971,None,0,0,0,0,,,,,2,0,2,0,,,,,1,0,1,0,945.7866438000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,2.8516,945.7714312999997,945.7719509999997,945.7720539000002,945.7866438000001,948.6529345999998,948.6373674999995,948.6445880000001,948.6529345999998,948.6529345999998,948.6529345999998,948.6529345999998,950.6530321999999,950.6530321999999,950.6530321999999,950.6530321999999,950.6374460999996,2,0.6062830999999278,0.2535268999999971,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
2,0,2,,,,,,space,4.504181399999652,None,None,2,0.6539379000005283,0.2023527000001195,None,0,0,0,0,,,,,2,0,2,0,,,,,2,0,2,0,950.6530321999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,2.1949,950.6379567999993,950.6384822,950.6385918999995,950.6530321999999,952.8525006,952.8370992999999,952.8416192999994,952.8525006,952.8525006,952.8525006,952.8525006,954.8526619999993,954.8526619999993,954.8526619999993,954.8526619999993,954.8370052,2,0.6539379000005283,0.2023527000001195,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
3,0,3,,,,,,space,4.504181399999652,None,None,3,0.7342935000006037,0.2481592999993154,None,0,0,0,0,,,,,2,0,2,0,,,,,3,0,3,0,954.8526619999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissen,2.1961,954.8374944999996,954.8380024999997,954.8381074999998,954.8526619999993,957.0525564999998,957.0368484,957.0407435999996,957.0525564999998,957.0525564999998,957.0525564999998,957.0525564999998,959.0525971999996,959.0525971999996,959.0525971999996,959.0525971999996,959.0368611999993,3,0.7342935000006037,0.2481592999993154,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
4,0,4,,,,,,space,4.504181399999652,None,None,2,1.2135503999998036,0.295572699999866,None,0,0,0,0,,,,,2,0,2,0,,,,,4,0,4,0,959.0525971999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monster,4.5959,959.0373362,959.0378591999997,959.0379637999995,959.0525971999996,963.6520172999999,963.6364697999998,963.6401675999996,963.6520172999999,963.6520172999999,963.6520172999999,963.6520172999999,965.6521266,965.6521266,965.6521266,965.6521266,965.6365655,2,1.2135503999998036,0.295572699999866,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
5,0,5,,,,,,space,4.504181399999652,None,None,3,0.8026245000000927,0.26069530000040686,None,0,0,0,0,,,,,2,0,2,0,,,,,5,0,5,0,965.6521266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonntag,4.5524,965.6370681999997,965.637581,965.6376841000001,965.6521266,970.218331,970.2026157999999,970.2063540999998,970.218331,970.218331,970.218331,970.218331,972.2182660999997,972.2182660999997,972.2182660999997,972.2182660999997,972.2026898999993,3,0.8026245000000927,0.26069530000040686,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
6,0,6,,,,,,space,4.504181399999652,None,None,2,0.6656983000002583,0.24763719999918976,None,0,0,0,0,,,,,2,0,2,0,,,,,6,0,6,0,972.2182660999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gast,2.9061,972.203184,972.2036945999998,972.2038008999998,972.2182660999997,975.1346864999996,975.1192178000001,975.1222999000001,975.1346864999996,975.1346864999996,975.1346864999996,975.1346864999996,977.1348254999994,977.1348254999994,977.1348254999994,977.1348254999994,977.1193051999999,2,0.6656983000002583,0.24763719999918976,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
7,0,7,,,,,,space,4.504181399999652,None,None,3,0.7764132000002064,0.283284499999354,None,0,0,0,0,,,,,2,0,2,0,,,,,7,0,7,0,977.1348254999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flasche,3.6723,977.1197806999999,977.1202991999999,977.1204085999998,977.1348254999994,980.8177778999998,980.8020476000002,980.8058299999993,980.8177778999998,980.8177778999998,980.8177778999998,980.8177778999998,982.8178524999994,982.8178524999994,982.8178524999994,982.8178524999994,982.8021217999994,3,0.7764132000002064,0.283284499999354,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
8,0,8,,,,,,space,4.504181399999652,None,None,3,1.474909900000057,0.23639809999986028,None,0,0,0,0,,,,,2,0,2,0,,,,,8,0,8,0,982.8178524999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,2.1743,982.8026104999999,982.8031378999995,982.8032426999998,982.8178524999994,985.0009364999996,984.9852303999996,984.9893021999997,985.0009364999996,985.0009364999996,985.0009364999996,985.0009364999996,987.0008727999993,987.0008727999993,987.0008727999993,987.0008727999993,986.9851601,3,1.474909900000057,0.23639809999986028,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
9,0,9,,,,,,space,4.504181399999652,None,None,3,0.8564696000003096,0.28856439999981376,None,0,0,0,0,,,,,2,0,2,0,,,,,9,0,9,0,987.0008727999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamant,2.9832,986.9856572999997,986.9861700000001,986.9862746999997,987.0008727999993,989.9835808999997,989.9680463999994,989.9721802999993,989.9835808999997,989.9835808999997,989.9835808999997,989.9835808999997,991.9839093999999,991.9839093999999,991.9839093999999,991.9839093999999,991.9690365999995,3,0.8564696000003096,0.28856439999981376,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
10,0,10,,,,,,space,4.504181399999652,None,None,3,1.1095042999995712,0.24896420000004582,None,0,0,0,0,,,,,2,0,2,0,,,,,10,0,10,0,991.9839093999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,2.83,991.9695592999997,991.9701107999999,991.9702210999994,991.9839093999999,994.8169091999998,994.8013504999999,994.8054573,994.8169091999998,994.8169091999998,994.8169091999998,994.8169091999998,996.8169919000002,996.8169919000002,996.8169919000002,996.8169919000002,996.8011176999998,3,1.1095042999995712,0.24896420000004582,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
11,0,11,,,,,,space,4.504181399999652,None,None,3,0.6899137999998857,0.5459415999994235,None,0,0,0,0,,,,,2,0,2,0,,,,,11,0,11,0,996.8169919000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boss,3.4445,996.8015583999995,996.8020428999998,996.8021340999994,996.8169919000002,1000.2666073,1000.2510197000001,1000.2546959000001,1000.2666073,1000.2666073,1000.2666073,1000.2666073,1002.2667529,1002.2667529,1002.2667529,1002.2667529,1002.2513908000001,3,0.6899137999998857,0.5459415999994235,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
12,0,12,,,,,,space,4.504181399999652,None,None,3,0.7894132000001264,0.25939389999984996,None,0,0,0,0,,,,,2,0,2,0,,,,,12,0,12,0,1002.2667529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtstag,2.1413,1002.2518866,1002.2524029999995,1002.2525522999995,1002.2667529,1004.4164768,1004.4007040999995,1004.4043003999996,1004.4164768,1004.4164768,1004.4164768,1004.4164768,,,,,1006.4022024999995,3,0.7894132000001264,0.25939389999984996,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
13,0,13,,,,,,space,4.504181399999652,None,None,3,0.6706379000006564,0.26691119999941293,None,0,0,0,0,,,,,2,0,2,0,,,,,13,0,13,0,1006.4163201000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,2.0052,1006.4026899999999,1006.4035273,1006.4036384999999,1006.4163201000001,1008.4329590999996,1008.4170166999993,1008.4201740999997,1008.4329590999996,1008.4329590999996,1008.4329590999996,1008.4329590999996,1010.4328353999999,1010.4328353999999,1010.4328353999999,1010.4328353999999,1010.4171718999996,3,0.6706379000006564,0.26691119999941293,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
14,0,14,,,,,,space,4.504181399999652,None,None,3,1.109329699999762,0.24725579999994807,None,0,0,0,0,,,,,2,0,2,0,,,,,14,0,14,0,1010.4328353999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbildung,2.0946,1010.4176640999995,1010.4181797000001,1010.4182895999993,1010.4328353999999,1012.5326906,1012.5174166999996,1012.5218979000001,1012.5326906,1012.5326906,1012.5326906,1012.5326906,1014.5330086999993,1014.5330086999993,1014.5330086999993,1014.5330086999993,1014.5169919999998,3,1.109329699999762,0.24725579999994807,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
15,0,15,,,,,,space,4.504181399999652,None,None,2,0.59860529999969,0.2561967999999979,None,0,0,0,0,,,,,2,0,2,0,,,,,15,0,15,0,1014.5330086999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruder,2.3843,1014.5174870000001,1014.5179901000001,1014.5180929999997,1014.5330086999993,1016.9322611999996,1016.9167625,1016.9207225999999,1016.9322611999996,1016.9322611999996,1016.9322611999996,1016.9322611999996,1018.9324181000002,1018.9324181000002,1018.9324181000002,1018.9324181000002,1018.9166926999997,2,0.59860529999969,0.2561967999999979,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
16,0,16,,,,,,space,4.504181399999652,None,None,3,0.7518071000004056,0.2260323000000426,None,0,0,0,0,,,,,2,0,2,0,,,,,16,0,16,0,1018.9324181000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurant,2.8863,1018.9171904999994,1018.9177105999997,1018.9178175999996,1018.9324181000002,1021.8327562999993,1021.8167901999996,1021.8211608000001,1021.8327562999993,1021.8327562999993,1021.8327562999993,1021.8327562999993,1023.8318892999996,1023.8318892999996,1023.8318892999996,1023.8318892999996,1023.8164502999998,3,0.7518071000004056,0.2260323000000426,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
17,0,17,,,,,,space,4.504181399999652,None,None,3,0.8688851999995677,0.232397800000399,None,0,0,0,0,,,,,2,0,2,0,,,,,17,0,17,0,1023.8318892999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tradition,2.5377,1023.8169334999993,1023.8176067999993,1023.8177175000001,1023.8318892999996,1026.3821320999996,1026.3661014999998,1026.3704849999995,1026.3821320999996,1026.3821320999996,1026.3821320999996,1026.3821320999996,1028.3822221,1028.3822221,1028.3822221,1028.3822221,1028.3661495999995,3,0.8688851999995677,0.232397800000399,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
18,0,18,,,,,,space,4.504181399999652,None,None,3,0.8187528999997085,0.25435099999958766,None,0,0,0,0,,,,,2,0,2,0,,,,,18,0,18,0,1028.3822221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiele,2.8901,1028.3666638999994,1028.367163,1028.3672651999996,1028.3822221,1031.2814749,1031.2658696999997,1031.2698765999994,1031.2814749,1031.2814749,1031.2814749,1031.2814749,1033.2815792000001,1033.2815792000001,1033.2815792000001,1033.2815792000001,1033.2660268999998,3,0.8187528999997085,0.25435099999958766,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
19,0,19,,,,,,space,4.504181399999652,None,None,3,0.7638058000002275,0.23135550000006333,None,0,0,0,0,,,,,2,0,2,0,,,,,19,0,19,0,1033.2815792000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschichte,4.3424,1033.2665178999996,1033.2672785999994,1033.2674300999997,1033.2815792000001,1037.63101,1037.6158656999996,1037.6196647999996,1037.63101,1037.63101,1037.63101,1037.63101,1039.6311719999994,1039.6311719999994,1039.6311719999994,1039.6311719999994,1039.6155889000001,3,0.7638058000002275,0.23135550000006333,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
20,0,20,,,,,,space,4.504181399999652,None,None,3,1.25301219999983,0.26137720000042464,None,0,0,0,0,,,,,2,0,2,0,,,,,20,0,20,0,1039.6311719999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,5.3463,1039.616075,1039.6165886,1039.6166948,1039.6311719999994,1044.9804575999997,1044.9649585999996,1044.9687565999993,1044.9804575999997,1044.9804575999997,1044.9804575999997,1044.9804575999997,1046.9807823,1046.9807823,1046.9807823,1046.9807823,1046.9652967000002,3,1.25301219999983,0.26137720000042464,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
21,0,21,,,,,,space,4.504181399999652,None,None,3,0.9837297000003673,0.25421600000026956,None,0,0,0,0,,,,,2,0,2,0,,,,,21,0,21,0,1046.9807823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langsam,2.5519,1046.9657829999996,1046.9663026999997,1046.9664068000002,1046.9807823,1049.5470722999999,1049.5314195,1049.5350509,1049.5470722999999,1049.5470722999999,1049.5470722999999,1049.5470722999999,1051.5469681999994,1051.5469681999994,1051.5469681999994,1051.5469681999994,1051.5314119999994,3,0.9837297000003673,0.25421600000026956,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
22,0,22,,,,,,space,4.504181399999652,None,None,3,0.8096080000004804,0.24827949999962584,None,0,0,0,0,,,,,2,0,2,0,,,,,22,0,22,0,1051.5469681999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,2.5982,1051.5318980000002,1051.5324016999994,1051.5325039,1051.5469681999994,1054.1467914999994,1054.1314214999993,1054.135303,1054.1467914999994,1054.1467914999994,1054.1467914999994,1054.1467914999994,1056.1467343999993,1056.1467343999993,1056.1467343999993,1056.1467343999993,1056.1313273999995,3,0.8096080000004804,0.24827949999962584,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
23,0,23,,,,,,space,4.504181399999652,None,None,3,1.070082100000036,0.2284068999997544,None,0,0,0,0,,,,,2,0,2,0,,,,,23,0,23,0,1056.1467343999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,2.6097,1056.1318181999995,1056.1323295000002,1056.1324329,1056.1467343999993,1058.7632822999994,1058.7476354,1058.7535337,1058.7632822999994,1058.7632822999994,1058.7632822999994,1058.7632822999994,1060.7631621,1060.7631621,1060.7631621,1060.7631621,1060.7476566999994,3,1.070082100000036,0.2284068999997544,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
24,0,24,,,,,,space,4.504181399999652,None,None,3,0.9151543000007223,0.2154471999992893,None,0,0,0,0,,,,,2,0,2,0,,,,,24,0,24,0,1060.7631621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,3.039,1060.7481380999998,1060.7488784999996,1060.7489813000002,1060.7631621,1063.8130499,1063.7972455999998,1063.8013003999995,1063.8130499,1063.8130499,1063.8130499,1063.8130499,1065.8129854999997,1065.8129854999997,1065.8129854999997,1065.8129854999997,1065.7973709999997,3,0.9151543000007223,0.2154471999992893,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
25,0,25,,,,,,space,4.504181399999652,None,None,3,1.1818348999995578,0.2518792000000758,None,0,0,0,0,,,,,2,0,2,0,,,,,25,0,25,0,1065.8129854999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,2.2385,1065.7978575999996,1065.7985075999995,1065.7986131999996,1065.8129854999997,1068.0627035999996,1068.0471754999999,1068.0504673999994,1068.0627035999996,1068.0627035999996,1068.0627035999996,1068.0627035999996,1070.0627767999995,1070.0627767999995,1070.0627767999995,1070.0627767999995,1070.0472572999997,3,1.1818348999995578,0.2518792000000758,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
26,0,26,,,,,,space,4.504181399999652,None,None,3,1.0093105999994805,0.22305860000051325,None,0,0,0,0,,,,,2,0,2,0,,,,,26,0,26,0,1070.0627767999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,4.4767,1070.0477498999999,1070.0482662999993,1070.0483703,1070.0627767999995,1074.5456692999996,1074.5300756999995,1074.5340081999993,1074.5456692999996,1074.5456692999996,1074.5456692999996,1074.5456692999996,1076.5456196999994,1076.5456196999994,1076.5456196999994,1076.5456196999994,1076.5299654,3,1.0093105999994805,0.22305860000051325,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
27,0,27,,,,,,space,4.504181399999652,None,None,2,0.6322278000006918,0.2895650000000387,None,0,0,0,0,,,,,2,0,2,0,,,,,27,0,27,0,1076.5456196999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,2.3229,1076.5304606999998,1076.5309595999997,1076.5310638,1076.5456196999994,1078.8787328999997,1078.8630844,1078.8671840999996,1078.8787328999997,1078.8787328999997,1078.8787328999997,1078.8787328999997,1080.8787065999995,1080.8787065999995,1080.8787065999995,1080.8787065999995,1080.8632699999998,2,0.6322278000006918,0.2895650000000387,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
28,0,28,,,,,,space,4.504181399999652,None,None,2,1.1319966999999451,0.23080410000056872,None,0,0,0,0,,,,,2,0,2,0,,,,,28,0,28,0,1080.8787065999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,3.8592,1080.8637555999994,1080.8642866999999,1080.8643917999998,1080.8787065999995,1084.7450764999994,1084.7293048000001,1084.7321732,1084.7450764999994,1084.7450764999994,1084.7450764999994,1084.7450764999994,1086.7453995999995,1086.7453995999995,1086.7453995999995,1086.7453995999995,1086.7294639000002,2,1.1319966999999451,0.23080410000056872,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
29,0,29,,,,,,space,4.504181399999652,None,None,3,1.282220299999608,0.26060060000054364,None,0,0,0,0,,,,,2,0,2,0,,,,,29,0,29,0,1086.7453995999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,3.6438,1086.7299597,1086.7304608999993,1086.7305654000002,1086.7453995999995,1090.3946973000002,1090.3791185,1090.3833004999997,1090.3946973000002,1090.3946973000002,1090.3946973000002,1090.3946973000002,1092.3947074999996,1092.3947074999996,1092.3947074999996,1092.3947074999996,1092.3790420999994,3,1.282220299999608,0.26060060000054364,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
30,0,30,,,,,,space,4.504181399999652,None,None,3,1.3792696999998952,0.2254357000001619,None,0,0,0,0,,,,,2,0,2,0,,,,,30,0,30,0,1092.3947074999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuer,2.7584,1092.3795363999998,1092.3800550999995,1092.3801591000001,1092.3947074999996,1095.1610351,1095.1457518999996,1095.1501122,1095.1610351,1095.1610351,1095.1610351,1095.1610351,1097.1615585,1097.1615585,1097.1615585,1097.1615585,1097.1455322000002,3,1.3792696999998952,0.2254357000001619,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
31,0,31,,,,,,space,4.504181399999652,None,None,3,1.239846800000123,0.25668469999982335,None,0,0,0,0,,,,,2,0,2,0,,,,,31,0,31,0,1097.1615585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoo,2.4137,1097.146022,1097.1465394999996,1097.1466455,1097.1615585,1099.5775386999994,1099.5618312999995,1099.5660767,1099.5775386999994,1099.5775386999994,1099.5775386999994,1099.5775386999994,1101.5780326999993,1101.5780326999993,1101.5780326999993,1101.5780326999993,1101.5616230999995,3,1.239846800000123,0.25668469999982335,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
32,0,32,,,,,,space,4.504181399999652,None,None,3,1.0580907000003208,0.24239419999958045,None,0,0,0,0,,,,,2,0,2,0,,,,,32,0,32,0,1101.5780326999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afrika,3.2059,1101.5620480999996,1101.5625088999996,1101.5625968999993,1101.5780326999993,1104.7938122999994,1104.778362,1104.7821026000001,1104.7938122999994,1104.7938122999994,1104.7938122999994,1104.7938122999994,1106.7939648000001,1106.7939648000001,1106.7939648000001,1106.7939648000001,1106.7783067999999,3,1.0580907000003208,0.24239419999958045,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
