thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,blank_cross.started,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,blank_cross.stopped,PID,Alter,Geschlecht (optional),MRI,date,expName,psychopyVersion,frameRate,expStart,
68,0,68,,,,,,space,10.401843800000279,None,None,3,1.1338589999995747,0.2612472999999227,None,0,0,0,0,,,,,0,0,0,0,,,,,68,0,68,0,383.2027357999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringe,2.0052,383.18750199999977,383.1880731000001,383.18817820000004,383.2027357999996,385.2192280999998,385.2035151,385.2068798999999,385.2192280999998,385.2192280999998,385.2192280999998,385.2192280999998,387.21899440000016,387.21899440000016,387.21899440000016,387.21899440000016,387.2034060999995,3,1.1338589999995747,0.2612472999999227,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
69,0,69,,,,,,space,10.401843800000279,None,None,3,0.819371399999909,0.30343059999995603,None,0,0,0,0,,,,,0,0,0,0,,,,,69,0,69,0,387.21899440000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dip,2.6097,387.2038917,387.2045446000002,387.2046499999997,387.21899440000016,389.83534359999976,389.8200343999997,389.82319649999954,389.83534359999976,389.83534359999976,389.83534359999976,389.83534359999976,391.8354951000001,391.8354951000001,391.8354951000001,391.8354951000001,391.8200490999998,3,0.819371399999909,0.30343059999995603,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
70,0,70,,,,,,space,10.401843800000279,None,None,3,1.0861249999998108,0.28986559999975725,None,0,0,0,0,,,,,0,0,0,0,,,,,70,0,70,0,391.8354951000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reifen,2.4916,391.82055149999997,391.8210776999995,391.82118159999936,391.8354951000001,394.33528899999965,394.31958589999977,394.32373409999946,394.33528899999965,394.33528899999965,394.33528899999965,394.33528899999965,396.3351517000001,396.3351517000001,396.3351517000001,396.3351517000001,396.3200386999997,3,1.0861249999998108,0.28986559999975725,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
71,0,71,,,,,,space,10.401843800000279,None,None,3,0.9429393999998865,0.3009204999998474,None,0,0,0,0,,,,,0,0,0,0,,,,,71,0,71,0,396.3351517000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebel,2.9832,396.3205023999999,396.3211474999998,396.3212432999999,396.3351517000001,399.3183629999994,399.3027138999996,399.3075285999994,399.3183629999994,399.3183629999994,399.3183629999994,399.3183629999994,401.3187094999994,401.3187094999994,401.3187094999994,401.3187094999994,401.30266819999997,3,0.9429393999998865,0.3009204999998474,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
72,0,72,,,,,,space,10.401843800000279,None,None,3,1.1405033000000913,0.28765019999991637,None,0,0,0,0,,,,,0,0,0,0,,,,,72,0,72,0,401.3187094999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiktion,2.4521,401.3031545999993,401.30384439999943,401.30401319999964,401.3187094999994,403.7848353999998,403.7690388000001,403.7732597999993,403.7848353999998,403.7848353999998,403.7848353999998,403.7848353999998,405.78466059999937,405.78466059999937,405.78466059999937,405.78466059999937,405.7690074000002,3,1.1405033000000913,0.28765019999991637,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
73,0,73,,,,,,space,10.401843800000279,None,None,3,1.0025838000001386,0.3161222999997335,None,0,0,0,0,,,,,0,0,0,0,,,,,73,0,73,0,405.78466059999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozean,4.4767,405.7694965999999,405.7701352999993,405.77024040000015,405.78466059999937,410.26779309999984,410.25223689999984,410.25874250000015,410.26779309999984,410.26779309999984,410.26779309999984,410.26779309999984,412.2678484999997,412.2678484999997,412.2678484999997,412.2678484999997,412.2520805999993,3,1.0025838000001386,0.3161222999997335,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
74,0,74,,,,,,space,10.401843800000279,None,None,2,1.051217700000052,0.2537192999998297,None,0,0,0,0,,,,,0,0,0,0,,,,,74,0,74,0,412.2678484999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liebe,2.3229,412.25258049999957,412.2530949000002,412.2532019999999,412.2678484999997,414.60045379999974,414.5850042000002,414.5885078000001,414.60045379999974,414.60045379999974,414.60045379999974,414.60045379999974,416.6007163999993,416.6007163999993,416.6007163999993,416.6007163999993,416.58513739999944,2,1.051217700000052,0.2537192999998297,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
75,0,75,,,,,,space,10.401843800000279,None,None,2,0.6422503000003417,0.320844599999873,None,0,0,0,0,,,,,0,0,0,0,,,,,75,0,75,0,416.6007163999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.1697,416.5856361999995,416.58614599999964,416.58624749999944,416.6007163999993,418.78455719999965,418.76827760000015,418.7715924999993,418.78455719999965,418.78455719999965,418.78455719999965,418.78455719999965,420.7837128000001,420.7837128000001,420.7837128000001,420.7837128000001,420.76831889999994,2,0.6422503000003417,0.320844599999873,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
76,0,76,,,,,,space,10.401843800000279,None,None,3,0.8512386000002152,0.30268809999961377,None,0,0,0,0,,,,,0,0,0,0,,,,,76,0,76,0,420.7837128000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zucker,3.2825,420.76881689999936,420.76939869999933,420.76950119999947,420.7837128000001,424.0675446999994,424.0511888000001,424.0548936999994,424.0675446999994,424.0675446999994,424.0675446999994,424.0675446999994,426.0668689999993,426.0668689999993,426.0668689999993,426.0668689999993,426.0512560999996,3,0.8512386000002152,0.30268809999961377,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
77,0,77,,,,,,space,10.401843800000279,None,None,3,1.0506212000000232,0.3169707000006383,None,0,0,0,0,,,,,0,0,0,0,,,,,77,0,77,0,426.0668689999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,5.3655,426.05175059999965,426.0523469,426.05245099999956,426.0668689999993,431.4330799999998,431.4174671999999,431.4225571999996,431.4330799999998,431.4330799999998,431.4330799999998,431.4330799999998,433.4332872999994,433.4332872999994,433.4332872999994,433.4332872999994,433.4174979999998,3,1.0506212000000232,0.3169707000006383,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
78,0,78,,,,,,space,10.401843800000279,None,None,2,0.9578626000002259,0.3087634999992588,None,0,0,0,0,,,,,0,0,0,0,,,,,78,0,78,0,433.4332872999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gras,2.2074,433.4179911000001,433.4185711,433.4186748000002,433.4332872999994,435.6495408999999,435.6339102000002,435.63761650000015,435.6495408999999,435.6495408999999,435.6495408999999,435.6495408999999,437.6497497999999,437.6497497999999,437.6497497999999,437.6497497999999,437.6338719999994,2,0.9578626000002259,0.3087634999992588,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
79,0,79,,,,,,space,10.401843800000279,None,None,3,1.0951015000000552,0.28464590000021417,None,0,0,0,0,,,,,0,0,0,0,,,,,79,0,79,0,437.6497497999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tal,2.6446,437.6343810999997,437.6350292999996,437.6351347,437.6497497999999,440.2993035999998,440.2836023,440.28694369999994,440.2993035999998,440.2993035999998,440.2993035999998,440.2993035999998,442.3065134999997,442.3065134999997,442.3065134999997,442.3065134999997,442.28373509999983,3,1.0951015000000552,0.28464590000021417,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
0,0,0,,,,,2.3861,space,10.393505500000174,None,None,3,0.9000388000004023,0.267777400000341,None,0,0,0,0,,,,,1,0,1,0,0,79,79,17,0,0,0,0,494.81292979999944,,,,,,,,,,,,,,,,,,,,,,,,,,459.5621805999999,459.5624219000001,459.5687306,459.5733301999999,459.5733301999999,469.98105339999984,space,10.393505500000174,None,469.9812106999998,469.99785939999947,469.99785939999947,482.7983276999994,None,482.79848200000015,482.8138021999994,494.7971133000001,Vulkan,2.3861,494.7984818999994,494.7992330999996,494.79933600000004,494.81292979999944,497.21231069999976,497.19671819999985,497.20030789999964,497.21231069999976,497.21231069999976,497.21231069999976,497.21231069999976,499.2127596999999,499.2127596999999,499.2127596999999,499.2127596999999,499.19728419999956,3,0.9000388000004023,0.267777400000341,None,454.29899169999953,454.3158309999999,454.3158309999999,459.5167088999997,3,5.193693600000188,None,494.81292979999944,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
1,0,1,,,,,,space,10.393505500000174,None,None,2,0.7003120999997918,0.28806580000036774,None,0,0,0,0,,,,,1,0,1,0,,,,,1,0,1,0,499.2127596999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kellner,2.7584,499.1977718999997,499.19833089999975,499.1984367999994,499.2127596999999,501.9790736999994,501.9634490999997,501.96768189999966,501.9790736999994,501.9790736999994,501.9790736999994,501.9790736999994,503.9789172999999,503.9789172999999,503.9789172999999,503.9789172999999,503.96340469999996,2,0.7003120999997918,0.28806580000036774,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
2,0,2,,,,,,space,10.393505500000174,None,None,2,0.841289300000426,0.28564949999963574,None,0,0,0,0,,,,,1,0,1,0,,,,,2,0,2,0,503.9789172999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riechen,2.3229,503.9638939999995,503.96454339999946,503.96464819999983,503.9789172999999,506.3120156999994,506.2962478999998,506.29979339999954,506.3120156999994,506.3120156999994,506.3120156999994,506.3120156999994,508.3125597999997,508.3125597999997,508.3125597999997,508.3125597999997,508.29640279999967,2,0.841289300000426,0.28564949999963574,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
3,0,3,,,,,,space,10.393505500000174,None,None,2,1.0027911999995922,0.27826100000038423,None,0,0,0,0,,,,,1,0,1,0,,,,,3,0,3,0,508.3125597999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,2.9036,508.29689039999994,508.29740559999937,508.2975102999999,508.3125597999997,511.2283816999998,511.21280489999936,511.2167794999996,511.2283816999998,511.2283816999998,511.2283816999998,511.2283816999998,513.2285302999999,513.2285302999999,513.2285302999999,513.2285302999999,513.2127369,2,1.0027911999995922,0.27826100000038423,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
4,0,4,,,,,,space,10.393505500000174,None,None,3,0.7655524000001606,0.22125489999962156,None,0,0,0,0,,,,,1,0,1,0,,,,,4,0,4,0,513.2285302999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gel,2.2639,513.2132401999997,513.2137597000001,513.2138685,513.2285302999999,515.4948188999997,515.4790935999999,515.4831828999995,515.4948188999997,515.4948188999997,515.4948188999997,515.4948188999997,517.4947677999999,517.4947677999999,517.4947677999999,517.4947677999999,517.4796150000002,3,0.7655524000001606,0.22125489999962156,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
5,0,5,,,,,,space,10.393505500000174,None,None,3,1.0091207000004943,0.30159119999916584,None,0,0,0,0,,,,,1,0,1,0,,,,,5,0,5,0,517.4947677999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weihnachten,4.5959,517.4801072,517.4806288,517.4807344000001,517.4947677999999,522.0944079999999,522.0790791,522.0835140999998,522.0944079999999,522.0944079999999,522.0944079999999,522.0944079999999,524.0943668999998,524.0943668999998,524.0943668999998,524.0943668999998,524.0789498999993,3,1.0091207000004943,0.30159119999916584,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
6,0,6,,,,,,space,10.393505500000174,None,None,3,1.4567250000000058,0.26867700000002515,None,0,0,0,0,,,,,1,0,1,0,,,,,6,0,6,0,524.0943668999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pflege,2.1697,524.0794405999995,524.0800853999999,524.0801892,524.0943668999998,526.2772602999994,526.2618765999996,526.2653868999996,526.2772602999994,526.2772602999994,526.2772602999994,526.2772602999994,528.2774077999993,528.2774077999993,528.2774077999993,528.2774077999993,528.2624267000001,3,1.4567250000000058,0.26867700000002515,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
7,0,7,,,,,,space,10.393505500000174,None,None,2,0.7118081000007805,0.29306519999954617,None,0,0,0,0,,,,,1,0,1,0,,,,,7,0,7,0,528.2774077999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anführer,2.0946,528.2629137999993,528.2634987000001,528.2636032,528.2774077999993,530.3773366999994,530.3620691999995,530.3664054000001,530.3773366999994,530.3773366999994,530.3773366999994,530.3773366999994,532.3773536999997,532.3773536999997,532.3773536999997,532.3773536999997,532.3618495000001,2,0.7118081000007805,0.29306519999954617,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
8,0,8,,,,,,space,10.393505500000174,None,None,3,0.7823387999997067,0.3341029000002891,None,0,0,0,0,,,,,1,0,1,0,,,,,8,0,8,0,532.3773536999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nummer,2.0052,532.3623332999996,532.3630202999993,532.3631244999997,532.3773536999997,534.3945825000001,534.3781485,534.3822135999999,534.3945825000001,534.3945825000001,534.3945825000001,534.3945825000001,536.3938107999993,536.3938107999993,536.3938107999993,536.3938107999993,536.3781762999997,3,0.7823387999997067,0.3341029000002891,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
9,0,9,,,,,,space,10.393505500000174,None,None,3,0.8564973000002283,0.25532250000014756,None,0,0,0,0,,,,,1,0,1,0,,,,,9,0,9,0,536.3938107999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kartoffel,2.2385,536.3786761000001,536.3791885999999,536.3792948999999,536.3938107999993,538.6432334000001,538.6276925000002,538.6315439999998,538.6432334000001,538.6432334000001,538.6432334000001,538.6432334000001,540.6435149999998,540.6435149999998,540.6435149999998,540.6435149999998,540.6278654999996,3,0.8564973000002283,0.25532250000014756,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
10,0,10,,,,,,space,10.393505500000174,None,None,3,1.1487042999997357,0.2572440000003553,None,0,0,0,0,,,,,1,0,1,0,,,,,10,0,10,0,540.6435149999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medaille,2.1413,540.6283610999999,540.6288771999998,540.6289820000002,540.6435149999998,542.7937291999997,542.7778018999998,542.7819173999997,542.7937291999997,542.7937291999997,542.7937291999997,542.7937291999997,544.7932457999996,544.7932457999996,544.7932457999996,544.7932457999996,544.7775763999998,3,1.1487042999997357,0.2572440000003553,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
11,0,11,,,,,,space,10.393505500000174,None,None,2,1.0095079000002443,0.2305133999998361,None,0,0,0,0,,,,,1,0,1,0,,,,,11,0,11,0,544.7932457999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiefer,2.8516,544.7781486999993,544.7788107999995,544.7789177999994,544.7932457999996,547.6595692999999,547.6445668999995,547.6495939999995,547.6595692999999,547.6595692999999,547.6595692999999,547.6595692999999,549.6597315999998,549.6597315999998,549.6597315999998,549.6597315999998,549.6440846999994,2,1.0095079000002443,0.2305133999998361,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
12,0,12,,,,,,space,10.393505500000174,None,None,3,0.883717799999431,0.25754700000015873,None,0,0,0,0,,,,,1,0,1,0,,,,,12,0,12,0,549.6597315999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonie,3.6297,549.6445752999998,549.6451178999996,549.6452227,549.6597315999998,553.2927553999998,553.2775621000001,553.2818117999996,553.2927553999998,553.2927553999998,553.2927553999998,553.2927553999998,555.2926508,555.2926508,555.2926508,555.2926508,555.2771627000002,3,0.883717799999431,0.25754700000015873,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
13,0,13,,,,,,space,10.393505500000174,None,None,3,0.8399909999998272,0.2671483000003718,None,0,0,0,0,,,,,1,0,1,0,,,,,13,0,13,0,555.2926508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papier,2.0934,555.2776575999997,555.2782612000001,555.2783701999997,555.2926508,557.3924354000001,557.3767332999996,557.3802907999998,557.3924354000001,557.3924354000001,557.3924354000001,557.3924354000001,559.3923580999999,559.3923580999999,559.3923580999999,559.3923580999999,559.3769802999996,3,0.8399909999998272,0.2671483000003718,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
14,0,14,,,,,,space,10.393505500000174,None,None,3,1.2324142999996184,0.26751400000011927,None,0,0,0,0,,,,,1,0,1,0,,,,,14,0,14,0,559.3923580999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,2.5377,559.3774834999995,559.3781365999994,559.3782443,559.3923580999999,561.9419260999994,561.9264476999997,561.9294470999994,561.9419260999994,561.9419260999994,561.9419260999994,561.9419260999994,563.9420175999994,563.9420175999994,563.9420175999994,563.9420175999994,563.9265771,3,1.2324142999996184,0.26751400000011927,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
15,0,15,,,,,,space,10.393505500000174,None,None,2,1.506157499999972,0.25570560000051046,None,0,0,0,0,,,,,1,0,1,0,,,,,15,0,15,0,563.9420175999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,2.3843,563.9270725999995,563.9275871,563.9276918999994,563.9420175999994,566.3250171999998,566.3100371,566.3133053000001,566.3250171999998,566.3250171999998,566.3250171999998,566.3250171999998,568.3252121999994,568.3252121999994,568.3252121999994,568.3252121999994,568.3094547000001,2,1.506157499999972,0.25570560000051046,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
16,0,16,,,,,,space,10.393505500000174,None,None,2,1.0527772000004916,0.2722185000002355,None,0,0,0,0,,,,,1,0,1,0,,,,,16,0,16,0,568.3252121999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milch,2.3006,568.3099437999999,568.3105899000002,568.3106956000001,568.3252121999994,570.6249569000001,570.6092005999999,570.6129756999999,570.6249569000001,570.6249569000001,570.6249569000001,570.6249569000001,572.6250645999999,572.6250645999999,572.6250645999999,572.6250645999999,572.6093237999994,2,1.0527772000004916,0.2722185000002355,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
17,0,17,,,,,,space,10.393505500000174,None,None,3,1.1585608000004868,0.2706267999992633,None,0,0,0,0,,,,,1,0,1,0,,,,,17,0,17,0,572.6250645999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasser,2.6446,572.6098103999993,572.6104439999999,572.6105514000001,572.6250645999999,575.2749266000001,575.2591431999999,575.2632033999998,575.2749266000001,575.2749266000001,575.2749266000001,575.2749266000001,577.2748855999998,577.2748855999998,577.2748855999998,577.2748855999998,577.2594375999997,3,1.1585608000004868,0.2706267999992633,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
18,0,18,,,,,,space,10.393505500000174,None,None,2,0.7473757999996451,0.2113751000006232,None,0,0,0,0,,,,,1,0,1,0,,,,,18,0,18,0,577.2748855999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuß,3.9589,577.2599313999999,577.2604430000001,577.2605487000001,577.2748855999998,581.2410819999996,581.2254259000001,581.2299202999993,581.2410819999996,581.2410819999996,581.2410819999996,581.2410819999996,583.2410291999995,583.2410291999995,583.2410291999995,583.2410291999995,583.2253956999994,2,0.7473757999996451,0.2113751000006232,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
19,0,19,,,,,,space,10.393505500000174,None,None,2,0.8698037999993176,0.2954139000003124,None,0,0,0,0,,,,,1,0,1,0,,,,,19,0,19,0,583.2410291999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trinken,2.5519,583.2258849,583.2265313999997,583.2266362999999,583.2410291999995,585.8074116999996,585.7917936999993,585.7961295999994,585.8074116999996,585.8074116999996,585.8074116999996,585.8074116999996,587.8074160999995,587.8074160999995,587.8074160999995,587.8074160999995,587.7921772999998,2,0.8698037999993176,0.2954139000003124,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
20,0,20,,,,,,space,10.393505500000174,None,None,2,0.6942759000003207,0.32110800000009476,None,0,0,0,0,,,,,1,0,1,0,,,,,20,0,20,0,587.8074160999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand,2.4916,587.7926717999999,587.7931952999998,587.7933019000002,587.8074160999995,590.3071454999999,590.2923944999993,590.2954682,590.3071454999999,590.3071454999999,590.3071454999999,590.3071454999999,592.307159,592.307159,592.307159,592.307159,592.2914675000002,2,0.6942759000003207,0.32110800000009476,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
21,0,21,,,,,,space,10.393505500000174,None,None,2,0.9829767999999603,0.31393480000042473,None,0,0,0,0,,,,,1,0,1,0,,,,,21,0,21,0,592.307159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmen,5.3655,592.2919578999999,592.2927006999998,592.292805,592.307159,597.6739135999997,597.6579511,597.6617588999998,597.6739135999997,597.6739135999997,597.6739135999997,597.6739135999997,599.6732666999997,599.6732666999997,599.6732666999997,599.6732666999997,599.6578113999994,2,0.9829767999999603,0.31393480000042473,None,,,,,,,,,Guess_8294,22,female,1,2025-05-10_11h32.01.600,sm,2024.2.4,59.97015884895574,2025-05-10 11h32.28.212208 +0200,
