thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,,,,,,space,2.547952400000213,None,None,3,0.86001430000033,0.2503305000000182,None,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,659.8544419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimmer,2.3349,659.8392870000007,659.8398066,659.8399186000006,659.8544419,662.2039911000002,662.1882881000001,662.1941063000004,662.2039911000002,662.2039911000002,662.2039911000002,662.2039911000002,664.2042350000002,664.2042350000002,664.2042350000002,664.2042350000002,664.1884963000002,3,0.86001430000033,0.2503305000000182,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
7,0,7,,,,,,space,2.547952400000213,None,None,3,1.0912678000004234,0.25930949999929,None,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,664.2042350000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datei,3.0376,664.1890240000002,664.1895389000001,664.1896468000004,664.2042350000002,667.2537291000008,667.2380603000001,667.2418660000003,667.2537291000008,667.2537291000008,667.2537291000008,667.2537291000008,669.2537877000004,669.2537877000004,669.2537877000004,669.2537877000004,669.2382124000005,3,1.0912678000004234,0.25930949999929,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
8,0,8,,,,,,space,2.547952400000213,None,None,3,0.7820990000000165,0.25132490000032703,None,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,669.2537877000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teller,2.0732,669.2387364000006,669.2393933000003,669.2395005000008,669.2537877000004,671.3367746000004,671.3213532,671.3261268000006,671.3367746000004,671.3367746000004,671.3367746000004,671.3367746000004,673.3370133000008,673.3370133000008,673.3370133000008,673.3370133000008,673.3214065000002,3,0.7820990000000165,0.25132490000032703,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
9,0,9,,,,,,space,2.547952400000213,None,None,3,1.0280953000001318,0.25723569999991014,None,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,673.3370133000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernseher,4.5818,673.3218930000003,673.3226543000001,673.3227621000005,673.3370133000008,677.9198227000006,677.9042103000002,677.9108765000001,677.9198227000006,677.9198227000006,677.9198227000006,677.9198227000006,679.9200049000001,679.9200049000001,679.9200049000001,679.9200049000001,679.9038473,3,1.0280953000001318,0.25723569999991014,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
10,0,10,,,,,,space,2.547952400000213,None,None,3,1.4477273000002242,0.26561930000025313,None,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,679.9200049000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebel,2.2487,679.9043141000002,679.9049534000005,679.9050493000004,679.9200049000001,682.1694030000008,682.1537277000007,682.1574415000005,682.1694030000008,682.1694030000008,682.1694030000008,682.1694030000008,684.1695591000007,684.1695591000007,684.1695591000007,684.1695591000007,684.1538595000002,3,1.4477273000002242,0.26561930000025313,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
11,0,11,,,,,,space,2.547952400000213,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,684.1695591000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaß,3.6403,684.1543468,684.1548404000005,684.1549412000004,684.1695591000007,687.8192769000007,687.8034697000003,687.8069063000003,687.8192769000007,687.8192769000007,687.8192769000007,687.8192769000007,689.8192254000005,689.8192254000005,689.8192254000005,689.8192254000005,689.8038423000007,None,,,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
12,0,12,,,,,,space,2.547952400000213,None,None,2,0.9156471999995119,0.2683186000003843,None,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,689.8192254000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurm,2.6612,689.8043021000003,689.8048210000006,689.8049223000007,689.8192254000005,692.4856048000001,692.4701477000008,692.4737782000002,692.4856048000001,692.4856048000001,692.4856048000001,692.4856048000001,694.4858187,694.4858187,694.4858187,694.4858187,694.4697592000002,2,0.9156471999995119,0.2683186000003843,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
13,0,13,,,,,,space,2.547952400000213,None,None,2,0.9550177999999505,0.23358860000007553,None,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,694.4858187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Familie,3.3206,694.4702227000007,694.4707136000006,694.4708128000002,694.4858187,697.8185694000003,697.8032880000001,697.8067362000002,697.8185694000003,697.8185694000003,697.8185694000003,697.8185694000003,699.8185747000007,699.8185747000007,699.8185747000007,699.8185747000007,699.8028468000002,2,0.9550177999999505,0.23358860000007553,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
14,0,14,,,,,,space,2.547952400000213,None,None,2,0.7113171000000875,0.31558050000057847,None,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,699.8185747000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,2.7646,699.8033723000008,699.8038947000005,699.8039991000005,699.8185747000007,702.5849901000001,702.5693620000002,702.5726918,702.5849901000001,702.5849901000001,702.5849901000001,702.5849901000001,704.5850550000005,704.5850550000005,704.5850550000005,704.5850550000005,704.5695180000002,2,0.7113171000000875,0.31558050000057847,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
15,0,15,,,,,,space,2.547952400000213,None,None,2,1.5813656999998784,0.2287546999996266,None,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,704.5850550000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympia,2.9004,704.5700312000008,704.5706970000001,704.5708098000005,704.5850550000005,707.4846021000003,707.4694721000005,707.4768087000002,707.4846021000003,707.4846021000003,707.4846021000003,707.4846021000003,709.4847143000006,709.4847143000006,709.4847143000006,709.4847143000006,709.4692861000003,2,1.5813656999998784,0.2287546999996266,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
16,0,16,,,,,,space,2.547952400000213,None,None,2,0.7850478000000294,0.25967730000047595,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,709.4847143000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwe,2.7383,709.4698270000008,709.4704725000001,709.4706351000004,709.4847143000006,712.2344748000005,712.2190888000005,712.2228525,712.2344748000005,712.2344748000005,712.2344748000005,712.2344748000005,714.2346444000004,714.2346444000004,714.2346444000004,714.2346444000004,714.2189006000008,2,0.7850478000000294,0.25967730000047595,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
17,0,17,,,,,,space,2.547952400000213,None,None,3,0.8548588000003292,0.2541870999993989,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,714.2346444000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamant,4.5641,714.2193579000004,714.2199901000004,714.2200870000006,714.2346444000004,718.8008345000007,718.7849540000007,718.7881992000002,718.8008345000007,718.8008345000007,718.8008345000007,718.8008345000007,720.8007660000003,720.8007660000003,720.8007660000003,720.8007660000003,720.7851081000008,3,0.8548588000003292,0.2541870999993989,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
18,0,18,,,,,,space,2.547952400000213,None,None,3,1.3480681999999433,0.25436230000013893,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,720.8007660000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,4.5859,720.7856251000003,720.7862792000005,720.7863854000007,720.8007660000003,725.4009953000004,725.3848063000005,725.3884574000003,725.4009953000004,725.4009953000004,725.4009953000004,725.4009953000004,727.4004857,727.4004857,727.4004857,727.4004857,727.3849437000008,3,1.3480681999999433,0.25436230000013893,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
19,0,19,,,,,,space,2.547952400000213,None,None,2,1.2390013000003819,0.2208143999996537,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,727.4004857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,3.5116,727.3854626000002,727.3861148000005,727.3862203000008,727.4004857,730.9164805,730.9010912000003,730.9041399000007,730.9164805,730.9164805,730.9164805,730.9164805,732.9166568,732.9166568,732.9166568,732.9166568,732.9013369000004,2,1.2390013000003819,0.2208143999996537,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
20,0,20,,,,,,space,2.547952400000213,None,None,3,1.3977242000000842,0.24939369999992778,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,732.9166568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,2.8777,732.9018594000008,732.9023704000001,732.9024856000005,732.9166568,735.7997836000004,735.7841854000008,735.7878420000006,735.7997836000004,735.7997836000004,735.7997836000004,735.7997836000004,737.8000508000005,737.8000508000005,737.8000508000005,737.8000508000005,737.7841055000008,3,1.3977242000000842,0.24939369999992778,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
21,0,21,,,,,,space,2.547952400000213,None,None,2,1.5626829000002544,0.2263837999998941,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,737.8000508000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,2.7823,737.7846296000007,737.7851362000001,737.7852432,737.8000508000005,740.5826106000004,740.5671831,740.5713993000008,740.5826106000004,740.5826106000004,740.5826106000004,740.5826106000004,742.5826894000002,742.5826894000002,742.5826894000002,742.5826894000002,742.5674374,2,1.5626829000002544,0.2263837999998941,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
22,0,22,,,,,,space,2.547952400000213,None,None,3,0.8239966999999524,0.24427290000039648,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,742.5826894000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,4.3532,742.5679616000007,742.5684703000006,742.5685776,742.5826894000002,746.9491935000005,746.9336891000003,746.9373288000006,746.9491935000005,746.9491935000005,746.9491935000005,746.9491935000005,748.9492462000007,748.9492462000007,748.9492462000007,748.9492462000007,748.9336691000008,3,0.8239966999999524,0.24427290000039648,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
23,0,23,,,,,,space,2.547952400000213,None,None,3,0.7098824999993667,0.24292640000021493,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,748.9492462000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,2.2712,748.9341912,748.9347757000005,748.9348833000004,748.9492462000007,751.2322400000003,751.2165893000001,751.2204246000001,751.2322400000003,751.2322400000003,751.2322400000003,751.2322400000003,753.2321936000008,753.2321936000008,753.2321936000008,753.2321936000008,753.2168449000001,3,0.7098824999993667,0.24292640000021493,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
24,0,24,,,,,,space,2.547952400000213,None,None,2,1.3167465000005905,0.2232624999996915,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,753.2321936000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,2.4423,753.2173627000002,753.2180120000003,753.2181192000007,753.2321936000008,755.6987405,755.6668009000005,755.6740433000004,755.6987405,755.6987405,755.6987405,755.6987405,,,,,757.6823442000004,2,1.3167465000005905,0.2232624999996915,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
25,0,25,,,,,,space,2.547952400000213,None,None,3,0.9656106000002183,0.30195389999971667,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,757.6985858000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecke,2.1177,757.6828664000004,757.683618,757.6837354000008,757.6985858000007,759.8151883,759.7995267000006,759.8032881000008,759.8151883,759.8151883,759.8151883,759.8151883,761.8150827000009,761.8150827000009,761.8150827000009,761.8150827000009,761.7997633000004,3,0.9656106000002183,0.30195389999971667,None,,,,,,,,,,,,,,,,,,,,,9210,1,2025-07-05_13h22.03.154,sm,2024.2.4,59.98141775679449,2025-07-05 13h22.43.478004 +0200,
