thisRow.t,notes,welcome.started,welcome_text.started,start_experiment_key.started,PID,Birthyear,Gender,Handedness,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,0.0034062000004269066,0.016626800000267394,0.016626800000267394,,,,,,,,,,,
