thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035969000000477536,0.00879010000062408,0.00879010000062408,216.6480306000003,space,216.62701679999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.6481631000006,216.66285210000024,216.66285210000024,277.54483620000065,space,60.86975439999969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.5449643000002,277.5593806000006,277.5593806000006,284.0105846000006,2,6.439683999999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.01070290000007,284.0253444,284.0253444,297.85972330000004,2,13.817566499999884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
0,0,0,Anführer,Team,Anhänger,Präsident,2.0073,space,4.452440499999284,None,None,None,None,,,0,0,0,0,0,79,79,67,0,0,0,0,0,79,79,48,0,0,0,0,361.6711036000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.86071880000054,297.86150910000015,297.92648629999985,297.9267911000006,297.9313007999999,297.93160700000044,297.96125889999985,297.9614571000002,297.9681829000001,297.9761804999998,297.9761804999998,302.44274360000054,space,4.452440499999284,None,302.4429048000002,302.4525988000005,302.4525988000005,349.6401125000002,None,349.6487369000006,349.6571042000005,349.65535986666714,350.86622650000027,359.6545584666667,360.6563291000002,361.654501,Sicherheit,2.0073,361.6559207,361.6566066000005,361.65969380000024,361.6711036000006,363.68722230000003,363.67237680000017,363.67704420000064,363.68722230000003,363.68722230000003,363.68722230000003,363.68722230000003,365.68755750000037,365.68755750000037,365.68755750000037,365.68755750000037,365.67193920000045,None,None,,,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
1,0,1,,,,,,space,4.452440499999284,None,None,3,None,0.8550426000001607,0.16792879999957222,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,365.68755750000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamera,3.0384,365.6724316,365.67293599999994,365.6730416999999,365.68755750000037,368.7373197000006,368.72157590000006,368.72899529999995,368.7373197000006,368.7373197000006,368.7373197000006,368.7373197000006,370.7373286000002,370.7373286000002,370.7373286000002,370.7373286000002,370.7219576000007,3,None,0.8550426000001607,0.16792879999957222,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
2,0,2,,,,,,space,4.452440499999284,None,None,3,None,0.9434424999999464,0.14528410000002623,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,370.7373286000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue,2.0034,370.72248050000053,370.72299680000015,370.72310860000016,370.7373286000002,372.7535863000003,372.7378789000004,372.7416355000005,372.7535863000003,372.7535863000003,372.7535863000003,372.7535863000003,374.7537473000002,374.7537473000002,374.7537473000002,374.7537473000002,374.7381548000003,3,None,0.9434424999999464,0.14528410000002623,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
3,0,3,,,,,,space,4.452440499999284,None,None,3,None,0.8866174000004321,0.15462699999989127,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,374.7537473000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,2.1588,374.7386733000003,374.73919920000026,374.73930420000033,374.7537473000002,376.9197941000002,376.90416150000055,376.90764070000023,376.9197941000002,376.9197941000002,376.9197941000002,376.9197941000002,378.9200558000002,378.9200558000002,378.9200558000002,378.9200558000002,378.9044254999999,3,None,0.8866174000004321,0.15462699999989127,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
4,0,4,,,,,,space,4.452440499999284,None,None,3,None,0.6934385999993538,0.18512989999999263,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,378.9200558000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,2.3577,378.9049534000005,378.9055655000002,378.9056709000006,378.9200558000002,381.2866111000003,381.27091070000006,381.2754029000007,381.2866111000003,381.2866111000003,381.2866111000003,381.2866111000003,383.2864319999999,383.2864319999999,383.2864319999999,383.2864319999999,383.2708655000006,3,None,0.6934385999993538,0.18512989999999263,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
5,0,5,,,,,,space,4.452440499999284,None,None,2,None,0.7950569999993604,0.18439710000075138,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,383.2864319999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschmack,2.8395,383.2713829000004,383.2719610000004,383.2720680000002,383.2864319999999,386.13626530000056,386.1208118000004,386.1252291999999,386.13626530000056,386.13626530000056,386.13626530000056,386.13626530000056,388.13631760000044,388.13631760000044,388.13631760000044,388.13631760000044,388.1207413000002,2,None,0.7950569999993604,0.18439710000075138,,,,,,,,,,,,,,,,,,,,,,3098,1,2025-10-31_09h55.28.706,sm,2024.2.4,59.960234372539105,2025-10-31 09h56.23.971073 +0100,
