thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003946900003938936,0.009079700001166202,0.009079700001166202,38.03388709999854,space,37.92693739999959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.03400959999999,38.04319760000362,38.04319760000362,149.96669400000246,space,111.90838300000178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.9668160000001,149.98180780000257,149.98180780000257,158.8982068999976,2,8.908879499998875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.8983223000032,158.91279490000306,158.91279490000306,171.03066070000204,2,12.10394919999817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
0,0,0,Postkarte,Nachricht,Brief,Urlaub,5.6809,space,4.132589200002258,None,None,3,1.5438620999993873,0.2795665000012377,None,0,0,0,0,0,79,79,45,0,0,0,0,0,79,79,71,0,0,0,0,234.96014280000236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.03155510000215,171.03214730000036,171.0993113000004,171.0995808000007,171.104107500003,171.10438599999907,171.1356109000044,171.13581410000188,171.14246609999827,171.14654410000367,171.14654410000367,175.29844589999993,space,4.132589200002258,None,175.2986008000007,175.31362620000436,175.31362620000436,222.92743879999762,None,222.9365375999987,222.94461030000093,222.94256086666817,224.15506969999842,232.9269671666664,233.93547100000433,234.9438336000021,Bart,5.6809,234.94538669999747,234.9460861999978,234.94957499999873,234.96014280000236,240.64277410000068,240.62766430000192,240.63117950000014,240.64277410000068,240.64277410000068,240.64277410000068,240.64277410000068,242.64338919999864,242.64338919999864,242.64338919999864,242.64338919999864,242.62727050000103,3,1.5438620999993873,0.2795665000012377,None,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
1,0,1,,,,,,space,4.132589200002258,None,None,3,1.3565079000036349,0.26033019999886164,None,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,242.64338919999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schläger,2.5816,242.62771300000168,242.6282069000008,242.62829990000319,242.64338919999864,245.22602980000374,245.21065900000394,245.2146572999991,245.22602980000374,245.22602980000374,245.22602980000374,245.22602980000374,247.22627040000225,247.22627040000225,247.22627040000225,247.22627040000225,247.21076419999736,3,1.3565079000036349,0.26033019999886164,None,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
2,0,2,,,,,,space,4.132589200002258,None,None,3,1.2306198999940534,0.26186240000242833,None,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,247.22627040000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmen,3.2724,247.21127920000436,247.21179570000095,247.21190470000147,247.22627040000225,250.5091173000037,250.4937346000006,250.49848819999897,250.5091173000037,250.5091173000037,250.5091173000037,250.5091173000037,252.5090429999982,252.5090429999982,252.5090429999982,252.5090429999982,252.49345170000015,3,1.2306198999940534,0.26186240000242833,None,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
3,0,3,,,,,,space,4.132589200002258,None,None,3,1.388342600002943,0.25732269999571145,None,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,252.5090429999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlamm,2.637,252.49396259999776,252.4944738999984,252.49458459999732,252.5090429999982,255.15888480000285,255.14323210000293,255.1467468999981,255.15888480000285,255.15888480000285,255.15888480000285,255.15888480000285,257.15887150000344,257.15887150000344,257.15887150000344,257.15887150000344,257.1434982999999,3,1.388342600002943,0.25732269999571145,None,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
4,0,4,,,,,,space,4.132589200002258,None,None,2,0.9325562999947579,0.24030200000561308,None,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,257.15887150000344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handwerker,4.079,257.1440111999982,257.1445345000029,257.14463989999786,257.15887150000344,261.2417715999982,261.22609000000375,261.23224130000017,261.2417715999982,261.2417715999982,261.2417715999982,261.2417715999982,263.24241800000163,263.24241800000163,263.24241800000163,263.24241800000163,263.2267045000044,2,0.9325562999947579,0.24030200000561308,None,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
5,0,5,,,,,,space,4.132589200002258,None,None,2,1.4627104999963194,0.2328018999978667,None,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,263.24241800000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuß,2.6543,263.22722760000033,263.2278430000006,263.22802790000424,263.24241800000163,265.90807700000005,265.89259960000345,265.8974506000013,265.90807700000005,265.90807700000005,265.90807700000005,265.90807700000005,,,,,267.8942707000024,2,1.4627104999963194,0.2328018999978667,None,,,,,,,,,,,,,,,,,,,,,,1167,1,2025-07-02_19h13.56.366,sm,2024.2.4,59.96631092567576,2025-07-02 19h14.11.716432 +0200,
