thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,,,,,,space,24.639959899999667,None,None,2,1.2435542999992322,0.14466059999904246,None,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,335.76164150000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.3032,335.7467039000003,335.74727390000044,335.74738330000037,335.76164150000113,338.0777377000013,338.06307620000007,338.0685228000002,338.0777377000013,338.0777377000013,338.0777377000013,338.0777377000013,340.0624253999995,2,1.2435542999992322,0.14466059999904246,None,340.0780393000023,340.0780393000023,340.0780393000023,340.0780393000023,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
7,0,7,,,,,,space,24.639959899999667,None,None,3,1.1244975999979943,0.2188590000005206,None,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,340.0780393000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afrika,2.7088,340.06293730000107,340.06346810000105,340.0635739999998,340.0780393000023,342.7943957000025,342.7788486999998,342.7833154,342.7943957000025,342.7943957000025,342.7943957000025,342.7943957000025,344.7788451000015,3,1.1244975999979943,0.2188590000005206,None,344.7943990999993,344.7943990999993,344.7943990999993,344.7943990999993,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
8,0,8,,,,,,space,24.639959899999667,None,None,3,1.5680113000016718,0.20199030000003404,None,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,344.7943990999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,2.7384,344.7793543000007,344.77987399999984,344.7799797000007,344.7943990999993,347.5438987000016,347.52852930000154,347.53163810000115,347.5438987000016,347.5438987000016,347.5438987000016,347.5438987000016,349.5288056999998,3,1.5680113000016718,0.20199030000003404,None,349.5441396000024,349.5441396000024,349.5441396000024,349.5441396000024,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
9,0,9,,,,,,space,24.639959899999667,None,None,3,1.4452505000008387,0.199041899999429,None,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,349.5441396000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wüste,2.34,349.52931250000256,349.5299946000014,349.5301032999996,349.5441396000024,351.8939685000005,351.8788578999993,351.8827861000027,351.8939685000005,351.8939685000005,351.8939685000005,351.8939685000005,353.87813160000223,3,1.4452505000008387,0.199041899999429,None,353.89398710000023,353.89398710000023,353.89398710000023,353.89398710000023,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
10,0,10,,,,,,space,24.639959899999667,None,None,3,1.2895769000024302,0.2357332999999926,None,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,353.89398710000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamera,2.4579,353.878517000001,353.8790556999993,353.8791358000017,353.89398710000023,356.36061680000057,356.34482260000004,356.3510844000011,356.36061680000057,356.36061680000057,356.36061680000057,356.36061680000057,358.34494880000057,3,1.2895769000024302,0.2357332999999926,None,358.3603729999995,358.3603729999995,358.3603729999995,358.3603729999995,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
11,0,11,,,,,,space,24.639959899999667,None,None,2,1.7950812999988557,None,None,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,358.3603729999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,2.6868,358.3454487000017,358.34611340000265,358.34623080000165,358.3603729999995,361.0598877000011,361.04458050000176,361.0482296000009,361.0598877000011,361.0598877000011,361.0598877000011,361.0598877000011,363.04533359999914,2,1.7950812999988557,None,None,363.0599965000001,363.0599965000001,363.0599965000001,363.0599965000001,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
12,0,12,,,,,,space,24.639959899999667,None,None,2,1.1346984000010707,0.19089869999879738,None,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,363.0599965000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blatt,2.4731,363.0458409999992,363.0467024999998,363.04689300000246,363.0599965000001,365.54331730000195,365.5277634000013,365.5318879000006,365.54331730000195,365.54331730000195,365.54331730000195,365.54331730000195,367.52763250000135,2,1.1346984000010707,0.19089869999879738,None,367.5432701000027,367.5432701000027,367.5432701000027,367.5432701000027,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
13,0,13,,,,,,space,24.639959899999667,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,367.5432701000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farbe,2.0681,367.5281274000008,367.5286918999991,367.5287969000019,367.5432701000027,369.62591560000146,369.6102826999995,369.61585879999984,369.62591560000146,369.62591560000146,369.62591560000146,369.62591560000146,371.61065560000134,None,,,None,371.6267914000018,371.6267914000018,371.6267914000018,371.6267914000018,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
14,0,14,,,,,,space,24.639959899999667,None,None,3,1.399034699999902,0.19148280000081286,None,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,371.6267914000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2.1458,371.61112630000207,371.6116637000014,371.6117728999998,371.6267914000018,373.7760964000008,373.7609755000012,373.7648681999999,373.7760964000008,373.7760964000008,373.7760964000008,373.7760964000008,375.7606947000022,3,1.399034699999902,0.19148280000081286,None,375.7759604999992,375.7759604999992,375.7759604999992,375.7759604999992,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
15,0,15,,,,,,space,24.639959899999667,None,None,3,1.344851199999539,0.18637049999961164,None,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,375.7759604999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keller,3.7827,375.76117030000023,375.7616751000023,375.76177720000123,375.7759604999992,379.5599600000023,379.5434958000005,379.5476947999996,379.5599600000023,379.5599600000023,379.5599600000023,379.5599600000023,381.5435373,3,1.344851199999539,0.18637049999961164,None,381.5590501000006,381.5590501000006,381.5590501000006,381.5590501000006,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
16,0,16,,,,,,space,24.639959899999667,None,None,3,1.4484732999990229,0.23333759999877657,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,381.5590501000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berg,4.3145,381.5440357000007,381.544695200002,381.5448073000007,381.5590501000006,385.8751814000025,385.8598019000019,385.86304129999917,385.8751814000025,385.8751814000025,385.8751814000025,385.8751814000025,387.86000980000244,3,1.4484732999990229,0.23333759999877657,None,387.8752093000003,387.8752093000003,387.8752093000003,387.8752093000003,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
17,0,17,,,,,,space,24.639959899999667,None,None,2,1.4949271000004956,0.17290769999817712,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,387.8752093000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,2.3398,387.86051750000115,387.86105999999927,387.86116440000114,387.8752093000003,390.22507140000016,390.209509100001,390.21342930000174,390.22507140000016,390.22507140000016,390.22507140000016,390.22507140000016,392.2093406000022,2,1.4949271000004956,0.17290769999817712,None,392.22516560000076,392.22516560000076,392.22516560000076,392.22516560000076,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
18,0,18,,,,,,space,24.639959899999667,None,None,3,1.815842399999383,None,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,392.22516560000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimmer,2.4984,392.20984370000224,392.2103473999996,392.21045570000206,392.22516560000076,394.72472610000113,394.7091145000013,394.7124958000022,394.72472610000113,394.72472610000113,394.72472610000113,394.72472610000113,396.7091623000015,3,1.815842399999383,None,None,396.72495569999955,396.72495569999955,396.72495569999955,396.72495569999955,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
19,0,19,,,,,,space,24.639959899999667,None,None,2,1.1762558999980683,0.18746480000118027,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,396.72495569999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feier,2.6919,396.7096367000013,396.71016410000084,396.7102670000022,396.72495569999955,399.4247249,399.40937269999995,399.41347809999934,399.4247249,399.4247249,399.4247249,399.4247249,401.409180300001,2,1.1762558999980683,0.18746480000118027,None,401.4244949000022,401.4244949000022,401.4244949000022,401.4244949000022,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
20,0,20,,,,,,space,24.639959899999667,None,None,2,1.2890364000013506,0.20336300000053598,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,401.4244949000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applaus,3.5224,401.40968950000024,401.4102043000021,401.4103157999998,401.4244949000022,404.9577229000024,404.9420432000006,404.94711630000165,404.9577229000024,404.9577229000024,404.9577229000024,404.9577229000024,406.9420515999991,2,1.2890364000013506,0.20336300000053598,None,406.9575827000008,406.9575827000008,406.9575827000008,406.9575827000008,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
21,0,21,,,,,,space,24.639959899999667,None,None,2,1.2392962999983865,0.19780220000029658,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,406.9575827000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrer,4.5026,406.94255650000196,406.9430869000025,406.94319280000127,406.9575827000008,411.4738849999994,411.4582870000013,411.46242880000136,411.4738849999994,411.4738849999994,411.4738849999994,411.4738849999994,413.45847160000267,2,1.2392962999983865,0.19780220000029658,None,413.47408800000267,413.47408800000267,413.47408800000267,413.47408800000267,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
22,0,22,,,,,,space,24.639959899999667,None,None,3,1.934681200000341,None,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,413.47408800000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strand,2.0627,413.4589765000019,413.45950430000084,413.4596120000024,413.47408800000267,415.5400561999995,415.5244735000015,415.5279976999991,415.5400561999995,415.5400561999995,415.5400561999995,415.5400561999995,417.5249834000024,3,1.934681200000341,None,None,417.5402577999994,417.5402577999994,417.5402577999994,417.5402577999994,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
23,0,23,,,,,,space,24.639959899999667,None,None,3,1.733766100001958,None,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,417.5402577999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio,2.419,417.5254835000014,417.52617250000185,417.52627890000076,417.5402577999994,419.9731090000023,419.95773380000173,419.9612005000017,419.9731090000023,419.9731090000023,419.9731090000023,419.9731090000023,421.9579338000003,3,1.733766100001958,None,None,421.97331960000156,421.97331960000156,421.97331960000156,421.97331960000156,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
24,0,24,,,,,,space,24.639959899999667,None,None,2,1.420221100001072,0.21345559999826946,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,421.97331960000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knie,2.518,421.9584343000024,421.9589679000019,421.9590724000009,421.97331960000156,424.50644060000195,424.4909222999995,424.49403750000056,424.50644060000195,424.50644060000195,424.50644060000195,424.50644060000195,426.4909536000014,2,1.420221100001072,0.21345559999826946,None,426.50634340000033,426.50634340000033,426.50634340000033,426.50634340000033,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
25,0,25,,,,,,space,24.639959899999667,None,None,2,1.6568292999982077,0.20830320000095526,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,426.50634340000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,3.4237,426.49145280000084,426.4920450999998,426.49215639999966,426.50634340000033,429.9394847000003,429.92392870000185,429.927620800001,429.9394847000003,429.9394847000003,429.9394847000003,429.9394847000003,431.9239149999994,2,1.6568292999982077,0.20830320000095526,None,431.9394919000006,431.9394919000006,431.9394919000006,431.9394919000006,,,,,,,,,,,,,,,,,,,,,7465,1,2025-07-21_18h55.53.232,sm,2024.2.4,59.91629693318451,2025-07-21 18h56.05.154897 +0200,
