thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
27,0,27,,,,,,space,2.9312148000026355,None,None,2,0.9249130999996851,0.18352729999969597,None,0,0,0,0,,,,,3,0,3,0,,,,,27,0,27,0,1917.3523308999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasen,2.4916,1917.336477499999,1917.3369934999992,1917.337089300001,1917.3523308999993,1919.8510168999983,1919.8344417999997,1919.836070200001,1919.8510168999983,1919.8510168999983,1919.8510168999983,1919.8510168999983,1921.8511569999991,1921.8511569999991,1921.8511569999991,1921.8511569999991,1921.8342121000005,2,0.9249130999996851,0.18352729999969597,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
28,0,28,,,,,,space,2.9312148000026355,None,None,2,0.9021127999985765,0.21944090000033611,None,0,0,0,0,,,,,3,0,3,0,,,,,28,0,28,0,1921.8511569999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,2.1186,1921.834450799999,1921.8346417999983,1921.8346829999991,1921.8511569999991,1923.9845392000007,1923.9692548000003,1923.9728976999995,1923.9845392000007,1923.9845392000007,1923.9845392000007,1923.9845392000007,1925.9842458000003,1925.9842458000003,1925.9842458000003,1925.9842458000003,1925.9693534999988,2,0.9021127999985765,0.21944090000033611,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
29,0,29,,,,,,space,2.9312148000026355,None,None,3,0.8212338000012096,0.2334130000017467,None,0,0,0,0,,,,,3,0,3,0,,,,,29,0,29,0,1925.9842458000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urlaub,3.2059,1925.9698334000004,1925.9703056999988,1925.9704016999985,1925.9842458000003,1929.2009252999978,1929.1855965999985,1929.1890930999998,1929.2009252999978,1929.2009252999978,1929.2009252999978,1929.2009252999978,1931.200419499999,1931.200419499999,1931.200419499999,1931.200419499999,1931.1839261000005,3,0.8212338000012096,0.2334130000017467,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
30,0,30,,,,,,space,2.9312148000026355,None,None,2,0.7206485999995493,0.1763756000000285,None,0,0,0,0,,,,,3,0,3,0,,,,,30,0,30,0,1931.200419499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrobatin,2.4521,1931.1841597000002,1931.1843499000006,1931.1843953000007,1931.200419499999,1933.6677570999982,1933.6519012000008,1933.6564028999983,1933.6677570999982,1933.6677570999982,1933.6677570999982,1933.6677570999982,1935.667919900001,1935.667919900001,1935.667919900001,1935.667919900001,1935.650808100001,2,0.7206485999995493,0.1763756000000285,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
31,0,31,,,,,,space,2.9312148000026355,None,None,3,0.7521406999985629,0.173602300001221,None,0,0,0,0,,,,,3,0,3,0,,,,,31,0,31,0,1935.667919900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebel,2.3916,1935.651080499998,1935.6514788000004,1935.6515369999997,1935.667919900001,1938.0673418999995,1938.0514338999983,1938.0537456000002,1938.0673418999995,1938.0673418999995,1938.0673418999995,1938.0673418999995,1940.0671918999997,1940.0671918999997,1940.0671918999997,1940.0671918999997,1940.051104600001,3,0.7521406999985629,0.173602300001221,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
32,0,32,,,,,,space,2.9312148000026355,None,None,3,0.9062150999998266,0.18056300000171177,None,0,0,0,0,,,,,3,0,3,0,,,,,32,0,32,0,1940.0671918999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hose,3.9589,1940.0515776999982,1940.0519318999995,1940.0520299,1940.0671918999997,1944.0337949999976,1944.0182374999986,1944.0211414999994,1944.0337949999976,1944.0337949999976,1944.0337949999976,1944.0337949999976,1946.0330296999982,1946.0330296999982,1946.0330296999982,1946.0330296999982,1946.0177727999999,3,0.9062150999998266,0.18056300000171177,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
33,0,33,,,,,,space,2.9312148000026355,None,None,3,0.8676942999991297,0.17450900000039837,None,0,0,0,0,,,,,3,0,3,0,,,,,33,0,33,0,1946.0330296999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Service,3.2825,1946.018294399999,1946.0187266000012,1946.0188503000008,1946.0330296999982,1949.3156901999992,1949.3000496000004,1949.3031584,1949.3156901999992,1949.3156901999992,1949.3156901999992,1949.3156901999992,1951.316013499998,1951.316013499998,1951.316013499998,1951.316013499998,1951.3005633000012,3,0.8676942999991297,0.17450900000039837,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
34,0,34,,,,,,space,2.9312148000026355,None,None,3,0.609020199997758,0.1765494999999646,None,0,0,0,0,,,,,3,0,3,0,,,,,34,0,34,0,1951.316013499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strand,3.6615,1951.3011247999984,1951.3015117999985,1951.3016169999992,1951.316013499998,1954.982699899998,1954.966703600001,1954.9704683,1954.982699899998,1954.982699899998,1954.982699899998,1954.982699899998,1956.9829700999999,1956.9829700999999,1956.9829700999999,1956.9829700999999,1956.9661588,3,0.609020199997758,0.1765494999999646,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
35,0,35,,,,,,space,2.9312148000026355,None,None,3,0.9337909999994736,0.17150000000037835,None,0,0,0,0,,,,,3,0,3,0,,,,,35,0,35,0,1956.9829700999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,2.3006,1956.9664761000004,1956.966714199998,1956.9667758999985,1956.9829700999999,1959.2995100999997,1959.2824777999977,1959.2842717000003,1959.2995100999997,1959.2995100999997,1959.2995100999997,1959.2995100999997,,,,,1961.2828739999986,3,0.9337909999994736,0.17150000000037835,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
36,0,36,,,,,,space,2.9312148000026355,None,None,3,1.1485615000019607,0.18450509999820497,None,0,0,0,0,,,,,3,0,3,0,,,,,36,0,36,0,1961.2994223999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lied,2.0168,1961.2834056999982,1961.2838321,1961.2839330000006,1961.2994223999976,1963.331527799999,1963.3152408999977,1963.316714399998,1963.331527799999,1963.331527799999,1963.331527799999,1963.331527799999,1965.3320409999997,1965.3320409999997,1965.3320409999997,1965.3320409999997,1965.3152175999985,3,1.1485615000019607,0.18450509999820497,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
37,0,37,,,,,,space,2.9312148000026355,None,None,3,0.8143043999989459,0.18237199999930453,None,0,0,0,0,,,,,3,0,3,0,,,,,37,0,37,0,1965.3320409999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecke,2.6312,1965.3154164999996,1965.315612100001,1965.3156498000008,1965.3320409999997,1967.9652974,1967.9491135000007,1967.9522793999986,1967.9652974,1967.9652974,1967.9652974,1967.9652974,1969.9652058999982,1969.9652058999982,1969.9652058999982,1969.9652058999982,1969.9486353999982,3,0.8143043999989459,0.18237199999930453,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
38,0,38,,,,,,space,2.9312148000026355,None,None,2,1.0614628000002995,0.16763759999957983,None,0,0,0,0,,,,,3,0,3,0,,,,,38,0,38,0,1969.9652058999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,4.4429,1969.9488196000002,1969.948987400001,1969.9490251000007,1969.9652058999982,1974.4150465000002,1974.3994202999984,1974.4052614999982,1974.4150465000002,1974.4150465000002,1974.4150465000002,1974.4150465000002,1976.415096499999,1976.415096499999,1976.415096499999,1976.415096499999,1976.3992748,2,1.0614628000002995,0.16763759999957983,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
39,0,39,,,,,,space,2.9312148000026355,None,None,3,1.2785361999995075,0.2363590999993903,None,0,0,0,0,,,,,3,0,3,0,,,,,39,0,39,0,1976.415096499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaghetti,4.7208,1976.3996166999987,1976.3999791000006,1976.4000399999986,1976.415096499999,1981.1475392999982,1981.1312935000005,1981.1328701000002,1981.1475392999982,1981.1475392999982,1981.1475392999982,1981.1475392999982,,,,,1983.1316886999975,3,1.2785361999995075,0.2363590999993903,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
40,0,40,,,,,,space,2.9312148000026355,None,None,2,0.9848501999986183,0.17746790000092005,None,0,0,0,0,,,,,3,0,3,0,,,,,40,0,40,0,1983.1479086999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knöchel,3.6438,1983.1321241999995,1983.1326360000003,1983.1327182999976,1983.1479086999989,1986.7970067000006,1986.7812549999999,1986.784193900001,1986.7970067000006,1986.7970067000006,1986.7970067000006,1986.7970067000006,1988.7977520000004,1988.7977520000004,1988.7977520000004,1988.7977520000004,1988.7818394999977,2,0.9848501999986183,0.17746790000092005,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
41,0,41,,,,,,space,2.9312148000026355,None,None,3,1.129703899998276,0.19042980000085663,None,0,0,0,0,,,,,3,0,3,0,,,,,41,0,41,0,1988.7977520000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bett,2.9036,1988.7823201999981,1988.7826681999995,1988.7827658000006,1988.7977520000004,1991.7144298000003,1991.6977930999983,1991.6992445999986,1991.7144298000003,1991.7144298000003,1991.7144298000003,1991.7144298000003,,,,,1993.7134582999988,3,1.129703899998276,0.19042980000085663,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
42,0,42,,,,,,space,2.9312148000026355,None,None,3,0.92655950000335,0.18442139999751817,None,0,0,0,0,,,,,3,0,3,0,,,,,42,0,42,0,1993.729983700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wein,2.9061,1993.713651,1993.7139602000007,1993.7140032000007,1993.729983700001,1996.6470910999979,1996.6313834000011,1996.6331615,1996.6470910999979,1996.6470910999979,1996.6470910999979,1996.6470910999979,1998.647614200001,1998.647614200001,1998.647614200001,1998.647614200001,1998.631799599998,3,0.92655950000335,0.18442139999751817,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
43,0,43,,,,,,space,2.9312148000026355,None,None,3,1.4574109000022872,0.18241519999719458,None,0,0,0,0,,,,,3,0,3,0,,,,,43,0,43,0,1998.647614200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachen,2.3419,1998.6323237999986,1998.6327683,1998.6328623999998,1998.647614200001,2000.9962284999983,2000.9801501999991,2000.9818570999978,2000.9962284999983,2000.9962284999983,2000.9962284999983,2000.9962284999983,2002.996534699998,2002.996534699998,2002.996534699998,2002.996534699998,2002.9799311999977,3,1.4574109000022872,0.18241519999719458,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
44,0,44,,,,,,space,2.9312148000026355,None,None,2,0.7403573999981745,0.15959070000099018,None,0,0,0,0,,,,,3,0,3,0,,,,,44,0,44,0,2002.996534699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,2.5169,2002.9801777999983,2002.9804072999996,2002.9804588999996,2002.996534699998,2005.5130303999995,2005.4971550999999,2005.5002274999988,2005.5130303999995,2005.5130303999995,2005.5130303999995,2005.5130303999995,2007.5132245000004,2007.5132245000004,2007.5132245000004,2007.5132245000004,2007.4974268999995,2,0.7403573999981745,0.15959070000099018,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
45,0,45,,,,,,space,2.9312148000026355,None,None,3,1.0324927999972715,0.19153580000056536,None,0,0,0,0,,,,,3,0,3,0,,,,,45,0,45,0,2007.5132245000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,2.1949,2007.4979869,2007.4984759999988,2007.4985773999997,2007.5132245000004,2009.712807599999,2009.696919699998,2009.7014665999977,2009.712807599999,2009.712807599999,2009.712807599999,2009.712807599999,2011.712903900001,2011.712903900001,2011.712903900001,2011.712903900001,2011.6975268000006,3,1.0324927999972715,0.19153580000056536,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
46,0,46,,,,,,space,2.9312148000026355,None,None,3,0.7618886999989627,0.18950440000116942,None,0,0,0,0,,,,,3,0,3,0,,,,,46,0,46,0,2011.712903900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.7378,2011.6979163999986,2011.6984025000002,2011.6985112999992,2011.712903900001,2014.4624615999983,2014.4471757999981,2014.4503666,2014.4624615999983,2014.4624615999983,2014.4624615999983,2014.4624615999983,2016.4619618999986,2016.4619618999986,2016.4619618999986,2016.4619618999986,2016.4456592999977,3,0.7618886999989627,0.18950440000116942,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
47,0,47,,,,,,space,2.9312148000026355,None,None,2,0.9105651999998372,0.21043709999867133,None,0,0,0,0,,,,,3,0,3,0,,,,,47,0,47,0,2016.4619618999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elephant,3.4445,2016.4458466999986,2016.446008099998,2016.4460450999995,2016.4619618999986,2019.9127351000006,2019.8961144999976,2019.8983802999992,2019.9127351000006,2019.9127351000006,2019.9127351000006,2019.9127351000006,,,,,2021.8963863000008,2,0.9105651999998372,0.21043709999867133,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
48,0,48,,,,,,space,2.9312148000026355,None,None,2,1.3364251000020886,None,None,0,0,0,0,,,,,3,0,3,0,,,,,48,0,48,0,2021.9129473999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popcorn,4.4767,2021.8969912000011,2021.8975214000002,2021.8976246000002,2021.9129473999983,2026.3953872000002,2026.3798456999994,2026.3836853000012,2026.3953872000002,2026.3953872000002,2026.3953872000002,2026.3953872000002,2028.3955151999999,2028.3955151999999,2028.3955151999999,2028.3955151999999,2028.3797066999996,2,1.3364251000020886,None,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
49,0,49,,,,,,space,2.9312148000026355,None,None,3,0.6867376999980479,0.175591400002304,None,0,0,0,0,,,,,3,0,3,0,,,,,49,0,49,0,2028.3955151999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefon,3.039,2028.3800816999992,2028.3805525999978,2028.3806333000011,2028.3955151999999,2031.4460935999978,2031.4300707999992,2031.4341765000008,2031.4460935999978,2031.4460935999978,2031.4460935999978,2031.4460935999978,2033.4449272000002,2033.4449272000002,2033.4449272000002,2033.4449272000002,2033.4293178999997,3,0.6867376999980479,0.175591400002304,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
50,0,50,,,,,,space,2.9312148000026355,None,None,3,0.8924120000010589,0.19948870000007446,None,0,0,0,0,,,,,3,0,3,0,,,,,50,0,50,0,2033.4449272000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst,2.3861,2033.4297118999984,2033.4301733000011,2033.4302540000008,2033.4449272000002,2035.8451756999984,2035.8293022999987,2035.8326231999981,2035.8451756999984,2035.8451756999984,2035.8451756999984,2035.8451756999984,2037.8438383000012,2037.8438383000012,2037.8438383000012,2037.8438383000012,2037.8288513999996,3,0.8924120000010589,0.19948870000007446,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
51,0,51,,,,,,space,2.9312148000026355,None,None,3,0.6848997000015515,0.17148169999927632,None,0,0,0,0,,,,,3,0,3,0,,,,,51,0,51,0,2037.8438383000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusche,2.9109,2037.8292123999981,2037.8294839999999,2037.8295548000006,2037.8438383000012,2040.7610791999996,2040.7460100999979,2040.7522107999994,2040.7610791999996,2040.7610791999996,2040.7610791999996,2040.7610791999996,2042.7603190999998,2042.7603190999998,2042.7603190999998,2042.7603190999998,2042.7444780999995,3,0.6848997000015515,0.17148169999927632,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
52,0,52,,,,,,space,2.9312148000026355,None,None,3,0.6840775999990001,0.2114097000012407,None,0,0,0,0,,,,,3,0,3,0,,,,,52,0,52,0,2042.7603190999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vergangenheit,2.0031,2042.744673700001,2042.744857399999,2042.7448965999993,2042.7603190999998,2044.7774521999982,2044.7622280999985,2044.7666665999986,2044.7774521999982,2044.7774521999982,2044.7774521999982,2044.7774521999982,2046.7778897000007,2046.7778897000007,2046.7778897000007,2046.7778897000007,2046.762454499998,3,0.6840775999990001,0.2114097000012407,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
53,0,53,,,,,,space,2.9312148000026355,None,None,3,0.7591836999999941,0.1933694999970612,None,0,0,0,0,,,,,3,0,3,0,,,,,53,0,53,0,2046.7778897000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolle,2.7584,2046.7629048,2046.7633612000009,2046.7634579999994,2046.7778897000007,2049.543453,2049.5282728,2049.532360799998,2049.543453,2049.543453,2049.543453,2049.543453,2051.5443848999985,2051.5443848999985,2051.5443848999985,2051.5443848999985,2051.527155400001,3,0.7591836999999941,0.1933694999970612,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
54,0,54,,,,,,space,2.9312148000026355,None,None,3,0.8946160999985295,0.18154890000005253,None,0,0,0,0,,,,,3,0,3,0,,,,,54,0,54,0,2051.5443848999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.8863,2051.5275042999983,2051.5276897999993,2051.527729899999,2051.5443848999985,2054.4434437,2054.4270497999987,2054.428614899998,2054.4434437,2054.4434437,2054.4434437,2054.4434437,2056.442872400001,2056.442872400001,2056.442872400001,2056.442872400001,2056.426800200001,3,0.8946160999985295,0.18154890000005253,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
55,0,55,,,,,,space,2.9312148000026355,None,None,2,0.6198282000004838,0.1646208000020124,None,0,0,0,0,,,,,3,0,3,0,,,,,55,0,55,0,2056.442872400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,2.7992,2056.4269848999993,2056.427150999998,2056.4271888999992,2056.442872400001,2059.243100599999,2059.2276737999982,2059.2318171999996,2059.243100599999,2059.243100599999,2059.243100599999,2059.243100599999,2061.243576499999,2061.243576499999,2061.243576499999,2061.243576499999,2061.227785500001,2,0.6198282000004838,0.1646208000020124,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
56,0,56,,,,,,space,2.9312148000026355,None,None,3,0.7563227999999071,0.16745060000175727,None,0,0,0,0,,,,,3,0,3,0,,,,,56,0,56,0,2061.243576499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,2.6097,2061.228314099999,2061.228679400001,2061.228775499998,2061.243576499999,2063.8599489999997,2063.8438778,2063.847800900001,2063.8599489999997,2063.8599489999997,2063.8599489999997,2063.8599489999997,2065.859523500001,2065.859523500001,2065.859523500001,2065.859523500001,2065.8428772999996,3,0.7563227999999071,0.16745060000175727,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
57,0,57,,,,,,space,2.9312148000026355,None,None,3,0.6747904000003473,0.17662539999946603,None,0,0,0,0,,,,,3,0,3,0,,,,,57,0,57,0,2065.859523500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus,2.9443,2065.8432175,2065.8434416,2065.8435018,2065.859523500001,2068.809417800001,2068.793380199999,2068.7976738999987,2068.809417800001,2068.809417800001,2068.809417800001,2068.809417800001,2070.8098639,2070.8098639,2070.8098639,2070.8098639,2070.7924498999982,3,0.6747904000003473,0.17662539999946603,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
58,0,58,,,,,,space,2.9312148000026355,None,None,3,0.5852028999979666,0.18549350000103004,None,0,0,0,0,,,,,3,0,3,0,,,,,58,0,58,0,2070.8098639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helm,2.3229,2070.792631399998,2070.792813599999,2070.792848299998,2070.8098639,2073.1426488999987,2073.1266553000005,2073.1305860999983,2073.1426488999987,2073.1426488999987,2073.1426488999987,2073.1426488999987,2075.1421769999997,2075.1421769999997,2075.1421769999997,2075.1421769999997,2075.126139599999,3,0.5852028999979666,0.18549350000103004,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
