thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
51,0,51,,,,,,space,3.1074950999991415,None,None,3,0.8475251999989268,0.20951390000118408,None,0,0,0,0,,,,,1,0,1,0,,,,,51,0,51,0,1129.5636069999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,2.8901,1129.547835700001,1129.5482379000005,1129.5483377,1129.5636069999982,1132.4623760999984,1132.446659299998,1132.4486830999977,1132.4623760999984,1132.4623760999984,1132.4623760999984,1132.4623760999984,1134.4633465999996,1134.4633465999996,1134.4633465999996,1134.4633465999996,1134.4472411999977,3,0.8475251999989268,0.20951390000118408,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
52,0,52,,,,,,space,3.1074950999991415,None,None,2,1.1400020999972185,0.19450220000362606,None,0,0,0,0,,,,,1,0,1,0,,,,,52,0,52,0,1134.4633465999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feier,2.3419,1134.4477796999981,1134.4481393999977,1134.448247899998,1134.4633465999996,1136.8124644,1136.7977575999994,1136.8027281999985,1136.8124644,1136.8124644,1136.8124644,1136.8124644,1138.8122095999988,1138.8122095999988,1138.8122095999988,1138.8122095999988,1138.7963459000002,2,1.1400020999972185,0.19450220000362606,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
53,0,53,,,,,,space,3.1074950999991415,None,None,3,1.3382340999996813,0.22527050000280724,None,0,0,0,0,,,,,1,0,1,0,,,,,53,0,53,0,1138.8122095999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkarte,2.3362,1138.7965685,1138.7968915000001,1138.7969398000005,1138.8122095999988,1141.162198699998,1141.145708099999,1141.147467599998,1141.162198699998,1141.162198699998,1141.162198699998,1141.162198699998,,,,,1143.1458963999994,3,1.3382340999996813,0.22527050000280724,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
54,0,54,,,,,,space,3.1074950999991415,None,None,2,0.9953510000013921,0.17440609999903245,None,0,0,0,0,,,,,1,0,1,0,,,,,54,0,54,0,1143.162441399998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monster,4.3756,1143.1462518999997,1143.1465630000002,1143.146610400001,1143.162441399998,1147.5456689000002,1147.529818699999,1147.5340856999992,1147.5456689000002,1147.5456689000002,1147.5456689000002,1147.5456689000002,1149.5452515999987,1149.5452515999987,1149.5452515999987,1149.5452515999987,1149.5285638999976,2,0.9953510000013921,0.17440609999903245,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
55,0,55,,,,,,space,3.1074950999991415,None,None,3,0.9208976000008988,0.21042189999934635,None,0,0,0,0,,,,,1,0,1,0,,,,,55,0,55,0,1149.5452515999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasse,3.0127,1149.5289138999997,1149.5291329999982,1149.5291918999992,1149.5452515999987,1152.561969299999,1152.5464488999987,1152.5499031999989,1152.561969299999,1152.561969299999,1152.561969299999,1152.561969299999,1154.5627072000007,1154.5627072000007,1154.5627072000007,1154.5627072000007,1154.5464712999983,3,0.9208976000008988,0.21042189999934635,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
56,0,56,,,,,,space,3.1074950999991415,None,None,2,0.8606862999986333,0.1934240000009595,None,0,0,0,0,,,,,1,0,1,0,,,,,56,0,56,0,1154.5627072000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,4.5959,1154.546825899999,1154.5472441000002,1154.5473528999992,1154.5627072000007,1159.1614590000008,1159.1457022999984,1159.1476716999987,1159.1614590000008,1159.1614590000008,1159.1614590000008,1159.1614590000008,1161.1608356999986,1161.1608356999986,1161.1608356999986,1161.1608356999986,1161.1448335000005,2,0.8606862999986333,0.1934240000009595,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
57,0,57,,,,,,space,3.1074950999991415,None,None,3,1.0354415000001609,0.2313027999989572,None,0,0,0,0,,,,,1,0,1,0,,,,,57,0,57,0,1161.1608356999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trennung,2.4521,1161.1450483999997,1161.1452391000003,1161.1452869000004,1161.1608356999986,1163.6281346999986,1163.6123038999995,1163.6154996999994,1163.6281346999986,1163.6281346999986,1163.6281346999986,1163.6281346999986,1165.6280730999988,1165.6280730999988,1165.6280730999988,1165.6280730999988,1165.6121868999999,3,1.0354415000001609,0.2313027999989572,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
58,0,58,,,,,,space,3.1074950999991415,None,None,3,0.870181300000695,0.1885017999993579,None,0,0,0,0,,,,,1,0,1,0,,,,,58,0,58,0,1165.6280730999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zigarette,2.8516,1165.6127270999987,1165.613209699999,1165.6133178,1165.6280730999988,1168.493880699998,1168.4784797999982,1168.4811542000007,1168.493880699998,1168.493880699998,1168.493880699998,1168.493880699998,1170.494598899999,1170.494598899999,1170.494598899999,1170.494598899999,1170.4788757000006,3,0.870181300000695,0.1885017999993579,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
59,0,59,,,,,,space,3.1074950999991415,None,None,2,0.5886319999990519,0.18440600000030827,None,0,0,0,0,,,,,1,0,1,0,,,,,59,0,59,0,1170.494598899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gras,2.1949,1170.4793330999983,1170.4798154,1170.479913000001,1170.494598899999,1172.6939696999998,1172.678664500001,1172.6823342999978,1172.6939696999998,1172.6939696999998,1172.6939696999998,1172.6939696999998,1174.6932494999983,1174.6932494999983,1174.6932494999983,1174.6932494999983,1174.6778176999997,2,0.5886319999990519,0.18440600000030827,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
60,0,60,,,,,,space,3.1074950999991415,None,None,3,1.1362100999976974,0.22447979999924428,None,0,0,0,0,,,,,1,0,1,0,,,,,60,0,60,0,1174.6932494999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,4.4767,1174.678013499999,1174.6781968999985,1174.6782352999999,1174.6932494999983,1179.1773779999985,1179.1604844999983,1179.1623125999995,1179.1773779999985,1179.1773779999985,1179.1773779999985,1179.1773779999985,1181.1762001999978,1181.1762001999978,1181.1762001999978,1181.1762001999978,1181.1603453999978,3,1.1362100999976974,0.22447979999924428,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
61,0,61,,,,,,space,3.1074950999991415,None,None,2,0.6789238000019395,0.18858299999919836,None,0,0,0,0,,,,,1,0,1,0,,,,,61,0,61,0,1181.1762001999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,2.7992,1181.1605513999984,1181.160785099999,1181.1608529999994,1181.1762001999978,1183.9770152,1183.960889699998,1183.963976099998,1183.9770152,1183.9770152,1183.9770152,1183.9770152,1185.9770445999984,1185.9770445999984,1185.9770445999984,1185.9770445999984,1185.9607410000008,2,0.6789238000019395,0.18858299999919836,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
62,0,62,,,,,,space,3.1074950999991415,None,None,2,1.9046732999995584,None,None,0,0,0,0,,,,,1,0,1,0,,,,,62,0,62,0,1185.9770445999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Präsident,2.9832,1185.9612018999997,1185.9615522000004,1185.961648300001,1185.9770445999984,1188.9606427999988,1188.9437581000002,1188.946186700001,1188.9606427999988,1188.9606427999988,1188.9606427999988,1188.9606427999988,1190.9601568999988,1190.9601568999988,1190.9601568999988,1190.9601568999988,1190.9443000999981,2,1.9046732999995584,None,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
63,0,63,,,,,,space,3.1074950999991415,None,None,3,0.6527397999998357,0.1963039000002027,None,0,0,0,0,,,,,1,0,1,0,,,,,63,0,63,0,1190.9601568999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold,3.6005,1190.9447782000007,1190.945303300001,1190.9454012999977,1190.9601568999988,1194.575404199999,1194.559426599999,1194.5608166000002,1194.575404199999,1194.575404199999,1194.575404199999,1194.575404199999,,,,,1196.5601982999997,3,0.6527397999998357,0.1963039000002027,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
64,0,64,,,,,,space,3.1074950999991415,None,None,3,0.7719644999997399,0.19150879999870085,None,0,0,0,0,,,,,1,0,1,0,,,,,64,0,64,0,1196.5766153999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmen,2.5377,1196.560709899999,1196.5612405999982,1196.561384300001,1196.5766153999994,1199.1262909999987,1199.110314399999,1199.112256800001,1199.1262909999987,1199.1262909999987,1199.1262909999987,1199.1262909999987,1201.1257939000006,1201.1257939000006,1201.1257939000006,1201.1257939000006,1201.1096505000005,3,0.7719644999997399,0.19150879999870085,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
65,0,65,,,,,,space,3.1074950999991415,None,None,2,0.6969424999988405,0.15666260000216425,None,0,0,0,0,,,,,1,0,1,0,,,,,65,0,65,0,1201.1257939000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,3.6723,1201.1098946000002,1201.1102761999991,1201.1103273999997,1201.1257939000006,1204.8093052999993,1204.7929399000004,1204.7951988999976,1204.8093052999993,1204.8093052999993,1204.8093052999993,1204.8093052999993,1206.8082787000003,1206.8082787000003,1206.8082787000003,1206.8082787000003,1206.7922264999997,2,0.6969424999988405,0.15666260000216425,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
66,0,66,,,,,,space,3.1074950999991415,None,None,3,0.71887009999773,0.19345520000206307,None,0,0,0,0,,,,,1,0,1,0,,,,,66,0,66,0,1206.8082787000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendung,4.0852,1206.7924402000008,1206.7926215999996,1206.7926607999998,1206.8082787000003,1210.9081371999982,1210.8917394,1210.8933085000008,1210.9081371999982,1210.9081371999982,1210.9081371999982,1210.9081371999982,,,,,1212.8922597,3,0.71887009999773,0.19345520000206307,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
67,0,67,,,,,,space,3.1074950999991415,None,None,3,0.6679403999987699,0.2034708999999566,None,0,0,0,0,,,,,1,0,1,0,,,,,67,0,67,0,1212.9084301999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,2.0934,1212.8926761999992,1212.893143700001,1212.8932370999992,1212.9084301999992,1215.0081346999996,1214.9921482000009,1214.9952777999988,1215.0081346999996,1215.0081346999996,1215.0081346999996,1215.0081346999996,1217.0080758999993,1217.0080758999993,1217.0080758999993,1217.0080758999993,1216.991672099999,3,0.6679403999987699,0.2034708999999566,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
68,0,68,,,,,,space,3.1074950999991415,None,None,2,0.7692328000011912,0.1666544999970938,None,0,0,0,0,,,,,1,0,1,0,,,,,68,0,68,0,1217.0080758999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tischler,3.0547,1216.991897599999,1216.9921392999986,1216.992185099998,1217.0080758999993,1220.0741145999982,1220.0579113000003,1220.0595675999994,1220.0741145999982,1220.0741145999982,1220.0741145999982,1220.0741145999982,,,,,1222.0582300999977,2,0.7692328000011912,0.1666544999970938,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
69,0,69,,,,,,space,3.1074950999991415,None,None,3,0.6346874000009848,0.17052399999738554,None,0,0,0,0,,,,,1,0,1,0,,,,,69,0,69,0,1222.0747135000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferien,5.3655,1222.0586946999993,1222.0590900000007,1222.0591908999977,1222.0747135000001,1227.4404434000007,1227.4254635999987,1227.4307709000004,1227.4404434000007,1227.4404434000007,1227.4404434000007,1227.4404434000007,1229.4417771999997,1229.4417771999997,1229.4417771999997,1229.4417771999997,1229.4249947000008,3,0.6346874000009848,0.17052399999738554,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
70,0,70,,,,,,space,3.1074950999991415,None,None,3,0.6072385000006761,0.20653529999981401,None,0,0,0,0,,,,,1,0,1,0,,,,,70,0,70,0,1229.4417771999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,2.5519,1229.4253755000009,1229.4255936999998,1229.4256544,1229.4417771999997,1232.0075100999984,1231.9921530999982,1231.9957601000006,1232.0075100999984,1232.0075100999984,1232.0075100999984,1232.0075100999984,1234.007513800001,1234.007513800001,1234.007513800001,1234.007513800001,1233.9919463999995,3,0.6072385000006761,0.20653529999981401,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
71,0,71,,,,,,space,3.1074950999991415,None,None,3,0.6666080000031798,0.21873589999813703,None,0,0,0,0,,,,,1,0,1,0,,,,,71,0,71,0,1234.007513800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturm,4.3942,1233.9924104000002,1233.992892199998,1233.9929866000002,1234.007513800001,1238.4070086999982,1238.3902388000006,1238.3917907999985,1238.4070086999982,1238.4070086999982,1238.4070086999982,1238.4070086999982,,,,,1240.3905441999977,3,0.6666080000031798,0.21873589999813703,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
72,0,72,,,,,,space,3.1074950999991415,None,None,3,1.073066499997367,0.22341170000072452,None,0,0,0,0,,,,,1,0,1,0,,,,,72,0,72,0,1240.406402999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,2.1743,1240.391084599998,1240.3914859999986,1240.3915868999993,1240.406402999999,1242.5909993000005,1242.5748354000007,1242.5788830000001,1242.5909993000005,1242.5909993000005,1242.5909993000005,1242.5909993000005,1244.5892139999978,1244.5892139999978,1244.5892139999978,1244.5892139999978,1244.574208600001,3,1.073066499997367,0.22341170000072452,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
73,0,73,,,,,,space,3.1074950999991415,None,None,3,0.5497737000005145,0.1983516000000236,None,0,0,0,0,,,,,1,0,1,0,,,,,73,0,73,0,1244.5892139999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympia,2.9109,1244.5747367999993,1244.5751433999994,1244.5752779999984,1244.5892139999978,1247.5059491999982,1247.4899023999988,1247.4929251999984,1247.5059491999982,1247.5059491999982,1247.5059491999982,1247.5059491999982,,,,,1249.4903637999978,3,0.5497737000005145,0.1983516000000236,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
74,0,74,,,,,,space,3.1074950999991415,None,None,3,0.9329553000025044,0.2114280999994662,None,0,0,0,0,,,,,1,0,1,0,,,,,74,0,74,0,1249.506148999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,2.3229,1249.4908699999996,1249.4913115,1249.4914139999983,1249.506148999999,1251.8390343999981,1251.8228819999986,1251.8264579999977,1251.8390343999981,1251.8390343999981,1251.8390343999981,1251.8390343999981,1253.8395290999997,1253.8395290999997,1253.8395290999997,1253.8395290999997,1253.822450499998,3,0.9329553000025044,0.2114280999994662,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
75,0,75,,,,,,space,3.1074950999991415,None,None,2,0.5774645999990753,0.16853869999977178,None,0,0,0,0,,,,,1,0,1,0,,,,,75,0,75,0,1253.8395290999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunde,2.6446,1253.8226594999996,1253.8228880999977,1253.8229292999986,1253.8395290999997,1256.489096899999,1256.4732428999978,1256.4748277999988,1256.489096899999,1256.489096899999,1256.489096899999,1256.489096899999,1258.4884798000003,1258.4884798000003,1258.4884798000003,1258.4884798000003,1258.4736037999992,2,0.5774645999990753,0.16853869999977178,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
76,0,76,,,,,,space,3.1074950999991415,None,None,3,0.7931806999986293,0.1984736000013072,None,0,0,0,0,,,,,1,0,1,0,,,,,76,0,76,0,1258.4884798000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulkan,2.0052,1258.4741073999994,1258.4744659000007,1258.4745621999991,1258.4884798000003,1260.505013600001,1260.4889060000005,1260.4904641999983,1260.505013600001,1260.505013600001,1260.505013600001,1260.505013600001,1262.5049221999998,1262.5049221999998,1262.5049221999998,1262.5049221999998,1262.4889153999993,3,0.7931806999986293,0.1984736000013072,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
77,0,77,,,,,,space,3.1074950999991415,None,None,3,1.0922159999972791,0.20940710000286344,None,0,0,0,0,,,,,1,0,1,0,,,,,77,0,77,0,1262.5049221999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rot,2.1697,1262.4891340999984,1262.489320300001,1262.4893624999986,1262.5049221999998,1264.688101499998,1264.672217199999,1264.6745261999986,1264.688101499998,1264.688101499998,1264.688101499998,1264.688101499998,,,,,1266.6725936999992,3,1.0922159999972791,0.20940710000286344,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
78,0,78,,,,,,space,3.1074950999991415,None,None,2,1.4919499000025098,0.19448840000040946,None,0,0,0,0,,,,,1,0,1,0,,,,,78,0,78,0,1266.6882137000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sprache,2.1413,1266.6731148999988,1266.6735318999981,1266.6736341999986,1266.6882137000011,1268.8380562000002,1268.8219461999997,1268.824709999999,1268.8380562000002,1268.8380562000002,1268.8380562000002,1268.8380562000002,1270.8383840999977,1270.8383840999977,1270.8383840999977,1270.8383840999977,1270.821461499998,2,1.4919499000025098,0.19448840000040946,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
79,0,79,,,,,,space,3.1074950999991415,None,None,3,0.7338254999995115,0.22336770000038086,None,0,0,0,0,,,,,1,0,1,0,,,,,79,0,79,0,1270.8383840999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,4.5524,1270.8216510000002,1270.8218287,1270.8218684000003,1270.8383840999977,1275.4046491999998,1275.3889403999983,1275.3932390999998,1275.4046491999998,1275.4046491999998,1275.4046491999998,1275.4046491999998,,,,,1277.389122999999,3,0.7338254999995115,0.22336770000038086,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
0,0,0,,,,,3.0127,space,2.0939016999982414,None,None,2,0.8370214999995369,0.17360700000062934,None,0,0,0,0,,,,,2,0,2,0,0,79,79,52,0,0,0,0,1328.7843955999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.8664411000009,1301.8665832999995,1301.8749375999996,1301.8774181999997,1301.8774181999997,1303.9877122999987,space,2.0939016999982414,None,1303.9878420000005,1304.0032463000007,1304.0032463000007,1316.7682536000011,None,1316.7709968,1316.7857767000005,1316.7844262666642,1317.9932781999978,1326.768497166666,1327.7734097000011,,1328.7688271999996,Hand,3.0127,1328.7702382000007,1328.7706659999985,1328.7707675000001,1328.7843955999979,1331.8027343999984,1331.7859726000006,1331.789466100001,1331.8027343999984,1331.8027343999984,1331.8027343999984,1331.8027343999984,,,,,1333.8026617999985,2,0.8370214999995369,0.17360700000062934,None,1289.4046379999982,1289.4047101999986,None,1289.4104093999977,1289.4203536999976,1293.4199672999985,1293.4199672999985,1293.4199672999985,1301.8369526000006,3,8.411087799999223,None,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
1,0,1,,,,,,space,2.0939016999982414,None,None,3,1.2861025000020163,0.21751489999951445,None,0,0,0,0,,,,,2,0,2,0,,,,,1,0,1,0,1333.8183254999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musik,2.6312,1333.8030765999993,1333.8035550999975,1333.8036309,1333.8183254999985,1336.4512773000006,1336.4350170999987,1336.4364643999997,1336.4512773000006,1336.4512773000006,1336.4512773000006,1336.4512773000006,1338.4509080999978,1338.4509080999978,1338.4509080999978,1338.4509080999978,1338.4353527000003,3,1.2861025000020163,0.21751489999951445,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
2,0,2,,,,,,space,2.0939016999982414,None,None,3,0.9237381999992067,0.23428789999888977,None,0,0,0,0,,,,,2,0,2,0,,,,,2,0,2,0,1338.4509080999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,4.5524,1338.435933499999,1338.4362930999978,1338.4364164999988,1338.4509080999978,1343.0179848999996,1343.0021112999984,1343.0073420999997,1343.0179848999996,1343.0179848999996,1343.0179848999996,1343.0179848999996,1345.0171049,1345.0171049,1345.0171049,1345.0171049,1345.001254599998,3,0.9237381999992067,0.23428789999888977,None,,,,,,,,,,,,,,,,,,,,,5613,1,2025-06-04_19h01.43.631,sm,2024.2.4,60.03172076080684,2025-06-04 19h01.58.366524 +0200,
