thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,blank_cross.started,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,blank_cross.stopped,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,Alter,Geschlecht (optional),MRI,date,expName,psychopyVersion,frameRate,expStart,
17,0,17,,,,,,space,14.895262799998818,None,None,3,None,0.8046583000013925,0.19451639999897452,0,0,0,0,,,,,2,0,2,0,,,,,17,0,17,0,1414.0956970000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zucker,2.1743,1414.0808894000002,1414.0814764000006,1414.0815821000015,1414.0956970000007,1416.2788588000003,1416.2633671000003,1416.2675483000003,1416.2788588000003,1416.2788588000003,1416.2788588000003,1416.2788588000003,1418.2789375000011,1418.2789375000011,1418.2789375000011,1418.2789375000011,1418.2638434,3,None,0.8046583000013925,0.19451639999897452,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
18,0,18,,,,,,space,14.895262799998818,None,None,3,None,1.0195356000003812,0.21653650000007474,0,0,0,0,,,,,2,0,2,0,,,,,18,0,18,0,1418.2789375000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesetz,2.1961,1418.2643341000003,1418.2649226000012,1418.2650312000005,1418.2789375000011,1420.4786502000006,1420.4631236000005,1420.467015100001,1420.4786502000006,1420.4786502000006,1420.4786502000006,1420.4786502000006,1422.4790673000007,1422.4790673000007,1422.4790673000007,1422.4790673000007,1422.4630441000008,3,None,1.0195356000003812,0.21653650000007474,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
19,0,19,,,,,,space,14.895262799998818,None,None,2,None,1.3384150000001682,0.1998396999988472,0,0,0,0,,,,,2,0,2,0,,,,,19,0,19,0,1422.4790673000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nase,2.8901,1422.4635418000016,1422.4640580000014,1422.4641637000004,1422.4790673000007,1425.3781443000007,1425.3627234000014,1425.3665133000013,1425.3781443000007,1425.3781443000007,1425.3781443000007,1425.3781443000007,1427.3785104000017,1427.3785104000017,1427.3785104000017,1427.3785104000017,1427.362686800001,2,None,1.3384150000001682,0.1998396999988472,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
20,0,20,,,,,,space,14.895262799998818,None,None,2,None,1.0316684000008536,0.16220699999939825,0,0,0,0,,,,,2,0,2,0,,,,,20,0,20,0,1427.3785104000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,4.3424,1427.3631802,1427.3636822000008,1427.3637891000017,1427.3785104000017,1431.7279471000002,1431.7124104000013,1431.716534000001,1431.7279471000002,1431.7279471000002,1431.7279471000002,1431.7279471000002,1433.727976100001,1433.727976100001,1433.727976100001,1433.727976100001,1433.7124279,2,None,1.0316684000008536,0.16220699999939825,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
21,0,21,,,,,,space,14.895262799998818,None,None,2,None,1.1636605000003328,0.16328900000007707,0,0,0,0,,,,,2,0,2,0,,,,,21,0,21,0,1433.727976100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruppe,2.0946,1433.7129268000008,1433.713435900001,1433.7135423,1433.727976100001,1435.8277615000006,1435.8120518000014,1435.8154757000011,1435.8277615000006,1435.8277615000006,1435.8277615000006,1435.8277615000006,1437.8284601000014,1437.8284601000014,1437.8284601000014,1437.8284601000014,1437.8123945000007,2,None,1.1636605000003328,0.16328900000007707,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
22,0,22,,,,,,space,14.895262799998818,None,None,3,None,1.2200611999996909,0.1855558999995992,0,0,0,0,,,,,2,0,2,0,,,,,22,0,22,0,1437.8284601000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wärme,2.021,1437.8129062000007,1437.8135532000015,1437.8136599000009,1437.8284601000014,1439.860879400001,1439.8451958000005,1439.8485324000012,1439.860879400001,1439.860879400001,1439.860879400001,1439.860879400001,1441.8612701000002,1441.8612701000002,1441.8612701000002,1441.8612701000002,1441.8455121000006,3,None,1.2200611999996909,0.1855558999995992,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
23,0,23,,,,,,space,14.895262799998818,None,None,3,None,1.6689195999988442,0.2077699000001303,0,0,0,0,,,,,2,0,2,0,,,,,23,0,23,0,1441.8612701000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afrika,2.3861,1441.8460089,1441.8468164000005,1441.846921100001,1441.8612701000002,1444.2606035000008,1444.2453524000011,1444.2492980000006,1444.2606035000008,1444.2606035000008,1444.2606035000008,1444.2606035000008,1446.2607141000008,1446.2607141000008,1446.2607141000008,1446.2607141000008,1446.2450035000002,3,None,1.6689195999988442,0.2077699000001303,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
24,0,24,,,,,,space,14.895262799998818,None,None,2,None,0.7696816999996372,0.1607151000007434,0,0,0,0,,,,,2,0,2,0,,,,,24,0,24,0,1446.2607141000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,4.4429,1446.2454979000013,1446.2460006000001,1446.246109900001,1446.2607141000008,1450.7103293,1450.694988000001,1450.6985633000004,1450.7103293,1450.7103293,1450.7103293,1450.7103293,1452.7102128000006,1452.7102128000006,1452.7102128000006,1452.7102128000006,1452.6944753000007,2,None,0.7696816999996372,0.1607151000007434,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
25,0,25,,,,,,space,14.895262799998818,None,None,3,None,1.0283155999986775,0.1865365000012389,0,0,0,0,,,,,2,0,2,0,,,,,25,0,25,0,1452.7102128000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,4.3756,1452.6949646000012,1452.6956069000007,1452.6957084000005,1452.7102128000006,1457.0931650000002,1457.0773264,1457.0802011000014,1457.0931650000002,1457.0931650000002,1457.0931650000002,1457.0931650000002,1459.0932521000013,1459.0932521000013,1459.0932521000013,1459.0932521000013,1459.0778353000005,3,None,1.0283155999986775,0.1865365000012389,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
26,0,26,,,,,,space,14.895262799998818,None,None,3,None,1.6153967000009288,0.18810800000028394,0,0,0,0,,,,,2,0,2,0,,,,,26,0,26,0,1459.0932521000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vers,2.1697,1459.0783373000013,1459.0788744000001,1459.0789773000015,1459.0932521000013,1461.2763018000005,1461.2607477000001,1461.2653248000006,1461.2763018000005,1461.2763018000005,1461.2763018000005,1461.2763018000005,1463.2763630000009,1463.2763630000009,1463.2763630000009,1463.2763630000009,1463.2610126,3,None,1.6153967000009288,0.18810800000028394,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
27,0,27,,,,,,space,14.895262799998818,None,None,3,None,1.2998688999996375,0.21279490000051737,0,0,0,0,,,,,2,0,2,0,,,,,27,0,27,0,1463.2763630000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.8516,1463.2615093000004,1463.2620295000015,1463.262136700001,1463.2763630000009,1466.1426729000013,1466.1272881000004,1466.1313653000016,1466.1426729000013,1466.1426729000013,1466.1426729000013,1466.1426729000013,1468.1426302,1468.1426302,1468.1426302,1468.1426302,1468.127093000001,3,None,1.2998688999996375,0.21279490000051737,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
28,0,28,,,,,,space,14.895262799998818,None,None,2,None,0.9222840000002179,0.17660869999963325,0,0,0,0,,,,,2,0,2,0,,,,,28,0,28,0,1468.1426302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fisch,2.4167,1468.1275941000004,1468.1281069000015,1468.1282125000016,1468.1426302,1470.5589145000013,1470.5435549000013,1470.547910700001,1470.5589145000013,1470.5589145000013,1470.5589145000013,1470.5589145000013,1472.559081200001,1472.559081200001,1472.559081200001,1472.559081200001,1472.5438562,2,None,0.9222840000002179,0.17660869999963325,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
29,0,29,,,,,,space,14.895262799998818,None,None,3,None,1.2316953999998077,0.18436380000093777,0,0,0,0,,,,,2,0,2,0,,,,,29,0,29,0,1472.559081200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sand,2.7378,1472.5443464,1472.544933000001,1472.5450389000016,1472.559081200001,1475.309025800001,1475.2931648000013,1475.2966925,1475.309025800001,1475.309025800001,1475.309025800001,1475.309025800001,1477.3089636000004,1477.3089636000004,1477.3089636000004,1477.3089636000004,1477.2933534000003,3,None,1.2316953999998077,0.18436380000093777,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
30,0,30,,,,,,space,14.895262799998818,None,None,3,None,1.025682899999083,0.180346200000713,0,0,0,0,,,,,2,0,2,0,,,,,30,0,30,0,1477.3089636000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhänger,4.5524,1477.2938462000002,1477.2944261000011,1477.2945301,1477.3089636000004,1481.874932300001,1481.8593571000001,1481.8632131000013,1481.874932300001,1481.874932300001,1481.874932300001,1481.874932300001,1483.8751765000015,1483.8751765000015,1483.8751765000015,1483.8751765000015,1483.8593538000005,3,None,1.025682899999083,0.180346200000713,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
31,0,31,,,,,,space,14.895262799998818,None,None,3,None,1.6710681000004115,0.18972000000030675,0,0,0,0,,,,,2,0,2,0,,,,,31,0,31,0,1483.8751765000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,5.1698,1483.859843100001,1483.8604811000005,1483.8605872000007,1483.8751765000015,1489.057952000001,1489.0424219000015,1489.0465671000002,1489.057952000001,1489.057952000001,1489.057952000001,1489.057952000001,1491.0579942000004,1491.0579942000004,1491.0579942000004,1491.0579942000004,1491.0424461000002,3,None,1.6710681000004115,0.18972000000030675,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
32,0,32,,,,,,space,14.895262799998818,None,None,3,None,1.2394481999999698,0.19348730000092473,0,0,0,0,,,,,2,0,2,0,,,,,32,0,32,0,1491.0579942000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urlaub,2.8863,1491.0429370000002,1491.0434452000009,1491.0435525000012,1491.0579942000004,1493.9576729,1493.9422586,1493.947169000001,1493.9576729,1493.9576729,1493.9576729,1493.9576729,1495.9579146000015,1495.9579146000015,1495.9579146000015,1495.9579146000015,1495.9420357000017,3,None,1.2394481999999698,0.19348730000092473,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
33,0,33,,,,,,space,14.895262799998818,None,None,3,None,1.1241555000015069,0.1790378999994573,0,0,0,0,,,,,2,0,2,0,,,,,33,0,33,0,1495.9579146000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,2.9832,1495.9425269000003,1495.9432750000014,1495.9433786000009,1495.9579146000015,1498.9406384000013,1498.9248830000015,1498.9279631000009,1498.9406384000013,1498.9406384000013,1498.9406384000013,1498.9406384000013,1500.9407673000005,1500.9407673000005,1500.9407673000005,1500.9407673000005,1500.9251319000014,3,None,1.1241555000015069,0.1790378999994573,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
34,0,34,,,,,,space,14.895262799998818,None,None,2,None,1.7010932000011962,0.164534099998491,0,0,0,0,,,,,2,0,2,0,,,,,34,0,34,0,1500.9407673000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozean,2.3843,1500.9256210000003,1500.9262702000015,1500.9263766000004,1500.9407673000005,1503.3237133000002,1503.3104753000007,1503.314133400001,1503.3237133000002,1503.3237133000002,1503.3237133000002,1503.3237133000002,1505.324136700001,1505.324136700001,1505.324136700001,1505.324136700001,1505.3083916000014,2,None,1.7010932000011962,0.164534099998491,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
35,0,35,,,,,,space,14.895262799998818,None,None,3,None,1.0199123000002146,0.19143909999911557,0,0,0,0,,,,,2,0,2,0,,,,,35,0,35,0,1505.324136700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vergangenheit,3.4445,1505.3088918000012,1505.3094041000004,1505.3095089000017,1505.324136700001,1508.7736233000014,1508.7582757,1508.762834000001,1508.7736233000014,1508.7736233000014,1508.7736233000014,1508.7736233000014,1510.7735018000003,1510.7735018000003,1510.7735018000003,1510.7735018000003,1510.7579103000007,3,None,1.0199123000002146,0.19143909999911557,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
36,0,36,,,,,,space,14.895262799998818,None,None,2,None,0.7750500000001921,0.17911309999908553,0,0,0,0,,,,,2,0,2,0,,,,,36,0,36,0,1510.7735018000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuh,2.6446,1510.7584314000014,1510.7589528000008,1510.759059600001,1510.7735018000003,1513.4233195000015,1513.4074852000012,1513.4105351000017,1513.4233195000015,1513.4233195000015,1513.4233195000015,1513.4233195000015,1515.4232255000006,1515.4232255000006,1515.4232255000006,1515.4232255000006,1515.4076109000016,2,None,0.7750500000001921,0.17911309999908553,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
37,0,37,,,,,,space,14.895262799998818,None,None,3,None,1.5499202999999397,0.17884439999943424,0,0,0,0,,,,,2,0,2,0,,,,,37,0,37,0,1515.4232255000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,2.0031,1515.4081050000004,1515.4086302000014,1515.4087372000013,1515.4232255000006,1517.4395957000015,1517.4239517000005,1517.4272345000008,1517.4395957000015,1517.4395957000015,1517.4395957000015,1517.4395957000015,1519.4395721,1519.4395721,1519.4395721,1519.4395721,1519.423914500001,3,None,1.5499202999999397,0.17884439999943424,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
38,0,38,,,,,,space,14.895262799998818,None,None,3,None,1.882751700000881,None,0,0,0,0,,,,,2,0,2,0,,,,,38,0,38,0,1519.4395721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brille,2.0589,1519.4244089000003,1519.424913500001,1519.4250228,1519.4395721,1521.5062125000004,1521.4905689000007,1521.4944204000003,1521.5062125000004,1521.5062125000004,1521.5062125000004,1521.5062125000004,1523.506196100001,1523.506196100001,1523.506196100001,1523.506196100001,1523.4905624000003,3,None,1.882751700000881,None,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
39,0,39,,,,,,space,14.895262799998818,None,None,3,None,0.7680720000007568,0.18628099999841652,0,0,0,0,,,,,2,0,2,0,,,,,39,0,39,0,1523.506196100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,3.6564,1523.4910486000008,1523.4916022000016,1523.4917056000013,1523.506196100001,1527.1724039,1527.156890100001,1527.1614451000005,1527.1724039,1527.1724039,1527.1724039,1527.1724039,1529.1726371000004,1529.1726371000004,1529.1726371000004,1529.1726371000004,1529.1568689000014,3,None,0.7680720000007568,0.18628099999841652,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
40,0,40,,,,,,space,14.895262799998818,None,None,2,None,1.3783394999991287,0.1724982000014279,0,0,0,0,,,,,2,0,2,0,,,,,40,0,40,0,1529.1726371000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kino,2.7992,1529.157358800001,1529.157863800001,1529.1579683,1529.1726371000004,1531.972635,1531.9565072000005,1531.9598461000005,1531.972635,1531.972635,1531.972635,1531.972635,1533.9721131000006,1533.9721131000006,1533.9721131000006,1533.9721131000006,1533.9566151000017,2,None,1.3783394999991287,0.1724982000014279,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
41,0,41,,,,,,space,14.895262799998818,None,None,3,None,1.2064348999992944,0.1994592000010016,0,0,0,0,,,,,2,0,2,0,,,,,41,0,41,0,1533.9721131000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuchen ,3.189,1533.957112,1533.9576230000002,1533.9577291000005,1533.9721131000006,1537.1716688000015,1537.1562505000002,1537.1599987000009,1537.1716688000015,1537.1716688000015,1537.1716688000015,1537.1716688000015,1539.171737300001,1539.171737300001,1539.171737300001,1539.171737300001,1539.1562555,3,None,1.2064348999992944,0.1994592000010016,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
42,0,42,,,,,,space,14.895262799998818,None,None,2,None,1.3339604000011605,0.17676079999910144,0,0,0,0,,,,,2,0,2,0,,,,,42,0,42,0,1539.171737300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissen,2.0842,1539.1567542000012,1539.1572523000013,1539.1573583000009,1539.171737300001,1541.254963200001,1541.239372,1541.2431752000011,1541.254963200001,1541.254963200001,1541.254963200001,1541.254963200001,1543.2548591000013,1543.2548591000013,1543.2548591000013,1543.2548591000013,1543.2393541000001,2,None,1.3339604000011605,0.17676079999910144,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
43,0,43,,,,,,space,14.895262799998818,None,None,2,None,0.8547937999992428,0.18695110000044224,0,0,0,0,,,,,2,0,2,0,,,,,43,0,43,0,1543.2548591000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruder,2.1831,1543.2398871000005,1543.2403963000015,1543.2405053000002,1543.2548591000013,1545.4380709000015,1545.4228776,1545.4270725000006,1545.4380709000015,1545.4380709000015,1545.4380709000015,1545.4380709000015,1547.4380715000007,1547.4380715000007,1547.4380715000007,1547.4380715000007,1547.4224864000007,2,None,0.8547937999992428,0.18695110000044224,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
44,0,44,,,,,,space,14.895262799998818,None,None,3,None,1.2890368999997008,0.19209279999995488,0,0,0,0,,,,,2,0,2,0,,,,,44,0,44,0,1547.4380715000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringe,2.3362,1547.4229868000002,1547.4234905000012,1547.4235954000014,1547.4380715000007,1549.7876269000008,1549.7721644000012,1549.7760160000016,1549.7876269000008,1549.7876269000008,1549.7876269000008,1549.7876269000008,1551.788060500001,1551.788060500001,1551.788060500001,1551.788060500001,1551.7725307,3,None,1.2890368999997008,0.19209279999995488,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
45,0,45,,,,,,space,14.895262799998818,None,None,2,None,0.8786521000001812,0.17919679999977234,0,0,0,0,,,,,2,0,2,0,,,,,45,0,45,0,1551.788060500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gast,3.2825,1551.7730260000008,1551.7735424000002,1551.7736489000017,1551.788060500001,1555.0707485000003,1555.0550709,1555.0582460000005,1555.0707485000003,1555.0707485000003,1555.0707485000003,1555.0707485000003,1557.070872100001,1557.070872100001,1557.070872100001,1557.070872100001,1557.0551505000003,2,None,0.8786521000001812,0.17919679999977234,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
46,0,46,,,,,,space,14.895262799998818,None,None,3,None,1.3319052000006195,0.20635310000034224,0,0,0,0,,,,,2,0,2,0,,,,,46,0,46,0,1557.070872100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,2.3916,1557.0556499000013,1557.0561805000016,1557.056286000001,1557.070872100001,1559.4704966000008,1559.4547858000005,1559.4595668000002,1559.4704966000008,1559.4704966000008,1559.4704966000008,1559.4704966000008,1561.470477500001,1561.470477500001,1561.470477500001,1561.470477500001,1561.4549002000003,3,None,1.3319052000006195,0.20635310000034224,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
47,0,47,,,,,,space,14.895262799998818,None,None,3,None,1.627140500000678,0.17703329999858397,0,0,0,0,,,,,2,0,2,0,,,,,47,0,47,0,1561.470477500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foto,2.5982,1561.4553910000013,1561.4559761,1561.4560813000007,1561.470477500001,1564.0704386000016,1564.0547271000014,1564.0588735000001,1564.0704386000016,1564.0704386000016,1564.0704386000016,1564.0704386000016,1566.0702987000004,1566.0702987000004,1566.0702987000004,1566.0702987000004,1566.0548706000009,3,None,1.627140500000678,0.17703329999858397,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
48,0,48,,,,,,space,14.895262799998818,None,None,2,None,1.8594876999995904,None,0,0,0,0,,,,,2,0,2,0,,,,,48,0,48,0,1566.0702987000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flut,2.1949,1566.0553618000013,1566.0561025000006,1566.0562069000007,1566.0702987000004,1568.2701626000016,1568.254662700001,1568.2584429000017,1568.2701626000016,1568.2701626000016,1568.2701626000016,1568.2701626000016,1570.270005100001,1570.270005100001,1570.270005100001,1570.270005100001,1570.254470400001,2,None,1.8594876999995904,None,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
49,0,49,,,,,,space,14.895262799998818,None,None,2,None,1.2455293000002712,0.1793106999994052,0,0,0,0,,,,,2,0,2,0,,,,,49,0,49,0,1570.270005100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leute,5.3655,1570.2549690000014,1570.2555143000009,1570.2556239000005,1570.270005100001,1575.6363022000005,1575.6207294000014,1575.6244707000005,1575.6363022000005,1575.6363022000005,1575.6363022000005,1575.6363022000005,1577.636277900001,1577.636277900001,1577.636277900001,1577.636277900001,1577.620998100001,2,None,1.2455293000002712,0.1793106999994052,,,,,,,,,,,,,Guess_5579,25,male,1,2025-05-10_13h11.39.088,sm,2024.2.4,59.899644136060594,2025-05-10 13h12.04.125290 +0200,
