thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,2.348,space,1.781318299999839,None,None,2,1.4901024999999208,0.26410289999876113,None,0,0,0,0,,,,,2,0,2,0,0,79,79,26,0,0,0,0,1127.3304110000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.8977095999999,1099.8979461,1099.9055810999998,1099.9102251999993,1099.9102251999993,1101.700532500001,space,1.781318299999839,None,1101.7006887999996,1101.7153094999994,1101.7153094999994,1115.3159730999996,None,1115.322887800001,1115.3309024999999,1115.3313799666669,1116.5345457000003,1125.330757066666,1126.3346942999997,1127.3145724999995,Riechen,2.348,1127.3157900000006,1127.3164619,1127.3165568000004,1127.3304110000008,1129.6800079999994,1129.6644811000006,1129.6680596999995,1129.6800079999994,1129.6800079999994,1129.6800079999994,1129.6800079999994,1131.6801271000004,1131.6801271000004,1131.6801271000004,1131.6801271000004,1131.6649376000005,2,1.4901024999999208,0.26410289999876113,None,1083.6997321,1083.6997905000007,None,1083.7046713,1083.7160096000007,1087.7163361000003,1087.7163361000003,1087.7163361000003,1099.8505418000004,2,12.128280800001448,None,1127.3304110000008,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
1,0,1,,,,,,space,1.781318299999839,None,None,2,1.0060501000007207,0.3206023999991885,None,0,0,0,0,,,,,2,0,2,0,,,,,1,0,1,0,1131.6801271000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klempner,3.7105,1131.6654512000005,1131.6659629999995,1131.6660649000005,1131.6801271000004,1135.3961799999997,1135.3809268000005,1135.3845112,1135.3961799999997,1135.3961799999997,1135.3961799999997,1135.3961799999997,1137.3964983000005,1137.3964983000005,1137.3964983000005,1137.3964983000005,1137.3808226,2,1.0060501000007207,0.3206023999991885,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
2,0,2,,,,,,space,1.781318299999839,None,None,2,0.7743391000003612,0.265386999999464,None,0,0,0,0,,,,,2,0,2,0,,,,,2,0,2,0,1137.3964983000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent,2.123,1137.3813026999997,1137.3817894999993,1137.3818861,1137.3964983000005,1139.5295819000003,1139.5141206999997,1139.5178591999993,1139.5295819000003,1139.5295819000003,1139.5295819000003,1139.5295819000003,1141.5297434999993,1141.5297434999993,1141.5297434999993,1141.5297434999993,1141.5140962000005,2,0.7743391000003612,0.265386999999464,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
3,0,3,,,,,,space,1.781318299999839,None,None,3,1.1454226999994717,0.28145560000120895,None,0,0,0,0,,,,,2,0,2,0,,,,,3,0,3,0,1141.5297434999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleskop,2.0789,1141.5146026999992,1141.5151251000007,1141.5152302000006,1141.5297434999993,1143.6127603000004,1143.5973286000008,1143.601570500001,1143.6127603000004,1143.6127603000004,1143.6127603000004,1143.6127603000004,1145.6127785000008,1145.6127785000008,1145.6127785000008,1145.6127785000008,1145.5971738000007,3,1.1454226999994717,0.28145560000120895,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
4,0,4,,,,,,space,1.781318299999839,None,None,2,0.8452331000007689,0.2682941999992181,None,0,0,0,0,,,,,2,0,2,0,,,,,4,0,4,0,1145.6127785000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gras,2.6963,1145.5976835000001,1145.5981909000002,1145.5982968000008,1145.6127785000008,1148.3123969999997,1148.2969071999996,1148.3010216000002,1148.3123969999997,1148.3123969999997,1148.3123969999997,1148.3123969999997,1150.3124265999995,1150.3124265999995,1150.3124265999995,1150.3124265999995,1150.2970158999997,2,0.8452331000007689,0.2682941999992181,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
5,0,5,,,,,,space,1.781318299999839,None,None,2,0.7526319999997213,0.2752760000003036,None,0,0,0,0,,,,,2,0,2,0,,,,,5,0,5,0,1150.3124265999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autorin,3.6558,1150.2975256999998,1150.2981691000005,1150.2982699000004,1150.3124265999995,1153.9794151000006,1153.9634194999999,1153.9676820999994,1153.9794151000006,1153.9794151000006,1153.9794151000006,1153.9794151000006,1155.9787947000004,1155.9787947000004,1155.9787947000004,1155.9787947000004,1155.9637459999994,2,0.7526319999997213,0.2752760000003036,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
6,0,6,,,,,,space,1.781318299999839,None,None,2,1.272647899999356,0.25833830000010494,None,0,0,0,0,,,,,2,0,2,0,,,,,6,0,6,0,1155.9787947000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturm,2.0863,1155.9642600999996,1155.9647640999992,1155.9648653000004,1155.9787947000004,1158.0782971000008,1158.0626718000003,1158.0657530999997,1158.0782971000008,1158.0782971000008,1158.0782971000008,1158.0782971000008,1160.0785448000006,1160.0785448000006,1160.0785448000006,1160.0785448000006,1160.0629303999995,2,1.272647899999356,0.25833830000010494,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
7,0,7,,,,,,space,1.781318299999839,None,None,3,1.33268390000012,0.29757430000063323,None,0,0,0,0,,,,,2,0,2,0,,,,,7,0,7,0,1160.0785448000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkarte,2.0747,1160.0634097999991,1160.0639219000004,1160.0640187999998,1160.0785448000006,1162.1616393000004,1162.1462484999993,1162.1506253999996,1162.1616393000004,1162.1616393000004,1162.1616393000004,1162.1616393000004,1164.1615413,1164.1615413,1164.1615413,1164.1615413,1164.1461588000002,3,1.33268390000012,0.29757430000063323,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
8,0,8,,,,,,space,1.781318299999839,None,None,2,1.4103993999997329,0.2626803999992262,None,0,0,0,0,,,,,2,0,2,0,,,,,8,0,8,0,1164.1615413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,5.0441,1164.1466400000008,1164.1471435000003,1164.1472396999998,1164.1615413,1169.2112252999996,1169.1957069,1169.1990502000008,1169.2112252999996,1169.2112252999996,1169.2112252999996,1169.2112252999996,1171.2112144999992,1171.2112144999992,1171.2112144999992,1171.2112144999992,1171.1957991,2,1.4103993999997329,0.2626803999992262,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
9,0,9,,,,,,space,1.781318299999839,None,None,2,1.2064752999995108,0.2642667000000074,None,0,0,0,0,,,,,2,0,2,0,,,,,9,0,9,0,1171.2112144999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus,3.4199,1171.1962999000007,1171.1970641000007,1171.1971699000005,1171.2112144999992,1174.6441799999993,1174.6284505999993,1174.6314812,1174.6441799999993,1174.6441799999993,1174.6441799999993,1174.6441799999993,1176.6444073999992,1176.6444073999992,1176.6444073999992,1176.6444073999992,1176.6288210999992,2,1.2064752999995108,0.2642667000000074,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
10,0,10,,,,,,space,1.781318299999839,None,None,3,1.5119235000001936,0.2642541000004712,None,0,0,0,0,,,,,2,0,2,0,,,,,10,0,10,0,1176.6444073999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asche,2.2379,1176.6293334000002,1176.629841,1176.6299419999996,1176.6444073999992,1178.8941319000005,1178.8784108,1178.8820572999994,1178.8941319000005,1178.8941319000005,1178.8941319000005,1178.8941319000005,1180.8940227000003,1180.8940227000003,1180.8940227000003,1180.8940227000003,1180.8786793,3,1.5119235000001936,0.2642541000004712,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
11,0,11,,,,,,space,1.781318299999839,None,None,2,1.455995600001188,0.2085596999986592,None,0,0,0,0,,,,,2,0,2,0,,,,,11,0,11,0,1180.8940227000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwerg,2.2302,1180.8791870000005,1180.8799629999994,1180.8800628000008,1180.8940227000003,1183.1271063000004,1183.1115334999995,1183.1161857000006,1183.1271063000004,1183.1271063000004,1183.1271063000004,1183.1271063000004,1185.1270882999997,1185.1270882999997,1185.1270882999997,1185.1270882999997,1185.1117292,2,1.455995600001188,0.2085596999986592,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
12,0,12,,,,,,space,1.781318299999839,None,None,3,1.4324640999984695,0.38689530000010564,None,0,0,0,0,,,,,2,0,2,0,,,,,12,0,12,0,1185.1270882999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bildung,2.3396,1185.1122448999995,1185.1127479999996,1185.1128525000004,1185.1270882999997,1187.4769386000007,1187.4613124999996,1187.4648326000006,1187.4769386000007,1187.4769386000007,1187.4769386000007,1187.4769386000007,1189.4769976999996,1189.4769976999996,1189.4769976999996,1189.4769976999996,1189.4613446000003,3,1.4324640999984695,0.38689530000010564,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
13,0,13,,,,,,space,1.781318299999839,None,None,2,0.9119991999996273,0.2674585000004299,None,0,0,0,0,,,,,2,0,2,0,,,,,13,0,13,0,1189.4769976999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gast,3.3064,1189.4618515999991,1189.4623659999997,1189.4624717999995,1189.4769976999996,1192.7932923999997,1192.7777559000006,1192.7812264000004,1192.7932923999997,1192.7932923999997,1192.7932923999997,1192.7932923999997,1194.7931284999995,1194.7931284999995,1194.7931284999995,1194.7931284999995,1194.7775801000007,2,0.9119991999996273,0.2674585000004299,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
14,0,14,,,,,,space,1.781318299999839,None,None,3,1.63624019999952,0.3255048999999417,None,0,0,0,0,,,,,2,0,2,0,,,,,14,0,14,0,1194.7931284999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.3833,1194.7780555999998,1194.7785561,1194.7786517000004,1194.7931284999995,1197.1763627,1197.1609866,1197.1652881999998,1197.1763627,1197.1763627,1197.1763627,1197.1763627,1199.1762221999998,1199.1762221999998,1199.1762221999998,1199.1762221999998,1199.1608428,3,1.63624019999952,0.3255048999999417,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
15,0,15,,,,,,space,1.781318299999839,None,None,3,1.1515889999991487,None,None,0,0,0,0,,,,,2,0,2,0,,,,,15,0,15,0,1199.1762221999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.1326,1199.1613388999995,1199.1618412000007,1199.1619444999997,1199.1762221999998,1201.3093064000004,1201.2937464999995,1201.2975134999997,1201.3093064000004,1201.3093064000004,1201.3093064000004,1201.3093064000004,1203.3092742000008,1203.3092742000008,1203.3092742000008,1203.3092742000008,1203.2937134999993,3,1.1515889999991487,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
16,0,16,,,,,,space,1.781318299999839,None,None,3,1.1827455000002374,0.25819380000029923,None,0,0,0,0,,,,,2,0,2,0,,,,,16,0,16,0,1203.3092742000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,2.1555,1203.2941656000003,1203.2946733000008,1203.2947645000004,1203.3092742000008,1205.4762099,1205.4603721000003,1205.4643835999996,1205.4762099,1205.4762099,1205.4762099,1205.4762099,1207.476036,1207.476036,1207.476036,1207.476036,1207.4603045999993,3,1.1827455000002374,0.25819380000029923,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
17,0,17,,,,,,space,1.781318299999839,None,None,3,1.6533239000000322,None,None,0,0,0,0,,,,,2,0,2,0,,,,,17,0,17,0,1207.476036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeit,2.6028,1207.4608007999996,1207.4613117999997,1207.4614137000008,1207.476036,1210.0920838000002,1210.0766851000008,1210.0796375999998,1210.0920838000002,1210.0920838000002,1210.0920838000002,1210.0920838000002,1212.0921653000005,1212.0921653000005,1212.0921653000005,1212.0921653000005,1212.0767151,3,1.6533239000000322,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
18,0,18,,,,,,space,1.781318299999839,None,None,3,1.1301857000016753,0.2743510999989667,None,0,0,0,0,,,,,2,0,2,0,,,,,18,0,18,0,1212.0921653000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krone,2.1825,1212.0772104999996,1212.0777503000008,1212.0778542000007,1212.0921653000005,1214.2759060999997,1214.2597413999993,1214.2636555999998,1214.2759060999997,1214.2759060999997,1214.2759060999997,1214.2759060999997,1216.2754468000003,1216.2754468000003,1216.2754468000003,1216.2754468000003,1216.2597105000004,3,1.1301857000016753,0.2743510999989667,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
19,0,19,,,,,,space,1.781318299999839,None,None,3,1.3159835000005842,0.41988949999904435,None,0,0,0,0,,,,,2,0,2,0,,,,,19,0,19,0,1216.2754468000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulter,2.2957,1216.2601839,1216.2609331999993,1216.2610282000005,1216.2754468000003,1218.5751930999995,1218.5596597000003,1218.5639609999998,1218.5751930999995,1218.5751930999995,1218.5751930999995,1218.5751930999995,1220.5750723,1220.5750723,1220.5750723,1220.5750723,1220.5596253999993,3,1.3159835000005842,0.41988949999904435,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
20,0,20,,,,,,space,1.781318299999839,None,None,3,1.322297200000321,0.34343519999856653,None,0,0,0,0,,,,,2,0,2,0,,,,,20,0,20,0,1220.5750723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,2.1952,1220.5601361000008,1220.5606401999994,1220.5607426999995,1220.5750723,1222.7748893999997,1222.7591831999998,1222.7618932999994,1222.7748893999997,1222.7748893999997,1222.7748893999997,1222.7748893999997,1224.7748353000006,1224.7748353000006,1224.7748353000006,1224.7748353000006,1224.7594176000002,3,1.322297200000321,0.34343519999856653,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
21,0,21,,,,,,space,1.781318299999839,None,None,2,1.0807898000002751,0.35418079999908514,None,0,0,0,0,,,,,2,0,2,0,,,,,21,0,21,0,1224.7748353000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weihnachten,2.7056,1224.7599174000006,1224.7604355999993,1224.7605373999995,1224.7748353000006,1227.4909060999998,1227.4755671000003,1227.4790207999995,1227.4909060999998,1227.4909060999998,1227.4909060999998,1227.4909060999998,1229.4912932999996,1229.4912932999996,1229.4912932999996,1229.4912932999996,1229.4757754000002,2,1.0807898000002751,0.35418079999908514,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
22,0,22,,,,,,space,1.781318299999839,None,None,2,1.199434399999518,0.23338049999983923,None,0,0,0,0,,,,,2,0,2,0,,,,,22,0,22,0,1229.4912932999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruder,2.4888,1229.4762819999996,1229.4767938000005,1229.4768961000009,1229.4912932999996,1231.9909881000003,1231.9756756000006,1231.9796153000007,1231.9909881000003,1231.9909881000003,1231.9909881000003,1231.9909881000003,1233.9909535000006,1233.9909535000006,1233.9909535000006,1233.9909535000006,1233.9754501000007,2,1.199434399999518,0.23338049999983923,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
23,0,23,,,,,,space,1.781318299999839,None,None,3,1.497602299999926,0.43218940000042494,None,0,0,0,0,,,,,2,0,2,0,,,,,23,0,23,0,1233.9909535000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,2.1274,1233.9759548000002,1233.9764649999997,1233.9765650000008,1233.9909535000006,1236.1240104000008,1236.1084522,1236.1125661999995,1236.1240104000008,1236.1240104000008,1236.1240104000008,1236.1240104000008,1238.1240837999994,1238.1240837999994,1238.1240837999994,1238.1240837999994,1238.1085875000008,3,1.497602299999926,0.43218940000042494,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
24,0,24,,,,,,space,1.781318299999839,None,None,2,1.5999121999993804,0.2771489000006113,None,0,0,0,0,,,,,2,0,2,0,,,,,24,0,24,0,1238.1240837999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rauch,2.0249,1238.1090906000009,1238.1095993,1238.1097002000006,1238.1240837999994,1240.1572073999996,1240.1414048999995,1240.1447324,1240.1572073999996,1240.1572073999996,1240.1572073999996,1240.1572073999996,1242.1575998999997,1242.1575998999997,1242.1575998999997,1242.1575998999997,1242.1416733999995,2,1.5999121999993804,0.2771489000006113,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
25,0,25,,,,,,space,1.781318299999839,None,None,3,1.6839646000007633,0.24937710000085644,None,0,0,0,0,,,,,2,0,2,0,,,,,25,0,25,0,1242.1575998999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,2.5603,1242.1421716999994,1242.1428309999992,1242.1429327999995,1242.1575998999997,1244.7235025999998,1244.7084324999996,1244.7130082999993,1244.7235025999998,1244.7235025999998,1244.7235025999998,1244.7235025999998,1246.7234093000006,1246.7234093000006,1246.7234093000006,1246.7234093000006,1246.7080372,3,1.6839646000007633,0.24937710000085644,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
26,0,26,,,,,,space,1.781318299999839,None,None,2,1.5519968000007793,0.2473649999992631,None,0,0,0,0,,,,,2,0,2,0,,,,,26,0,26,0,1246.7234093000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musik,3.5964,1246.7085437000005,1246.7090473999997,1246.7091529000008,1246.7234093000006,1250.3233249999994,1250.3079130000006,1250.3115672999993,1250.3233249999994,1250.3233249999994,1250.3233249999994,1250.3233249999994,1252.3231839,1252.3231839,1252.3231839,1252.3231839,1252.3077422000006,2,1.5519968000007793,0.2473649999992631,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
27,0,27,,,,,,space,1.781318299999839,None,None,2,1.0643404000002192,0.2842348000012862,None,0,0,0,0,,,,,2,0,2,0,,,,,27,0,27,0,1252.3231839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,3.6553,1252.3082558000006,1252.3089261000005,1252.3090637000005,1252.3231839,1255.9894375000003,1255.9740500999997,1255.9772876000006,1255.9894375000003,1255.9894375000003,1255.9894375000003,1255.9894375000003,1257.9895517000004,1257.9895517000004,1257.9895517000004,1257.9895517000004,1257.9741431999992,2,1.0643404000002192,0.2842348000012862,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
28,0,28,,,,,,space,1.781318299999839,None,None,3,1.0067810000000463,0.2686754000005749,None,0,0,0,0,,,,,2,0,2,0,,,,,28,0,28,0,1257.9895517000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platz,3.4314,1257.9746264000005,1257.9753560000008,1257.9754586,1257.9895517000004,1261.4223010000005,1261.4067919999998,1261.4102758000008,1261.4223010000005,1261.4223010000005,1261.4223010000005,1261.4223010000005,1263.4226166999997,1263.4226166999997,1263.4226166999997,1263.4226166999997,1263.4071693000005,3,1.0067810000000463,0.2686754000005749,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
29,0,29,,,,,,space,1.781318299999839,None,None,2,1.2138945999995485,0.2604073000002245,None,0,0,0,0,,,,,2,0,2,0,,,,,29,0,29,0,1263.4226166999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport,3.6213,1263.407677700001,1263.4082448000008,1263.4083463999996,1263.4226166999997,1267.0556318,1267.0401471999994,1267.0440710999992,1267.0556318,1267.0556318,1267.0556318,1267.0556318,1269.0557773,1269.0557773,1269.0557773,1269.0557773,1269.0401003999996,2,1.2138945999995485,0.2604073000002245,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
30,0,30,,,,,,space,1.781318299999839,None,None,2,1.3826386000000639,0.2482311000003392,None,0,0,0,0,,,,,2,0,2,0,,,,,30,0,30,0,1269.0557773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,3.5399,1269.0406060999994,1269.0411201000006,1269.0412207999998,1269.0557773,1272.6055441999997,1272.589888300001,1272.5938478000007,1272.6055441999997,1272.6055441999997,1272.6055441999997,1272.6055441999997,1274.6054356000004,1274.6054356000004,1274.6054356000004,1274.6054356000004,1274.5897430999994,2,1.3826386000000639,0.2482311000003392,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
