thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,,,3.0813,space,1.7032913000002736,None,None,2,1.639620099998865,0.2662744000008388,None,0,0,0,0,,,,,1,0,1,0,0,79,79,1,0,0,0,0,672.0735170000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.8656358999997,645.8659170999999,645.8737225000004,645.8773870999994,645.8773870999994,647.5933157,space,1.7032913000002736,None,647.5934706999997,647.6080972,647.6080972,660.0592641000003,None,660.0661971999998,660.0737773000001,660.0746753666665,661.2844815999997,670.0735703666671,671.0843753999998,672.0579414000003,Knöchel,3.0813,672.0594416000004,672.0601021000002,672.0602134000001,672.0735170000007,675.1566739999998,675.1407854000008,675.1442148000006,675.1566739999998,675.1566739999998,675.1566739999998,675.1566739999998,677.1565406999998,677.1565406999998,677.1565406999998,677.1565406999998,677.1407393000009,2,1.639620099998865,0.2662744000008388,None,637.1757539000009,637.1758164999992,None,637.1834624999992,637.1918389999992,641.1921459999994,641.1921459999994,641.1921459999994,645.8085499000008,3,4.608712200000809,None,672.0735170000007,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
1,0,1,,,,,,space,1.7032913000002736,None,None,3,1.27117250000083,0.3199867000002996,None,0,0,0,0,,,,,1,0,1,0,,,,,1,0,1,0,677.1565406999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schreibtisch,2.5282,677.1412216999997,677.1417172000001,677.1418135000004,677.1565406999998,679.6894073999993,679.6740430999998,679.6781656999992,679.6894073999993,679.6894073999993,679.6894073999993,679.6894073999993,681.6901338000007,681.6901338000007,681.6901338000007,681.6901338000007,681.6741772000005,3,1.27117250000083,0.3199867000002996,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
2,0,2,,,,,,space,1.7032913000002736,None,None,2,1.291202799999155,0.29216470000028494,None,0,0,0,0,,,,,1,0,1,0,,,,,2,0,2,0,681.6901338000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sprache,2.7918,681.6746793999991,681.6754080999999,681.6755133999995,681.6901338000007,684.4891865000009,684.4736646000001,684.4771550999994,684.4891865000009,684.4891865000009,684.4891865000009,684.4891865000009,686.4894686999996,686.4894686999996,686.4894686999996,686.4894686999996,686.4738044999995,2,1.291202799999155,0.29216470000028494,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
3,0,3,,,,,,space,1.7032913000002736,None,None,2,1.3023357000001852,0.5608594999994239,None,0,0,0,0,,,,,1,0,1,0,,,,,3,0,3,0,686.4894686999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schutz,2.3833,686.4743032999995,686.4749503000003,686.4750523999992,686.4894686999996,688.8724478000004,688.8572600000007,688.8610091999999,688.8724478000004,688.8724478000004,688.8724478000004,688.8724478000004,690.8725226000006,690.8725226000006,690.8725226000006,690.8725226000006,690.8568606999997,2,1.3023357000001852,0.5608594999994239,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
4,0,4,,,,,,space,1.7032913000002736,None,None,3,1.0720940999999584,0.3267999999989115,None,0,0,0,0,,,,,1,0,1,0,,,,,4,0,4,0,690.8725226000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorn,3.6689,690.8573295999995,690.8578182000001,690.8579167000007,690.8725226000006,694.5555528999994,694.5398330000007,694.5433921000003,694.5555528999994,694.5555528999994,694.5555528999994,694.5555528999994,696.5553156999995,696.5553156999995,696.5553156999995,696.5553156999995,696.5399887000003,3,1.0720940999999584,0.3267999999989115,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
5,0,5,,,,,,space,1.7032913000002736,None,None,3,1.7115580000008777,0.23495189999994182,None,0,0,0,0,,,,,1,0,1,0,,,,,5,0,5,0,696.5553156999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vers,3.0121,696.5404995999997,696.5410033999997,696.5411053000007,696.5553156999995,699.5717800999992,699.5565471000009,699.5597878000008,699.5717800999992,699.5717800999992,699.5717800999992,699.5717800999992,701.5717961999999,701.5717961999999,701.5717961999999,701.5717961999999,701.5560602999994,3,1.7115580000008777,0.23495189999994182,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
6,0,6,,,,,,space,1.7032913000002736,None,None,2,1.2895064999993338,0.2811013999998977,None,0,0,0,0,,,,,1,0,1,0,,,,,6,0,6,0,701.5717961999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farbe,2.4139,701.5564642000008,701.5569190000006,701.5569983000005,701.5717961999999,703.9882261000002,703.9728054000007,703.9766650000001,703.9882261000002,703.9882261000002,703.9882261000002,703.9882261000002,705.9884251000003,705.9884251000003,705.9884251000003,705.9884251000003,705.9726272999997,2,1.2895064999993338,0.2811013999998977,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
7,0,7,,,,,,space,1.7032913000002736,None,None,3,1.0125785000000178,0.24491169999964768,None,0,0,0,0,,,,,1,0,1,0,,,,,7,0,7,0,705.9884251000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tal,2.348,705.9731045999997,705.9736051,705.9737007000003,705.9884251000003,708.3379585999992,708.3220356000002,708.3250865000009,708.3379585999992,708.3379585999992,708.3379585999992,708.3379585999992,710.3381559999998,710.3381559999998,710.3381559999998,710.3381559999998,710.3224647999996,3,1.0125785000000178,0.24491169999964768,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
8,0,8,,,,,,space,1.7032913000002736,None,None,3,1.1935047999995732,0.2580346000013378,None,0,0,0,0,,,,,1,0,1,0,,,,,8,0,8,0,710.3381559999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,2.5121,710.3229726999998,710.3236092000006,710.3237107999994,710.3381559999998,712.8543700999999,712.8388732999992,712.8431913999993,712.8543700999999,712.8543700999999,712.8543700999999,712.8543700999999,714.8544528000002,714.8544528000002,714.8544528000002,714.8544528000002,714.8388606999997,3,1.1935047999995732,0.2580346000013378,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
9,0,9,,,,,,space,1.7032913000002736,None,None,3,1.1895590999993146,0.2706293999999616,None,0,0,0,0,,,,,1,0,1,0,,,,,9,0,9,0,714.8544528000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamant,2.4876,714.8393615999994,714.8400206000006,714.8401207999996,714.8544528000002,717.3546967999991,717.3386365999995,717.3424190000005,717.3546967999991,717.3546967999991,717.3546967999991,717.3546967999991,719.3540819000009,719.3540819000009,719.3540819000009,719.3540819000009,719.3386444999996,3,1.1895590999993146,0.2706293999999616,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
10,0,10,,,,,,space,1.7032913000002736,None,None,2,1.0239983999999822,0.29636310000023514,None,0,0,0,0,,,,,1,0,1,0,,,,,10,0,10,0,719.3540819000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Club,2.2302,719.3391480999999,719.3397239000005,719.3398250000009,719.3540819000009,721.5867734999993,721.5715533000002,721.5754813000003,721.5867734999993,721.5867734999993,721.5867734999993,721.5867734999993,723.587184,723.587184,723.587184,723.587184,723.5717215000004,2,1.0239983999999822,0.29636310000023514,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
11,0,11,,,,,,space,1.7032913000002736,None,None,2,1.0252518000015698,0.45121279999875696,None,0,0,0,0,,,,,1,0,1,0,,,,,11,0,11,0,723.587184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissen,4.5336,723.5722325999996,723.5727349999997,723.5728373000002,723.587184,728.1201388999998,728.1047228000007,728.1088614,728.1201388999998,728.1201388999998,728.1201388999998,728.1201388999998,730.1201533000003,730.1201533000003,730.1201533000003,730.1201533000003,730.1046198000004,2,1.0252518000015698,0.45121279999875696,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
12,0,12,,,,,,space,1.7032913000002736,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,12,0,12,0,730.1201533000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blatt,3.2267,730.1051545999999,730.1056470000003,730.1057564999992,730.1201533000003,733.3529350999997,733.3376351000006,733.3410545999996,733.3529350999997,733.3529350999997,733.3529350999997,733.3529350999997,735.3531315,735.3531315,735.3531315,735.3531315,735.3378312999994,None,,,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
13,0,13,,,,,,space,1.7032913000002736,None,None,2,0.7749461999992491,0.2483265000009851,None,0,0,0,0,,,,,1,0,1,0,,,,,13,0,13,0,735.3531315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safari,2.5603,735.3383116999994,735.3388276000005,735.3389277999995,735.3531315,737.9196441000004,737.9039954,737.9074094000007,737.9196441000004,737.9196441000004,737.9196441000004,737.9196441000004,739.9193596000005,739.9193596000005,739.9193596000005,739.9193596000005,739.9041371999992,2,0.7749461999992491,0.2483265000009851,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
14,0,14,,,,,,space,1.7032913000002736,None,None,2,1.175594500000443,0.2487347000005684,None,0,0,0,0,,,,,1,0,1,0,,,,,14,0,14,0,739.9193596000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,4.4112,739.9046505000006,739.9051619000002,739.9052644000003,739.9193596000005,744.3359354999993,744.3205507000002,744.3247160999999,744.3359354999993,744.3359354999993,744.3359354999993,744.3359354999993,746.3363241000006,746.3363241000006,746.3363241000006,746.3363241000006,746.3204974,2,1.175594500000443,0.2487347000005684,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
15,0,15,,,,,,space,1.7032913000002736,None,None,3,1.5821663000006083,0.24834569999984524,None,0,0,0,0,,,,,1,0,1,0,,,,,15,0,15,0,746.3363241000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helm,2.1952,746.3210075000006,746.3215246,746.3216266,746.3363241000006,748.5356095000006,748.5199539000005,748.5231315000001,748.5356095000006,748.5356095000006,748.5356095000006,748.5356095000006,750.5361293999995,750.5361293999995,750.5361293999995,750.5361293999995,750.5200710000008,3,1.5821663000006083,0.24834569999984524,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
16,0,16,,,,,,space,1.7032913000002736,None,None,3,0.9132595000010042,0.24029390000032436,None,0,0,0,0,,,,,1,0,1,0,,,,,16,0,16,0,750.5361293999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kante,3.7784,750.5204782000001,750.5211689999996,750.5212496000004,750.5361293999995,754.3190362000005,754.3027896999993,754.3063173999999,754.3190362000005,754.3190362000005,754.3190362000005,754.3190362000005,756.3185109999995,756.3185109999995,756.3185109999995,756.3185109999995,756.3031833999994,3,0.9132595000010042,0.24029390000032436,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
17,0,17,,,,,,space,1.7032913000002736,None,None,3,1.4469519000012951,None,None,0,0,0,0,,,,,1,0,1,0,,,,,17,0,17,0,756.3185109999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoo,3.5399,756.3037208999995,756.3042695999993,756.3043748,756.3185109999995,759.8679229999998,759.8526062000001,759.8568546000006,759.8679229999998,759.8679229999998,759.8679229999998,759.8679229999998,761.8683412999999,761.8683412999999,761.8683412999999,761.8683412999999,761.8529228999996,3,1.4469519000012951,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
18,0,18,,,,,,space,1.7032913000002736,None,None,3,1.734618299999056,None,None,0,0,0,0,,,,,1,0,1,0,,,,,18,0,18,0,761.8683412999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nummer,2.5469,761.8534323999993,761.8540845000007,761.8541896999996,761.8683412999999,764.4180529000005,764.4026102000007,764.4067018999995,764.4180529000005,764.4180529000005,764.4180529000005,764.4180529000005,766.4180259000004,766.4180259000004,766.4180259000004,766.4180259000004,766.4023914000009,3,1.734618299999056,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
19,0,19,,,,,,space,1.7032913000002736,None,None,2,1.0594786999990902,0.2542916000002151,None,0,0,0,0,,,,,1,0,1,0,,,,,19,0,19,0,766.4180259000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrer,3.6213,766.4027683000004,766.4032268999999,766.4033041999992,766.4180259000004,770.0507981999999,770.0353658999993,770.0389474999993,770.0507981999999,770.0507981999999,770.0507981999999,770.0507981999999,772.0511019999994,772.0511019999994,772.0511019999994,772.0511019999994,772.0356195999993,2,1.0594786999990902,0.2542916000002151,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
20,0,20,,,,,,space,1.7032913000002736,None,None,3,1.3206262000003335,0.3367283999996289,None,0,0,0,0,,,,,1,0,1,0,,,,,20,0,20,0,772.0511019999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karton,2.1386,772.0361281000005,772.0367088000003,772.0368139999991,772.0511019999994,774.2008174999992,774.1852460999999,774.1893428999992,774.2008174999992,774.2008174999992,774.2008174999992,774.2008174999992,776.2010105000008,776.2010105000008,776.2010105000008,776.2010105000008,776.1852816999999,3,1.3206262000003335,0.3367283999996289,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
21,0,21,,,,,,space,1.7032913000002736,None,None,2,1.400787799999307,0.22565190000022994,None,0,0,0,0,,,,,1,0,1,0,,,,,21,0,21,0,776.2010105000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtstag,3.5038,776.1858219000005,776.1863613999994,776.1864679000009,776.2010105000008,779.7171754999999,779.7017653000003,779.7061082,779.7171754999999,779.7171754999999,779.7171754999999,779.7171754999999,781.7171761000009,781.7171761000009,781.7171761000009,781.7171761000009,781.7016418999992,2,1.400787799999307,0.22565190000022994,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
22,0,22,,,,,,space,1.7032913000002736,None,None,3,1.8066318999990472,None,None,0,0,0,0,,,,,1,0,1,0,,,,,22,0,22,0,781.7171761000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Service,3.1687,781.7021456999992,781.7028133000003,781.7029232999994,781.7171761000009,784.9000716999999,784.8849379000003,784.8883886000003,784.9000716999999,784.9000716999999,784.9000716999999,784.9000716999999,786.9000737000006,786.9000737000006,786.9000737000006,786.9000737000006,786.8847334999991,3,1.8066318999990472,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
23,0,23,,,,,,space,1.7032913000002736,None,None,2,0.9743947999995726,0.2862877000006847,None,0,0,0,0,,,,,1,0,1,0,,,,,23,0,23,0,786.9000737000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio,2.1217,786.8852482999991,786.8859162000008,786.8860222999992,786.9000737000006,789.0333518999996,789.0181747999995,789.0219331999997,789.0333518999996,789.0333518999996,789.0333518999996,789.0333518999996,791.0335078999997,791.0335078999997,791.0335078999997,791.0335078999997,791.0176647999997,2,0.9743947999995726,0.2862877000006847,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
24,0,24,,,,,,space,1.7032913000002736,None,None,3,1.5023087000008672,None,None,0,0,0,0,,,,,1,0,1,0,,,,,24,0,24,0,791.0335078999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürste,2.1274,791.0181656999994,791.0187289000005,791.0188311000002,791.0335078999997,793.1664285999996,793.1509210999993,793.1557749000003,793.1664285999996,793.1664285999996,793.1664285999996,793.1664285999996,795.1664273000006,795.1664273000006,795.1664273000006,795.1664273000006,795.1508778000007,3,1.5023087000008672,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
25,0,25,,,,,,space,1.7032913000002736,None,None,2,1.623721599999044,0.2619243000008282,None,0,0,0,0,,,,,1,0,1,0,,,,,25,0,25,0,795.1664273000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwalt,2.5782,795.1513883000007,795.1519396999993,795.1520512999996,795.1664273000006,797.7496226999992,797.7338412999998,797.7381335000009,797.7496226999992,797.7496226999992,797.7496226999992,797.7496226999992,799.7492657000003,799.7492657000003,799.7492657000003,799.7492657000003,799.7340258999993,2,1.623721599999044,0.2619243000008282,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
26,0,26,,,,,,space,1.7032913000002736,None,None,2,1.6264687000002596,0.26326440000048024,None,0,0,0,0,,,,,1,0,1,0,,,,,26,0,26,0,799.7492657000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,2.3672,799.7345303000002,799.7350358999993,799.7351378000003,799.7492657000003,802.1156031999999,802.1000722999997,802.1035147999992,802.1156031999999,802.1156031999999,802.1156031999999,802.1156031999999,804.1158185000004,804.1158185000004,804.1158185000004,804.1158185000004,804.1003698000004,2,1.6264687000002596,0.26326440000048024,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
27,0,27,,,,,,space,1.7032913000002736,None,None,3,1.6589144999998098,0.2170522999986133,None,0,0,0,0,,,,,1,0,1,0,,,,,27,0,27,0,804.1158185000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebel,5.0441,804.1008813999997,804.1013949000007,804.1014992,804.1158185000004,809.1654546999998,809.1499034000008,809.1537327000005,809.1654546999998,809.1654546999998,809.1654546999998,809.1654546999998,811.1654581000003,811.1654581000003,811.1654581000003,811.1654581000003,811.1501024999998,3,1.6589144999998098,0.2170522999986133,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
28,0,28,,,,,,space,1.7032913000002736,None,None,2,0.9283613999996305,0.23319009999977425,None,0,0,0,0,,,,,1,0,1,0,,,,,28,0,28,0,811.1654581000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwester,2.6963,811.1506093000007,811.1511198000007,811.1512211999998,811.1654581000003,813.8651962000004,813.8495020999999,813.8529197999997,813.8651962000004,813.8651962000004,813.8651962000004,813.8651962000004,815.8652392000004,815.8652392000004,815.8652392000004,815.8652392000004,815.8497136000005,2,0.9283613999996305,0.23319009999977425,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
29,0,29,,,,,,space,1.7032913000002736,None,None,2,1.457453399998485,0.24806549999993877,None,0,0,0,0,,,,,1,0,1,0,,,,,29,0,29,0,815.8652392000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kartoffel,2.4676,815.8502379000001,815.8507468999996,815.8508509000003,815.8652392000004,818.3480306000001,818.3325748000007,818.3363704999992,818.3480306000001,818.3480306000001,818.3480306000001,818.3480306000001,820.3483964999996,820.3483964999996,820.3483964999996,820.3483964999996,820.3325710000008,2,1.457453399998485,0.24806549999993877,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
30,0,30,,,,,,space,1.7032913000002736,None,None,2,1.3234434000005422,0.27037510000081966,None,0,0,0,0,,,,,1,0,1,0,,,,,30,0,30,0,820.3483964999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachen,4.4384,820.3329993999996,820.3335339999994,820.3336192000006,820.3483964999996,824.7976906999993,824.7821003000008,824.7856898000009,824.7976906999993,824.7976906999993,824.7976906999993,824.7976906999993,826.7980306999998,826.7980306999998,826.7980306999998,826.7980306999998,826.7824633,2,1.3234434000005422,0.27037510000081966,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
31,0,31,,,,,,space,1.7032913000002736,None,None,2,1.3288461000011011,0.27184159999887925,None,0,0,0,0,,,,,1,0,1,0,,,,,31,0,31,0,826.7980306999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arm,4.7442,826.7829701999999,826.7834767999993,826.7835794999992,826.7980306999998,831.5474575000007,831.5317811999994,831.5367232999997,831.5474575000007,831.5474575000007,831.5474575000007,831.5474575000007,833.5474938000007,833.5474938000007,833.5474938000007,833.5474938000007,833.5319662000002,2,1.3288461000011011,0.27184159999887925,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
32,0,32,,,,,,space,1.7032913000002736,None,None,3,1.032062300000689,0.7806382999988273,None,0,0,0,0,,,,,1,0,1,0,,,,,32,0,32,0,833.5474938000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumpf,3.0044,833.5324705999992,833.5330300999995,833.5331313999995,833.5474938000007,836.5638429999999,836.5482680999994,836.5520099999994,836.5638429999999,836.5638429999999,836.5638429999999,836.5638429999999,838.5639276000002,838.5639276000002,838.5639276000002,838.5639276000002,838.5483296000002,3,1.032062300000689,0.7806382999988273,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
