thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
18,0,18,,,,,,space,3.461448300000484,None,None,3,0.9491717999990215,0.26625249999779044,None,0,0,0,0,,,,,1,0,1,0,,,,,18,0,18,0,736.2335084999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foto,2.3284,736.2186071999968,736.2191079999975,736.219216999998,736.2335084999977,738.5666343999983,738.5507636999973,738.5544109999973,738.5666343999983,738.5666343999983,738.5666343999983,738.5666343999983,740.5666240999999,740.5666240999999,740.5666240999999,740.5666240999999,740.550921099999,3,0.9491717999990215,0.26625249999779044,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
19,0,19,,,,,,space,3.461448300000484,None,None,3,1.0319168000023637,0.36792399999831105,None,0,0,0,0,,,,,1,0,1,0,,,,,19,0,19,0,740.5666240999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liebe,3.9624,740.5514349999976,740.551946399999,740.5520535999967,740.5666240999999,744.5332080999979,744.5173136999983,744.521452099998,744.5332080999979,744.5332080999979,744.5332080999979,744.5332080999979,746.5330205999999,746.5330205999999,746.5330205999999,746.5330205999999,746.5174229999975,3,1.0319168000023637,0.36792399999831105,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
20,0,20,,,,,,space,3.461448300000484,None,None,3,0.8239899999971385,0.30681230000118376,None,0,0,0,0,,,,,1,0,1,0,,,,,20,0,20,0,746.5330205999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkarte,2.2375,746.5179271999987,746.5184429999972,746.5185454999992,746.5330205999999,748.7827880999976,748.7672504999973,748.7710628999994,748.7827880999976,748.7827880999976,748.7827880999976,748.7827880999976,750.7828057999977,750.7828057999977,750.7828057999977,750.7828057999977,750.7672692999986,3,0.8239899999971385,0.30681230000118376,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
21,0,21,,,,,,space,3.461448300000484,None,None,3,1.0653157000015199,0.3166203000000678,None,0,0,0,0,,,,,1,0,1,0,,,,,21,0,21,0,750.7828057999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,3.2625,750.7677767999994,750.7682935999983,750.7684032999969,750.7828057999977,754.049014199998,754.0336931999991,754.0378867,754.049014199998,754.049014199998,754.049014199998,754.049014199998,756.0492121999996,756.0492121999996,756.0492121999996,756.0492121999996,756.0336362999988,3,1.0653157000015199,0.3166203000000678,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
22,0,22,,,,,,space,3.461448300000484,None,None,3,1.2141393000019889,0.3203142999991542,None,0,0,0,0,,,,,1,0,1,0,,,,,22,0,22,0,756.0492121999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,4.1765,756.0341413999995,756.0347823999982,756.0348907999978,756.0492121999996,760.232157399998,760.2165543999981,760.2209685999987,760.232157399998,760.232157399998,760.232157399998,760.232157399998,762.2320430999971,762.2320430999971,762.2320430999971,762.2320430999971,762.216534799998,3,1.2141393000019889,0.3203142999991542,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
23,0,23,,,,,,space,3.461448300000484,None,None,3,1.2821958999993512,0.25917219999973895,None,0,0,0,0,,,,,1,0,1,0,,,,,23,0,23,0,762.2320430999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto,2.7938,762.217044699999,762.2175666999974,762.2176723999983,762.2320430999971,765.0316772999977,765.0162797999983,765.0199620999992,765.0316772999977,765.0316772999977,765.0316772999977,765.0316772999977,767.0321656999986,767.0321656999986,767.0321656999986,767.0321656999986,767.0162462999979,3,1.2821958999993512,0.25917219999973895,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
24,0,24,,,,,,space,3.461448300000484,None,None,2,1.212705099998857,0.31365179999920656,None,0,0,0,0,,,,,1,0,1,0,,,,,24,0,24,0,767.0321656999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blut,3.6463,767.0167545999975,767.0172715999979,767.0173752999981,767.0321656999986,770.6816308999987,770.6661365,770.6696927999983,770.6816308999987,770.6816308999987,770.6816308999987,770.6816308999987,772.6814152999978,772.6814152999978,772.6814152999978,772.6814152999978,772.6659131999986,2,1.212705099998857,0.31365179999920656,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
25,0,25,,,,,,space,3.461448300000484,None,None,3,1.0859706999981427,0.36610099999961676,None,0,0,0,0,,,,,1,0,1,0,,,,,25,0,25,0,772.6814152999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weiß,2.769,772.6664251999973,772.6669347999996,772.6670411999985,772.6814152999978,775.4648890999997,775.4490783999972,775.455114299999,775.4648890999997,775.4648890999997,775.4648890999997,775.4648890999997,777.4645948999969,777.4645948999969,777.4645948999969,777.4645948999969,777.4490243,3,1.0859706999981427,0.36610099999961676,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
26,0,26,,,,,,space,3.461448300000484,None,None,3,1.2899394000014581,0.32350600000063423,None,0,0,0,0,,,,,1,0,1,0,,,,,26,0,26,0,777.4645948999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,2.5886,777.4495280999981,777.4501750999989,777.4502795999979,777.4645948999969,780.0646209999977,780.048743299998,780.0528195999977,780.0646209999977,780.0646209999977,780.0646209999977,780.0646209999977,782.0643799999998,782.0643799999998,782.0643799999998,782.0643799999998,782.0488751999983,3,1.2899394000014581,0.32350600000063423,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
27,0,27,,,,,,space,3.461448300000484,None,None,3,0.7010207999992417,0.4141453999982332,None,0,0,0,0,,,,,1,0,1,0,,,,,27,0,27,0,782.0643799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applaus,2.9534,782.0493788999993,782.0499219999983,782.0500302999972,782.0643799999998,785.0306985999996,785.0152381999978,785.0195512999999,785.0306985999996,785.0306985999996,785.0306985999996,785.0306985999996,787.0308646999983,787.0308646999983,787.0308646999983,787.0308646999983,787.015207299999,3,0.7010207999992417,0.4141453999982332,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
28,0,28,,,,,,space,3.461448300000484,None,None,2,1.8730797000025632,None,None,0,0,0,0,,,,,1,0,1,0,,,,,28,0,28,0,787.0308646999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasche,3.1651,787.015709299998,787.016231499998,787.0163367999994,787.0308646999983,790.1973608999979,790.1816191999969,790.1859084999996,790.1973608999979,790.1973608999979,790.1973608999979,790.1973608999979,792.1970722999977,792.1970722999977,792.1970722999977,792.1970722999977,792.1814990999992,2,1.8730797000025632,None,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
29,0,29,,,,,,space,3.461448300000484,None,None,2,0.797425500000827,None,None,0,0,0,0,,,,,1,0,1,0,,,,,29,0,29,0,792.1970722999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,2.6954,792.1820070999966,792.1825555999967,792.182665999997,792.1970722999977,794.8966162999968,794.8808436999971,794.8847828999969,794.8966162999968,794.8966162999968,794.8966162999968,794.8966162999968,796.8970238999973,796.8970238999973,796.8970238999973,796.8970238999973,796.8814310999987,2,0.797425500000827,None,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
30,0,30,,,,,,space,3.461448300000484,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,30,0,30,0,796.8970238999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhänger,2.2365,796.8819153999975,796.8824695999974,796.8825767999988,796.8970238999973,799.146455099999,799.1310369999992,799.1348329999964,799.146455099999,799.146455099999,799.146455099999,799.146455099999,801.1465795999975,801.1465795999975,801.1465795999975,801.1465795999975,801.131205499998,None,,,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
31,0,31,,,,,,space,3.461448300000484,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,31,0,31,0,801.1465795999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozean,4.1554,801.1316847999988,801.1322424999998,801.1323464999987,801.1465795999975,805.3128777999991,805.2973052999987,805.3040449,805.3128777999991,805.3128777999991,805.3128777999991,805.3128777999991,807.313113799999,807.313113799999,807.313113799999,807.313113799999,807.2974102999979,None,,,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
32,0,32,,,,,,space,3.461448300000484,None,None,2,0.7106122000004689,0.3407050999994681,None,0,0,0,0,,,,,1,0,1,0,,,,,32,0,32,0,807.313113799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freund,2.7505,807.2978850999971,807.2984828999979,807.2985874999977,807.313113799999,810.0627393999966,810.0469897999974,810.0504486999998,810.0627393999966,810.0627393999966,810.0627393999966,810.0627393999966,812.0631611999997,812.0631611999997,812.0631611999997,812.0631611999997,812.0472706,2,0.7106122000004689,0.3407050999994681,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
33,0,33,,,,,,space,3.461448300000484,None,None,3,0.9771010000004026,0.29080380000232253,None,0,0,0,0,,,,,1,0,1,0,,,,,33,0,33,0,812.0631611999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.0575,812.0477847999973,812.0483173999964,812.0484227999987,812.0631611999997,814.1290446999992,814.1135794999973,814.1171214999995,814.1290446999992,814.1290446999992,814.1290446999992,814.1290446999992,816.1291233999982,816.1291233999982,816.1291233999982,816.1291233999982,816.1138625999993,3,0.9771010000004026,0.29080380000232253,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
34,0,34,,,,,,space,3.461448300000484,None,None,3,0.7502182000025641,0.2702982999981032,None,0,0,0,0,,,,,1,0,1,0,,,,,34,0,34,0,816.1291233999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammer,2.2605,816.1143604999997,816.1149467999967,816.1150549999984,816.1291233999982,818.395536,818.3798650999997,818.3831292999967,818.395536,818.395536,818.395536,818.395536,820.3955641999964,820.3955641999964,820.3955641999964,820.3955641999964,820.3799617999975,3,0.7502182000025641,0.2702982999981032,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
35,0,35,,,,,,space,3.461448300000484,None,None,3,0.9437341999982891,0.3119540000006964,None,0,0,0,0,,,,,1,0,1,0,,,,,35,0,35,0,820.3955641999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanz,2.5335,820.3804659999987,820.3811197999967,820.3812264999979,820.3955641999964,822.928588499999,822.9128240999999,822.9161621999992,822.928588499999,822.928588499999,822.928588499999,822.928588499999,824.9286252999991,824.9286252999991,824.9286252999991,824.9286252999991,824.9129781999982,3,0.9437341999982891,0.3119540000006964,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
36,0,36,,,,,,space,3.461448300000484,None,None,3,1.0085092000008444,0.28724359999978333,None,0,0,0,0,,,,,1,0,1,0,,,,,36,0,36,0,824.9286252999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zigarette,2.1269,824.9134921999976,824.9140741999981,824.9141786,824.9286252999991,827.0616352999969,827.0461968999989,827.0510690999981,827.0616352999969,827.0616352999969,827.0616352999969,827.0616352999969,829.0617797999985,829.0617797999985,829.0617797999985,829.0617797999985,829.0460889999995,3,1.0085092000008444,0.28724359999978333,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
37,0,37,,,,,,space,3.461448300000484,None,None,2,0.7202543999992486,0.25973510000039823,None,0,0,0,0,,,,,1,0,1,0,,,,,37,0,37,0,829.0617797999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alligator,2.6784,829.0465962999988,829.0471128999998,829.0472162999977,829.0617797999985,831.7446234999989,831.729136599999,831.7338508999965,831.7446234999989,831.7446234999989,831.7446234999989,831.7446234999989,833.7447613999975,833.7447613999975,833.7447613999975,833.7447613999975,833.7293473999998,2,0.7202543999992486,0.25973510000039823,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
38,0,38,,,,,,space,3.461448300000484,None,None,2,1.0210077000010642,0.2397261999976763,None,0,0,0,0,,,,,1,0,1,0,,,,,38,0,38,0,833.7447613999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwalt,2.4566,833.7298521999983,833.7303648999987,833.730470399998,833.7447613999975,836.2110786999983,836.1958524999973,836.1999812999966,836.2110786999983,836.2110786999983,836.2110786999983,836.2110786999983,838.211084999999,838.211084999999,838.211084999999,838.211084999999,838.1956640999997,2,1.0210077000010642,0.2397261999976763,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
39,0,39,,,,,,space,3.461448300000484,None,None,3,0.8392095999988669,0.3240161000030639,None,0,0,0,0,,,,,1,0,1,0,,,,,39,0,39,0,838.211084999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwung,4.8304,838.1961728999995,838.1966814999978,838.1967855999974,838.211084999999,843.0443482999981,843.028539699997,843.0326564999996,843.0443482999981,843.0443482999981,843.0443482999981,843.0443482999981,845.044192399997,845.044192399997,845.044192399997,845.044192399997,845.0285435999976,3,0.8392095999988669,0.3240161000030639,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
40,0,40,,,,,,space,3.461448300000484,None,None,3,1.6129729999993287,None,None,0,0,0,0,,,,,1,0,1,0,,,,,40,0,40,0,845.044192399997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tradition,2.7186,845.0290566999975,845.0295739999965,845.0296893999985,845.044192399997,847.7773014999984,847.7611260999984,847.7648462999969,847.7773014999984,847.7773014999984,847.7773014999984,847.7773014999984,,,,,849.7614151999987,3,1.6129729999993287,None,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
41,0,41,,,,,,space,3.461448300000484,None,None,2,0.9282309000009263,0.2868495999973675,None,0,0,0,0,,,,,1,0,1,0,,,,,41,0,41,0,849.7773115999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,4.24,849.7619146999969,849.7627005999966,849.7628162999972,849.7773115999989,854.0270355999965,854.011281199997,854.014603399999,854.0270355999965,854.0270355999965,854.0270355999965,854.0270355999965,856.0269060999999,856.0269060999999,856.0269060999999,856.0269060999999,856.0113263999992,2,0.9282309000009263,0.2868495999973675,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
42,0,42,,,,,,space,3.461448300000484,None,None,3,0.8813938999992388,0.30816009999762173,None,0,0,0,0,,,,,1,0,1,0,,,,,42,0,42,0,856.0269060999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus,4.3947,856.0118441999984,856.0123552999976,856.0124634999993,856.0269060999999,860.426673599999,860.4109777999984,860.4145249999965,860.426673599999,860.426673599999,860.426673599999,860.426673599999,862.4266771999974,862.4266771999974,862.4266771999974,862.4266771999974,862.4113696999993,3,0.8813938999992388,0.30816009999762173,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
43,0,43,,,,,,space,3.461448300000484,None,None,2,0.8565397999991546,0.35409810000055586,None,0,0,0,0,,,,,1,0,1,0,,,,,43,0,43,0,862.4266771999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebe,2.771,862.4118794999995,862.4123923999978,862.4125015999998,862.4266771999974,865.2095171999972,865.1937330000001,865.196770999999,865.2095171999972,865.2095171999972,865.2095171999972,865.2095171999972,867.2094909999978,867.2094909999978,867.2094909999978,867.2094909999978,867.1939822999993,2,0.8565397999991546,0.35409810000055586,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
44,0,44,,,,,,space,3.461448300000484,None,None,3,0.7638990999985253,0.4288900999999896,None,0,0,0,0,,,,,1,0,1,0,,,,,44,0,44,0,867.2094909999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleskop,3.2642,867.1944848999992,867.1950450999975,867.1951517999987,867.2094909999978,870.4758042999965,870.4601815999995,870.4649119999995,870.4758042999965,870.4758042999965,870.4758042999965,870.4758042999965,872.4762025999989,872.4762025999989,872.4762025999989,872.4762025999989,872.4605285999969,3,0.7638990999985253,0.4288900999999896,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
45,0,45,,,,,,space,3.461448300000484,None,None,None,,,None,0,0,0,0,,,,,1,0,1,0,,,,,45,0,45,0,872.4762025999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skizze,3.3712,872.4609721999987,872.4614575999985,872.4615523999964,872.4762025999989,875.8587463999975,875.8431574999995,875.8466955999975,875.8587463999975,875.8587463999975,875.8587463999975,875.8587463999975,877.858836899999,877.858836899999,877.858836899999,877.858836899999,877.8435744999988,None,,,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
46,0,46,,,,,,space,3.461448300000484,None,None,3,0.8264248999985284,0.2891376000006858,None,0,0,0,0,,,,,1,0,1,0,,,,,46,0,46,0,877.858836899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemd,3.9147,877.8440584999989,877.8447455999994,877.8448511999995,877.858836899999,881.7755507999973,881.759725699998,881.7634898999968,881.7755507999973,881.7755507999973,881.7755507999973,881.7755507999973,883.7754028999989,883.7754028999989,883.7754028999989,883.7754028999989,883.7597229999992,3,0.8264248999985284,0.2891376000006858,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
47,0,47,,,,,,space,3.461448300000484,None,None,3,1.3027531000007002,0.5306629000006069,None,0,0,0,0,,,,,1,0,1,0,,,,,47,0,47,0,883.7754028999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,2.0214,883.7602279999992,883.7608262999966,883.7609327999999,883.7754028999989,885.8085200999994,885.7927782999977,885.7973507999995,885.8085200999994,885.8085200999994,885.8085200999994,885.8085200999994,887.8084348999982,887.8084348999982,887.8084348999982,887.8084348999982,887.7928622999971,3,1.3027531000007002,0.5306629000006069,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
48,0,48,,,,,,space,3.461448300000484,None,None,3,0.7578878000022087,0.3021891999997024,None,0,0,0,0,,,,,1,0,1,0,,,,,48,0,48,0,887.8084348999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,2.2966,887.7933800999999,887.7938955999998,887.7940065999974,887.8084348999982,890.1080976999983,890.0924563999979,890.0959495999996,890.1080976999983,890.1080976999983,890.1080976999983,890.1080976999983,892.1081603999992,892.1081603999992,892.1081603999992,892.1081603999992,892.0926196,3,0.7578878000022087,0.3021891999997024,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
49,0,49,,,,,,space,3.461448300000484,None,None,3,1.0490668999991613,0.31601530000261846,None,0,0,0,0,,,,,1,0,1,0,,,,,49,0,49,0,892.1081603999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gipfel,2.7308,892.0931321999997,892.0936425999971,892.0937530999981,892.1081603999992,894.8415754999987,894.825742099998,894.8295357999996,894.8415754999987,894.8415754999987,894.8415754999987,894.8415754999987,896.8412241999977,896.8412241999977,896.8412241999977,896.8412241999977,896.8256555999978,3,1.0490668999991613,0.31601530000261846,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
50,0,50,,,,,,space,3.461448300000484,None,None,2,1.6521382000028098,0.21744639999815263,None,0,0,0,0,,,,,1,0,1,0,,,,,50,0,50,0,896.8412241999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinne,3.832,896.826158099997,896.8266710999997,896.8267792999977,896.8412241999977,900.674296899997,900.6588602999982,900.6628934999972,900.674296899997,900.674296899997,900.674296899997,900.674296899997,902.6742110999985,902.6742110999985,902.6742110999985,902.6742110999985,902.6585425999983,2,1.6521382000028098,0.21744639999815263,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
51,0,51,,,,,,space,3.461448300000484,None,None,2,0.8087644999977783,0.2579083999989962,None,0,0,0,0,,,,,1,0,1,0,,,,,51,0,51,0,902.6742110999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.2697,902.6590554999966,902.6595788999985,902.6596856999968,902.6742110999985,904.9574442999983,904.941718799997,904.9463212999981,904.9574442999983,904.9574442999983,904.9574442999983,904.9574442999983,906.9573612999993,906.9573612999993,906.9573612999993,906.9573612999993,906.941688699997,2,0.8087644999977783,0.2579083999989962,None,,,,,,,,,,,,,,,,,,,,2405,1,2025-06-18_19h52.42.236,sm,2024.2.4,59.96584345508702,2025-06-18 19h52.52.563907 +0200,
