thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035550000011426164,0.008384300001125666,0.008384300001125666,17.096954099999493,space,17.071314099999654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.097078500000862,17.10621639999954,17.10621639999954,89.73655450000115,space,72.6118787000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.73667240000032,89.75184810000064,89.75184810000064,96.93606910000017,2,7.1791467999992165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9361871000001,96.95101600000089,96.95101600000089,106.73571120000088,2,9.780105699999694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
0,0,0,Vulkan,Asche,Lava,Ausbruch,2.8761,space,3.631702900000164,None,None,3,1.237871699999232,0.1858700000011595,None,0,0,0,0,0,79,79,63,0,0,0,0,0,79,79,16,0,0,0,0,174.7799025000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.73653000000013,106.73732019999989,106.80889899999966,106.8091516000004,106.81356430000051,106.8138369999997,106.84338879999996,106.84359120000045,106.85020819999954,106.85505060000105,106.85505060000105,110.50197470000057,space,3.631702900000164,None,110.50212889999966,110.51698080000097,110.51698080000097,162.74872450000112,None,162.75818430000072,162.76655829999982,162.7640268666676,163.97513509999953,172.7635203666671,173.76468130000103,174.76368860000002,Wohnung,2.8761,174.7652274000011,174.76591569999982,174.7694346999997,174.7799025000004,177.6628068000009,177.64728819999982,177.65125290000105,177.6628068000009,177.6628068000009,177.6628068000009,177.6628068000009,179.6630537000001,179.6630537000001,179.6630537000001,179.6630537000001,179.64740239999992,3,1.237871699999232,0.1858700000011595,None,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
1,0,1,,,,,,space,3.631702900000164,None,None,3,1.001224400000865,0.1695304999993823,None,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,179.6630537000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue,3.9007,179.647921400001,179.648459,179.64856959999997,179.6630537000001,183.56290460000127,183.5470151999998,183.55120110000098,183.56290460000127,183.56290460000127,183.56290460000127,183.56290460000127,185.5628813000003,185.5628813000003,185.5628813000003,185.5628813000003,185.54694779999954,3,1.001224400000865,0.1695304999993823,None,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
2,0,2,,,,,,space,3.631702900000164,None,None,3,0.7517795000003389,0.16278349999993225,None,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,185.5628813000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loch,2.1236,185.54745259999981,185.54806129999997,185.54817300000104,185.5628813000003,187.69564460000038,187.6801026000012,187.6843824000007,187.69564460000038,187.69564460000038,187.69564460000038,187.69564460000038,189.6957970000003,189.6957970000003,189.6957970000003,189.6957970000003,189.68020030000116,3,0.7517795000003389,0.16278349999993225,None,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
3,0,3,,,,,,space,3.631702900000164,None,None,3,0.6245916000007128,0.18529399999897578,None,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,189.6957970000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popcorn,2.886,189.68071080000118,189.68122910000056,189.6813363000001,189.6957970000003,192.59598820000065,192.58007540000108,192.5866285000011,192.59598820000065,192.59598820000065,192.59598820000065,192.59598820000065,194.59550780000063,194.59550780000063,194.59550780000063,194.59550780000063,194.57978379999986,3,0.6245916000007128,0.18529399999897578,None,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
4,0,4,,,,,,space,3.631702900000164,None,None,2,0.9244080999997095,0.18553140000040003,None,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,194.59550780000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klempner,4.9038,194.5802936,194.58081160000074,194.58092140000008,194.59550780000063,199.51157129999956,199.49624620000031,199.5019177000013,199.51157129999956,199.51157129999956,199.51157129999956,199.51157129999956,201.5117265000008,201.5117265000008,201.5117265000008,201.5117265000008,201.49616240000069,2,0.9244080999997095,0.18553140000040003,None,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
5,0,5,,,,,,space,3.631702900000164,None,None,3,0.9058456000002479,0.16264640000008512,None,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,201.5117265000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,2.0135,201.49663560000045,201.4971390999999,201.49724220000098,201.5117265000008,203.52857360000053,203.5123593999997,203.51533860000018,203.52857360000053,203.52857360000053,203.52857360000053,203.52857360000053,205.52839740000127,205.52839740000127,205.52839740000127,205.52839740000127,205.51273469999978,3,0.9058456000002479,0.16264640000008512,None,,,,,,,,,,,,,,,,,,,,,,8424,1,2025-06-30_16h33.05.816,sm,2024.2.4,59.97080621155811,2025-06-30 16h37.47.643902 +0200,
