thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003155700000206707,0.017211400001542643,3.001792300001398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.001868600000307,3.018316200003028,3.018316200003028,81.38553680000041,space,78.3589436000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3856442000033,81.39547340000354,81.39547340000354,88.44605740000043,3,7.04182800000126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.44615570000315,88.46170760000314,88.46170760000314,96.527992000003,3,8.060527399997227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
0,0,0,Nase,Atem,Gesicht,Riechen,3.2059,space,3.599092299999029,None,None,None,None,,,0,0,0,0,0,79,79,22,0,0,0,0,0,79,79,69,0,0,0,0,158.52452780000021,,,,,,,,,,,,,,,,,,,,,,,,,,96.52837090000321,96.52864020000197,96.60161790000348,96.6017952000002,96.60786640000151,96.60807550000027,96.6321588000028,96.63231270000324,96.63879600000291,96.64188390000345,96.64188390000345,100.24612130000241,space,3.599092299999029,None,100.24618190000183,100.26225950000298,100.26225950000298,146.5103882000003,None,146.5178237,146.5256644000001,146.52599506666982,147.7341383000021,156.5252991666678,157.5250827000018,158.52452780000021,158.50844580000194,Hülse,3.2059,158.50898570000209,158.50918130000355,158.51053440000032,158.52452780000021,161.74124660000234,161.72496690000116,161.72794120000253,161.74124660000234,161.74124660000234,161.74124660000234,161.74124660000234,163.72579940000287,None,None,,,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
1,0,1,,,,,,space,3.599092299999029,None,None,3,None,1.2349771000008332,0.18159379999997327,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,163.74222210000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,2.3362,163.72626990000208,163.72679790000257,163.72690200000216,163.74222210000153,166.09072170000218,166.0745695000005,166.0764259000025,166.09072170000218,166.09072170000218,166.09072170000218,166.09072170000218,168.07517690000168,3,None,1.2349771000008332,0.18159379999997327,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
2,0,2,,,,,,space,3.599092299999029,None,None,3,None,1.1120760000012524,0.20045109999773558,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,168.09164750000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,3.0127,168.07563530000334,168.07612060000247,168.0762235000002,168.09164750000127,171.10737930000323,171.0912958000008,171.0968795000008,171.10737930000323,171.10737930000323,171.10737930000323,171.10737930000323,173.09108480000214,3,None,1.1120760000012524,0.20045109999773558,173.1079748000011,173.1079748000011,173.1079748000011,173.1079748000011,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
3,0,3,,,,,,space,3.599092299999029,None,None,3,None,0.9187684000025911,0.18652509999810718,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,173.1079748000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,2.6446,173.09131460000208,173.0916625000027,173.09171210000204,173.1079748000011,175.7576289000026,175.74141050000253,175.74406400000225,175.7576289000026,175.7576289000026,175.7576289000026,175.7576289000026,177.74092790000213,3,None,0.9187684000025911,0.18652509999810718,177.7575039000003,177.7575039000003,177.7575039000003,177.7575039000003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
4,0,4,,,,,,space,3.599092299999029,None,None,3,None,0.8050242999997863,0.16161280000233091,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,177.7575039000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamant,4.3424,177.7411131000008,177.74133220000294,177.74136870000075,177.7575039000003,182.10676370000147,182.0901823000022,182.09183380000104,182.10676370000147,182.10676370000147,182.10676370000147,182.10676370000147,184.09044300000096,3,None,0.8050242999997863,0.16161280000233091,184.10714680000092,184.10714680000092,184.10714680000092,184.10714680000092,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
5,0,5,,,,,,space,3.599092299999029,None,None,2,None,1.038371399998141,0.220336700000189,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,184.10714680000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,2.4137,184.0907748000027,184.0910642000017,184.09113210000214,184.10714680000092,186.52304360000198,186.50785930000347,186.5093377000012,186.52304360000198,186.52304360000198,186.52304360000198,186.52304360000198,188.50675200000114,2,None,1.038371399998141,0.220336700000189,188.52374130000317,188.52374130000317,188.52374130000317,188.52374130000317,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
6,0,6,,,,,,space,3.599092299999029,None,None,3,None,0.582451399997808,0.16454980000344221,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,188.52374130000317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamera,2.0031,188.50693760000286,188.50724700000137,188.5072891000018,188.52374130000317,190.53938930000004,190.52306070000122,190.5256885000017,190.53938930000004,190.53938930000004,190.53938930000004,190.53938930000004,192.52441020000333,3,None,0.582451399997808,0.16454980000344221,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
7,0,7,,,,,,space,3.599092299999029,None,None,2,None,1.1986970999969344,0.19533050000245566,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,192.5402903000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Präsident,5.3463,192.52483680000296,192.52538130000175,192.5254737000032,192.5402903000031,197.8896889000025,197.87373170000137,197.87798620000103,197.8896889000025,197.8896889000025,197.8896889000025,197.8896889000025,199.8735977000033,2,None,1.1986970999969344,0.19533050000245566,199.88944060000358,199.88944060000358,199.88944060000358,199.88944060000358,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
8,0,8,,,,,,space,3.599092299999029,None,None,2,None,0.9554816999989271,0.3319475999996939,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,199.88944060000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister,2.1831,199.87398740000208,199.87433140000212,199.87441410000247,199.88944060000358,202.07257160000154,202.05565220000062,202.05861310000182,202.07257160000154,202.07257160000154,202.07257160000154,202.07257160000154,204.0560682000032,2,None,0.9554816999989271,0.3319475999996939,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
9,0,9,,,,,,space,3.599092299999029,None,None,3,None,0.8724775000009686,0.14950250000038068,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,204.07221570000183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität,2.1961,204.05640010000207,204.05691920000027,204.05698290000146,204.07221570000183,206.27248170000166,206.2573031000029,206.2623190000013,206.27248170000166,206.27248170000166,206.27248170000166,206.27248170000166,208.25553890000083,3,None,0.8724775000009686,0.14950250000038068,208.27239610000106,208.27239610000106,208.27239610000106,208.27239610000106,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
10,0,10,,,,,,space,3.599092299999029,None,None,3,None,1.099889400000393,0.19147050000174204,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,208.27239610000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asche,2.6097,208.2557220000017,208.25588100000095,208.25591820000045,208.27239610000106,210.8881379000013,210.8723342000012,210.87379970000256,210.8881379000013,210.8881379000013,210.8881379000013,210.8881379000013,212.87236680000206,3,None,1.099889400000393,0.19147050000174204,212.88859770000272,212.88859770000272,212.88859770000272,212.88859770000272,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
11,0,11,,,,,,space,3.599092299999029,None,None,2,None,1.0490863999984867,0.1864850000019942,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,212.88859770000272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesellschaft,2.1413,212.872653800001,212.87287840000135,212.87294200000179,212.88859770000272,215.038902100001,215.02331890000278,215.02806020000207,215.038902100001,215.038902100001,215.038902100001,215.038902100001,217.02301450000232,2,None,1.0490863999984867,0.1864850000019942,217.03837080000085,217.03837080000085,217.03837080000085,217.03837080000085,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
12,0,12,,,,,,space,3.599092299999029,None,None,3,None,0.8260496000002604,0.20053159999952186,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,217.03837080000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnpasta,3.189,217.02348610000263,217.02381690000038,217.02391870000065,217.03837080000085,220.23763330000293,220.2225483000002,220.2265952000016,220.23763330000293,220.23763330000293,220.23763330000293,220.23763330000293,222.22227930000008,3,None,0.8260496000002604,0.20053159999952186,222.23814310000307,222.23814310000307,222.23814310000307,222.23814310000307,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
13,0,13,,,,,,space,3.599092299999029,None,None,3,None,1.1815410999988671,0.2083773000013025,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,222.23814310000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,2.4521,222.22268500000064,222.22325660000206,222.2233843000031,222.23814310000307,224.70518850000008,224.6895852000016,224.69361290000234,224.70518850000008,224.70518850000008,224.70518850000008,224.70518850000008,226.68855110000004,3,None,1.1815410999988671,0.2083773000013025,226.70467110000027,226.70467110000027,226.70467110000027,226.70467110000027,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
14,0,14,,,,,,space,3.599092299999029,None,None,3,None,0.9568204999995942,0.1875644000028842,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,226.70467110000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Film,3.1264,226.68879880000168,226.68909880000137,226.68915130000096,226.70467110000027,229.836935000003,229.8209730000017,229.82328840000264,229.836935000003,229.836935000003,229.836935000003,229.836935000003,231.82137630000216,3,None,0.9568204999995942,0.1875644000028842,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
15,0,15,,,,,,space,3.599092299999029,None,None,3,None,0.8276256999997713,0.18447160000141594,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,231.8368666000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trinken,2.021,231.82199200000105,231.82236660000126,231.8224678000006,231.8368666000024,233.87066120000236,233.8547282000036,233.85858250000092,233.87066120000236,233.87066120000236,233.87066120000236,233.87066120000236,235.85501580000346,3,None,0.8276256999997713,0.18447160000141594,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
16,0,16,,,,,,space,3.599092299999029,None,None,3,None,0.7312213999975938,0.21955940000043483,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,235.87077160000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule,2.3599,235.85554510000293,235.85609850000037,235.85619990000123,235.87077160000263,238.23684590000266,238.22094760000255,238.22258630000215,238.23684590000266,238.23684590000266,238.23684590000266,238.23684590000266,240.2200165000031,3,None,0.7312213999975938,0.21955940000043483,240.23741910000172,240.23741910000172,240.23741910000172,240.23741910000172,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
17,0,17,,,,,,space,3.599092299999029,None,None,3,None,0.737701999998535,0.21545160000096075,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,240.23741910000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonie,3.039,240.22024720000263,240.22044080000342,240.22048280000308,240.23741910000172,243.28688990000228,243.27086970000164,243.2732595000016,243.28688990000228,243.28688990000228,243.28688990000228,243.28688990000228,245.26998840000306,3,None,0.737701999998535,0.21545160000096075,245.28634640000018,245.28634640000018,245.28634640000018,245.28634640000018,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
18,0,18,,,,,,space,3.599092299999029,None,None,3,None,0.7521155000031285,0.19743670000025304,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,245.28634640000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tradition,2.9109,245.27018090000274,245.2703861000009,245.27043170000252,245.28634640000018,248.20331870000155,248.18733770000108,248.1904444000029,248.20331870000155,248.20331870000155,248.20331870000155,248.20331870000155,250.18696230000205,3,None,0.7521155000031285,0.19743670000025304,250.2028981000003,250.2028981000003,250.2028981000003,250.2028981000003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
19,0,19,,,,,,space,3.599092299999029,None,None,3,None,0.9648063000022375,0.22517189999780385,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,250.2028981000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gegenwart,3.9589,250.18715720000182,250.18751930000144,250.1875609000017,250.2028981000003,254.17021900000327,254.15336170000228,254.15637290000086,254.17021900000327,254.17021900000327,254.17021900000327,254.17021900000327,256.1539150000026,3,None,0.9648063000022375,0.22517189999780385,256.1693139000017,256.1693139000017,256.1693139000017,256.1693139000017,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
20,0,20,,,,,,space,3.599092299999029,None,None,2,None,0.8060621000004176,0.3032415999987279,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,256.1693139000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,5.1698,256.15411850000237,256.15446670000165,256.1545463000002,256.1693139000017,261.3521271000027,261.33598220000204,261.33733380000194,261.3521271000027,261.3521271000027,261.3521271000027,261.3521271000027,263.3362625000009,2,None,0.8060621000004176,0.3032415999987279,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
21,0,21,,,,,,space,3.599092299999029,None,None,3,None,0.8991433000010147,0.20751499999823864,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,263.3524251000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablett,4.3942,263.33669270000246,263.3371954000031,263.33730330000253,263.3524251000017,267.7516850000029,267.7354437000031,267.73699430000124,267.7516850000029,267.7516850000029,267.7516850000029,267.7516850000029,269.7356426000006,3,None,0.8991433000010147,0.20751499999823864,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
22,0,22,,,,,,space,3.599092299999029,None,None,3,None,1.028588100001798,0.21953299999950104,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,269.7520826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raum,2.2385,269.73609280000164,269.7364891000034,269.7365892000016,269.7520826,272.0015258000021,271.9850296000004,271.98636610000176,272.0015258000021,272.0015258000021,272.0015258000021,272.0015258000021,273.98536370000147,3,None,1.028588100001798,0.21953299999950104,274.0014031000028,274.0014031000028,274.0014031000028,274.0014031000028,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
23,0,23,,,,,,space,3.599092299999029,None,None,3,None,0.744045699997514,0.19143350000013015,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,274.0014031000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knie,4.5524,273.98555930000293,273.98573540000143,273.9857770000017,274.0014031000028,278.5680699000004,278.55240510000294,278.55525040000066,278.5680699000004,278.5680699000004,278.5680699000004,278.5680699000004,280.55222050000157,3,None,0.744045699997514,0.19143350000013015,280.56832970000323,280.56832970000323,280.56832970000323,280.56832970000323,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
24,0,24,,,,,,space,3.599092299999029,None,None,3,None,0.9885933000005025,0.21544709999943734,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,280.56832970000323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeit,3.6297,280.5525196000017,280.55280920000223,280.55287370000224,280.56832970000323,284.201019600001,284.18497330000173,284.1878151000019,284.201019600001,284.201019600001,284.201019600001,284.201019600001,286.184204600002,3,None,0.9885933000005025,0.21544709999943734,286.201092700001,286.201092700001,286.201092700001,286.201092700001,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
25,0,25,,,,,,space,3.599092299999029,None,None,2,None,0.9341206999997667,0.22406190000037896,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,286.201092700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vampir,2.9832,286.1844145000032,286.1846977000023,286.1847430000016,286.201092700001,289.18453210000007,289.16877900000327,289.1728406000002,289.18453210000007,289.18453210000007,289.18453210000007,289.18453210000007,291.1684399000005,2,None,0.9341206999997667,0.22406190000037896,291.18481600000086,291.18481600000086,291.18481600000086,291.18481600000086,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
26,0,26,,,,,,space,3.599092299999029,None,None,3,None,0.7195663999991666,0.20549279999977443,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,291.18481600000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnürsenkel,2.9036,291.1689213000027,291.1693974000009,291.16949320000276,291.18481600000086,294.09995530000015,294.08381160000135,294.0855584000019,294.09995530000015,294.09995530000015,294.09995530000015,294.09995530000015,296.0843509000006,3,None,0.7195663999991666,0.20549279999977443,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
27,0,27,,,,,,space,3.599092299999029,None,None,3,None,0.9928798000000825,0.1824890999996569,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,296.1008320000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fakt,5.3655,296.0848089000028,296.08522670000093,296.0853291000021,296.1008320000001,301.46650750000117,301.4504401000013,301.45177330000297,301.46650750000117,301.46650750000117,301.46650750000117,301.46650750000117,303.4507228000002,3,None,0.9928798000000825,0.1824890999996569,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
28,0,28,,,,,,space,3.599092299999029,None,None,3,None,0.865915500002302,0.24535659999673953,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,303.46672540000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostern,2.7584,303.4510994000011,303.4515781000009,303.4516638000023,303.46672540000145,306.2331168000019,306.2180983000035,306.22541280000223,306.2331168000019,306.2331168000019,306.2331168000019,306.2331168000019,308.21648650000134,3,None,0.865915500002302,0.24535659999673953,308.2328073000026,308.2328073000026,308.2328073000026,308.2328073000026,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
29,0,29,,,,,,space,3.599092299999029,None,None,3,None,1.0141448999966087,0.23936529999991762,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,308.2328073000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,2.0842,308.2168448000011,308.2171119000013,308.217169800002,308.2328073000026,310.3163046000009,310.300705200003,310.3044081000007,310.3163046000009,310.3163046000009,310.3163046000009,310.3163046000009,312.3005933000022,3,None,1.0141448999966087,0.23936529999991762,312.3164682000024,312.3164682000024,312.3164682000024,312.3164682000024,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
30,0,30,,,,,,space,3.599092299999029,None,None,3,None,1.0193283000007796,0.22139140000217594,0,0,0,0,,,,,0,0,0,0,,,,,30,0,30,0,312.3164682000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,3.6615,312.3010624000017,312.3015441000025,312.30163940000057,312.3164682000024,315.98290540000016,315.9675401000022,315.971137200002,315.98290540000016,315.98290540000016,315.98290540000016,315.98290540000016,317.96682740000324,3,None,1.0193283000007796,0.22139140000217594,317.9828296000014,317.9828296000014,317.9828296000014,317.9828296000014,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
