thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
38,0,38,,,,,,space,2.01770949999991,None,None,2,None,1.4026228000002448,0.17145779999918886,1,0,1,0,,,,,2,0,2,0,,,,,38,0,38,0,3170.2699507000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kellner,2.8863,3170.254251100003,3170.2547840000007,3170.2548872000007,3170.2699507000034,3173.1695597000034,3173.153817100003,3173.1576614000005,3173.1695597000034,3173.1695597000034,3173.1695597000034,3173.1695597000034,3175.1525274000014,2,None,1.4026228000002448,0.17145779999918886,3175.168703000003,3175.168703000003,3175.168703000003,3175.168703000003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
39,0,39,,,,,,space,2.01770949999991,None,None,2,None,0.7905977000009443,0.2302745999986655,1,0,1,0,,,,,2,0,2,0,,,,,39,0,39,0,3175.168703000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vampir,2.3229,3175.1527116000034,3175.152886600001,3175.1529262000004,3175.168703000003,3177.5027991000024,3177.4871211000027,3177.4906672000034,3177.5027991000024,3177.5027991000024,3177.5027991000024,3177.5027991000024,3179.485735800001,2,None,0.7905977000009443,0.2302745999986655,3179.5021380000035,3179.5021380000035,3179.5021380000035,3179.5021380000035,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
40,0,40,,,,,,space,2.01770949999991,None,None,3,None,0.8071119000014733,0.1845627999973658,1,0,1,0,,,,,2,0,2,0,,,,,40,0,40,0,3179.5021380000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,2.3599,3179.485926900001,3179.4861531000024,3179.486195100002,3179.5021380000035,3181.868519300002,3181.8521463000034,3181.8543353000023,3181.868519300002,3181.868519300002,3181.868519300002,3181.868519300002,3183.8523228000013,3,None,0.8071119000014733,0.1845627999973658,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
41,0,41,,,,,,space,2.01770949999991,None,None,3,None,0.9739713999988453,0.17853889999969397,1,0,1,0,,,,,2,0,2,0,,,,,41,0,41,0,3183.869746200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platz,2.3861,3183.852678700001,3183.8532410000007,3183.8533580000003,3183.869746200002,3186.2684050000025,3186.2525140000034,3186.2559640000036,3186.2684050000025,3186.2684050000025,3186.2684050000025,3186.2684050000025,3188.2529999000035,3,None,0.9739713999988453,0.17853889999969397,3188.268772800002,3188.268772800002,3188.268772800002,3188.268772800002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
42,0,42,,,,,,space,2.01770949999991,None,None,3,None,0.6822696000017459,0.20651659999930416,1,0,1,0,,,,,2,0,2,0,,,,,42,0,42,0,3188.268772800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.2639,3188.2534651000024,3188.2539031000015,3188.254002200003,3188.268772800002,3190.5354398000018,3190.519031900003,3190.5222445000036,3190.5354398000018,3190.5354398000018,3190.5354398000018,3190.5354398000018,3192.5192932000027,3,None,0.6822696000017459,0.20651659999930416,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
43,0,43,,,,,,space,2.01770949999991,None,None,3,None,0.6078956999990623,0.15958859999955166,1,0,1,0,,,,,2,0,2,0,,,,,43,0,43,0,3192.5354106000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feier,2.3916,3192.5197270000026,3192.520242300001,3192.5203402000006,3192.5354106000013,3194.9352528000018,3194.918112700001,3194.9196518000026,3194.9352528000018,3194.9352528000018,3194.9352528000018,3194.9352528000018,3196.9352493000006,3,None,0.6078956999990623,0.15958859999955166,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
44,0,44,,,,,,space,2.01770949999991,None,None,3,None,0.6594562999998743,0.17061610000018845,1,0,1,0,,,,,2,0,2,0,,,,,44,0,44,0,3196.9517055000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,2.1949,3196.9357012,3196.9361239000027,3196.9362258,3196.9517055000033,3199.1512943000016,3199.1353277000017,3199.139853800003,3199.1512943000016,3199.1512943000016,3199.1512943000016,3199.1512943000016,3201.1359069000027,3,None,0.6594562999998743,0.17061610000018845,3201.150988600002,3201.150988600002,3201.150988600002,3201.150988600002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
45,0,45,,,,,,space,2.01770949999991,None,None,3,None,0.5626311999985774,0.14660509999885107,1,0,1,0,,,,,2,0,2,0,,,,,45,0,45,0,3201.150988600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst,2.9109,3201.136354100003,3201.136712200001,3201.136817900002,3201.150988600002,3204.068338600002,3204.0511391,3204.052613300002,3204.068338600002,3204.068338600002,3204.068338600002,3204.068338600002,3206.0512571000036,3,None,0.5626311999985774,0.14660509999885107,3206.0669417000026,3206.0669417000026,3206.0669417000026,3206.0669417000026,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
46,0,46,,,,,,space,2.01770949999991,None,None,3,None,0.6278765000024578,0.20746599999984028,1,0,1,0,,,,,2,0,2,0,,,,,46,0,46,0,3206.0669417000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,2.0031,3206.051443200002,3206.051774000003,3206.0518121000023,3206.0669417000026,3208.084076700001,3208.0673026000004,3208.068874700002,3208.084076700001,3208.084076700001,3208.084076700001,3208.084076700001,3210.0679019000017,3,None,0.6278765000024578,0.20746599999984028,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
47,0,47,,,,,,space,2.01770949999991,None,None,3,None,0.6922615000003134,0.14062899999771616,1,0,1,0,,,,,2,0,2,0,,,,,47,0,47,0,3210.0841653000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamant,2.0946,3210.0683621000026,3210.068926600001,3210.069029800001,3210.0841653000025,3212.183269000001,3212.1674187000026,3212.1689033000002,3212.183269000001,3212.183269000001,3212.183269000001,3212.183269000001,3214.1668328000014,3,None,0.6922615000003134,0.14062899999771616,3214.1832662000015,3214.1832662000015,3214.1832662000015,3214.1832662000015,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
48,0,48,,,,,,space,2.01770949999991,None,None,3,None,0.8738453999976628,0.17548180000085267,1,0,1,0,,,,,2,0,2,0,,,,,48,0,48,0,3214.1832662000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atem,2.5377,3214.1670151000035,3214.1671743000006,3214.1672106000005,3214.1832662000015,3216.7330981000014,3216.717002700003,3216.7192551000007,3216.7330981000014,3216.7330981000014,3216.7330981000014,3216.7330981000014,3218.7174417000024,3,None,0.8738453999976628,0.17548180000085267,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
49,0,49,,,,,,space,2.01770949999991,None,None,3,None,0.997685400001501,0.1664904999997816,1,0,1,0,,,,,2,0,2,0,,,,,49,0,49,0,3218.733818500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decke,5.3655,3218.7177233,3218.718141100002,3218.7182603,3218.733818500001,3224.100138400001,3224.0840809,3224.087728100003,3224.100138400001,3224.100138400001,3224.100138400001,3224.100138400001,3226.0844687000026,3,None,0.997685400001501,0.1664904999997816,3226.0997991000004,3226.0997991000004,3226.0997991000004,3226.0997991000004,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
50,0,50,,,,,,space,2.01770949999991,None,None,3,None,0.572339500002272,0.17560429999866756,1,0,1,0,,,,,2,0,2,0,,,,,50,0,50,0,3226.0997991000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,3.189,3226.0849325000017,3226.085396900002,3226.0854978000025,3226.0997991000004,3229.2994425000034,3229.283423300003,3229.2854331000017,3229.2994425000034,3229.2994425000034,3229.2994425000034,3229.2994425000034,3231.282984700003,3,None,0.572339500002272,0.17560429999866756,3231.2987084000015,3231.2987084000015,3231.2987084000015,3231.2987084000015,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
51,0,51,,,,,,space,2.01770949999991,None,None,3,None,0.6958111000021745,0.16052219999983208,1,0,1,0,,,,,2,0,2,0,,,,,51,0,51,0,3231.2987084000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,2.3006,3231.283182000003,3231.2833849000017,3231.2834253,3231.2987084000015,3233.6002187000013,3233.583273,3233.585122800003,3233.6002187000013,3233.6002187000013,3233.6002187000013,3233.6002187000013,3235.5989109,3,None,0.6958111000021745,0.16052219999983208,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
52,0,52,,,,,,space,2.01770949999991,None,None,3,None,0.6154013999985182,0.17456600000150502,1,0,1,0,,,,,2,0,2,0,,,,,52,0,52,0,3235.616200700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.7378,3235.599113100001,3235.5993591000006,3235.599409900002,3235.616200700002,3238.365279100002,3238.3495784000006,3238.354041800001,3238.365279100002,3238.365279100002,3238.365279100002,3238.365279100002,3240.3498136000017,3,None,0.6154013999985182,0.17456600000150502,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
53,0,53,,,,,,space,2.01770949999991,None,None,2,None,1.2121060000026773,0.17552619999696617,1,0,1,0,,,,,2,0,2,0,,,,,53,0,53,0,3240.3665081000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,3.6438,3240.350277200003,3240.350805600003,3240.350907,3240.3665081000036,3244.0156653000013,3244.0005556000033,3244.004079800001,3244.0156653000013,3244.0156653000013,3244.0156653000013,3244.0156653000013,3245.998614,2,None,1.2121060000026773,0.17552619999696617,3246.015154200002,3246.015154200002,3246.015154200002,3246.015154200002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
54,0,54,,,,,,space,2.01770949999991,None,None,3,None,0.7536971000008634,0.15662840000004508,1,0,1,0,,,,,2,0,2,0,,,,,54,0,54,0,3246.015154200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wahrheit,2.9443,3245.9989669000024,3245.9992033000017,3245.999259400003,3246.015154200002,3248.965527100001,3248.949423600003,3248.9532043000036,3248.965527100001,3248.965527100001,3248.965527100001,3248.965527100001,3250.9494435000015,3,None,0.7536971000008634,0.15662840000004508,3250.9652983000015,3250.9652983000015,3250.9652983000015,3250.9652983000015,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
55,0,55,,,,,,space,2.01770949999991,None,None,3,None,0.6822045000008075,0.17272370000137016,1,0,1,0,,,,,2,0,2,0,,,,,55,0,55,0,3250.9652983000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flasche,4.4767,3250.949912600001,3250.950357200003,3250.950454500002,3250.9652983000015,3255.44801,3255.4318700000003,3255.434537600002,3255.44801,3255.44801,3255.44801,3255.44801,3257.432117600001,3,None,0.6822045000008075,0.17272370000137016,3257.448159000003,3257.448159000003,3257.448159000003,3257.448159000003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
56,0,56,,,,,,space,2.01770949999991,None,None,3,None,0.7106640999991214,0.19446120000066003,1,0,1,0,,,,,2,0,2,0,,,,,56,0,56,0,3257.448159000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kappe,2.5982,3257.432473300003,3257.432872700003,3257.4329497000035,3257.448159000003,3260.0474077000035,3260.0309237,3260.0335135000023,3260.0474077000035,3260.0474077000035,3260.0474077000035,3260.0474077000035,3262.0306807000015,3,None,0.7106640999991214,0.19446120000066003,3262.047107800001,3262.047107800001,3262.047107800001,3262.047107800001,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
57,0,57,,,,,,space,2.01770949999991,None,None,3,None,0.6707874000021548,0.19652789999963716,1,0,1,0,,,,,2,0,2,0,,,,,57,0,57,0,3262.047107800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,2.021,3262.030869500002,3262.0310357000017,3262.0310714000007,3262.047107800001,3264.0812539000035,3264.0641547000014,3264.067329700003,3264.0812539000035,3264.0812539000035,3264.0812539000035,3264.0812539000035,3266.0643910000035,3,None,0.6707874000021548,0.19652789999963716,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
58,0,58,,,,,,space,2.01770949999991,None,None,2,None,0.8423450000009325,0.24227650000102585,1,0,1,0,,,,,2,0,2,0,,,,,58,0,58,0,3266.0808714000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baum,2.5169,3266.0648406,3266.065381700002,3266.065484900002,3266.0808714000013,3268.597180200002,3268.5807292000027,3268.5829410000006,3268.597180200002,3268.597180200002,3268.597180200002,3268.597180200002,3270.5803919000027,2,None,0.8423450000009325,0.24227650000102585,3270.5967173000026,3270.5967173000026,3270.5967173000026,3270.5967173000026,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
59,0,59,,,,,,space,2.01770949999991,None,None,3,None,0.7263664999991306,0.17546439999932772,1,0,1,0,,,,,2,0,2,0,,,,,59,0,59,0,3270.5967173000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,4.4429,3270.5805763000026,3270.580771500001,3270.580816400001,3270.5967173000026,3275.0465675000014,3275.0300403,3275.0314803,3275.0465675000014,3275.0465675000014,3275.0465675000014,3275.0465675000014,3277.0308117000022,3,None,0.7263664999991306,0.17546439999932772,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
60,0,60,,,,,,space,2.01770949999991,None,None,3,None,0.6674743000003218,0.1804290999971272,1,0,1,0,,,,,2,0,2,0,,,,,60,0,60,0,3277.047242200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,2.6312,3277.031244400001,3277.0317063,3277.0317970000033,3277.047242200002,3279.6800896000022,3279.6639718000006,3279.6663313000026,3279.6800896000022,3279.6800896000022,3279.6800896000022,3279.6800896000022,3281.663722100002,3,None,0.6674743000003218,0.1804290999971272,3281.680037000002,3281.680037000002,3281.680037000002,3281.680037000002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
61,0,61,,,,,,space,2.01770949999991,None,None,3,None,0.6574956000004022,0.21449820000270847,1,0,1,0,,,,,2,0,2,0,,,,,61,0,61,0,3281.680037000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flut,2.4521,3281.6641222000035,3281.6644258000015,3281.664507700003,3281.680037000002,3284.1462458000024,3284.1293491000033,3284.1306903000004,3284.1462458000024,3284.1462458000024,3284.1462458000024,3284.1462458000024,3286.1294412000025,3,None,0.6574956000004022,0.21449820000270847,3286.1455840000017,3286.1455840000017,3286.1455840000017,3286.1455840000017,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
62,0,62,,,,,,space,2.01770949999991,None,None,3,None,0.906442599996808,0.22453719999975874,1,0,1,0,,,,,2,0,2,0,,,,,62,0,62,0,3286.1455840000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauber,2.0589,3286.1296360000015,3286.1298491000016,3286.1298914000035,3286.1455840000017,3288.212634300002,3288.1967257000033,3288.200518200003,3288.212634300002,3288.212634300002,3288.212634300002,3288.212634300002,3290.1973733000013,3,None,0.906442599996808,0.22453719999975874,3290.213170500003,3290.213170500003,3290.213170500003,3290.213170500003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
63,0,63,,,,,,space,2.01770949999991,None,None,3,None,0.774833800001943,0.1994864999978745,1,0,1,0,,,,,2,0,2,0,,,,,63,0,63,0,3290.213170500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,2.9036,3290.1978823000027,3290.198333600001,3290.1984666000026,3290.213170500003,3293.1293117000023,3293.113629300002,3293.116299700003,3293.1293117000023,3293.1293117000023,3293.1293117000023,3293.1293117000023,3295.1128820000013,3,None,0.774833800001943,0.1994864999978745,3295.128730200002,3295.128730200002,3295.128730200002,3295.128730200002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
64,0,64,,,,,,space,2.01770949999991,None,None,3,None,0.8124434000019392,0.1745267000005697,1,0,1,0,,,,,2,0,2,0,,,,,64,0,64,0,3295.128730200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papier,2.1697,3295.113291700003,3295.113656900001,3295.113745900002,3295.128730200002,3297.3116370000025,3297.2956182000016,3297.297058700002,3297.3116370000025,3297.3116370000025,3297.3116370000025,3297.3116370000025,3299.2953062000015,3,None,0.8124434000019392,0.1745267000005697,3299.3120542000033,3299.3120542000033,3299.3120542000033,3299.3120542000033,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
65,0,65,,,,,,space,2.01770949999991,None,None,3,None,0.6850372000008065,0.15458579999904032,1,0,1,0,,,,,2,0,2,0,,,,,65,0,65,0,3299.3120542000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,3.4445,3299.295522700002,3299.295764600003,3299.2958088000014,3299.3120542000033,3302.7617727000033,3302.7457213000016,3302.7478803000013,3302.7617727000033,3302.7617727000033,3302.7617727000033,3302.7617727000033,3304.745987100003,3,None,0.6850372000008065,0.15458579999904032,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
66,0,66,,,,,,space,2.01770949999991,None,None,3,None,1.0427880000024743,0.16749869999694056,1,0,1,0,,,,,2,0,2,0,,,,,66,0,66,0,3304.7619363000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brise,2.0052,3304.7466337000005,3304.7471592,3304.7472609000033,3304.7619363000013,3306.7789123000002,3306.763084500002,3306.7665761000026,3306.7789123000002,3306.7789123000002,3306.7789123000002,3306.7789123000002,3308.7618919000015,3,None,1.0427880000024743,0.16749869999694056,3308.7778416,3308.7778416,3308.7778416,3308.7778416,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
67,0,67,,,,,,space,2.01770949999991,None,None,3,None,0.8103062999980466,0.20150510000166832,1,0,1,0,,,,,2,0,2,0,,,,,67,0,67,0,3308.7778416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule,3.6297,3308.762197600001,3308.7624442000015,3308.7625103000028,3308.7778416,3312.4113364000004,3312.3947552000027,3312.3963232000024,3312.4113364000004,3312.4113364000004,3312.4113364000004,3312.4113364000004,3314.395269200002,3,None,0.8103062999980466,0.20150510000166832,3314.412028900002,3314.412028900002,3314.412028900002,3314.412028900002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
68,0,68,,,,,,space,2.01770949999991,None,None,2,None,0.8771720000004279,0.2124164999986533,1,0,1,0,,,,,2,0,2,0,,,,,68,0,68,0,3314.412028900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,4.7208,3314.395624200002,3314.3960626000007,3314.396136800002,3314.412028900002,3319.144732500001,3319.1286822,3319.1310428000033,3319.144732500001,3319.144732500001,3319.144732500001,3319.144732500001,3321.1280382000004,2,None,0.8771720000004279,0.2124164999986533,3321.1444606000005,3321.1444606000005,3321.1444606000005,3321.1444606000005,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
69,0,69,,,,,,space,2.01770949999991,None,None,3,None,0.8662785000014992,0.16456200000175158,1,0,1,0,,,,,2,0,2,0,,,,,69,0,69,0,3321.1444606000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,2.0934,3321.128463600002,3321.1288053000026,3321.1288932000025,3321.1444606000005,3323.243824100002,3323.2278945000035,3323.2307526000004,3323.243824100002,3323.243824100002,3323.243824100002,3323.243824100002,3325.2280885,3,None,0.8662785000014992,0.16456200000175158,3325.2441880000006,3325.2441880000006,3325.2441880000006,3325.2441880000006,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
70,0,70,,,,,,space,2.01770949999991,None,None,2,None,1.0086456999997608,0.6244148000005225,1,0,1,0,,,,,2,0,2,0,,,,,70,0,70,0,3325.2441880000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hase,2.9061,3325.2284628000016,3325.2288993,3325.228974700003,3325.2441880000006,3328.159988200001,3328.1439274000004,3328.1452035,3328.159988200001,3328.159988200001,3328.159988200001,3328.159988200001,3330.1440920000023,2,None,1.0086456999997608,0.6244148000005225,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
