this_button,correct_button,thisN,thisTrialN,thisRepN,button_practice_key.keys,button_practice_key.rt,button_practice_key.duration,button_practice_loop.thisRepN,button_practice_loop.thisTrialN,button_practice_loop.thisN,button_practice_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,hand_intro.started,hand_image.started,hand_intro_key.started,hand_intro_text.started,hand_intro.stopped,hand_intro_key.keys,hand_intro_key.rt,hand_intro_key.duration,button_practice.started,instruction.started,button_text.started,button_practice_key.started,button_practice.stopped,button_practice_loop.button_practice_key.keys,button_practice_loop.button_practice_key.rt,button_practice_loop.button_practice_key.duration,select_video.started,select_video_text.started,select_video_keys.started,select_video.stopped,select_video_keys.keys,select_video_keys.rt,select_video_keys.duration,play_video.started,video_text.started,end_video.started,movie.started,video_text.stopped,play_video.stopped,end_video.keys,end_video.rt,end_video.duration,end.started,end_text.started,key_resp_2.started,end.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,PID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.004646299999876646,0.02748169999995298,0.02748169999995298,9.108055299999933,space,8.9827429999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
,,,,,,,,,,,,,,,,,,,,,9.108176599999979,9.11980410000001,9.11980410000001,9.11980410000001,15.712101600000096,2,6.584757200000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
3,4,0,0,0,4,1.9351687999999285,None,0,0,0,2,15.737819899999977,,,,,,,,,,,,,,,,,15.73067489999994,15.737819899999977,15.737819899999977,15.737819899999977,17.678859399999965,4,1.9351687999999285,None,,,,,,,,,,,,,,,,,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
1,2,1,1,0,2,1.5102974000001268,None,0,1,1,0,17.69188949999989,,,,,,,,,,,,,,,,,17.682347499999878,17.69188949999989,17.69188949999989,17.69188949999989,19.212337499999876,2,1.5102974000001268,None,,,,,,,,,,,,,,,,,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
4,5,2,2,0,5,1.3414545999999063,None,0,2,2,3,19.226977600000055,,,,,,,,,,,,,,,,,19.21576600000003,19.226977600000055,19.226977600000055,19.226977600000055,20.57744529999991,5,1.3414545999999063,None,,,,,,,,,,,,,,,,,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
2,3,3,3,0,3,1.1512905000001865,None,0,3,3,1,20.591540399999985,,,,,,,,,,,,,,,,,20.579370400000016,20.591540399999985,20.591540399999985,20.591540399999985,21.761829099999886,3,1.1512905000001865,None,,,,,,,,,,,,,,,,,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.762077699999963,21.77701030000003,21.77701030000003,29.378468500000054,3,7.595455399999992,None,,,,,,,,,,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.64651189999995,29.652581499999997,29.652581499999997,34.43114620000006,34.6593620000001,611.5608990000001,space,581.9008509999999,None,,,,,,,,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.6879959999999,611.6993998,611.6993998,629.2939977000001,space,17.581512400000065,None,Guess_3415,2025-05-07_18h06.43.880,part0,2024.2.4,59.99815205695133,2025-05-07 18h07.09.997937 +0200,
