thisRow.t,notes,welcome.started,welcome_text.started,start_experiment_key.started,PID,Birthyear,Gender,Handedness,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,0.003511800000069343,0.015438999999787484,0.015438999999787484,,,,,,,,,,,
