thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
22,0,22,,,,,,space,2.612292499999967,None,None,2,0.9188856000000669,0.19945280000047205,None,0,0,0,0,,,,,3,0,3,0,,,,,22,0,22,0,1622.9271354000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,5.1698,1622.9112347999999,1622.9116463999999,1622.9116979,1622.9271354000002,1628.1099335,1628.0935858000003,1628.0961727000004,1628.1099335,1628.1099335,1628.1099335,1628.1099335,1630.0942611,2,0.9188856000000669,0.19945280000047205,None,1630.110178,1630.110178,1630.110178,1630.110178,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
23,0,23,,,,,,space,2.612292499999967,None,None,3,1.3477483000006032,0.27031739999983984,None,0,0,0,0,,,,,3,0,3,0,,,,,23,0,23,0,1630.110178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,2.1949,1630.0947207999998,1630.0950637000005,1630.0951558000006,1630.110178,1632.3097195,1632.2941759000005,1632.2980386999998,1632.3097195,1632.3097195,1632.3097195,1632.3097195,1634.2944381000007,3,1.3477483000006032,0.27031739999983984,None,1634.3095596000003,1634.3095596000003,1634.3095596000003,1634.3095596000003,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
24,0,24,,,,,,space,2.612292499999967,None,None,2,1.1264086999999563,0.5204542000001311,None,0,0,0,0,,,,,3,0,3,0,,,,,24,0,24,0,1634.3095596000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reise,3.0127,1634.2949075000006,1634.2952757000003,1634.2953686,1634.3095596000003,1637.3262592,1637.3099216,1637.3121695999998,1637.3262592,1637.3262592,1637.3262592,1637.3262592,1639.3103052000006,2,1.1264086999999563,0.5204542000001311,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
25,0,25,,,,,,space,2.612292499999967,None,None,3,1.2770178999999189,0.26234699999986333,None,0,0,0,0,,,,,3,0,3,0,,,,,25,0,25,0,1639.3268597000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weltraum,2.5169,1639.3107655000003,1639.3111962000003,1639.3113178000003,1639.3268597000006,1641.8600367,1641.8427587000006,1641.8451136000003,1641.8600367,1641.8600367,1641.8600367,1641.8600367,1643.8429151999999,3,1.2770178999999189,0.26234699999986333,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
26,0,26,,,,,,space,2.612292499999967,None,None,2,0.8237875000004351,0.20005959999980405,None,0,0,0,0,,,,,3,0,3,0,,,,,26,0,26,0,1643.8594719000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,2.1413,1643.8432700000003,1643.8438477,1643.8439239999998,1643.8594719000002,1646.0095680000004,1645.9939353999998,1645.997539,1646.0095680000004,1646.0095680000004,1646.0095680000004,1646.0095680000004,1647.9937184,2,0.8237875000004351,0.20005959999980405,None,1648.009709,1648.009709,1648.009709,1648.009709,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
27,0,27,,,,,,space,2.612292499999967,None,None,3,1.430713000000651,0.26727889999983745,None,0,0,0,0,,,,,3,0,3,0,,,,,27,0,27,0,1648.009709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturm,4.5524,1647.9941173000007,1647.994557,1647.9946385000003,1648.009709,1652.5760311000004,1652.5590226000004,1652.5604902000005,1652.5760311000004,1652.5760311000004,1652.5760311000004,1652.5760311000004,1654.5596403999998,3,1.430713000000651,0.26727889999983745,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
28,0,28,,,,,,space,2.612292499999967,None,None,3,1.2283754000000044,0.30118340000080934,None,0,0,0,0,,,,,3,0,3,0,,,,,28,0,28,0,1654.5756484000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,2.021,1654.5600617999999,1654.5606048999998,1654.5606935000005,1654.5756484000003,1656.6093258,1656.5932636000007,1656.5977324000005,1656.6093258,1656.6093258,1656.6093258,1656.6093258,1658.5928625000006,3,1.2283754000000044,0.30118340000080934,None,1658.6092078000001,1658.6092078000001,1658.6092078000001,1658.6092078000001,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
29,0,29,,,,,,space,2.612292499999967,None,None,3,1.0215267999992648,0.2285093999998935,None,0,0,0,0,,,,,3,0,3,0,,,,,29,0,29,0,1658.6092078000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datei,3.0547,1658.5933928000004,1658.59386,1658.5939549000004,1658.6092078000001,1661.6751844,1661.6592371000006,1661.6607949,1661.6751844,1661.6751844,1661.6751844,1661.6751844,1663.6593221000003,3,1.0215267999992648,0.2285093999998935,None,1663.6744894000003,1663.6744894000003,1663.6744894000003,1663.6744894000003,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
30,0,30,,,,,,space,2.612292499999967,None,None,3,1.4309324999994715,0.25425280000035855,None,0,0,0,0,,,,,3,0,3,0,,,,,30,0,30,0,1663.6744894000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasen,2.83,1663.6597594000004,1663.6602098000003,1663.6603045000002,1663.6744894000003,1666.5079147000006,1666.4923714000006,1666.4956487,1666.5079147000006,1666.5079147000006,1666.5079147000006,1666.5079147000006,1668.4923061,3,1.4309324999994715,0.25425280000035855,None,1668.5085161000006,1668.5085161000006,1668.5085161000006,1668.5085161000006,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
31,0,31,,,,,,space,2.612292499999967,None,None,2,1.5566862999994555,0.20246469999983674,None,0,0,0,0,,,,,3,0,3,0,,,,,31,0,31,0,1668.5085161000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krieg,2.1697,1668.4930609000003,1668.4936052000003,1668.4937164000003,1668.5085161000006,1670.6914635000003,1670.6762892000006,1670.6806051000003,1670.6914635000003,1670.6914635000003,1670.6914635000003,1670.6914635000003,1672.6757644999998,2,1.5566862999994555,0.20246469999983674,None,1672.6914843000004,1672.6914843000004,1672.6914843000004,1672.6914843000004,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
32,0,32,,,,,,space,2.612292499999967,None,None,3,0.784187600000223,0.3269884999999704,None,0,0,0,0,,,,,3,0,3,0,,,,,32,0,32,0,1672.6914843000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebel,3.6005,1672.6762083000003,1672.6767005000002,1672.6768013,1672.6914843000004,1676.2912298,1676.2755854000006,1676.2791881000003,1676.2912298,1676.2912298,1676.2912298,1676.2912298,1678.2754097000006,3,0.784187600000223,0.3269884999999704,None,1678.2916922000004,1678.2916922000004,1678.2916922000004,1678.2916922000004,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
33,0,33,,,,,,space,2.612292499999967,None,None,2,1.6678546000002825,None,None,0,0,0,0,,,,,3,0,3,0,,,,,33,0,33,0,1678.2916922000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mund,2.0934,1678.2758543999998,1678.2762303,1678.2763208000006,1678.2916922000004,1680.3903202000001,1680.3750870000003,1680.3784457000002,1680.3903202000001,1680.3903202000001,1680.3903202000001,1680.3903202000001,1682.3742115000005,2,1.6678546000002825,None,None,1682.3895507000007,1682.3895507000007,1682.3895507000007,1682.3895507000007,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
34,0,34,,,,,,space,2.612292499999967,None,None,2,1.6822468999998819,0.24523150000004534,None,0,0,0,0,,,,,3,0,3,0,,,,,34,0,34,0,1682.3895507000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wärme,2.5519,1682.3744158999998,1682.3746521000003,1682.3746996,1682.3895507000007,1684.940622,1684.9254079000002,1684.9290563000004,1684.940622,1684.940622,1684.940622,1684.940622,1686.9244978000006,2,1.6822468999998819,0.24523150000004534,None,1686.9407812999998,1686.9407812999998,1686.9407812999998,1686.9407812999998,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
35,0,35,,,,,,space,2.612292499999967,None,None,3,1.222694500000216,0.23140650000004825,None,0,0,0,0,,,,,3,0,3,0,,,,,35,0,35,0,1686.9407812999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,4.7208,1686.9247882999998,1686.9251555,1686.9252125000003,1686.9407812999998,1691.6733324000006,1691.6572754,1691.6604926999998,1691.6733324000006,1691.6733324000006,1691.6733324000006,1691.6733324000006,1693.6574313,3,1.222694500000216,0.23140650000004825,None,1693.6732529,1693.6732529,1693.6732529,1693.6732529,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
36,0,36,,,,,,space,2.612292499999967,None,None,2,1.5837517999998454,0.2384436000002097,None,0,0,0,0,,,,,3,0,3,0,,,,,36,0,36,0,1693.6732529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gespräch,4.3756,1693.657757,1693.6581354999998,1693.6582004000002,1693.6732529,1698.0562562000005,1698.0398909000005,1698.0428472000003,1698.0562562000005,1698.0562562000005,1698.0562562000005,1698.0562562000005,1700.0398125000002,2,1.5837517999998454,0.2384436000002097,None,1700.0561318999999,1700.0561318999999,1700.0561318999999,1700.0561318999999,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
37,0,37,,,,,,space,2.612292499999967,None,None,3,0.9357383999995363,0.2123885999999402,None,0,0,0,0,,,,,3,0,3,0,,,,,37,0,37,0,1700.0561318999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,2.9832,1700.0400968000004,1700.0403938,1700.0404524000005,1700.0561318999999,1703.0396884000002,1703.0237943000002,1703.027027,1703.0396884000002,1703.0396884000002,1703.0396884000002,1703.0396884000002,1705.0236083999998,3,0.9357383999995363,0.2123885999999402,None,1705.0401485000002,1705.0401485000002,1705.0401485000002,1705.0401485000002,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
38,0,38,,,,,,space,2.612292499999967,None,None,3,1.129584100000102,0.22240550000060466,None,0,0,0,0,,,,,3,0,3,0,,,,,38,0,38,0,1705.0401485000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flasche,2.0052,1705.0240589000005,1705.0245132999999,1705.0246078999999,1705.0401485000002,1707.0564137000001,1707.0408811000007,1707.0455216,1707.0564137000001,1707.0564137000001,1707.0564137000001,1707.0564137000001,1709.0400316000005,3,1.129584100000102,0.22240550000060466,None,1709.0547961000002,1709.0547961000002,1709.0547961000002,1709.0547961000002,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
39,0,39,,,,,,space,2.612292499999967,None,None,3,1.7394930999998905,0.22447139999985666,None,0,0,0,0,,,,,3,0,3,0,,,,,39,0,39,0,1709.0547961000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bücher,2.3006,1709.0404980000003,1709.0408367,1709.0409319999999,1709.0547961000002,1711.3556255000003,1711.339763,1711.3429875000002,1711.3556255000003,1711.3556255000003,1711.3556255000003,1711.3556255000003,1713.3396281000005,3,1.7394930999998905,0.22447139999985666,None,1713.3555201,1713.3555201,1713.3555201,1713.3555201,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
40,0,40,,,,,,space,2.612292499999967,None,None,3,1.541842299999189,0.2474063000008755,None,0,0,0,0,,,,,3,0,3,0,,,,,40,0,40,0,1713.3555201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schläger,3.6438,1713.3400919000005,1713.3404859000002,1713.3405825,1713.3555201,1717.0055048000004,1716.9897668000003,1716.9936435999998,1717.0055048000004,1717.0055048000004,1717.0055048000004,1717.0055048000004,1718.9897551000004,3,1.541842299999189,0.2474063000008755,None,1719.0047521000006,1719.0047521000006,1719.0047521000006,1719.0047521000006,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
41,0,41,,,,,,space,2.612292499999967,None,None,3,1.592643599999974,0.24629970000023604,None,0,0,0,0,,,,,3,0,3,0,,,,,41,0,41,0,1719.0047521000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teller,3.189,1718.9902206000006,1718.9907013000002,1718.9907674000005,1719.0047521000006,1722.204882,1722.1887088000003,1722.1903256000005,1722.204882,1722.204882,1722.204882,1722.204882,1724.1893288,3,1.592643599999974,0.24629970000023604,None,1724.2053001000004,1724.2053001000004,1724.2053001000004,1724.2053001000004,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
42,0,42,,,,,,space,2.612292499999967,None,None,2,0.9347286000001986,0.18854889999965962,None,0,0,0,0,,,,,3,0,3,0,,,,,42,0,42,0,1724.2053001000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freund,3.9589,1724.1897433000004,1724.1903413,1724.1904260000001,1724.2053001000004,1728.1714106999998,1728.1557870000006,1728.1589113999999,1728.1714106999998,1728.1714106999998,1728.1714106999998,1728.1714106999998,1730.1564487000005,2,0.9347286000001986,0.18854889999965962,None,1730.1716852,1730.1716852,1730.1716852,1730.1716852,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
43,0,43,,,,,,space,2.612292499999967,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,43,0,43,0,1730.1716852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koch,2.1961,1730.1569054000001,1730.1573758000004,1730.1574719999999,1730.1716852,1732.3713629000003,1732.3557093,1732.3591959000005,1732.3713629000003,1732.3713629000003,1732.3713629000003,1732.3713629000003,1734.3559080000005,None,,,None,1734.3715814000007,1734.3715814000007,1734.3715814000007,1734.3715814000007,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
44,0,44,,,,,,space,2.612292499999967,None,None,2,0.8797757000002093,0.2055172999998831,None,0,0,0,0,,,,,3,0,3,0,,,,,44,0,44,0,1734.3715814000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elephant,3.6723,1734.3563187999998,1734.3568546000006,1734.3569502999999,1734.3715814000007,1738.0541736000005,1738.0387471000004,1738.0424864000006,1738.0541736000005,1738.0541736000005,1738.0541736000005,1738.0541736000005,1740.0376815999998,2,0.8797757000002093,0.2055172999998831,None,1740.0538391,1740.0538391,1740.0538391,1740.0538391,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
45,0,45,,,,,,space,2.612292499999967,None,None,3,1.165464499999871,0.26498220000030415,None,0,0,0,0,,,,,3,0,3,0,,,,,45,0,45,0,1740.0538391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasser,2.0842,1740.0378643000004,1740.0382264999998,1740.0382633999998,1740.0538391,1742.1371425000007,1742.1210465000004,1742.1237851000005,1742.1371425000007,1742.1371425000007,1742.1371425000007,1742.1371425000007,1744.1211838,3,1.165464499999871,0.26498220000030415,None,1744.1375870000002,1744.1375870000002,1744.1375870000002,1744.1375870000002,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
46,0,46,,,,,,space,2.612292499999967,None,None,3,0.9990890000008221,0.23324619999948482,None,0,0,0,0,,,,,3,0,3,0,,,,,46,0,46,0,1744.1375870000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,3.6615,1744.1216203000004,1744.1220955,1744.1222232,1744.1375870000002,1747.8036652,1747.7877182000002,1747.792004,1747.8036652,1747.8036652,1747.8036652,1747.8036652,1749.7882432000006,3,0.9990890000008221,0.23324619999948482,None,1749.8039391000002,1749.8039391000002,1749.8039391000002,1749.8039391000002,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
47,0,47,,,,,,space,2.612292499999967,None,None,2,1.1305050000000847,0.23930459999974119,None,0,0,0,0,,,,,3,0,3,0,,,,,47,0,47,0,1749.8039391000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,2.4916,1749.7887043,1749.7891660000005,1749.7892606000005,1749.8039391000002,1752.3038590000006,1752.2877015000004,1752.2913675999998,1752.3038590000006,1752.3038590000006,1752.3038590000006,1752.3038590000006,1754.2875812000002,2,1.1305050000000847,0.23930459999974119,None,1754.3034499000005,1754.3034499000005,1754.3034499000005,1754.3034499000005,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
48,0,48,,,,,,space,2.612292499999967,None,None,2,1.1941194000000905,0.20849920000000566,None,0,0,0,0,,,,,3,0,3,0,,,,,48,0,48,0,1754.3034499000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnecke,2.1743,1754.2879005000004,1754.288267,1754.2883330000004,1754.3034499000005,1756.4867211,1756.4709713000002,1756.4747892000005,1756.4867211,1756.4867211,1756.4867211,1756.4867211,1758.4699971999999,2,1.1941194000000905,0.20849920000000566,None,1758.4858817000004,1758.4858817000004,1758.4858817000004,1758.4858817000004,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
49,0,49,,,,,,space,2.612292499999967,None,None,2,1.2686248999998497,0.23263760000008915,None,0,0,0,0,,,,,3,0,3,0,,,,,49,0,49,0,1758.4858817000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,2.2385,1758.4701856000001,1758.4706258000006,1758.4706645000006,1758.4858817000004,1760.7358080000004,1760.7204454000002,1760.7233304000001,1760.7358080000004,1760.7358080000004,1760.7358080000004,1760.7358080000004,1762.7208770000007,2,1.2686248999998497,0.23263760000008915,None,1762.7366759000006,1762.7366759000006,1762.7366759000006,1762.7366759000006,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
50,0,50,,,,,,space,2.612292499999967,None,None,2,1.7293934999997873,None,None,0,0,0,0,,,,,3,0,3,0,,,,,50,0,50,0,1762.7366759000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeit,2.0589,1762.7213331000003,1762.7216638,1762.7217598000007,1762.7366759000006,1764.8026614999999,1764.7874048000003,1764.7907509000006,1764.8026614999999,1764.8026614999999,1764.8026614999999,1764.8026614999999,1766.7877212000003,2,1.7293934999997873,None,None,1766.8030176000002,1766.8030176000002,1766.8030176000002,1766.8030176000002,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
51,0,51,,,,,,space,2.612292499999967,None,None,3,0.9664539999994304,0.20335360000080982,None,0,0,0,0,,,,,3,0,3,0,,,,,51,0,51,0,1766.8030176000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,3.1264,1766.7881785999998,1766.7886551000001,1766.7887511,1766.8030176000002,1769.9352514000002,1769.9200673000005,1769.9214448000002,1769.9352514000002,1769.9352514000002,1769.9352514000002,1769.9352514000002,1771.9194467000007,3,0.9664539999994304,0.20335360000080982,None,1771.9352874000006,1771.9352874000006,1771.9352874000006,1771.9352874000006,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
52,0,52,,,,,,space,2.612292499999967,None,None,3,1.8604666000001089,None,None,0,0,0,0,,,,,3,0,3,0,,,,,52,0,52,0,1771.9352874000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlüssel,4.5959,1771.9197279,1771.9201967,1771.9203334000003,1771.9352874000006,1776.5352803000005,1776.5192572000005,1776.5225390000005,1776.5352803000005,1776.5352803000005,1776.5352803000005,1776.5352803000005,1778.5196479000006,3,1.8604666000001089,None,None,1778.5355454,1778.5355454,1778.5355454,1778.5355454,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
53,0,53,,,,,,space,2.612292499999967,None,None,3,1.2564253000000463,0.20347919999949227,None,0,0,0,0,,,,,3,0,3,0,,,,,53,0,53,0,1778.5355454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helm,2.4521,1778.5201127999999,1778.5205712000006,1778.5206917000005,1778.5355454,1781.0017972000005,1780.9859390000001,1780.9896373000001,1781.0017972000005,1781.0017972000005,1781.0017972000005,1781.0017972000005,1782.9853942,3,1.2564253000000463,0.20347919999949227,None,1783.001636,1783.001636,1783.001636,1783.001636,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
54,0,54,,,,,,space,2.612292499999967,None,None,2,1.0061209000004965,0.2192949000000226,None,0,0,0,0,,,,,3,0,3,0,,,,,54,0,54,0,1783.001636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrobatin,2.7357,1782.9859408000002,1782.9864232999998,1782.9864848000007,1783.001636,1785.7510333,1785.7342427000003,1785.7358401000001,1785.7510333,1785.7510333,1785.7510333,1785.7510333,1787.7345138,2,1.0061209000004965,0.2192949000000226,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
