thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026767999997900915,0.016630199999781325,3.0176424000001134,3.000816499999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.000907100000404,3.0176424000001134,3.0176424000001134,96.18016700000044,space,93.15012120000029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.18022110000038,96.1935282000004,96.1935282000004,105.39435030000004,3,9.190362999999707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3944535999999,105.40977600000042,105.40977600000042,115.44353420000061,3,10.01724809999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
0,0,0,Rose,Geruch,Dorn,Rot,2.1961,space,4.308449899999687,None,None,3,1.66931250000016,None,None,0,0,0,0,0,79,79,79,0,0,0,0,0,79,79,75,0,0,0,0,178.04071440000007,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4439538000006,115.44433200000003,115.52043080000021,115.52067249999982,115.52520910000021,115.52556749999985,115.55955410000024,115.5599071000006,115.56689319999987,115.5707497000003,115.5707497000003,119.89339110000037,space,4.308449899999687,None,119.89347960000032,119.9099857000001,119.9099857000001,166.02550390000033,None,166.03374560000066,166.0405608000001,166.04110546666678,167.24828770000022,176.0407647666673,177.04742859999988,178.04071440000007,178.02465279999979,Schreibtisch,2.1961,178.0260570999999,178.02655030000005,178.02983380000023,178.04071440000007,180.23978119999992,180.22383679999984,180.22888580000017,180.23978119999992,180.23978119999992,180.23978119999992,180.23978119999992,182.22422900000038,3,1.66931250000016,None,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
1,0,1,,,,,,space,4.308449899999687,None,None,3,1.4894242999998824,0.30109859999993205,None,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,182.24016260000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimt,2.5519,182.2247041999999,182.22564330000023,182.22574540000005,182.24016260000008,184.80678799999987,184.79098440000053,184.79706330000045,184.80678799999987,184.80678799999987,184.80678799999987,184.80678799999987,186.79083080000055,3,1.4894242999998824,0.30109859999993205,None,186.8067748000003,186.8067748000003,186.8067748000003,186.8067748000003,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
2,0,2,,,,,,space,4.308449899999687,None,None,2,1.3194564999994327,0.35401460000048246,None,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,186.8067748000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,3.8592,186.79124740000043,186.7917438000004,186.7918335000004,186.8067748000003,190.6733516000004,190.6572084999998,190.6614399,190.6733516000004,190.6733516000004,190.6733516000004,190.6733516000004,192.65712859999985,2,1.3194564999994327,0.35401460000048246,None,192.67290110000067,192.67290110000067,192.67290110000067,192.67290110000067,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
3,0,3,,,,,,space,4.308449899999687,None,None,2,1.3055607000005693,0.3247230999995736,None,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,192.67290110000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afrika,3.9589,192.65759400000024,192.6581053,192.65819890000057,192.67290110000067,196.63979960000052,196.6232933000001,196.62692010000046,196.63979960000052,196.63979960000052,196.63979960000052,196.63979960000052,198.62316220000048,2,1.3055607000005693,0.3247230999995736,None,198.6387792000005,198.6387792000005,198.6387792000005,198.6387792000005,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
4,0,4,,,,,,space,4.308449899999687,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,198.6387792000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablett,2.0031,198.62351279999984,198.62398050000047,198.62405180000042,198.6387792000005,200.6559874000004,200.63903530000061,200.64115860000038,200.6559874000004,200.6559874000004,200.6559874000004,200.6559874000004,202.63921970000047,None,,,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
5,0,5,,,,,,space,4.308449899999687,None,None,2,0.9871566000001621,0.2444273000000976,None,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,202.65684610000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinne,2.4916,202.63964680000026,202.64047540000047,202.64058320000004,202.65684610000062,205.1559459,205.13978120000047,205.14364340000066,205.1559459,205.1559459,205.1559459,205.1559459,207.13922319999983,2,0.9871566000001621,0.2444273000000976,None,207.15549610000016,207.15549610000016,207.15549610000016,207.15549610000016,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
6,0,6,,,,,,space,4.308449899999687,None,None,2,0.9126322000001892,0.2762407999998686,None,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,207.15549610000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nase,3.039,207.13961389999986,207.13993560000017,207.1400179000002,207.15549610000016,210.20523219999995,210.19022920000043,210.19344580000052,210.20523219999995,210.20523219999995,210.20523219999995,210.20523219999995,212.18920290000005,2,0.9126322000001892,0.2762407999998686,None,212.2048990000003,212.2048990000003,212.2048990000003,212.2048990000003,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
7,0,7,,,,,,space,4.308449899999687,None,None,2,1.356698000000506,0.24026629999934812,None,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,212.2048990000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lernen,2.8863,212.18971909999982,212.19004250000035,212.19013650000034,212.2048990000003,215.10503250000056,215.0890116999999,215.09289220000028,215.10503250000056,215.10503250000056,215.10503250000056,215.10503250000056,217.08967550000034,2,1.356698000000506,0.24026629999934812,None,217.10534740000003,217.10534740000003,217.10534740000003,217.10534740000003,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
8,0,8,,,,,,space,4.308449899999687,None,None,3,1.0207726000007824,0.2323605999999927,None,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,217.10534740000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuchen ,4.7208,217.09013649999997,217.0907511000005,217.09084359999997,217.10534740000003,221.8376816,221.82149740000023,221.82404790000055,221.8376816,221.8376816,221.8376816,221.8376816,223.82146890000058,3,1.0207726000007824,0.2323605999999927,None,223.83743690000028,223.83743690000028,223.83743690000028,223.83743690000028,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
9,0,9,,,,,,space,4.308449899999687,None,None,2,0.9505041000002166,0.23735200000010082,None,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,223.83743690000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liebe,2.7378,223.82178980000026,223.82223520000025,223.82236569999986,223.83743690000028,226.58751269999993,226.57181840000067,226.57495019999988,226.58751269999993,226.58751269999993,226.58751269999993,226.58751269999993,228.57094340000003,2,0.9505041000002166,0.23735200000010082,None,228.5873504000001,228.5873504000001,228.5873504000001,228.5873504000001,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
10,0,10,,,,,,space,4.308449899999687,None,None,3,0.9028649000001678,0.2383417000000918,None,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,228.5873504000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stein,2.0589,228.5711239000002,228.57138320000013,228.5714254000004,228.5873504000001,230.6543198999998,230.63880120000067,230.6428818000004,230.6543198999998,230.6543198999998,230.6543198999998,230.6543198999998,232.63783020000028,3,0.9028649000001678,0.2383417000000918,None,232.65387270000065,232.65387270000065,232.65387270000065,232.65387270000065,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
11,0,11,,,,,,space,4.308449899999687,None,None,3,1.9353293999993184,None,None,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,232.65387270000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,4.3942,232.6382854000003,232.63877390000016,232.63886860000002,232.65387270000065,237.05407190000005,237.0382655000003,237.04217590000007,237.05407190000005,237.05407190000005,237.05407190000005,237.05407190000005,239.03733939999984,3,1.9353293999993184,None,None,239.05350290000024,239.05350290000024,239.05350290000024,239.05350290000024,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
12,0,12,,,,,,space,4.308449899999687,None,None,2,1.1064381000005596,0.2642270999995162,None,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,239.05350290000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmecken,2.0842,239.03773050000018,239.03806010000062,239.03814800000055,239.05350290000024,241.13723879999998,241.12084310000046,241.12538200000017,241.13723879999998,241.13723879999998,241.13723879999998,241.13723879999998,243.12035910000031,2,1.1064381000005596,0.2642270999995162,None,243.13677650000045,243.13677650000045,243.13677650000045,243.13677650000045,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
13,0,13,,,,,,space,4.308449899999687,None,None,3,1.0173046999998405,0.23828180000055,None,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,243.13677650000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wohnung,2.1831,243.12056590000066,243.12079619999986,243.1208376000004,243.13677650000045,245.32040250000045,245.3046377999999,245.3083200000001,245.32040250000045,245.32040250000045,245.32040250000045,245.32040250000045,247.30441690000043,3,1.0173046999998405,0.23828180000055,None,247.32033769999998,247.32033769999998,247.32033769999998,247.32033769999998,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
14,0,14,,,,,,space,4.308449899999687,None,None,3,0.9864293999999063,0.3060887999999977,None,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,247.32033769999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benzin,4.3756,247.30487600000015,247.30521790000057,247.3053101000005,247.32033769999998,251.7032409000003,251.68755560000045,251.69099280000046,251.7032409000003,251.7032409000003,251.7032409000003,251.7032409000003,253.68745200000012,3,0.9864293999999063,0.3060887999999977,None,253.70333840000058,253.70333840000058,253.70333840000058,253.70333840000058,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
15,0,15,,,,,,space,4.308449899999687,None,None,3,1.0489325999997163,0.2634036000008564,None,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,253.70333840000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürste,4.3424,253.6878840999998,253.68834770000012,253.68843890000062,253.70333840000058,258.05163280000033,258.0370928000002,258.04067250000026,258.05163280000033,258.05163280000033,258.05163280000033,258.05163280000033,260.03620649999993,3,1.0489325999997163,0.2634036000008564,None,260.0522344000001,260.0522344000001,260.0522344000001,260.0522344000001,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
16,0,16,,,,,,space,4.308449899999687,None,None,3,1.2439246999992974,0.2672566999999617,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,260.0522344000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tee,2.9109,260.03664370000024,260.0369593000005,260.0370468000001,260.0522344000001,262.96887140000035,262.95316100000036,262.9566261,262.96887140000035,262.96887140000035,262.96887140000035,262.96887140000035,264.9533809000004,3,1.2439246999992974,0.2672566999999617,None,264.9692728,264.9692728,264.9692728,264.9692728,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
17,0,17,,,,,,space,4.308449899999687,None,None,2,1.0343947000001208,0.331493199999386,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,264.9692728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,2.9443,264.95378119999987,264.95421910000005,264.9543014000001,264.9692728,267.91867619999994,267.90312260000064,267.9065694000001,267.91867619999994,267.91867619999994,267.91867619999994,267.91867619999994,269.90312300000005,2,1.0343947000001208,0.331493199999386,None,269.9190690000005,269.9190690000005,269.9190690000005,269.9190690000005,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
18,0,18,,,,,,space,4.308449899999687,None,None,2,1.0214915999995355,0.24542070000006788,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,269.9190690000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blut,3.4445,269.9035924,269.9040832999999,269.9041791999998,269.9190690000005,273.3681641000003,273.3523801000001,273.3556435999999,273.3681641000003,273.3681641000003,273.3681641000003,273.3681641000003,275.35314220000055,2,1.0214915999995355,0.24542070000006788,None,275.36874220000027,275.36874220000027,275.36874220000027,275.36874220000027,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
19,0,19,,,,,,space,4.308449899999687,None,None,2,1.38054319999992,0.2463863000002675,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,275.36874220000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,2.2074,275.35363850000067,275.3541122000006,275.3542072,275.36874220000027,277.5848095000001,277.56913500000064,277.5729046000006,277.5848095000001,277.5848095000001,277.5848095000001,277.5848095000001,279.56864440000027,2,1.38054319999992,0.2463863000002675,None,279.5850852000003,279.5850852000003,279.5850852000003,279.5850852000003,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
20,0,20,,,,,,space,4.308449899999687,None,None,3,1.6578392000001259,None,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,279.5850852000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,2.5169,279.56904850000046,279.56953780000003,279.56962120000026,279.5850852000003,282.11860810000053,282.1020113000004,282.10555340000064,282.11860810000053,282.11860810000053,282.11860810000053,282.11860810000053,284.10197490000064,3,1.6578392000001259,None,None,284.1179766000005,284.1179766000005,284.1179766000005,284.1179766000005,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
21,0,21,,,,,,space,4.308449899999687,None,None,3,1.5962175999993633,0.24334799999996903,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,284.1179766000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiktion,2.5377,284.10243640000044,284.1028108999999,284.1029053000002,284.1179766000005,286.6674311000006,286.65106509999987,286.65356599999996,286.6674311000006,286.6674311000006,286.6674311000006,286.6674311000006,288.6514513000002,3,1.5962175999993633,0.24334799999996903,None,288.66808780000065,288.66808780000065,288.66808780000065,288.66808780000065,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
22,0,22,,,,,,space,4.308449899999687,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,288.66808780000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erbe,2.3229,288.65190359999997,288.6522810000006,288.6523780000007,288.66808780000065,291.0003201999998,290.98553979999997,290.98859770000035,291.0003201999998,291.0003201999998,291.0003201999998,291.0003201999998,292.9845462000003,None,,,None,293.0003813000003,293.0003813000003,293.0003813000003,293.0003813000003,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
23,0,23,,,,,,space,4.308449899999687,None,None,2,0.9553314999993745,0.24741240000003017,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,293.0003813000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theater,2.0934,292.98497620000035,292.9853801999998,292.9854817000005,293.0003813000003,295.1003099999998,295.0834749000005,295.08502190000036,295.1003099999998,295.1003099999998,295.1003099999998,295.1003099999998,297.0844715000003,2,0.9553314999993745,0.24741240000003017,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
24,0,24,,,,,,space,4.308449899999687,None,None,3,0.8367228000006435,0.21840879999945173,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,297.10074299999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,3.189,297.08492300000034,297.08552770000006,297.0856273999998,297.10074299999997,300.3004111,300.28354750000017,300.2852106,300.3004111,300.3004111,300.3004111,300.3004111,302.28394430000026,3,0.8367228000006435,0.21840879999945173,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
25,0,25,,,,,,space,4.308449899999687,None,None,2,1.1092632999998386,0.2134237000000212,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,302.3005776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrer,2.6446,302.2843720999999,302.2849694000006,302.2850638,302.3005776,304.9497872000002,304.9337314000004,304.93628850000005,304.9497872000002,304.9497872000002,304.9497872000002,304.9497872000002,306.93417110000064,2,1.1092632999998386,0.2134237000000212,None,306.9499648000001,306.9499648000001,306.9499648000001,306.9499648000001,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
26,0,26,,,,,,space,4.308449899999687,None,None,3,1.02167560000089,0.25934419999975944,None,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,306.9499648000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puppe,4.0852,306.9346832000001,306.9351359000002,306.9352262000002,306.9499648000001,311.05012140000053,311.0343023000005,311.03841640000064,311.05012140000053,311.05012140000053,311.05012140000053,311.05012140000053,313.04929040000025,3,1.02167560000089,0.25934419999975944,None,,,,,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
27,0,27,,,,,,space,4.308449899999687,None,None,3,0.9569132999995418,0.288174500000423,None,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,313.06588310000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamera,2.8516,313.0494786999998,313.0498508999999,313.0498983000007,313.06588310000006,315.9331243000006,315.9173875000006,315.9212371000003,315.9331243000006,315.9331243000006,315.9331243000006,315.9331243000006,317.9172649000002,3,0.9569132999995418,0.288174500000423,None,317.93306440000015,317.93306440000015,317.93306440000015,317.93306440000015,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
28,0,28,,,,,,space,4.308449899999687,None,None,2,1.0709810000007565,0.25034989999949175,None,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,317.93306440000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzert,3.0547,317.91772579999997,317.918189,317.9182829000001,317.93306440000015,320.99929320000047,320.98371120000047,320.9876447000006,320.99929320000047,320.99929320000047,320.99929320000047,320.99929320000047,322.98255430000063,2,1.0709810000007565,0.25034989999949175,None,322.9987535,322.9987535,322.9987535,322.9987535,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
29,0,29,,,,,,space,4.308449899999687,None,None,2,0.7974166000003606,0.3301177999992433,None,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,322.9987535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party,2.7992,322.9829135,322.9832032000004,322.98328050000055,322.9987535,325.7985273000004,325.7829952000002,325.7894004,325.7985273000004,325.7985273000004,325.7985273000004,325.7985273000004,327.7833860999999,2,0.7974166000003606,0.3301177999992433,None,327.79933119999987,327.79933119999987,327.79933119999987,327.79933119999987,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
30,0,30,,,,,,space,4.308449899999687,None,None,3,0.8925951000001078,0.22646719999920606,None,0,0,0,0,,,,,0,0,0,0,,,,,30,0,30,0,327.79933119999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauber,2.4521,327.7838038,327.78430780000053,327.7843982000004,327.79933119999987,330.2652265000006,330.24965320000047,330.2530708000004,330.2652265000006,330.2652265000006,330.2652265000006,330.2652265000006,332.24929169999996,3,0.8925951000001078,0.22646719999920606,None,332.26542430000063,332.26542430000063,332.26542430000063,332.26542430000063,,,,,,,,,,,,,,,,,,,2345,1,2025-05-12_13h58.25.708,sm,2024.2.4,59.98616718970231,2025-05-12 13h58.36.899473 +0200,
