thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
68,0,68,,,,,,space,1.741664000000128,None,None,3,None,0.8688947000000553,0.3301809000004141,0,0,0,0,,,,,1,0,1,0,,,,,68,0,68,0,998.8112179999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liebe,2.1586,998.7960017999994,998.7965189999995,998.7966259999994,998.8112179999998,1000.9773492999993,1000.9617307999997,1000.9651850999999,1000.9773492999993,1000.9773492999993,1000.9773492999993,1000.9773492999993,1002.9778831999993,1002.9778831999993,1002.9778831999993,1002.9778831999993,1002.9619932999994,3,None,0.8688947000000553,0.3301809000004141,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
69,0,69,,,,,,space,1.741664000000128,None,None,3,None,1.2381478999996034,0.34805490000053396,0,0,0,0,,,,,1,0,1,0,,,,,69,0,69,0,1002.9778831999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.3722,1002.9625059999998,1002.9632524999997,1002.9633582999995,1002.9778831999993,1005.3602842,1005.3445383999997,1005.3479357999995,1005.3602842,1005.3602842,1005.3602842,1005.3602842,1007.3604563999997,1007.3604563999997,1007.3604563999997,1007.3604563999997,1007.3449176999993,3,None,1.2381478999996034,0.34805490000053396,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
70,0,70,,,,,,space,1.741664000000128,None,None,3,None,0.8556067999998049,0.30947120000018913,0,0,0,0,,,,,1,0,1,0,,,,,70,0,70,0,1007.3604563999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnpasta,2.6471,1007.3454232999993,1007.3459500999998,1007.3460527999996,1007.3604563999997,1010.0102921999996,1009.9948578999993,1009.9991909,1010.0102921999996,1010.0102921999996,1010.0102921999996,1010.0102921999996,1012.0101885999993,1012.0101885999993,1012.0101885999993,1012.0101885999993,1011.9946356999999,3,None,0.8556067999998049,0.30947120000018913,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
71,0,71,,,,,,space,1.741664000000128,None,None,3,None,0.6065293999999994,0.3073874000001524,0,0,0,0,,,,,1,0,1,0,,,,,71,0,71,0,1012.0101885999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zucker,2.1584,1011.9951584,1011.9956726,1011.9957764000001,1012.0101885999993,1014.1767725999998,1014.1612085999996,1014.1653344999995,1014.1767725999998,1014.1767725999998,1014.1767725999998,1014.1767725999998,1016.1766571999997,1016.1766571999997,1016.1766571999997,1016.1766571999997,1016.1606650999993,3,None,0.6065293999999994,0.3073874000001524,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
72,0,72,,,,,,space,1.741664000000128,None,None,3,None,1.530976400000327,0.26440569999977015,0,0,0,0,,,,,1,0,1,0,,,,,72,0,72,0,1016.1766571999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beine,2.408,1016.1610778999993,1016.1615234999999,1016.1616092999993,1016.1766571999997,1018.5930957999999,1018.5773356,1018.5820576999995,1018.5930957999999,1018.5930957999999,1018.5930957999999,1018.5930957999999,1020.5932159999993,1020.5932159999993,1020.5932159999993,1020.5932159999993,1020.5774443,3,None,1.530976400000327,0.26440569999977015,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
73,0,73,,,,,,space,1.741664000000128,None,None,2,None,1.0999322000006941,0.23674359999949957,0,0,0,0,,,,,1,0,1,0,,,,,73,0,73,0,1020.5932159999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koch,3.3171,1020.5779517999999,1020.5786018999997,1020.5787078999992,1020.5932159999993,1023.9259216,1023.9103870999998,1023.9136275000001,1023.9259216,1023.9259216,1023.9259216,1023.9259216,1025.9258565999999,1025.9258565999999,1025.9258565999999,1025.9258565999999,1025.9105176999992,2,None,1.0999322000006941,0.23674359999949957,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
74,0,74,,,,,,space,1.741664000000128,None,None,3,None,0.8834360000000743,0.26804730000003474,0,0,0,0,,,,,1,0,1,0,,,,,74,0,74,0,1025.9258565999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiktion,2.295,1025.9110394999998,1025.9115526999994,1025.9116626999994,1025.9258565999999,1028.2259129999993,1028.2104233,1028.2149062999997,1028.2259129999993,1028.2259129999993,1028.2259129999993,1028.2259129999993,1030.2258294999992,1030.2258294999992,1030.2258294999992,1030.2258294999992,1030.2101673999996,3,None,0.8834360000000743,0.26804730000003474,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
75,0,75,,,,,,space,1.741664000000128,None,None,3,None,0.9721965999997337,0.2672836000001553,0,0,0,0,,,,,1,0,1,0,,,,,75,0,75,0,1030.2258294999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,2.0168,1030.2106893,1030.2111839,1030.2112903999996,1030.2258294999992,1032.2425061999993,1032.2269071,1032.2305404999997,1032.2425061999993,1032.2425061999993,1032.2425061999993,1032.2425061999993,1034.2422336,1034.2422336,1034.2422336,1034.2422336,1034.2267740999996,3,None,0.9721965999997337,0.2672836000001553,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
76,0,76,,,,,,space,1.741664000000128,None,None,3,None,0.9697823999995308,0.25359840000055556,0,0,0,0,,,,,1,0,1,0,,,,,76,0,76,0,1034.2422336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringe,2.193,1034.2272844,1034.2278803999998,1034.2279898999996,1034.2422336,1036.442153,1036.4263426999996,1036.4297275999998,1036.442153,1036.442153,1036.442153,1036.442153,1038.4419933999998,1038.4419933999998,1038.4419933999998,1038.4419933999998,1038.4267710999993,3,None,0.9697823999995308,0.25359840000055556,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
77,0,77,,,,,,space,1.741664000000128,None,None,3,None,1.403027999999722,0.2440481000003274,0,0,0,0,,,,,1,0,1,0,,,,,77,0,77,0,1038.4419933999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuer,3.4446,1038.4272649999994,1038.4278706999994,1038.4279701999994,1038.4419933999998,1041.8917297999997,1041.8757796,1041.8792095,1041.8917297999997,1041.8917297999997,1041.8917297999997,1041.8917297999997,1043.8918134999994,1043.8918134999994,1043.8918134999994,1043.8918134999994,1043.8762350999996,3,None,1.403027999999722,0.2440481000003274,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
78,0,78,,,,,,space,1.741664000000128,None,None,3,None,1.1374976999995852,0.36702040000000125,0,0,0,0,,,,,1,0,1,0,,,,,78,0,78,0,1043.8918134999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nacht,2.3572,1043.8767715999993,1043.8773713,1043.8775243999999,1043.8918134999994,1046.2581254999996,1046.2425868999999,1046.2470269999994,1046.2581254999996,1046.2581254999996,1046.2581254999996,1046.2581254999996,1048.2581352999996,1048.2581352999996,1048.2581352999996,1048.2581352999996,1048.2424808999995,3,None,1.1374976999995852,0.36702040000000125,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
79,0,79,,,,,,space,1.741664000000128,None,None,3,None,1.6099045000000842,0.2652963999998974,0,0,0,0,,,,,1,0,1,0,,,,,79,0,79,0,1048.2581352999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachen,3.3256,1048.2429956999995,1048.2435009,1048.2436088999993,1048.2581352999996,1051.5911932,1051.5756035999993,1051.5791440999992,1051.5911932,1051.5911932,1051.5911932,1051.5911932,1053.6024374999997,1053.6024374999997,1053.6024374999997,1053.6024374999997,1053.5756305999994,3,None,1.6099045000000842,0.2652963999998974,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
0,0,0,,,,,5.5338,space,2.006169900000714,None,None,3,None,1.0068269000003056,0.4028084999999919,0,0,0,0,,,,,2,0,2,0,0,79,79,30,0,0,0,0,1111.2377515999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.2891479,1084.2893856,1084.2957282999996,1084.3002391,1084.3002391,1086.3242942999996,space,2.006169900000714,None,1086.3244488999999,1086.3395734999995,1086.3395734999995,1099.2231410999993,None,1099.2304705999995,1099.2381968999998,1099.2385703666662,1100.4408890999994,1109.2380284666663,1110.2408176999998,1111.2221924999994,Fahrrad,5.5338,1111.2236215999992,1111.2241949999998,1111.224298,1111.2377515999997,1116.7869900999995,1116.7718634999992,1116.7780648999997,1116.7869900999995,1116.7869900999995,1116.7869900999995,1116.7869900999995,1118.7873187999994,1118.7873187999994,1118.7873187999994,1118.7873187999994,1118.7719262,3,None,1.0068269000003056,0.4028084999999919,1065.5906161999992,1065.5906771,None,1065.5949938999993,1065.6070530999996,1069.6070467999998,1069.6070467999998,1069.6070467999998,1084.2411533999993,3,14.622045899999648,None,1111.2377515999997,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
1,0,1,,,,,,space,2.006169900000714,None,None,3,None,0.7495776999994632,0.23633719999997993,0,0,0,0,,,,,2,0,2,0,,,,,1,0,1,0,1118.7873187999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Büro,3.2643,1118.7724113999993,1118.7729122,1118.7730128999992,1118.7873187999994,1122.0537618999997,1122.0381221999996,1122.0416821,1122.0537618999997,1122.0537618999997,1122.0537618999997,1122.0537618999997,1124.0540047999993,1124.0540047999993,1124.0540047999993,1124.0540047999993,1124.0381742,3,None,0.7495776999994632,0.23633719999997993,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
2,0,2,,,,,,space,2.006169900000714,None,None,3,None,0.8575498000000152,0.3850377999997363,0,0,0,0,,,,,2,0,2,0,,,,,2,0,2,0,1124.0540047999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dip,3.2258,1124.0386888999992,1124.0392026999998,1124.0393098999994,1124.0540047999993,1127.2868123999997,1127.2713390999998,1127.2744694999992,1127.2868123999997,1127.2868123999997,1127.2868123999997,1127.2868123999997,1129.2867265999994,1129.2867265999994,1129.2867265999994,1129.2867265999994,1129.2710514,3,None,0.8575498000000152,0.3850377999997363,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
3,0,3,,,,,,space,2.006169900000714,None,None,3,None,0.6888166999997338,0.26315040000008594,0,0,0,0,,,,,2,0,2,0,,,,,3,0,3,0,1129.2867265999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,2.3398,1129.2715598999994,1129.2722058999998,1129.2723115999997,1129.2867265999994,1131.6364040999997,1131.6210274999994,1131.6245794999995,1131.6364040999997,1131.6364040999997,1131.6364040999997,1131.6364040999997,1133.6366265999995,1133.6366265999995,1133.6366265999995,1133.6366265999995,1133.6210274999994,3,None,0.6888166999997338,0.26315040000008594,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
4,0,4,,,,,,space,2.006169900000714,None,None,3,None,1.2279207000001406,0.2539735999998811,0,0,0,0,,,,,2,0,2,0,,,,,4,0,4,0,1133.6366265999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puppe,2.4427,1133.6215311999995,1133.6221711999997,1133.6222773999998,1133.6366265999995,1136.0863985999995,1136.0706725999999,1136.0744820999998,1136.0863985999995,1136.0863985999995,1136.0863985999995,1136.0863985999995,1138.0862733999993,1138.0862733999993,1138.0862733999993,1138.0862733999993,1138.0707735999995,3,None,1.2279207000001406,0.2539735999998811,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
5,0,5,,,,,,space,2.006169900000714,None,None,2,None,1.5101212999998097,0.28160250000019005,0,0,0,0,,,,,2,0,2,0,,,,,5,0,5,0,1138.0862733999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruppe,2.6819,1138.0712813999999,1138.0718438999993,1138.0719492999997,1138.0862733999993,1140.7694339,1140.7538369999993,1140.7577666999996,1140.7694339,1140.7694339,1140.7694339,1140.7694339,1142.7697331,1142.7697331,1142.7697331,1142.7697331,1142.7537269999993,2,None,1.5101212999998097,0.28160250000019005,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
6,0,6,,,,,,space,2.006169900000714,None,None,3,None,0.7291900999998688,0.2898320000003878,0,0,0,0,,,,,2,0,2,0,,,,,6,0,6,0,1142.7697331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.9067,1142.7542391999996,1142.7548560999994,1142.7549703999994,1142.7697331,1145.6855783,1145.6701739999999,1145.6739964999997,1145.6855783,1145.6855783,1145.6855783,1145.6855783,1147.6856344999997,1147.6856344999997,1147.6856344999997,1147.6856344999997,1147.6702087999993,3,None,0.7291900999998688,0.2898320000003878,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
7,0,7,,,,,,space,2.006169900000714,None,None,3,None,0.7406518000007054,0.21470039999985602,0,0,0,0,,,,,2,0,2,0,,,,,7,0,7,0,1147.6856344999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule,2.8367,1147.6707247999993,1147.6712373,1147.6713483999993,1147.6856344999997,1150.5354592999993,1150.5197269,1150.52441,1150.5354592999993,1150.5354592999993,1150.5354592999993,1150.5354592999993,1152.5353214999996,1152.5353214999996,1152.5353214999996,1152.5353214999996,1152.5200021,3,None,0.7406518000007054,0.21470039999985602,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
8,0,8,,,,,,space,2.006169900000714,None,None,2,None,0.9885113000000274,0.2505505999997695,0,0,0,0,,,,,2,0,2,0,,,,,8,0,8,0,1152.5353214999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autorin,2.1586,1152.5205235999993,1152.5210371999992,1152.5211423,1152.5353214999996,1154.7015867999999,1154.6861534999998,1154.6894656999993,1154.7015867999999,1154.7015867999999,1154.7015867999999,1154.7015867999999,1156.7018805999996,1156.7018805999996,1156.7018805999996,1156.7018805999996,1156.6864216999993,2,None,0.9885113000000274,0.2505505999997695,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
9,0,9,,,,,,space,2.006169900000714,None,None,3,None,1.078794299999572,0.31415300000026036,0,0,0,0,,,,,2,0,2,0,,,,,9,0,9,0,1156.7018805999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safari,2.8488,1156.6869423999997,1156.6874714999994,1156.6875770999995,1156.7018805999996,1159.5515642999999,1159.5360152999992,1159.5399846999999,1159.5515642999999,1159.5515642999999,1159.5515642999999,1159.5515642999999,1161.5513665999997,1161.5513665999997,1161.5513665999997,1161.5513665999997,1161.5356386999993,3,None,1.078794299999572,0.31415300000026036,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
10,0,10,,,,,,space,2.006169900000714,None,None,3,None,1.7514323000004879,None,0,0,0,0,,,,,2,0,2,0,,,,,10,0,10,0,1161.5513665999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seife,2.7961,1161.5360468,1161.5364921,1161.5365722999995,1161.5513665999997,1164.3512339,1164.3356438,1164.3392963999995,1164.3512339,1164.3512339,1164.3512339,1164.3512339,1166.3513921999993,1166.3513921999993,1166.3513921999993,1166.3513921999993,1166.3358535999996,3,None,1.7514323000004879,None,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
11,0,11,,,,,,space,2.006169900000714,None,None,3,None,0.7637613999995665,0.2537457999997059,0,0,0,0,,,,,2,0,2,0,,,,,11,0,11,0,1166.3513921999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza,3.4619,1166.3363688,1166.3371502,1166.3372547999998,1166.3513921999993,1169.8177425999993,1169.8020026999993,1169.8060099999993,1169.8177425999993,1169.8177425999993,1169.8177425999993,1169.8177425999993,1171.8177693999996,1171.8177693999996,1171.8177693999996,1171.8177693999996,1171.8022204999997,3,None,0.7637613999995665,0.2537457999997059,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
12,0,12,,,,,,space,2.006169900000714,None,None,3,None,0.7368554999993648,0.2953041000000667,0,0,0,0,,,,,2,0,2,0,,,,,12,0,12,0,1171.8177693999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tube,4.7866,1171.802745,1171.8032706999993,1171.8033810999996,1171.8177693999996,1176.6173953999996,1176.6015424999996,1176.6050558999996,1176.6173953999996,1176.6173953999996,1176.6173953999996,1176.6173953999996,1178.6173728999993,1178.6173728999993,1178.6173728999993,1178.6173728999993,1178.601635,3,None,0.7368554999993648,0.2953041000000667,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
13,0,13,,,,,,space,2.006169900000714,None,None,3,None,1.0198782999996183,0.19452150000051915,0,0,0,0,,,,,2,0,2,0,,,,,13,0,13,0,1178.6173728999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanne,3.7702,1178.6021443999998,1178.6026886,1178.6027945999995,1178.6173728999993,1182.4002966999997,1182.3845328999996,1182.3881241999998,1182.4002966999997,1182.4002966999997,1182.4002966999997,1182.4002966999997,1184.4006327999996,1184.4006327999996,1184.4006327999996,1184.4006327999996,1184.3847540999996,3,None,1.0198782999996183,0.19452150000051915,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
14,0,14,,,,,,space,2.006169900000714,None,None,3,None,1.0931953999997859,0.22740090000024793,0,0,0,0,,,,,2,0,2,0,,,,,14,0,14,0,1184.4006327999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,2.8292,1184.3852726999994,1184.3857817999997,1184.3858862999996,1184.4006327999996,1187.2332188999999,1187.2176577,1187.2227838,1187.2332188999999,1187.2332188999999,1187.2332188999999,1187.2332188999999,1189.2334560999998,1189.2334560999998,1189.2334560999998,1189.2334560999998,1189.2177556999995,3,None,1.0931953999997859,0.22740090000024793,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
15,0,15,,,,,,space,2.006169900000714,None,None,3,None,1.3745103000001109,0.3151325999997425,0,0,0,0,,,,,2,0,2,0,,,,,15,0,15,0,1189.2334560999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,3.8276,1189.2182704999996,1189.2189248999994,1189.2190309999996,1189.2334560999998,1193.0661217999996,1193.0506839,1193.0552406999996,1193.0661217999996,1193.0661217999996,1193.0661217999996,1193.0661217999996,1195.0661415999994,1195.0661415999994,1195.0661415999994,1195.0661415999994,1195.0507604999993,3,None,1.3745103000001109,0.3151325999997425,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
16,0,16,,,,,,space,2.006169900000714,None,None,3,None,0.9897253999997702,0.3320808999997098,0,0,0,0,,,,,2,0,2,0,,,,,16,0,16,0,1195.0661415999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasse,2.1584,1195.0512792999998,1195.0520364999993,1195.0521439999993,1195.0661415999994,1197.2327550999998,1197.2169926999995,1197.2207894999992,1197.2327550999998,1197.2327550999998,1197.2327550999998,1197.2327550999998,1199.2325913999994,1199.2325913999994,1199.2325913999994,1199.2325913999994,1199.2169332999993,3,None,0.9897253999997702,0.3320808999997098,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
17,0,17,,,,,,space,2.006169900000714,None,None,2,None,1.1897477000002254,0.29045620000033523,0,0,0,0,,,,,2,0,2,0,,,,,17,0,17,0,1199.2325913999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwerg,2.0168,1199.2174458,1199.21796,1199.218065,1199.2325913999994,1201.2493224,1201.2334074999999,1201.2367920999995,1201.2493224,1201.2493224,1201.2493224,1201.2493224,1203.2493105999993,1203.2493105999993,1203.2493105999993,1203.2493105999993,1203.2335039999998,2,None,1.1897477000002254,0.29045620000033523,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
18,0,18,,,,,,space,2.006169900000714,None,None,3,None,0.9571508999997604,0.257332299999689,0,0,0,0,,,,,2,0,2,0,,,,,18,0,18,0,1203.2493105999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wein,3.5877,1203.2340043999993,1203.2346441,1203.2347467,1203.2493105999993,1206.8495608999992,1206.8332704999993,1206.8365582999995,1206.8495608999992,1206.8495608999992,1206.8495608999992,1206.8495608999992,1208.8491265999992,1208.8491265999992,1208.8491265999992,1208.8491265999992,1208.8330766,3,None,0.9571508999997604,0.257332299999689,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
