thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,fm_key.keys,fm_key.rt,fm_key.duration,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,,,,,,space,1.453867000000173,None,None,2,None,0.8744664999994711,0.18125640000016574,0,0,0,0,,,,,3,0,3,0,,,,,,,,2,0,2,0,1514.3331354000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,3.1948,1514.3183207000002,1514.3190305000007,1514.3191395000003,1514.3331354000002,1517.5325161,1517.5180478000002,1517.5212348000005,1517.5325161,1517.5325161,1517.5325161,1517.5325161,1519.5175753000003,2,None,1519.5328768,1519.5328768,1519.5328768,1519.5328768,0.8744664999994711,0.18125640000016574,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
3,0,3,,,,,,space,1.453867000000173,None,None,3,None,0.7189736000000266,0.18252050000046438,0,0,0,0,,,,,3,0,3,0,,,,,,,,3,0,3,0,1519.5328768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,2.4287,1519.5180866,1519.5185936000007,1519.5186959000002,1519.5328768,1521.9657644,1521.9504643,1521.9540814000002,1521.9657644,1521.9657644,1521.9657644,1521.9657644,1523.9506182000005,3,None,1523.9658532000003,1523.9658532000003,1523.9658532000003,1523.9658532000003,0.7189736000000266,0.18252050000046438,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
4,0,4,,,,,,space,1.453867000000173,None,None,3,None,1.6589139999996405,0.19446359999983542,0,0,0,0,,,,,3,0,3,0,,,,,,,,4,0,4,0,1523.9658532000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschmack,3.7457,1523.9511077000006,1523.9516879000003,1523.9517927000006,1523.9658532000003,1527.7155756000002,1527.6997954000008,1527.7038303,1527.7155756000002,1527.7155756000002,1527.7155756000002,1527.7155756000002,1529.7001107000006,3,None,1529.7155129000002,1529.7155129000002,1529.7155129000002,1529.7155129000002,1.6589139999996405,0.19446359999983542,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
5,0,5,,,,,,space,1.453867000000173,None,None,3,None,0.7186535999999251,0.18589699999938603,0,0,0,0,,,,,3,0,3,0,,,,,,,,5,0,5,0,1529.7155129000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasse,2.0655,1529.7006058000006,1529.7011491000003,1529.7012546000005,1529.7155129000002,1531.7822375000005,1531.7662581000004,1531.7694423000003,1531.7822375000005,1531.7822375000005,1531.7822375000005,1531.7822375000005,1533.7669088000002,3,None,1533.7819452000003,1533.7819452000003,1533.7819452000003,1533.7819452000003,0.7186535999999251,0.18589699999938603,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
6,0,6,,,,,,space,1.453867000000173,None,None,3,None,0.7061106000001018,0.21043040000040492,0,0,0,0,,,,,3,0,3,0,,,,,,,,6,0,6,0,1533.7819452000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Küche,3.0884,1533.7674007000005,1533.7680805,1533.7681886,1533.7819452000003,1536.8817716000012,1536.865928000001,1536.8698445999999,1536.8817716000012,1536.8817716000012,1536.8817716000012,1536.8817716000012,1538.8662820000009,3,None,1538.8816306999997,1538.8816306999997,1538.8816306999997,1538.8816306999997,0.7061106000001018,0.21043040000040492,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
7,0,7,,,,,,space,1.453867000000173,None,None,2,None,1.318583199999921,0.15057350000097358,0,0,0,0,,,,,3,0,3,0,,,,,,,,7,0,7,0,1538.8816306999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zirkus,2.8354,1538.8667474000013,1538.8672633999995,1538.8673626,1538.8816306999997,1541.7319965999995,1541.7159809000004,1541.720035100001,1541.7319965999995,1541.7319965999995,1541.7319965999995,1541.7319965999995,1543.7158313,2,None,1543.7313797000006,1543.7313797000006,1543.7313797000006,1543.7313797000006,1.318583199999921,0.15057350000097358,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
8,0,8,,,,,,space,1.453867000000173,None,None,2,None,0.9333266000012372,0.18051109999942128,0,0,0,0,,,,,3,0,3,0,,,,,,,,8,0,8,0,1543.7313797000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,3.8382,1543.7162719000007,1543.7167530000006,1543.7168483000005,1543.7313797000006,1547.5808804000008,1547.5654042999995,1547.5693259,1547.5808804000008,1547.5808804000008,1547.5808804000008,1547.5808804000008,1549.5657339000009,2,None,1549.5810524000008,1549.5810524000008,1549.5810524000008,1549.5810524000008,0.9333266000012372,0.18051109999942128,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
9,0,9,,,,,,space,1.453867000000173,None,None,2,None,1.8837471999995614,None,0,0,0,0,,,,,3,0,3,0,,,,,,,,9,0,9,0,1549.5810524000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidung,4.2097,1549.5662282000012,1549.566880800001,1549.5669863000003,1549.5810524000008,1553.7974219000007,1553.7823833000002,1553.7866907999996,1553.7974219000007,1553.7974219000007,1553.7974219000007,1553.7974219000007,1555.7818633999996,2,None,1555.7975277999994,1555.7975277999994,1555.7975277999994,1555.7975277999994,1.8837471999995614,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
10,0,10,,,,,,space,1.453867000000173,None,None,3,None,0.7582340000008116,0.1961022999985289,0,0,0,0,,,,,3,0,3,0,,,,,,,,10,0,10,0,1555.7975277999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hose,2.279,1555.7823559000008,1555.7829124,1555.7830166000003,1555.7975277999994,1558.0805789999995,1558.0649021000008,1558.0683097,1558.0805789999995,1558.0805789999995,1558.0805789999995,1558.0805789999995,1560.0651863000003,3,None,1560.0804733000004,1560.0804733000004,1560.0804733000004,1560.0804733000004,0.7582340000008116,0.1961022999985289,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
11,0,11,,,,,,space,1.453867000000173,None,None,3,None,1.2285076999996818,None,0,0,0,0,,,,,3,0,3,0,,,,,,,,11,0,11,0,1560.0804733000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bücher,2.1652,1560.0656744999997,1560.0662138000007,1560.0663198000002,1560.0804733000004,1562.2476561000003,1562.2312655999995,1562.2356424000009,1562.2476561000003,1562.2476561000003,1562.2476561000003,1562.2476561000003,1564.2310881000012,3,None,1564.2467584000005,1564.2467584000005,1564.2467584000005,1564.2467584000005,1.2285076999996818,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
12,0,12,,,,,,space,1.453867000000173,None,None,None,None,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,12,0,12,0,1564.2467584000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,2.7137,1564.2314915000006,1564.2319736000009,1564.2320591999996,1564.2467584000005,1566.9636181000005,1566.9477754,1566.9514937000004,1566.9636181000005,1566.9636181000005,1566.9636181000005,1566.9636181000005,1568.947737800001,None,None,1568.9635654000012,1568.9635654000012,1568.9635654000012,1568.9635654000012,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
13,0,13,,,,,,space,1.453867000000173,None,None,3,None,0.8352510999993683,0.18050469999980123,0,0,0,0,,,,,3,0,3,0,,,,,,,,13,0,13,0,1568.9635654000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platz,3.5166,1568.9482036999998,1568.9487186999995,1568.9488245000011,1568.9635654000012,1572.4796487000003,1572.4639652999995,1572.4673029999994,1572.4796487000003,1572.4796487000003,1572.4796487000003,1572.4796487000003,1574.4642741999996,3,None,1574.4795183999995,1574.4795183999995,1574.4795183999995,1574.4795183999995,0.8352510999993683,0.18050469999980123,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
14,0,14,,,,,,space,1.453867000000173,None,None,3,None,0.7846876000003249,0.1585799999993469,0,0,0,0,,,,,3,0,3,0,,,,,,,,14,0,14,0,1574.4795183999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maske,2.5789,1574.464767200001,1574.4653694999997,1574.465480500001,1574.4795183999995,1577.0627111000013,1577.0471003000002,1577.0506901999997,1577.0627111000013,1577.0627111000013,1577.0627111000013,1577.0627111000013,1579.0472023000002,3,None,1579.0627445999999,1579.0627445999999,1579.0627445999999,1579.0627445999999,0.7846876000003249,0.1585799999993469,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
15,0,15,,,,,,space,1.453867000000173,None,None,3,None,0.9704268999994383,0.18894300000101794,0,0,0,0,,,,,3,0,3,0,,,,,,,,15,0,15,0,1579.0627445999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brise,5.289,1579.047699300001,1579.0482076000008,1579.0483120999997,1579.0627445999999,1584.3623740000003,1584.34634,1584.3495574000008,1584.3623740000003,1584.3623740000003,1584.3623740000003,1584.3623740000003,1586.3467597,3,None,1586.3622151,1586.3622151,1586.3622151,1586.3622151,0.9704268999994383,0.18894300000101794,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
16,0,16,,,,,,space,1.453867000000173,None,None,2,None,1.6020597000006092,0.18837899999925867,0,0,0,0,,,,,3,0,3,0,,,,,,,,16,0,16,0,1586.3622151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weihnachten,2.014,1586.3472550000006,1586.3477586999998,1586.3478687000006,1586.3622151,1588.3786966000007,1588.3630883000005,1588.3668505999995,1588.3786966000007,1588.3786966000007,1588.3786966000007,1588.3786966000007,1590.3634731000002,2,None,1590.3790119000005,1590.3790119000005,1590.3790119000005,1590.3790119000005,1.6020597000006092,0.18837899999925867,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
17,0,17,,,,,,space,1.453867000000173,None,None,2,None,1.622976499998913,0.18953739999960817,0,0,0,0,,,,,3,0,3,0,,,,,,,,17,0,17,0,1590.3790119000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.461,1590.3639479000012,1590.3645338999995,1590.3646422000002,1590.3790119000005,1592.8450809999995,1592.8294016,1592.8328579000008,1592.8450809999995,1592.8450809999995,1592.8450809999995,1592.8450809999995,1594.8295835999998,2,None,1594.8452904000005,1594.8452904000005,1594.8452904000005,1594.8452904000005,1.622976499998913,0.18953739999960817,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
18,0,18,,,,,,space,1.453867000000173,None,None,3,None,0.9277584999999817,0.18385349999880418,0,0,0,0,,,,,3,0,3,0,,,,,,,,18,0,18,0,1594.8452904000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasen,2.8351,1594.8300823999998,1594.8305794999997,1594.8306850999998,1594.8452904000005,1597.6948771000007,1597.6792657999995,1597.6841177000006,1597.6948771000007,1597.6948771000007,1597.6948771000007,1597.6948771000007,1599.679224200001,3,None,1599.6948806,1599.6948806,1599.6948806,1599.6948806,0.9277584999999817,0.18385349999880418,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
19,0,19,,,,,,space,1.453867000000173,None,None,3,None,0.6561794999997801,0.19380629999977828,0,0,0,0,,,,,3,0,3,0,,,,,,,,19,0,19,0,1599.6948806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krone,2.8454,1599.6797229000003,1599.6802193000003,1599.6803273000005,1599.6948806,1602.5446625000004,1602.5288177000002,1602.5321431000011,1602.5446625000004,1602.5446625000004,1602.5446625000004,1602.5446625000004,1604.5290977000004,3,None,1604.5446154,1604.5446154,1604.5446154,1604.5446154,0.6561794999997801,0.19380629999977828,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
20,0,20,,,,,,space,1.453867000000173,None,None,3,None,1.1852566999987175,0.18046099999992293,0,0,0,0,,,,,3,0,3,0,,,,,,,,20,0,20,0,1604.5446154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumpf,3.7507,1604.5295911000012,1604.5301187000005,1604.5302243000006,1604.5446154,1608.2944062999995,1608.2790225999997,1608.2831391,1608.2944062999995,1608.2944062999995,1608.2944062999995,1608.2944062999995,1610.2784154,3,None,1610.294371,1610.294371,1610.294371,1610.294371,1.1852566999987175,0.18046099999992293,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
21,0,21,,,,,,space,1.453867000000173,None,None,2,None,0.7479425000001356,0.16358330000002752,0,0,0,0,,,,,3,0,3,0,,,,,,,,21,0,21,0,1610.294371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Präsident,2.5626,1610.278847200001,1610.2793411000002,1610.279434,1610.294371,1612.8609601000007,1612.8451772999997,1612.8495416999995,1612.8609601000007,1612.8609601000007,1612.8609601000007,1612.8609601000007,1614.8453329000004,2,None,1614.8609448000007,1614.8609448000007,1614.8609448000007,1614.8609448000007,0.7479425000001356,0.16358330000002752,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
22,0,22,,,,,,space,1.453867000000173,None,None,3,None,0.854991299998801,0.1395001000000775,0,0,0,0,,,,,3,0,3,0,,,,,,,,22,0,22,0,1614.8609448000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwung,5.3738,1614.8458601000002,1614.8464949000008,1614.8466580000004,1614.8609448000007,1620.2436803,1620.2280795000006,1620.2316857999995,1620.2436803,1620.2436803,1620.2436803,1620.2436803,1622.2285478000013,3,None,1622.2436216000006,1622.2436216000006,1622.2436216000006,1622.2436216000006,0.854991299998801,0.1395001000000775,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
23,0,23,,,,,,space,1.453867000000173,None,None,3,None,1.9502838000007614,None,0,0,0,0,,,,,3,0,3,0,,,,,,,,23,0,23,0,1622.2436216000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschichte,2.0921,1622.2290367000005,1622.2295556000008,1622.2296600000009,1622.2436216000006,1624.3433318000007,1624.3275320000012,1624.3313282,1624.3433318000007,1624.3433318000007,1624.3433318000007,1624.3433318000007,1626.3275023999995,3,None,1626.3435487999996,1626.3435487999996,1626.3435487999996,1626.3435487999996,1.9502838000007614,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
24,0,24,,,,,,space,1.453867000000173,None,None,None,None,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,24,0,24,0,1626.3435487999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität,2.4412,1626.3279225000006,1626.3284108999997,1626.3285047999998,1626.3435487999996,1628.7928389999997,1628.7776290000002,1628.7820009000006,1628.7928389999997,1628.7928389999997,1628.7928389999997,1628.7928389999997,1630.7773777000002,None,None,1630.793227600001,1630.793227600001,1630.793227600001,1630.793227600001,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
25,0,25,,,,,,space,1.453867000000173,None,None,2,None,1.5355347000004258,0.24384719999943627,0,0,0,0,,,,,3,0,3,0,,,,,,,,25,0,25,0,1630.793227600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Publikum,2.5633,1630.7778407999995,1630.7785111000012,1630.7786287,1630.793227600001,1633.3596048,1633.343778800001,1633.3473988000005,1633.3596048,1633.3596048,1633.3596048,1633.3596048,1635.3440318000012,2,None,1635.359706700001,1635.359706700001,1635.359706700001,1635.359706700001,1.5355347000004258,0.24384719999943627,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
26,0,26,,,,,,space,1.453867000000173,None,None,3,None,1.0441107999995438,0.25501140000051237,0,0,0,0,,,,,3,0,3,0,,,,,,,,26,0,26,0,1635.359706700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwarz,2.8615,1635.344528900001,1635.3450418000011,1635.3451480000003,1635.359706700001,1638.225572200001,1638.2102476,1638.2139989999996,1638.225572200001,1638.225572200001,1638.225572200001,1638.225572200001,1640.210134500001,3,None,1640.225871300001,1640.225871300001,1640.225871300001,1640.225871300001,1.0441107999995438,0.25501140000051237,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
27,0,27,,,,,,space,1.453867000000173,None,None,None,None,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,27,0,27,0,1640.225871300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauber,2.7357,1640.2105683999998,1640.2111781000003,1640.2112749999997,1640.225871300001,1642.9756678000012,1642.960099,1642.9634858000009,1642.9756678000012,1642.9756678000012,1642.9756678000012,1642.9756678000012,1644.9601925000006,None,None,1644.9755375000004,1644.9755375000004,1644.9755375000004,1644.9755375000004,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
28,0,28,,,,,,space,1.453867000000173,None,None,3,None,0.889162600000418,None,0,0,0,0,,,,,3,0,3,0,,,,,,,,28,0,28,0,1644.9755375000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkarte,2.272,1644.9606514000006,1644.9612901,1644.9613955000004,1644.9755375000004,1647.2587197000012,1647.2431147999996,1647.2467574000002,1647.2587197000012,1647.2587197000012,1647.2587197000012,1647.2587197000012,1649.2433412999999,3,None,1649.2588403999998,1649.2588403999998,1649.2588403999998,1649.2588403999998,0.889162600000418,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
29,0,29,,,,,,space,1.453867000000173,None,None,None,None,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,29,0,29,0,1649.2588403999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skizze,3.0221,1649.2438378999996,1649.2443741999996,1649.2444785000007,1649.2588403999998,1652.2915623000008,1652.276488200001,1652.2799594999997,1652.2915623000008,1652.2915623000008,1652.2915623000008,1652.2915623000008,1654.2762620000012,None,None,1654.2919323999995,1654.2919323999995,1654.2919323999995,1654.2919323999995,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
30,0,30,,,,,,space,1.453867000000173,None,None,3,None,1.696859300000142,0.1683498000002146,0,0,0,0,,,,,3,0,3,0,,,,,,,,30,0,30,0,1654.2919323999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrrad,3.7827,1654.2767399000004,1654.277251200001,1654.2773608000007,1654.2919323999995,1658.075046,1658.0590938000005,1658.0632955,1658.075046,1658.075046,1658.075046,1658.075046,1660.0594285000006,3,None,1660.0746921999998,1660.0746921999998,1660.0746921999998,1660.0746921999998,1.696859300000142,0.1683498000002146,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
31,0,31,,,,,,space,1.453867000000173,None,None,3,None,1.4788927999998123,0.1755714999999327,0,0,0,0,,,,,3,0,3,0,,,,,,,,31,0,31,0,1660.0746921999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,2.0086,1660.0599241,1660.0605802999999,1660.060690100001,1660.0746921999998,1662.0910987000007,1662.0759557000001,1662.0802540000004,1662.0910987000007,1662.0910987000007,1662.0910987000007,1662.0910987000007,1664.0755714999996,3,None,1664.0913610999996,1664.0913610999996,1664.0913610999996,1664.0913610999996,1.4788927999998123,0.1755714999999327,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
32,0,32,,,,,,space,1.453867000000173,None,None,3,None,0.714955600000394,0.19043369999963033,0,0,0,0,,,,,3,0,3,0,,,,,,,,32,0,32,0,1664.0913610999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,2.1316,1664.076077900001,1664.0768599000003,1664.0769703999995,1664.0913610999996,1666.2245483000006,1666.2082996999998,1666.2116910000004,1666.2245483000006,1666.2245483000006,1666.2245483000006,1666.2245483000006,1668.2085717999998,3,None,1668.2242501,1668.2242501,1668.2242501,1668.2242501,0.714955600000394,0.19043369999963033,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
33,0,33,,,,,,space,1.453867000000173,None,None,None,None,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,33,0,33,0,1668.2242501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,2.5548,1668.2090746000013,1668.2097262999996,1668.2098313000006,1668.2242501,1670.7904127000002,1670.7749385999996,1670.7783983000008,1670.7904127000002,1670.7904127000002,1670.7904127000002,1670.7904127000002,1672.7749328999998,None,None,1672.7906299999995,1672.7906299999995,1672.7906299999995,1672.7906299999995,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
