thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,fm_key.keys,fm_key.rt,fm_key.duration,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
64,0,64,,,,,,space,1.9258371000005354,None,None,2,None,1.232999099999688,0.16843430000062654,0,0,0,0,,,,,0,0,0,0,,,,,,,,64,0,64,0,482.2765881000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelenk,3.1948,482.26152360000015,482.26216980000027,482.2622756999999,482.2765881000005,485.4761851000003,485.46095500000047,485.4652236000002,485.4761851000003,485.4761851000003,485.4761851000003,485.4761851000003,487.4605367000004,2,None,487.4761354000002,487.4761354000002,487.4761354000002,487.4761354000002,1.232999099999688,0.16843430000062654,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
65,0,65,,,,,,space,1.9258371000005354,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,65,0,65,0,487.4761354000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haare,3.2652,487.4610330000005,487.4617748999999,487.4618842,487.4761354000002,490.74267899999995,490.72688500000004,490.7305851000001,490.74267899999995,490.74267899999995,490.74267899999995,490.74267899999995,492.7270414000004,None,None,492.7425624000007,492.7425624000007,492.7425624000007,492.7425624000007,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
66,0,66,,,,,,space,1.9258371000005354,None,None,3,None,1.059616399999868,0.18645809999998164,0,0,0,0,,,,,0,0,0,0,,,,,,,,66,0,66,0,492.7425624000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vers,3.3256,492.72750930000075,492.7280102000004,492.72811960000035,492.7425624000007,496.07559990000027,496.05989750000026,496.06347260000075,496.07559990000027,496.07559990000027,496.07559990000027,496.07559990000027,498.0602308000007,3,None,498.0755777000004,498.0755777000004,498.0755777000004,498.0755777000004,1.059616399999868,0.18645809999998164,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
67,0,67,,,,,,space,1.9258371000005354,None,None,3,None,1.7248411999999007,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,67,0,67,0,498.0755777000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,2.0817,498.0607450000007,498.06143320000047,498.0615458000002,498.0755777000004,500.15842280000015,500.14306730000044,500.14893740000025,500.15842280000015,500.15842280000015,500.15842280000015,500.15842280000015,502.1433769000005,3,None,502.1585920000007,502.1585920000007,502.1585920000007,502.1585920000007,1.7248411999999007,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
68,0,68,,,,,,space,1.9258371000005354,None,None,3,None,0.8562400999999227,0.16450150000036956,0,0,0,0,,,,,0,0,0,0,,,,,,,,68,0,68,0,502.1585920000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klee,2.0929,502.14388620000045,502.1444405000002,502.1445478000005,502.1585920000007,504.2585945999999,504.2428950000003,504.24662630000057,504.2585945999999,504.2585945999999,504.2585945999999,504.2585945999999,506.2427637999999,3,None,506.25865260000046,506.25865260000046,506.25865260000046,506.25865260000046,0.8562400999999227,0.16450150000036956,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
69,0,69,,,,,,space,1.9258371000005354,None,None,2,None,1.1820543000003454,0.16811520000010205,0,0,0,0,,,,,0,0,0,0,,,,,,,,69,0,69,0,506.25865260000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,3.982,506.24326910000036,506.2437774,506.2438823000002,506.25865260000046,510.24148779999996,510.22593010000037,510.22990950000076,510.24148779999996,510.24148779999996,510.24148779999996,510.24148779999996,512.2262497000002,2,None,512.2413704999999,512.2413704999999,512.2413704999999,512.2413704999999,1.1820543000003454,0.16811520000010205,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
70,0,70,,,,,,space,1.9258371000005354,None,None,3,None,1.8452399999996487,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,70,0,70,0,512.2413704999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,2.272,512.2267441000004,512.2272800000001,512.2273852000008,512.2413704999999,514.5245150999999,514.5092026000002,514.5128136000003,514.5245150999999,514.5245150999999,514.5245150999999,514.5245150999999,516.5091908000004,3,None,516.5244067000003,516.5244067000003,516.5244067000003,516.5244067000003,1.8452399999996487,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
71,0,71,,,,,,space,1.9258371000005354,None,None,3,None,1.4194745999993756,0.16963469999973313,0,0,0,0,,,,,0,0,0,0,,,,,,,,71,0,71,0,516.5244067000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus,2.255,516.5096962000007,516.5102437000005,516.5103499000006,516.5244067000003,518.7908797,518.7752872000001,518.7788724000002,518.7908797,518.7908797,518.7908797,518.7908797,520.7754515000006,3,None,520.7910046000006,520.7910046000006,520.7910046000006,520.7910046000006,1.4194745999993756,0.16963469999973313,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
72,0,72,,,,,,space,1.9258371000005354,None,None,2,None,0.9810833000001367,0.15951910000057978,0,0,0,0,,,,,0,0,0,0,,,,,,,,72,0,72,0,520.7910046000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feier,2.4151,520.7759463000002,520.7766832000007,520.7768607000007,520.7910046000006,523.2072297000004,523.1919252000007,523.1960450000006,523.2072297000004,523.2072297000004,523.2072297000004,523.2072297000004,525.1919952000007,2,None,525.2074049000003,525.2074049000003,525.2074049000003,525.2074049000003,0.9810833000001367,0.15951910000057978,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
73,0,73,,,,,,space,1.9258371000005354,None,None,2,None,0.9786038000002009,0.1761837000003652,0,0,0,0,,,,,0,0,0,0,,,,,,,,73,0,73,0,525.2074049000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozean,4.2097,525.1924606000002,525.1929844000006,525.1931019000003,525.2074049000003,529.4238945000006,529.4079986000006,529.4114276,529.4238945000006,529.4238945000006,529.4238945000006,529.4238945000006,531.4081560000004,2,None,531.4237209000003,531.4237209000003,531.4237209000003,531.4237209000003,0.9786038000002009,0.1761837000003652,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
74,0,74,,,,,,space,1.9258371000005354,None,None,3,None,1.451546000000235,0.1595523999994839,0,0,0,0,,,,,0,0,0,0,,,,,,,,74,0,74,0,531.4237209000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,2.0371,531.4086582,531.4092482000005,531.4093541000002,531.4237209000003,533.4733962,533.4580245000006,533.4629193000001,533.4733962,533.4733962,533.4733962,533.4733962,535.4579607000005,3,None,535.4735287000003,535.4735287000003,535.4735287000003,535.4735287000003,1.451546000000235,0.1595523999994839,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
75,0,75,,,,,,space,1.9258371000005354,None,None,3,None,0.9995655000002444,0.16867670000010548,0,0,0,0,,,,,0,0,0,0,,,,,,,,75,0,75,0,535.4735287000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto,2.5633,535.4584565000005,535.4590017999999,535.4591057000007,535.4735287000003,538.0399378000002,538.0241980000001,538.0278516000008,538.0399378000002,538.0399378000002,538.0399378000002,538.0399378000002,540.0241734000001,3,None,540.0397700000003,540.0397700000003,540.0397700000003,540.0397700000003,0.9995655000002444,0.16867670000010548,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
76,0,76,,,,,,space,1.9258371000005354,None,None,3,None,1.6299988000000667,0.3007938999999169,0,0,0,0,,,,,0,0,0,0,,,,,,,,76,0,76,0,540.0397700000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferien,2.461,540.0246761000008,540.0251804,540.0252879,540.0397700000003,542.5062472,542.4908878000006,542.4948899000001,542.5062472,542.5062472,542.5062472,542.5062472,544.4907648000008,3,None,544.5064428000005,544.5064428000005,544.5064428000005,544.5064428000005,1.6299988000000667,0.3007938999999169,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
77,0,77,,,,,,space,1.9258371000005354,None,None,3,None,1.4323346000001038,0.2243637999999919,0,0,0,0,,,,,0,0,0,0,,,,,,,,77,0,77,0,544.5064428000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kartoffel,2.0655,544.4912792000005,544.4918241000005,544.4919307,544.5064428000005,546.5725913000006,546.5570885000006,546.5610735,546.5725913000006,546.5725913000006,546.5725913000006,546.5725913000006,548.5571395000006,3,None,548.5726718000005,548.5726718000005,548.5726718000005,548.5726718000005,1.4323346000001038,0.2243637999999919,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
78,0,78,,,,,,space,1.9258371000005354,None,None,2,None,1.8496768000004522,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,78,0,78,0,548.5726718000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duft,2.1064,548.5576364000008,548.5581672000008,548.5582732000003,548.5726718000005,550.6889623000006,550.6733874000001,550.6766941000005,550.6889623000006,550.6889623000006,550.6889623000006,550.6889623000006,552.6736324000003,2,None,552.6889547999999,552.6889547999999,552.6889547999999,552.6889547999999,1.8496768000004522,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
79,0,79,,,,,,space,1.9258371000005354,None,None,3,None,1.101640199999565,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,79,0,79,0,552.6889547999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,2.5048,552.6741252000002,552.6747912000001,552.6748996000006,552.6889547999999,555.2060352000008,555.1897399,555.1932209000006,555.2060352000008,555.2060352000008,555.2060352000008,555.2060352000008,557.1901956000002,3,None,557.2189349,557.2189349,557.2189349,557.2189349,1.101640199999565,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
0,0,0,,,,,3.0884,space,2.005989100000079,None,None,2,None,1.8044224999994185,None,0,0,0,0,,,,,1,0,1,0,,,,0,79,79,21,0,0,0,0,600.8027477000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.2026561000002,574.2029121000005,574.2092065000006,574.2136879,574.2136879,576.2216417,space,2.005989100000079,None,576.2217963000003,576.2377535000005,576.2377535000005,588.7882718999999,None,588.7955205000007,588.804153,588.8036859666674,590.0137852000007,598.8030883666672,599.8136245000005,600.7874856000008,Raum,3.0884,600.7888327999999,600.7895516000008,600.7896526000004,600.8027477000005,603.9024177000001,603.8869559000004,603.8900928000003,603.9024177000001,603.9024177000001,603.9024177000001,603.9024177000001,605.8877772000005,2,None,605.9025613000003,605.9025613000003,605.9025613000003,605.9025613000003,1.8044224999994185,None,569.2047468999999,569.2047997,None,569.2108370000005,569.2210570000007,573.2211921000007,573.2211921000007,573.2211921000007,574.1564145000002,2,0.9219764999998006,None,600.8027477000005,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
1,0,1,,,,,,space,2.005989100000079,None,None,2,None,0.9004009000000224,0.1787174999999479,0,0,0,0,,,,,1,0,1,0,,,,,,,,1,0,1,0,605.9025613000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vampir,3.5166,605.8882836000002,605.8889652000007,605.8890769,605.9025613000003,609.4189691000001,609.4034065000005,609.4074831000007,609.4189691000001,609.4189691000001,609.4189691000001,609.4189691000001,611.4034448000002,2,None,611.4188884000005,611.4188884000005,611.4188884000005,611.4188884000005,0.9004009000000224,0.1787174999999479,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
2,0,2,,,,,,space,2.005989100000079,None,None,2,None,0.646532699999625,0.15074170000025333,0,0,0,0,,,,,1,0,1,0,,,,,,,,2,0,2,0,611.4188884000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,2.3363,611.4039468000001,611.4044612000007,611.4045669000006,611.4188884000005,613.7686489000007,613.7530155000004,613.7574558000006,613.7686489000007,613.7686489000007,613.7686489000007,613.7686489000007,615.7531543000005,2,None,615.7687378,615.7687378,615.7687378,615.7687378,0.646532699999625,0.15074170000025333,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
3,0,3,,,,,,space,2.005989100000079,None,None,2,None,1.5283570999999938,0.1619365000005928,0,0,0,0,,,,,1,0,1,0,,,,,,,,3,0,3,0,615.7687378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio,2.0888,615.7536499000007,615.7543124000003,615.7544164999999,615.7687378,617.8686525000003,617.8530318000003,617.8570816000001,617.8686525000003,617.8686525000003,617.8686525000003,617.8686525000003,619.8528788000003,2,None,619.8686129000007,619.8686129000007,619.8686129000007,619.8686129000007,1.5283570999999938,0.1619365000005928,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
4,0,4,,,,,,space,2.005989100000079,None,None,3,None,1.2818231999999625,0.1874680000000808,0,0,0,0,,,,,1,0,1,0,,,,,,,,4,0,4,0,619.8686129000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,5.0734,619.8533772999999,619.8538932000001,619.8539980000005,619.8686129000007,624.9515630000005,624.9358689999999,624.9397758000005,624.9515630000005,624.9515630000005,624.9515630000005,624.9515630000005,626.9356526000001,3,None,626.9518900000003,626.9518900000003,626.9518900000003,626.9518900000003,1.2818231999999625,0.1874680000000808,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
5,0,5,,,,,,space,2.005989100000079,None,None,3,None,1.6186994999998205,0.1928405999997267,0,0,0,0,,,,,1,0,1,0,,,,,,,,5,0,5,0,626.9518900000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ei,2.014,626.9360984000004,626.9365751000005,626.9366757000007,626.9518900000003,628.9683957000007,628.9521274000008,628.9551034000006,628.9683957000007,628.9683957000007,628.9683957000007,628.9683957000007,630.9523062000007,3,None,630.9681019,630.9681019,630.9681019,630.9681019,1.6186994999998205,0.1928405999997267,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
6,0,6,,,,,,space,2.005989100000079,None,None,2,None,1.630505400000402,0.24139939999986382,0,0,0,0,,,,,1,0,1,0,,,,,,,,6,0,6,0,630.9681019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,2.274,630.9528049999999,630.9533097000003,630.9534141000004,630.9681019,633.2510972,633.2355574000003,633.2392804000001,633.2510972,633.2510972,633.2510972,633.2510972,635.2351480000007,2,None,635.2511664000003,635.2511664000003,635.2511664000003,635.2511664000003,1.630505400000402,0.24139939999986382,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
7,0,7,,,,,,space,2.005989100000079,None,None,None,None,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,7,0,7,0,635.2511664000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urlaub,3.7457,635.2355607,635.2360231000002,635.2361136,635.2511664000003,639.0004776000005,638.9850532,638.9920982000003,639.0004776000005,639.0004776000005,639.0004776000005,639.0004776000005,640.9851962000002,None,None,641.0006174,641.0006174,641.0006174,641.0006174,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
8,0,8,,,,,,space,2.005989100000079,None,None,3,None,1.3515126000002056,0.16379589999996824,0,0,0,0,,,,,1,0,1,0,,,,,,,,8,0,8,0,641.0006174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geheimnis,3.0611,640.9856447000002,640.9862897000003,640.9863953000004,641.0006174,644.0667247000001,644.0516715000003,644.0564251000005,644.0667247000001,644.0667247000001,644.0667247000001,644.0667247000001,646.0516973000003,3,None,646.0670037,646.0670037,646.0670037,646.0670037,1.3515126000002056,0.16379589999996824,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
9,0,9,,,,,,space,2.005989100000079,None,None,2,None,1.1973290000005363,0.1545708999992712,0,0,0,0,,,,,1,0,1,0,,,,,,,,9,0,9,0,646.0670037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augen,2.1652,646.0521935000006,646.0526968000004,646.0528063000002,646.0670037,648.2334319000001,648.2179782000003,648.2221428000003,648.2334319000001,648.2334319000001,648.2334319000001,648.2334319000001,650.2179487000003,2,None,650.2334530000007,650.2334530000007,650.2334530000007,650.2334530000007,1.1973290000005363,0.1545708999992712,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
10,0,10,,,,,,space,2.005989100000079,None,None,2,None,1.4134247000001778,0.1435977000001003,0,0,0,0,,,,,1,0,1,0,,,,,,,,10,0,10,0,650.2334530000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport,3.8382,650.2184305999999,650.2189314000007,650.2190370000008,650.2334530000007,654.0830533000008,654.0672776000001,654.0708149000002,654.0830533000008,654.0830533000008,654.0830533000008,654.0830533000008,656.0674631000002,2,None,656.0830731000005,656.0830731000005,656.0830731000005,656.0830731000005,1.4134247000001778,0.1435977000001003,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
11,0,11,,,,,,space,2.005989100000079,None,None,2,None,1.1594269000006534,0.16994639999938954,0,0,0,0,,,,,1,0,1,0,,,,,,,,11,0,11,0,656.0830731000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtstag,2.0086,656.0679384000005,656.0685788999999,656.0686852000008,656.0830731000005,658.1001866000006,658.0840488000003,658.0885997000005,658.1001866000006,658.1001866000006,658.1001866000006,658.1001866000006,660.0838984000002,2,None,660.0994662000003,660.0994662000003,660.0994662000003,660.0994662000003,1.1594269000006534,0.16994639999938954,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
12,0,12,,,,,,space,2.005989100000079,None,None,None,None,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,12,0,12,0,660.0994662000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tischler,2.5789,660.0844042000008,660.0850493000007,660.0851561,660.0994662000003,662.6824323999999,662.6667766999999,662.6705097000004,662.6824323999999,662.6824323999999,662.6824323999999,662.6824323999999,664.6670152000006,None,None,664.6827074000003,664.6827074000003,664.6827074000003,664.6827074000003,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
13,0,13,,,,,,space,2.005989100000079,None,None,3,None,0.7806730000002062,0.2156038000002809,0,0,0,0,,,,,1,0,1,0,,,,,,,,13,0,13,0,664.6827074000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seife,2.7573,664.6674778000006,664.6680420000002,664.6681493000006,664.6827074000003,667.4488178000001,667.4335862000007,667.4377848000004,667.4488178000001,667.4488178000001,667.4488178000001,667.4488178000001,669.4332843000002,3,None,669.4489519000008,669.4489519000008,669.4489519000008,669.4489519000008,0.7806730000002062,0.2156038000002809,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
14,0,14,,,,,,space,2.005989100000079,None,None,3,None,0.9324759999999515,0.14800190000005387,0,0,0,0,,,,,1,0,1,0,,,,,,,,14,0,14,0,669.4489519000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tal,3.1948,669.4337860000005,669.4342875000002,669.4343935000006,669.4489519000008,672.6484503000001,672.6331446000004,672.6368503000003,672.6484503000001,672.6484503000001,672.6484503000001,672.6484503000001,674.6331734000005,3,None,674.6487168000003,674.6487168000003,674.6487168000003,674.6487168000003,0.9324759999999515,0.14800190000005387,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
15,0,15,,,,,,space,2.005989100000079,None,None,3,None,1.2892830999999205,0.2662337000001571,0,0,0,0,,,,,1,0,1,0,,,,,,,,15,0,15,0,674.6487168000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürste,2.0921,674.6336807000007,674.6341858000005,674.6342942000001,674.6487168000003,676.7483396000007,676.7327344000005,676.7372448000006,676.7483396000007,676.7483396000007,676.7483396000007,676.7483396000007,678.7329972000007,3,None,678.7484987000007,678.7484987000007,678.7484987000007,678.7484987000007,1.2892830999999205,0.2662337000001571,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
16,0,16,,,,,,space,2.005989100000079,None,None,3,None,1.130719499999941,0.1629768000002514,0,0,0,0,,,,,1,0,1,0,,,,,,,,16,0,16,0,678.7484987000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,2.8354,678.7334991000007,678.7340205,678.7341264000006,678.7484987000007,681.5981291000007,681.5825505000003,681.5859470000005,681.5981291000007,681.5981291000007,681.5981291000007,681.5981291000007,683.5825852000007,3,None,683.5980988000001,683.5980988000001,683.5980988000001,683.5980988000001,1.130719499999941,0.1629768000002514,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
