thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,,,,,,space,2.709397300001001,None,None,3,None,0.6128695999996125,0.22796689999995579,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,207.25967889999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,2.9626,207.2446645,207.2453069000003,207.24541170000157,207.25967889999993,210.22599150000133,210.21065350000026,210.21759930000007,210.22599150000133,210.22599150000133,210.22599150000133,210.22599150000133,212.2262137000016,212.2262137000016,212.2262137000016,212.2262137000016,212.21060650000072,3,None,0.6128695999996125,0.22796689999995579,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
7,0,7,,,,,,space,2.709397300001001,None,None,3,None,0.6657164999996894,0.25654539999959525,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,212.2262137000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krieg,2.3524,212.2110799000002,212.2115833000007,212.21168470000157,212.2262137000016,214.5933530000002,214.5769519000005,214.5824674000014,214.5933530000002,214.5933530000002,214.5933530000002,214.5933530000002,216.59268780000093,216.59268780000093,216.59268780000093,216.59268780000093,216.57706680000047,3,None,0.6657164999996894,0.25654539999959525,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
8,0,8,,,,,,space,2.709397300001001,None,None,3,None,0.5928240000012011,0.2510672999997041,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,216.59268780000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soße,5.8019,216.5775680000006,216.57823730000018,216.57834340000045,216.59268780000093,222.4087937000004,222.39337310000155,222.39819050000006,222.4087937000004,222.4087937000004,222.4087937000004,222.4087937000004,224.40898240000024,224.40898240000024,224.40898240000024,224.40898240000024,224.39342829999987,3,None,0.5928240000012011,0.2510672999997041,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
9,0,9,,,,,,space,2.709397300001001,None,None,3,None,0.6015148000005865,0.28045750000092085,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,224.40898240000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lernen,4.3594,224.39394490000086,224.39446450000105,224.39457030000085,224.40898240000024,228.77511360000062,228.75942790000045,228.7631218000006,228.77511360000062,228.77511360000062,228.77511360000062,228.77511360000062,230.77495090000048,230.77495090000048,230.77495090000048,230.77495090000048,230.75952510000025,3,None,0.6015148000005865,0.28045750000092085,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
10,0,10,,,,,,space,2.709397300001001,None,None,2,None,0.5547478999997111,0.3459234000001743,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,230.77495090000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.9351,230.76003120000132,230.76068830000077,230.7607949000012,230.77495090000048,233.72469980000096,233.70921129999988,233.71282830000018,233.72469980000096,233.72469980000096,233.72469980000096,233.72469980000096,235.7248872,235.7248872,235.7248872,235.7248872,235.7093455000013,2,None,0.5547478999997111,0.3459234000001743,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
11,0,11,,,,,,space,2.709397300001001,None,None,3,None,0.5982856999999058,0.2911483000007138,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,235.7248872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,2.1949,235.70985480000127,235.71037830000023,235.7104857000013,235.7248872,237.9246374000013,237.90895580000142,237.91202820000035,237.9246374000013,237.9246374000013,237.9246374000013,237.9246374000013,239.92478350000056,239.92478350000056,239.92478350000056,239.92478350000056,239.90895400000045,3,None,0.5982856999999058,0.2911483000007138,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
12,0,12,,,,,,space,2.709397300001001,None,None,3,None,0.5518735999994533,0.26822660000107135,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,239.92478350000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Club,2.1491,239.9094720000012,239.90999660000125,239.91010319999987,239.92478350000056,242.07456679999996,242.05851800000164,242.06345710000096,242.07456679999996,242.07456679999996,242.07456679999996,242.07456679999996,244.07448830000067,244.07448830000067,244.07448830000067,244.07448830000067,244.05876190000163,3,None,0.5518735999994533,0.26822660000107135,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
13,0,13,,,,,,space,2.709397300001001,None,None,2,None,0.7158711000010953,0.268358299999818,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,244.07448830000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koch,2.6483,244.05927370000063,244.05979070000103,244.05989930000032,244.07448830000067,246.72421639999993,246.70853510000052,246.7118653000016,246.72421639999993,246.72421639999993,246.72421639999993,246.72421639999993,248.72427560000142,248.72427560000142,248.72427560000142,248.72427560000142,248.70859030000065,2,None,0.7158711000010953,0.268358299999818,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
14,0,14,,,,,,space,2.709397300001001,None,None,3,None,0.7151747999996587,0.2500388999997085,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,248.72427560000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,3.6532,248.70909790000042,248.70968970000104,248.7097948999999,248.72427560000142,252.39048230000117,252.3750755000001,252.37913570000092,252.39048230000117,252.39048230000117,252.39048230000117,252.39048230000117,254.39050170000155,254.39050170000155,254.39050170000155,254.39050170000155,254.37507430000005,3,None,0.7151747999996587,0.2500388999997085,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
15,0,15,,,,,,space,2.709397300001001,None,None,3,None,0.827295299999605,0.27024470000105794,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,254.39050170000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschmack,2.0178,254.37558360000003,254.37609610000072,254.37620340000103,254.39050170000155,256.4235075000015,256.40802710000025,256.41292370000156,256.4235075000015,256.4235075000015,256.4235075000015,256.4235075000015,258.423729600001,258.423729600001,258.423729600001,258.423729600001,258.40795960000105,3,None,0.827295299999605,0.27024470000105794,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
16,0,16,,,,,,space,2.709397300001001,None,None,3,None,0.6627524000014091,0.27567589999853226,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,258.423729600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humor,2.1345,258.40847140000005,258.4089791000006,258.40908930000114,258.423729600001,260.57305559999986,260.5577372000007,260.5623929000012,260.57305559999986,260.57305559999986,260.57305559999986,260.57305559999986,262.57324620000145,262.57324620000145,262.57324620000145,262.57324620000145,262.5578122000006,3,None,0.6627524000014091,0.27567589999853226,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
17,0,17,,,,,,space,2.709397300001001,None,None,3,None,0.6353860999988683,0.25437800000145216,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,262.57324620000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,2.6832,262.55832050000026,262.5588451000003,262.5589493000007,262.57324620000145,265.2563704000004,265.2411991000008,265.24465540000165,265.2563704000004,265.2563704000004,265.2563704000004,265.2563704000004,267.2565845000008,267.2565845000008,267.2565845000008,267.2565845000008,267.24080550000144,3,None,0.6353860999988683,0.25437800000145216,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
18,0,18,,,,,,space,2.709397300001001,None,None,2,None,0.6693734000000404,0.26132979999965755,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,267.2565845000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besucher,2.0389,267.24124980000124,267.2419075000016,267.24200070000006,267.2565845000008,269.3061546000008,269.29040239999995,269.2940561000014,269.3061546000008,269.3061546000008,269.3061546000008,269.3061546000008,271.3062682,271.3062682,271.3062682,271.3062682,271.2908759000002,2,None,0.6693734000000404,0.26132979999965755,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
19,0,19,,,,,,space,2.709397300001001,None,None,3,None,0.6913659999991069,0.2462969999996858,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,271.3062682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raum,4.6935,271.2913795000004,271.2919361000004,271.2920449000012,271.3062682,276.00600459999987,275.9903398000006,275.99383990000024,276.00600459999987,276.00600459999987,276.00600459999987,276.00600459999987,278.0058276,278.0058276,278.0058276,278.0058276,277.99024869999994,3,None,0.6913659999991069,0.2462969999996858,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
20,0,20,,,,,,space,2.709397300001001,None,None,2,None,0.6740055999998731,0.2523313000001508,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,278.0058276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurm,3.7998,277.99076070000046,277.9912810000005,277.99139340000147,278.0058276,281.80614440000136,281.79023120000056,281.79401250000046,281.80614440000136,281.80614440000136,281.80614440000136,281.80614440000136,283.80593820000104,283.80593820000104,283.80593820000104,283.80593820000104,283.79009320000114,2,None,0.6740055999998731,0.2523313000001508,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
21,0,21,,,,,,space,2.709397300001001,None,None,3,None,0.7178595999994286,0.2624881000010646,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,283.80593820000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeit,2.4678,283.79059620000044,283.791237200001,283.79134740000154,283.80593820000104,286.2886834000001,286.27299480000147,286.2766025000001,286.2886834000001,286.2886834000001,286.2886834000001,286.2886834000001,288.2887956000013,288.2887956000013,288.2887956000013,288.2887956000013,288.27280670000073,3,None,0.7178595999994286,0.2624881000010646,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
22,0,22,,,,,,space,2.709397300001001,None,None,3,None,0.6696272999997746,0.26449980000143114,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,288.2887956000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trennung,2.079,288.2732633000014,288.2737511000014,288.2738433000013,288.2887956000013,290.3716963000006,290.3563262000007,290.3608961000009,290.3716963000006,290.3716963000006,290.3716963000006,290.3716963000006,292.3716607000006,292.3716607000006,292.3716607000006,292.3716607000006,292.3560597000014,3,None,0.6696272999997746,0.26449980000143114,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
23,0,23,,,,,,space,2.709397300001001,None,None,3,None,0.5653770999997505,0.27310620000025665,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,292.3716607000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kante,2.8689,292.3565687999999,292.357063200001,292.3571690000008,292.3716607000006,295.2548545000009,295.23897150000084,295.2425286000016,295.2548545000009,295.2548545000009,295.2548545000009,295.2548545000009,297.25487050000083,297.25487050000083,297.25487050000083,297.25487050000083,297.2389785000014,3,None,0.5653770999997505,0.27310620000025665,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
24,0,24,,,,,,space,2.709397300001001,None,None,3,None,0.8325705999995989,0.2841506999993726,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,297.25487050000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dachboden,2.0301,297.2394597000002,297.2399538000009,297.24005300000135,297.25487050000083,299.2877804,299.2720805000008,299.27597849999984,299.2877804,299.2877804,299.2877804,299.2877804,301.2879311000015,301.2879311000015,301.2879311000015,301.2879311000015,301.2723386000016,3,None,0.8325705999995989,0.2841506999993726,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
25,0,25,,,,,,space,2.709397300001001,None,None,3,None,0.6697622000010597,0.2702819999994972,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,301.2879311000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,2.5495,301.2728436000016,301.2733506000004,301.27345480000076,301.2879311000015,303.8376267000003,303.8219972000006,303.8249871000007,303.8376267000003,303.8376267000003,303.8376267000003,303.8376267000003,305.8375042000007,305.8375042000007,305.8375042000007,305.8375042000007,305.82195160000083,3,None,0.6697622000010597,0.2702819999994972,,,,,,,,,,,,,,,,,,,,,,2172,1,2025-06-23_16h27.15.471,sm,2024.2.4,59.94959438107896,2025-06-23 16h27.25.882717 +0200,
