thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,0.005279099999825121,0.01153119999980845,0.01153119999980845,,,,,,,,
