thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,,,,,,space,6.356830700000501,None,None,3,None,1.1209560999996029,0.274640200000249,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,340.61294890000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puppe,3.7528,340.5958496000003,340.59635700000035,340.5964643999996,340.61294890000045,344.37678700000015,344.36200420000023,344.3672207999998,344.37678700000015,344.37678700000015,344.37678700000015,344.37678700000015,346.3770215000004,346.3770215000004,346.3770215000004,346.3770215000004,346.3615646999997,3,None,1.1209560999996029,0.274640200000249,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
7,0,7,,,,,,space,6.356830700000501,None,None,2,None,1.2769897999996829,0.20673250000072585,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,346.3770215000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,2.5444,346.3620784000004,346.36258670000007,346.3626924,346.3770215000004,348.9268006000002,348.9111522000003,348.9148346000002,348.9268006000002,348.9268006000002,348.9268006000002,348.9268006000002,350.92727230000037,350.92727230000037,350.92727230000037,350.92727230000037,350.9113110999997,2,None,1.2769897999996829,0.20673250000072585,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
8,0,8,,,,,,space,6.356830700000501,None,None,3,None,0.8967607000004136,0.24336589999984426,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,350.92727230000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schreibtisch,5.7319,350.91179699999975,350.9122975999999,350.9123969000002,350.92727230000037,356.6594758000001,356.6460969,356.6504914999996,356.6594758000001,356.6594758000001,356.6594758000001,356.6594758000001,358.65999569999985,358.65999569999985,358.65999569999985,358.65999569999985,358.64425539999957,3,None,0.8967607000004136,0.24336589999984426,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
9,0,9,,,,,,space,6.356830700000501,None,None,3,None,1.0655624000000898,0.24117410000053496,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,358.65999569999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamera,3.2048,358.64476749999994,358.64528169999994,358.6453879999999,358.65999569999985,361.8761242999999,361.8608495999997,361.8649851,361.8761242999999,361.8761242999999,361.8761242999999,361.8761242999999,363.87629879999986,363.87629879999986,363.87629879999986,363.87629879999986,363.86054930000046,3,None,1.0655624000000898,0.24117410000053496,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
10,0,10,,,,,,space,6.356830700000501,None,None,3,None,0.8972136000002138,0.2193612999999459,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,363.87629879999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vampir,2.2803,363.8610646999996,363.86158049999995,363.86168910000015,363.87629879999986,366.1593419999999,366.14366059999975,366.1478731999996,366.1593419999999,366.1593419999999,366.1593419999999,366.1593419999999,368.15920540000025,368.15920540000025,368.15920540000025,368.15920540000025,368.14367669999956,3,None,0.8972136000002138,0.2193612999999459,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
11,0,11,,,,,,space,6.356830700000501,None,None,3,None,1.3017804999999498,0.2392522000000099,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,368.15920540000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,2.7681,368.14419220000036,368.14468750000015,368.14479610000035,368.15920540000025,370.94220179999957,370.9268224999996,370.9304066000004,370.94220179999957,370.94220179999957,370.94220179999957,370.94220179999957,372.9421897000002,372.9421897000002,372.9421897000002,372.9421897000002,372.92686500000036,3,None,1.3017804999999498,0.2392522000000099,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
12,0,12,,,,,,space,6.356830700000501,None,None,2,None,1.361949199999799,0.17814869999983785,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,372.9421897000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,2.7738,372.9273813,372.92788910000036,372.92799660000037,372.9421897000002,375.725813,375.7097494999998,375.7138229000002,375.725813,375.725813,375.725813,375.725813,377.72532370000044,377.72532370000044,377.72532370000044,377.72532370000044,377.7099645999997,2,None,1.361949199999799,0.17814869999983785,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
13,0,13,,,,,,space,6.356830700000501,None,None,2,None,1.4897866000001159,0.21671239999977843,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,377.72532370000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,2.5926,377.7105131999997,377.71102770000016,377.7111353,377.72532370000044,380.32518830000026,380.3097158999999,380.31373540000004,380.32518830000026,380.32518830000026,380.32518830000026,380.32518830000026,382.3249990000004,382.3249990000004,382.3249990000004,382.3249990000004,382.3094772000004,2,None,1.4897866000001159,0.21671239999977843,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
14,0,14,,,,,,space,6.356830700000501,None,None,2,None,1.2224694000005911,0.20182369999929506,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,382.3249990000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musik,3.0177,382.3099967999997,382.3105065,382.31061190000037,382.3249990000004,385.34120150000035,385.3259619999999,385.3300052000004,385.34120150000035,385.34120150000035,385.34120150000035,385.34120150000035,387.34145249999983,387.34145249999983,387.34145249999983,387.34145249999983,387.32578230000036,2,None,1.2224694000005911,0.20182369999929506,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
15,0,15,,,,,,space,6.356830700000501,None,None,2,None,1.4003329999995913,0.1862354000004416,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,387.34145249999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,2.2922,387.3262940000004,387.3268449999996,387.32695070000045,387.34145249999983,389.64111349999985,389.6257002000002,389.6326952999998,389.64111349999985,389.64111349999985,389.64111349999985,389.64111349999985,391.6412399999999,391.6412399999999,391.6412399999999,391.6412399999999,391.6256370000001,2,None,1.4003329999995913,0.1862354000004416,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
16,0,16,,,,,,space,6.356830700000501,None,None,3,None,0.9014839000001302,0.2413375999994969,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,391.6412399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rot,2.8786,391.62615170000026,391.6266644999996,391.6267736,391.6412399999999,394.5243281000003,394.50883799999974,394.51259260000006,394.5243281000003,394.5243281000003,394.5243281000003,394.5243281000003,396.5244472000004,396.5244472000004,396.5244472000004,396.5244472000004,396.5086960999997,3,None,0.9014839000001302,0.2413375999994969,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
17,0,17,,,,,,space,6.356830700000501,None,None,3,None,1.1279294999994818,0.2446845000004032,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,396.5244472000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,2.0166,396.5092260000001,396.50981409999986,396.5099204999997,396.5244472000004,398.5408146,398.5253948999998,398.5293663000002,398.5408146,398.5408146,398.5408146,398.5408146,400.5406839999996,400.5406839999996,400.5406839999996,400.5406839999996,400.5251172999997,3,None,1.1279294999994818,0.2446845000004032,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
18,0,18,,,,,,space,6.356830700000501,None,None,3,None,1.2171138000003339,0.20046540000021196,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,400.5406839999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabel,2.1767,400.5256245999999,400.5262112999999,400.52631759999986,400.5406839999996,402.72371159999966,402.7081820000003,402.71217590000015,402.72371159999966,402.72371159999966,402.72371159999966,402.72371159999966,404.7239676999998,404.7239676999998,404.7239676999998,404.7239676999998,404.7081635000004,3,None,1.2171138000003339,0.20046540000021196,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
19,0,19,,,,,,space,6.356830700000501,None,None,3,None,1.0155370000002222,0.2143610000002809,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,404.7239676999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunkelheit,2.0049,404.70868940000037,404.70919740000045,404.70935499999996,404.7239676999998,406.7401391000003,406.72462579999956,406.7284485,406.7401391000003,406.7401391000003,406.7401391000003,406.7401391000003,408.74020440000004,408.74020440000004,408.74020440000004,408.74020440000004,408.7247078999999,3,None,1.0155370000002222,0.2143610000002809,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
20,0,20,,,,,,space,6.356830700000501,None,None,2,None,0.8372888999992938,0.19413600000007136,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,408.74020440000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität,2.2038,408.72522070000014,408.72586239999964,408.7259683000002,408.74020440000004,410.9572873999996,410.9410168000004,410.9475943999996,410.9572873999996,410.9572873999996,410.9572873999996,410.9572873999996,412.9568656000001,412.9568656000001,412.9568656000001,412.9568656000001,412.9408862,2,None,0.8372888999992938,0.19413600000007136,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
21,0,21,,,,,,space,6.356830700000501,None,None,2,None,1.0646210999993855,0.2005196000000069,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,412.9568656000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,2.8591,412.9414002000003,412.9419097,412.9420146000002,412.9568656000001,415.82300099999975,415.8075551000002,415.81200629999967,415.82300099999975,415.82300099999975,415.82300099999975,415.82300099999975,417.8229930999996,417.8229930999996,417.8229930999996,417.8229930999996,417.8072479000002,2,None,1.0646210999993855,0.2005196000000069,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
22,0,22,,,,,,space,6.356830700000501,None,None,2,None,0.9813336999995954,0.20856319999984407,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,417.8229930999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anführer,3.4213,417.8077524,417.80824930000017,417.8083544000001,417.8229930999996,421.25578659999974,421.24019469999985,421.2438549999997,421.25578659999974,421.25578659999974,421.25578659999974,421.25578659999974,423.2559989000001,423.2559989000001,423.2559989000001,423.2559989000001,423.24060949999966,2,None,0.9813336999995954,0.20856319999984407,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
23,0,23,,,,,,space,6.356830700000501,None,None,2,None,1.2695227000003797,0.16270109999913984,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,423.2559989000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hase,2.5717,423.2411234000001,423.2416254999998,423.24173299999984,423.2559989000001,425.8388205000001,425.8239800000001,425.8299256,425.8388205000001,425.8388205000001,425.8388205000001,425.8388205000001,427.8389551,427.8389551,427.8389551,427.8389551,427.8236281999998,2,None,1.2695227000003797,0.16270109999913984,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
24,0,24,,,,,,space,6.356830700000501,None,None,2,None,0.7749007000002166,0.2369959999996354,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,427.8389551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,3.3553,427.8241417999998,427.82465090000005,427.8247577000002,427.8389551,431.20539800000006,431.18989090000014,431.1934977000001,431.20539800000006,431.20539800000006,431.20539800000006,431.20539800000006,433.2054844000004,433.2054844000004,433.2054844000004,433.2054844000004,433.1899016999996,2,None,0.7749007000002166,0.2369959999996354,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
25,0,25,,,,,,space,6.356830700000501,None,None,3,None,1.40429899999981,0.20884819999992033,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,433.2054844000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nummer,3.1687,433.1904182999997,433.19093040000007,433.1910404999999,433.2054844000004,436.38857389999976,436.3729562999997,436.3765261999997,436.38857389999976,436.38857389999976,436.38857389999976,436.38857389999976,438.38856940000005,438.38856940000005,438.38856940000005,438.38856940000005,438.37294199999997,3,None,1.40429899999981,0.20884819999992033,,,,,,,,,,,,,,,,,,,,,,8452,1,2025-06-20_12h01.46.987,sm,2024.2.4,59.97782020219568,2025-06-20 12h01.58.469366 +0200,
