thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034908000016002916,0.017872000000352273,0.017872000000352273,120.05295699999988,space,120.01335019999897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.05309879999913,120.06277060000139,120.06277060000139,210.20810300000085,space,90.12808670000231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.20821770000111,210.22281660000226,210.22281660000226,217.75733120000223,2,7.521440000000439,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.75744979999945,217.77243950000047,217.77243950000047,239.02320379999946,2,21.249062299997604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
0,0,0,Rasen,Pflege,Mäher,Gras,2.3517,space,12.858856599999854,None,None,None,None,,,0,0,0,0,0,79,79,77,0,0,0,0,0,79,79,36,0,0,0,0,311.1166283999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.02413570000135,239.02492859999984,239.09529020000264,239.09554330000174,239.1000731000022,239.10038820000045,239.12938349999968,239.12958010000148,239.13619430000108,239.1410582999997,239.1410582999997,252.00349930000084,space,12.858856599999854,None,252.00363950000246,252.0204694999993,252.0204694999993,299.1006226000027,None,299.1099606000025,299.11737540000104,299.1159856666675,300.32674079999924,309.10050396666725,310.1074154000016,311.1166283999992,311.1012069000026,Lachen,2.3517,311.10264400000233,311.10341640000115,311.1065462000006,311.1166283999992,313.4833040000012,313.46752969999943,313.4710570000025,313.4833040000012,313.4833040000012,313.4833040000012,313.4833040000012,315.4839197000001,315.4839197000001,315.4839197000001,315.4839197000001,315.4679515000025,None,None,,,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
1,0,1,,,,,,space,12.858856599999854,None,None,2,None,0.9697075000003679,0.356973799996922,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,315.4839197000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeigen,2.9398,315.4684393000025,315.46900970000206,315.46911700000055,315.4839197000001,318.4327067000013,318.41747509999914,318.4243535000023,318.4327067000013,318.4327067000013,318.4327067000013,318.4327067000013,320.4332469000001,320.4332469000001,320.4332469000001,320.4332469000001,320.4173035999993,2,None,0.9697075000003679,0.356973799996922,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
2,0,2,,,,,,space,12.858856599999854,None,None,3,None,1.0584282000017993,0.2188815000008617,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,320.4332469000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fakt,3.246,320.41779710000264,320.41844050000145,320.4185490000018,320.4332469000001,323.68263600000137,323.6671564999997,323.67269410000154,323.68263600000137,323.68263600000137,323.68263600000137,323.68263600000137,325.68288870000106,325.68288870000106,325.68288870000106,325.68288870000106,325.6672338999997,3,None,1.0584282000017993,0.2188815000008617,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
3,0,3,,,,,,space,12.858856599999854,None,None,3,None,1.819305400000303,None,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,325.68288870000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,2.9899,325.66775269999926,325.6682918000006,325.66840109999976,325.68288870000106,328.6823454000005,328.6670649000007,328.6702332999994,328.6823454000005,328.6823454000005,328.6823454000005,328.6823454000005,330.6824256,330.6824256,330.6824256,330.6824256,330.66716350000206,3,None,1.819305400000303,None,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
4,0,4,,,,,,space,12.858856599999854,None,None,3,None,1.407896400000027,0.20239489999949,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,330.6824256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,3.6011,330.66768140000204,330.66822859999957,330.6683363000011,330.6824256,334.28221660000054,334.2667576999993,334.27022560000114,334.28221660000054,334.28221660000054,334.28221660000054,334.28221660000054,336.28215470000214,336.28215470000214,336.28215470000214,336.28215470000214,336.26665050000156,3,None,1.407896400000027,0.20239489999949,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
5,0,5,,,,,,space,12.858856599999854,None,None,2,None,0.926449099999445,0.3184106000007887,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,336.28215470000214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elephant,2.59,336.2671642999994,336.26767680000194,336.2677898000002,336.28215470000214,338.88231710000036,338.8665132000024,338.87081860000035,338.88231710000036,338.88231710000036,338.88231710000036,338.88231710000036,340.88195629999973,340.88195629999973,340.88195629999973,340.88195629999973,340.86662960000103,2,None,0.926449099999445,0.3184106000007887,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
6,0,6,,,,,,space,12.858856599999854,None,None,2,None,0.8137034999999742,0.22632140000132495,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,340.88195629999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autorin,2.2697,340.8671537000009,340.86781150000024,340.8679293000023,340.88195629999973,343.1653694000015,343.14961630000107,343.1538916000027,343.1653694000015,343.1653694000015,343.1653694000015,343.1653694000015,345.1651268000023,345.1651268000023,345.1651268000023,345.1651268000023,345.1496681999997,2,None,0.8137034999999742,0.22632140000132495,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
7,0,7,,,,,,space,12.858856599999854,None,None,3,None,1.18322889999763,0.32661910000024363,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,345.1651268000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendung,2.7453,345.15020990000266,345.15086789999987,345.15101979999963,345.1651268000023,347.91508220000105,347.8992639999997,347.9033367000011,347.91508220000105,347.91508220000105,347.91508220000105,347.91508220000105,349.915048400002,349.915048400002,349.915048400002,349.915048400002,349.8995141000014,3,None,1.18322889999763,0.32661910000024363,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
8,0,8,,,,,,space,12.858856599999854,None,None,3,None,0.8694734999990033,0.19642920000114827,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,349.915048400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Büro,2.1453,349.9000202999996,349.9005431000005,349.90065040000263,349.915048400002,352.06428869999945,352.04931090000173,352.0535557000003,352.06428869999945,352.06428869999945,352.06428869999945,352.06428869999945,354.06448920000184,354.06448920000184,354.06448920000184,354.06448920000184,354.04910120000204,3,None,0.8694734999990033,0.19642920000114827,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
9,0,9,,,,,,space,12.858856599999854,None,None,2,None,0.9764706999994814,0.19050100000094972,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,354.06448920000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brise,2.8379,354.0496201999995,354.0501421000008,354.05025340000066,354.06448920000184,356.9139772000017,356.89861329999985,356.90191680000135,356.9139772000017,356.9139772000017,356.9139772000017,356.9139772000017,358.91427530000146,358.91427530000146,358.91427530000146,358.91427530000146,358.89877850000266,2,None,0.9764706999994814,0.19050100000094972,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
10,0,10,,,,,,space,12.858856599999854,None,None,3,None,0.834590999998909,0.20619190000070375,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,358.91427530000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecke,2.1239,358.8992908,358.8998234999999,358.8999332000021,358.91427530000146,361.04719450000266,361.03167870000107,361.0350237999992,361.04719450000266,361.04719450000266,361.04719450000266,361.04719450000266,363.0466368000016,363.0466368000016,363.0466368000016,363.0466368000016,363.03124240000034,3,None,0.834590999998909,0.20619190000070375,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
11,0,11,,,,,,space,12.858856599999854,None,None,3,None,1.8113393999992695,None,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,363.0466368000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knie,2.9402,363.0316292000025,363.03214110000044,363.03222000000096,363.0466368000016,365.9967249000001,365.9800972000012,365.98242980000214,365.9967249000001,365.9967249000001,365.9967249000001,365.9967249000001,367.99584949999917,367.99584949999917,367.99584949999917,367.99584949999917,367.9800436000005,3,None,1.8113393999992695,None,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
12,0,12,,,,,,space,12.858856599999854,None,None,3,None,1.6007376000015938,0.1776955999994243,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,367.99584949999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus,2.8861,367.98025509999934,367.9805258000015,367.9805804000025,367.99584949999917,370.89690130000236,370.8815938000007,370.8853540000018,370.89690130000236,370.89690130000236,370.89690130000236,370.89690130000236,372.8969418000015,372.8969418000015,372.8969418000015,372.8969418000015,372.88131200000134,3,None,1.6007376000015938,0.1776955999994243,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
13,0,13,,,,,,space,12.858856599999854,None,None,3,None,0.9018509999987145,0.1966048000031151,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,372.8969418000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamant,2.5467,372.88182190000225,372.8823865000013,372.8824932000025,372.8969418000015,375.44636940000055,375.4308821000013,375.4346460000015,375.44636940000055,375.44636940000055,375.44636940000055,375.44636940000055,377.44666080000025,377.44666080000025,377.44666080000025,377.44666080000025,377.43121280000196,3,None,0.9018509999987145,0.1966048000031151,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
14,0,14,,,,,,space,12.858856599999854,None,None,3,None,0.9314743999966595,0.16670300000259886,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,377.44666080000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ordner,3.3501,377.43172290000075,377.43233610000243,377.43244640000194,377.44666080000025,380.7969919999996,380.78059249999933,380.7869896000011,380.7969919999996,380.7969919999996,380.7969919999996,380.7969919999996,382.79616100000203,382.79616100000203,382.79616100000203,382.79616100000203,382.7806421999994,3,None,0.9314743999966595,0.16670300000259886,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
15,0,15,,,,,,space,12.858856599999854,None,None,3,None,1.070414300000266,0.17801569999937783,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,382.79616100000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostern,3.6774,382.78115629999957,382.7816660000026,382.78177420000065,382.79616100000203,386.4796767000007,386.4634933000016,386.4671137000005,386.4796767000007,386.4796767000007,386.4796767000007,386.4796767000007,388.4794395000026,388.4794395000026,388.4794395000026,388.4794395000026,388.46375570000237,3,None,1.070414300000266,0.17801569999937783,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
16,0,16,,,,,,space,12.858856599999854,None,None,3,None,1.5987774999994144,0.19836539999960223,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,388.4794395000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluse,2.4818,388.46426900000006,388.4647865000006,388.4648933000026,388.4794395000026,390.96235140000135,390.94662750000134,390.95026979999966,390.96235140000135,390.96235140000135,390.96235140000135,390.96235140000135,392.962254500002,392.962254500002,392.962254500002,392.962254500002,392.9468476000002,3,None,1.5987774999994144,0.19836539999960223,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
17,0,17,,,,,,space,12.858856599999854,None,None,2,None,0.9699748000020918,0.19567039999674307,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,392.962254500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party,2.6159,392.94735760000185,392.9479109999993,392.94801890000235,392.962254500002,395.57824090000213,395.56313410000075,395.5703194000016,395.57824090000213,395.57824090000213,395.57824090000213,395.57824090000213,397.57877270000245,397.57877270000245,397.57877270000245,397.57877270000245,397.5630851999995,2,None,0.9699748000020918,0.19567039999674307,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
18,0,18,,,,,,space,12.858856599999854,None,None,2,None,1.348221199998079,0.1872527000014088,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,397.57877270000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arm,2.0317,397.5635942000008,397.56426270000156,397.56436920000124,397.57877270000245,399.6119331000009,399.59642010000243,399.59993340000074,399.6119331000009,399.6119331000009,399.6119331000009,399.6119331000009,401.61188760000005,401.61188760000005,401.61188760000005,401.61188760000005,401.59636460000183,2,None,1.348221199998079,0.1872527000014088,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
19,0,19,,,,,,space,12.858856599999854,None,None,3,None,1.7458540000006906,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,401.61188760000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monument,2.6105,401.59687340000164,401.59746000000086,401.59756840000045,401.61188760000005,404.2282931000009,404.2128625000005,404.21706840000115,404.2282931000009,404.2282931000009,404.2282931000009,404.2282931000009,406.2282171000006,406.2282171000006,406.2282171000006,406.2282171000006,406.21275620000233,3,None,1.7458540000006906,None,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
20,0,20,,,,,,space,12.858856599999854,None,None,3,None,1.6979563999993843,0.15276300000186893,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,406.2282171000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.164,406.2132044000027,406.2138414000001,406.2139418000006,406.2282171000006,408.39440260000265,408.37888170000224,408.38325199999963,408.39440260000265,408.39440260000265,408.39440260000265,408.39440260000265,410.39467370000057,410.39467370000057,410.39467370000057,410.39467370000057,410.3789878000025,3,None,1.6979563999993843,0.15276300000186893,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
21,0,21,,,,,,space,12.858856599999854,None,None,2,None,1.2129876999970293,0.17612510000253678,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,410.39467370000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Service,2.3709,410.37949890000164,410.38009769999917,410.38020550000147,410.39467370000057,412.77768540000034,412.7622575000023,412.76643980000154,412.77768540000034,412.77768540000034,412.77768540000034,412.77768540000034,414.7777136000004,414.7777136000004,414.7777136000004,414.7777136000004,414.7625150999993,2,None,1.2129876999970293,0.17612510000253678,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
22,0,22,,,,,,space,12.858856599999854,None,None,3,None,1.815180000001419,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,414.7777136000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seife,4.5695,414.7630089000013,414.76351179999983,414.76362080000035,414.7777136000004,419.36066610000125,419.3450965000011,419.3491983000022,419.36066610000125,419.36066610000125,419.36066610000125,419.36066610000125,421.3607718000021,421.3607718000021,421.3607718000021,421.3607718000021,421.3449400000027,3,None,1.815180000001419,None,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
23,0,23,,,,,,space,12.858856599999854,None,None,2,None,1.4420714000007138,0.17277910000120755,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,421.3607718000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulkan,2.4779,421.34538950000206,421.3459124000001,421.34600879999925,421.3607718000021,423.84353080000074,423.82836250000037,423.8318455000008,423.84353080000074,423.84353080000074,423.84353080000074,423.84353080000074,425.84388780000154,425.84388780000154,425.84388780000154,425.84388780000154,425.8282919000012,2,None,1.4420714000007138,0.17277910000120755,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
24,0,24,,,,,,space,12.858856599999854,None,None,3,None,0.989183800000319,0.1774801000028674,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,425.84388780000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebe,2.9946,425.8288042999993,425.8293064999998,425.8294134000025,425.84388780000154,428.8433091000006,428.8278484000002,428.8308240000006,428.8433091000006,428.8433091000006,428.8433091000006,428.8433091000006,430.8435429000019,430.8435429000019,430.8435429000019,430.8435429000019,430.827898800002,3,None,0.989183800000319,0.1774801000028674,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
25,0,25,,,,,,space,12.858856599999854,None,None,2,None,0.8741230000014184,0.22134649999861722,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,430.8435429000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurm,2.2079,430.8284084000006,430.82891890000246,430.82902470000045,430.8435429000019,433.05999560000055,433.04438270000173,433.04806400000234,433.05999560000055,433.05999560000055,433.05999560000055,433.05999560000055,435.0601779000026,435.0601779000026,435.0601779000026,435.0601779000026,435.0445032000025,2,None,0.8741230000014184,0.22134649999861722,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
26,0,26,,,,,,space,12.858856599999854,None,None,3,None,0.854319599999144,0.2737221999996109,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,435.0601779000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waschbecken,2.325,435.0449523999996,435.0454406000026,435.04553410000153,435.0601779000026,437.3929425999995,437.37722660000145,437.3811127000008,437.3929425999995,437.3929425999995,437.3929425999995,437.3929425999995,439.39284469999984,439.39284469999984,439.39284469999984,439.39284469999984,439.3775803000026,3,None,0.854319599999144,0.2737221999996109,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
27,0,27,,,,,,space,12.858856599999854,None,None,2,None,0.8632944000019052,0.20550469999943743,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,439.39284469999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrrad,2.7485,439.37809290000223,439.3786016000013,439.37871409999934,439.39284469999984,442.1428188000027,442.1271799000024,442.1322091000002,442.1428188000027,442.1428188000027,442.1428188000027,442.1428188000027,444.14277109999966,444.14277109999966,444.14277109999966,444.14277109999966,444.1271450000022,2,None,0.8632944000019052,0.20550469999943743,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
28,0,28,,,,,,space,12.858856599999854,None,None,2,None,1.4005431000005046,0.18950039999981527,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,444.14277109999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moor,2.2461,444.1276641000004,444.12818170000173,444.1282887000016,444.14277109999966,446.3923108000017,446.37697540000227,446.3801717999995,446.3923108000017,446.3923108000017,446.3923108000017,446.3923108000017,448.3926261000015,448.3926261000015,448.3926261000015,448.3926261000015,448.37704289999965,2,None,1.4005431000005046,0.18950039999981527,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
29,0,29,,,,,,space,12.858856599999854,None,None,2,None,0.8456469000011566,0.18917850000070757,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,448.3926261000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Publikum,2.5607,448.3775487999992,448.3781022000003,448.3782100999997,448.3926261000015,450.95878970000194,450.9431070999999,450.9467012999994,450.95878970000194,450.95878970000194,450.95878970000194,450.95878970000194,452.95915199999945,452.95915199999945,452.95915199999945,452.95915199999945,452.9431923000011,2,None,0.8456469000011566,0.18917850000070757,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
