thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
50,0,50,,,,,,space,1.9622976000027847,None,None,3,None,0.7065782999998191,0.1919586000003619,0,0,0,0,,,,,3,0,3,0,,,,,50,0,50,0,1923.825177300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kante,5.03,1923.810121800001,1923.8106442999997,1923.8107502999992,1923.825177300001,1928.8582619000008,1928.8421111000025,1928.8453164999992,1928.8582619000008,1928.8582619000008,1928.8582619000008,1928.8582619000008,1930.858100100002,1930.858100100002,1930.858100100002,1930.858100100002,1930.8425381000015,3,None,0.7065782999998191,0.1919586000003619,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
51,0,51,,,,,,space,1.9622976000027847,None,None,3,None,1.0989608000018052,0.4348595000010391,0,0,0,0,,,,,3,0,3,0,,,,,51,0,51,0,1930.858100100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beine,3.0167,1930.8430494000022,1930.8435678000023,1930.8436765000006,1930.858100100002,1933.8747350000012,1933.8591398999997,1933.8631749000015,1933.8747350000012,1933.8747350000012,1933.8747350000012,1933.8747350000012,1935.8748446999998,1935.8748446999998,1935.8748446999998,1935.8748446999998,1935.8586978999992,3,None,1.0989608000018052,0.4348595000010391,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
52,0,52,,,,,,space,1.9622976000027847,None,None,2,None,1.094595999999001,0.14693740000075195,0,0,0,0,,,,,3,0,3,0,,,,,52,0,52,0,1935.8748446999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,4.5695,1935.859178900002,1935.8598458000015,1935.8599498000003,1935.8748446999998,1940.457340500001,1940.4417673000025,1940.4457810000022,1940.457340500001,1940.457340500001,1940.457340500001,1940.457340500001,1942.4575384000018,1942.4575384000018,1942.4575384000018,1942.4575384000018,1942.4417964999993,2,None,1.094595999999001,0.14693740000075195,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
53,0,53,,,,,,space,1.9622976000027847,None,None,2,None,0.8295631000000867,0.18152499999996508,0,0,0,0,,,,,3,0,3,0,,,,,53,0,53,0,1942.4575384000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duft,2.7485,1942.4423306000026,1942.4429971999998,1942.4431026999991,1942.4575384000018,1945.2070378999997,1945.191638100001,1945.1950675000007,1945.2070378999997,1945.2070378999997,1945.2070378999997,1945.2070378999997,1947.207066400002,1947.207066400002,1947.207066400002,1947.207066400002,1947.1916402000024,2,None,0.8295631000000867,0.18152499999996508,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
54,0,54,,,,,,space,1.9622976000027847,None,None,2,None,1.2672015000025567,0.3482351999991806,0,0,0,0,,,,,3,0,3,0,,,,,54,0,54,0,1947.207066400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonie,2.166,1947.1921509000022,1947.1927950999998,1947.1929005999991,1947.207066400002,1949.3732210000016,1949.3577589000015,1949.3638135,1949.3732210000016,1949.3732210000016,1949.3732210000016,1949.3732210000016,1951.3734294000024,1951.3734294000024,1951.3734294000024,1951.3734294000024,1951.3580613000013,2,None,1.2672015000025567,0.3482351999991806,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
55,0,55,,,,,,space,1.9622976000027847,None,None,2,None,0.7745087000002968,0.1785290999978315,0,0,0,0,,,,,3,0,3,0,,,,,55,0,55,0,1951.3734294000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Familie,2.307,1951.3585644000013,1951.3592090999991,1951.3593242000024,1951.3734294000024,1953.689906800002,1953.6742921000005,1953.6779623000002,1953.689906800002,1953.689906800002,1953.689906800002,1953.689906800002,1955.690101100001,1955.690101100001,1955.690101100001,1955.690101100001,1955.6745623000024,2,None,0.7745087000002968,0.1785290999978315,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
56,0,56,,,,,,space,1.9622976000027847,None,None,3,None,0.8015333000003011,0.1769297999999253,0,0,0,0,,,,,3,0,3,0,,,,,56,0,56,0,1955.690101100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spülung,2.3878,1955.675067100001,1955.6758028000004,1955.6759086999991,1955.690101100001,1958.0895225000022,1958.0740126000019,1958.0778549999995,1958.0895225000022,1958.0895225000022,1958.0895225000022,1958.0895225000022,1960.0896213000015,1960.0896213000015,1960.0896213000015,1960.0896213000015,1960.0742773999991,3,None,0.8015333000003011,0.1769297999999253,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
57,0,57,,,,,,space,1.9622976000027847,None,None,3,None,1.4561497999966377,0.1918708000011975,0,0,0,0,,,,,3,0,3,0,,,,,57,0,57,0,1960.0896213000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwester,2.372,1960.0747900000024,1960.0753025000013,1960.0754073000026,1960.0896213000015,1962.4728928000004,1962.4572602000007,1962.4614390000024,1962.4728928000004,1962.4728928000004,1962.4728928000004,1962.4728928000004,1964.4727593000025,1964.4727593000025,1964.4727593000025,1964.4727593000025,1964.4573000000019,3,None,1.4561497999966377,0.1918708000011975,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
58,0,58,,,,,,space,1.9622976000027847,None,None,2,None,1.4643686999988859,0.15090050000071642,0,0,0,0,,,,,3,0,3,0,,,,,58,0,58,0,1964.4727593000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,2.674,1964.4578082000007,1964.4584630000027,1964.458566600002,1964.4727593000025,1967.155815500002,1967.1402530000014,1967.1440576999994,1967.155815500002,1967.155815500002,1967.155815500002,1967.155815500002,1969.1559534000007,1969.1559534000007,1969.1559534000007,1969.1559534000007,1969.1402248000013,2,None,1.4643686999988859,0.15090050000071642,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
59,0,59,,,,,,space,1.9622976000027847,None,None,2,None,1.549356399998942,0.12401630000022124,0,0,0,0,,,,,3,0,3,0,,,,,59,0,59,0,1969.1559534000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,2.4355,1969.1407457999994,1969.1412564999991,1969.1413659999998,1969.1559534000007,1971.6053710000015,1971.589973000002,1971.5938201999998,1971.6053710000015,1971.6053710000015,1971.6053710000015,1971.6053710000015,1973.6055363000014,1973.6055363000014,1973.6055363000014,1973.6055363000014,1973.5899850999995,2,None,1.549356399998942,0.12401630000022124,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
60,0,60,,,,,,space,1.9622976000027847,None,None,2,None,1.19937050000226,0.1506368999980623,0,0,0,0,,,,,3,0,3,0,,,,,60,0,60,0,1973.6055363000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,2.8861,1973.5904885000018,1973.591140200002,1973.5912444999994,1973.6055363000014,1976.5056571000023,1976.4896396000004,1976.4936242000003,1976.5056571000023,1976.5056571000023,1976.5056571000023,1976.5056571000023,1978.5054144999995,1978.5054144999995,1978.5054144999995,1978.5054144999995,1978.489826500001,2,None,1.19937050000226,0.1506368999980623,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
61,0,61,,,,,,space,1.9622976000027847,None,None,2,None,0.9378198000013072,0.1476038000000699,0,0,0,0,,,,,3,0,3,0,,,,,61,0,61,0,1978.5054144999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Album,2.164,1978.490319200002,1978.4908297000002,1978.490937300001,1978.5054144999995,1980.6716689999994,1980.6562191000012,1980.6611464000016,1980.6716689999994,1980.6716689999994,1980.6716689999994,1980.6716689999994,1982.6718863999995,1982.6718863999995,1982.6718863999995,1982.6718863999995,1982.6563977000005,2,None,0.9378198000013072,0.1476038000000699,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
62,0,62,,,,,,space,1.9622976000027847,None,None,3,None,0.7884908999985782,0.15548250000210828,0,0,0,0,,,,,3,0,3,0,,,,,62,0,62,0,1982.6718863999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loch,2.6159,1982.6569053999992,1982.657642000002,1982.6577475000013,1982.6718863999995,1985.288123800001,1985.2725248000024,1985.2761888000023,1985.288123800001,1985.288123800001,1985.288123800001,1985.288123800001,1987.288339300001,1987.288339300001,1987.288339300001,1987.288339300001,1987.2727145000026,3,None,0.7884908999985782,0.15548250000210828,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
63,0,63,,,,,,space,1.9622976000027847,None,None,2,None,0.9374779999998282,0.15493210000204272,0,0,0,0,,,,,3,0,3,0,,,,,63,0,63,0,1987.288339300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,5.5502,1987.2732316000001,1987.2738840999991,1987.273990400001,1987.288339300001,1992.8376615000016,1992.822321300002,1992.8265966,1992.8376615000016,1992.8376615000016,1992.8376615000016,1992.8376615000016,1994.8379693999996,1994.8379693999996,1994.8379693999996,1994.8379693999996,1994.8223719000016,2,None,0.9374779999998282,0.15493210000204272,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
64,0,64,,,,,,space,1.9622976000027847,None,None,3,None,1.1635863000010431,0.18055919999824255,0,0,0,0,,,,,3,0,3,0,,,,,64,0,64,0,1994.8379693999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwalt,2.2697,1994.8228992000004,1994.8234211000017,1994.8235275000006,1994.8379693999996,1997.1208017000026,1997.105188900001,1997.1089888000024,1997.1208017000026,1997.1208017000026,1997.1208017000026,1997.1208017000026,1999.1209345000025,1999.1209345000025,1999.1209345000025,1999.1209345000025,1999.1055379999998,3,None,1.1635863000010431,0.18055919999824255,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
65,0,65,,,,,,space,1.9622976000027847,None,None,3,None,1.4281207999993057,0.21924959999887506,0,0,0,0,,,,,3,0,3,0,,,,,65,0,65,0,1999.1209345000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferien,2.2074,1999.1060588,1999.106578400002,1999.106687200001,1999.1209345000025,2001.3372234000017,2001.321747500002,2001.325639300001,2001.3372234000017,2001.3372234000017,2001.3372234000017,2001.3372234000017,2003.3376750999996,2003.3376750999996,2003.3376750999996,2003.3376750999996,2003.3217404000025,3,None,1.4281207999993057,0.21924959999887506,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
66,0,66,,,,,,space,1.9622976000027847,None,None,3,None,1.3204150999990816,0.15964979999989737,0,0,0,0,,,,,3,0,3,0,,,,,66,0,66,0,2003.3376750999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gipfel,2.9946,2003.3222532,2003.3227700000025,2003.3228765999993,2003.3376750999996,2006.3369566000001,2006.3213446000009,2006.3252173,2006.3369566000001,2006.3369566000001,2006.3369566000001,2006.3369566000001,2008.3369926000014,2008.3369926000014,2008.3369926000014,2008.3369926000014,2008.3218431999994,3,None,1.3204150999990816,0.15964979999989737,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
67,0,67,,,,,,space,1.9622976000027847,None,None,2,None,1.4885136000011698,0.12302840000120341,0,0,0,0,,,,,3,0,3,0,,,,,67,0,67,0,2008.3369926000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reise,4.0455,2008.3223773999998,2008.3228846999991,2008.3229982000012,2008.3369926000014,2012.3863927999992,2012.3706392999993,2012.3741019000008,2012.3863927999992,2012.3863927999992,2012.3863927999992,2012.3863927999992,2014.3865125000011,2014.3865125000011,2014.3865125000011,2014.3865125000011,2014.371023300002,2,None,1.4885136000011698,0.12302840000120341,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
68,0,68,,,,,,space,1.9622976000027847,None,None,2,None,1.4779774000016914,0.11514320000060252,0,0,0,0,,,,,3,0,3,0,,,,,68,0,68,0,2014.3865125000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,3.259,2014.3715448000003,2014.3720805000012,2014.3721914000016,2014.3865125000011,2017.6530514000005,2017.6372644000003,2017.6415121000027,2017.6530514000005,2017.6530514000005,2017.6530514000005,2017.6530514000005,2019.6530755999993,2019.6530755999993,2019.6530755999993,2019.6530755999993,2019.6374127000017,2,None,1.4779774000016914,0.11514320000060252,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
69,0,69,,,,,,space,1.9622976000027847,None,None,2,None,1.313483300000371,0.15023099999962142,0,0,0,0,,,,,3,0,3,0,,,,,69,0,69,0,2019.6530755999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platz,3.8152,2019.6379240999995,2019.6385386000002,2019.6386445999997,2019.6530755999993,2023.4693136000024,2023.4538436000003,2023.4579416000015,2023.4693136000024,2023.4693136000024,2023.4693136000024,2023.4693136000024,2025.4693001000014,2025.4693001000014,2025.4693001000014,2025.4693001000014,2025.454104700002,2,None,1.313483300000371,0.15023099999962142,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
70,0,70,,,,,,space,1.9622976000027847,None,None,2,None,0.9740870000023278,0.15138979999755975,0,0,0,0,,,,,3,0,3,0,,,,,70,0,70,0,2025.4693001000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luft,3.4491,2025.4546104,2025.4552659,2025.4553713999994,2025.4693001000014,2028.919007200002,2028.903269800001,2028.9067190000023,2028.919007200002,2028.919007200002,2028.919007200002,2028.919007200002,2030.919021400001,2030.919021400001,2030.919021400001,2030.919021400001,2030.9034200999995,2,None,0.9740870000023278,0.15138979999755975,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
71,0,71,,,,,,space,1.9622976000027847,None,None,3,None,1.0853807999992569,0.14564230000178213,0,0,0,0,,,,,3,0,3,0,,,,,71,0,71,0,2030.919021400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,3.6638,2030.9039412999991,2030.9045837000012,2030.9046961000022,2030.919021400001,2034.5855437999999,2034.5696231000002,2034.5733564000002,2034.5855437999999,2034.5855437999999,2034.5855437999999,2034.5855437999999,2036.5853186000022,2036.5853186000022,2036.5853186000022,2036.5853186000022,2036.5699017000006,3,None,1.0853807999992569,0.14564230000178213,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
72,0,72,,,,,,space,1.9622976000027847,None,None,None,None,,,0,0,0,0,,,,,3,0,3,0,,,,,72,0,72,0,2036.5853186000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,3.5046,2036.5704110000006,2036.5710567000024,2036.5711609999998,2036.5853186000022,2040.1022510000003,2040.0863186000024,2040.0901884000014,2040.1022510000003,2040.1022510000003,2040.1022510000003,2040.1022510000003,2042.1016096999992,2042.1016096999992,2042.1016096999992,2042.1016096999992,2042.0862049000025,None,None,,,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
73,0,73,,,,,,space,1.9622976000027847,None,None,3,None,1.5758418000004895,0.1749275000001944,0,0,0,0,,,,,3,0,3,0,,,,,73,0,73,0,2042.1016096999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmerz,3.3501,2042.0866505000013,2042.0872750000017,2042.0873782000017,2042.1016096999992,2045.451209400002,2045.435633000001,2045.4395528999994,2045.451209400002,2045.451209400002,2045.451209400002,2045.451209400002,2047.4514020999995,2047.4514020999995,2047.4514020999995,2047.4514020999995,2047.4357845000013,3,None,1.5758418000004895,0.1749275000001944,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
74,0,74,,,,,,space,1.9622976000027847,None,None,2,None,0.8293508999995538,0.1591879000006884,0,0,0,0,,,,,3,0,3,0,,,,,74,0,74,0,2047.4514020999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.4779,2047.4363042000004,2047.4369498000015,2047.437055800001,2047.4514020999995,2049.9345790000007,2049.9191818,2049.9229621000013,2049.9345790000007,2049.9345790000007,2049.9345790000007,2049.9345790000007,2051.934533300002,2051.934533300002,2051.934533300002,2051.934533300002,2051.9194375000006,2,None,0.8293508999995538,0.1591879000006884,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
75,0,75,,,,,,space,1.9622976000027847,None,None,3,None,1.7010229000006802,0.20364619999963907,0,0,0,0,,,,,3,0,3,0,,,,,75,0,75,0,2051.934533300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemd,2.6253,2051.919952600001,2051.9204635999995,2051.920571800001,2051.934533300002,2054.5675549000007,2054.551582,2054.5557081000006,2054.5675549000007,2054.5675549000007,2054.5675549000007,2054.5675549000007,2056.5695436000024,2056.5695436000024,2056.5695436000024,2056.5695436000024,2056.5518701,3,None,1.7010229000006802,0.20364619999963907,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
76,0,76,,,,,,space,1.9622976000027847,None,None,None,None,,,0,0,0,0,,,,,3,0,3,0,,,,,76,0,76,0,2056.5695436000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zucker,2.3517,2056.552385499999,2056.552917500001,2056.553023799999,2056.5695436000024,2058.9339507000004,2058.9185113999993,2058.9224797000024,2058.9339507000004,2058.9339507000004,2058.9339507000004,2058.9339507000004,2060.9338927999997,2060.9338927999997,2060.9338927999997,2060.9338927999997,2060.9184860999994,None,None,,,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
77,0,77,,,,,,space,1.9622976000027847,None,None,3,None,0.7826160000004165,0.16951089999929536,0,0,0,0,,,,,3,0,3,0,,,,,77,0,77,0,2060.9338927999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,2.5467,2060.918973,2060.919486900002,2060.9195967000014,2060.9338927999997,2063.4836319000024,2063.4681512999996,2063.4722428000023,2063.4836319000024,2063.4836319000024,2063.4836319000024,2063.4836319000024,2065.483707200001,2065.483707200001,2065.483707200001,2065.483707200001,2065.4680172000008,3,None,0.7826160000004165,0.16951089999929536,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
78,0,78,,,,,,space,1.9622976000027847,None,None,3,None,1.0799095000002126,0.17715959999986808,0,0,0,0,,,,,3,0,3,0,,,,,78,0,78,0,2065.483707200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,3.2549,2065.4685389000006,2065.4690585000026,2065.4691635000017,2065.483707200001,2068.750087200002,2068.7345913999998,2068.7387985999994,2068.750087200002,2068.750087200002,2068.750087200002,2068.750087200002,2070.7502232000006,2070.7502232000006,2070.7502232000006,2070.7502232000006,2070.7346908,3,None,1.0799095000002126,0.17715959999986808,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
79,0,79,,,,,,space,1.9622976000027847,None,None,3,None,0.725798899999063,0.1485861000001023,0,0,0,0,,,,,3,0,3,0,,,,,79,0,79,0,2070.7502232000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaffee,2.325,2070.7351989000017,2070.7358507000026,2070.735957500001,2070.7502232000006,2073.0831614000017,2073.0672371,2073.070428400002,2073.0831614000017,2073.0831614000017,2073.0831614000017,2073.0831614000017,2075.1627764000004,2075.1627764000004,2075.1627764000004,2075.1627764000004,2075.067619900001,3,None,0.725798899999063,0.1485861000001023,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
0,0,0,Kino,Popcorn,Theater,Film,2.6645,space,18.779794199999742,None,None,2,None,1.3882145999996283,0.1406299999980547,1,0,1,0,0,79,79,36,0,0,0,0,0,79,79,26,0,0,0,0,2287.120990700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.3614345000024,2241.3621784999996,2241.4625935000004,2241.4628355999994,2241.4673017999994,2241.4676056000026,2241.4969778000013,2241.4971533999997,2241.503040800002,2241.5072986000014,2241.5072986000014,2260.290998100001,space,18.779794199999742,None,2260.2911552000005,2260.3058805,2260.3058805,2275.1065123000008,None,2275.1140602000014,2275.1221584000014,2275.121895866669,2276.3267828999997,2285.1213710666675,2286.126541900001,2287.120990700001,2287.1054146999995,Arbeit,2.6645,2287.1067401,2287.1073455000005,2287.1074477,2287.120990700001,2289.7873708000006,2289.772080900002,2289.7761758000015,2289.7873708000006,2289.7873708000006,2289.7873708000006,2289.7873708000006,2291.7875212,2291.7875212,2291.7875212,2291.7875212,2291.7720658,2,None,1.3882145999996283,0.1406299999980547,2087.0829773000005,2235.7929151000026,space,2235.803865400001,2235.8118228999992,2239.8073331000014,2239.8073331000014,2239.823670400001,2241.3587394000024,2,1.5355128000010154,None,2087.0992256000027,2087.0992256000027,148.69184739999764,None,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
