thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
27,0,27,,,,,,space,5.861020600001211,None,None,3,0.9163666999993438,0.21945179999966058,None,0,0,0,0,,,,,1,0,1,0,,,,,27,0,27,0,855.3014192999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kapitel,2.5997,855.2864663,855.2869833000004,855.2870902000013,855.3014192999999,857.9013329999998,857.8858536000007,857.8910293999998,857.9013329999998,857.9013329999998,857.9013329999998,857.9013329999998,859.9015809000011,859.9015809000011,859.9015809000011,859.9015809000011,859.8856112000012,3,0.9163666999993438,0.21945179999966058,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
28,0,28,,,,,,space,5.861020600001211,None,None,2,1.1638424000011582,0.18352760000016133,None,0,0,0,0,,,,,1,0,1,0,,,,,28,0,28,0,859.9015809000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand,2.4622,859.8861304000002,859.8868118999999,859.8869270000014,859.9015809000011,862.3675678,862.3519677000004,862.3555898000013,862.3675678,862.3675678,862.3675678,862.3675678,864.367675200001,864.367675200001,864.367675200001,864.367675200001,864.3522752999997,2,1.1638424000011582,0.18352760000016133,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
29,0,29,,,,,,space,5.861020600001211,None,None,2,1.0364926000002015,0.20192219999989902,None,0,0,0,0,,,,,1,0,1,0,,,,,29,0,29,0,864.367675200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fisch,3.1792,864.3527914000006,864.3532993999997,864.3534077000004,864.367675200001,867.5507226999998,867.5351472000002,867.5388105000002,867.5507226999998,867.5507226999998,867.5507226999998,867.5507226999998,869.5508506000006,869.5508506000006,869.5508506000006,869.5508506000006,869.5350352000005,2,1.0364926000002015,0.20192219999989902,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
30,0,30,,,,,,space,5.861020600001211,None,None,2,0.9484884000012244,0.1855708000002778,None,0,0,0,0,,,,,1,0,1,0,,,,,30,0,30,0,869.5508506000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Familie,2.3094,869.5355512000006,869.5360627000009,869.5361693000013,869.5508506000006,871.8671048000015,871.8515358000004,871.854752700001,871.8671048000015,871.8671048000015,871.8671048000015,871.8671048000015,873.8670589000012,873.8670589000012,873.8670589000012,873.8670589000012,873.8516440000003,2,0.9484884000012244,0.1855708000002778,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
31,0,31,,,,,,space,5.861020600001211,None,None,3,1.2558869999993476,0.218701300000248,None,0,0,0,0,,,,,1,0,1,0,,,,,31,0,31,0,873.8670589000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weltraum,2.7194,873.8521505999997,873.8526730000012,873.8527795000009,873.8670589000012,876.6002337999998,876.5847275000015,876.5888842000004,876.6002337999998,876.6002337999998,876.6002337999998,876.6002337999998,878.6005358000002,878.6005358000002,878.6005358000002,878.6005358000002,878.5844662,3,1.2558869999993476,0.218701300000248,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
32,0,32,,,,,,space,5.861020600001211,None,None,2,1.2123704999994516,0.17353559999901336,None,0,0,0,0,,,,,1,0,1,0,,,,,32,0,32,0,878.6005358000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,4.5296,878.5849205000013,878.5853979000003,878.5854926000011,878.6005358000002,883.1332392000004,883.1176159000006,883.1210702000008,883.1332392000004,883.1332392000004,883.1332392000004,883.1332392000004,885.1330343000009,885.1330343000009,885.1330343000009,885.1330343000009,885.1172234000005,2,1.2123704999994516,0.17353559999901336,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
33,0,33,,,,,,space,5.861020600001211,None,None,2,1.8988336999991589,None,None,0,0,0,0,,,,,1,0,1,0,,,,,33,0,33,0,885.1330343000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmerz,4.1527,885.1176520999998,885.118118800001,885.1182078000002,885.1330343000009,889.2996409000007,889.2839466000005,889.289966100001,889.2996409000007,889.2996409000007,889.2996409000007,889.2996409000007,891.2997035999997,891.2997035999997,891.2997035999997,891.2997035999997,891.2839796999997,2,1.8988336999991589,None,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
34,0,34,,,,,,space,5.861020600001211,None,None,3,1.1897575999992114,0.19345770000109042,None,0,0,0,0,,,,,1,0,1,0,,,,,34,0,34,0,891.2997035999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juwel,2.042,891.2844955,891.2854400000015,891.2855795000014,891.2997035999997,893.3498215,893.3337745000008,893.3396100999998,893.3498215,893.3498215,893.3498215,893.3498215,895.3494939000011,895.3494939000011,895.3494939000011,895.3494939000011,895.333611600001,3,1.1897575999992114,0.19345770000109042,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
35,0,35,,,,,,space,5.861020600001211,None,None,2,1.1678203999999823,0.1883307000007335,None,0,0,0,0,,,,,1,0,1,0,,,,,35,0,35,0,895.3494939000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krieg,3.9595,895.3341275000002,895.3346411000002,895.3347473000013,895.3494939000011,899.3156784000003,899.2998748000009,899.3033293999997,899.3156784000003,899.3156784000003,899.3156784000003,899.3156784000003,901.3157169000006,901.3157169000006,901.3157169000006,901.3157169000006,901.2996832999997,2,1.1678203999999823,0.1883307000007335,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
36,0,36,,,,,,space,5.861020600001211,None,None,2,1.2001219000012497,0.17854459999944083,None,0,0,0,0,,,,,1,0,1,0,,,,,36,0,36,0,901.3157169000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,2.0171,901.3001392000006,901.3006222000004,901.3007600000001,901.3157169000006,903.3320473000003,903.3166629000007,903.3208880000002,903.3320473000003,903.3320473000003,903.3320473000003,903.3320473000003,905.3318888000013,905.3318888000013,905.3318888000013,905.3318888000013,905.3164968000001,2,1.2001219000012497,0.17854459999944083,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
37,0,37,,,,,,space,5.861020600001211,None,None,3,1.1285349999998289,0.21804030000021157,None,0,0,0,0,,,,,1,0,1,0,,,,,37,0,37,0,905.3318888000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gipfel,2.8047,905.3170095000005,905.3175202000002,905.3176303,905.3318888000013,908.1486099000012,908.1327471000004,908.1362938000002,908.1486099000012,908.1486099000012,908.1486099000012,908.1486099000012,910.1485936000008,910.1485936000008,910.1485936000008,910.1485936000008,910.1328162999998,3,1.1285349999998289,0.21804030000021157,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
38,0,38,,,,,,space,5.861020600001211,None,None,2,1.021773899999971,0.16216220000023895,None,0,0,0,0,,,,,1,0,1,0,,,,,38,0,38,0,910.1485936000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhänger,2.011,910.1333247000002,910.1338474000004,910.1339594000001,910.1485936000008,912.1647002999998,912.1492682999997,912.1529292000014,912.1647002999998,912.1647002999998,912.1647002999998,912.1647002999998,914.1650027000014,914.1650027000014,914.1650027000014,914.1650027000014,914.1492262000011,2,1.021773899999971,0.16216220000023895,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
39,0,39,,,,,,space,5.861020600001211,None,None,3,0.975576099999671,0.21684199999981502,None,0,0,0,0,,,,,1,0,1,0,,,,,39,0,39,0,914.1650027000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,5.7127,914.1497023000011,914.150201800001,914.1503043000012,914.1650027000014,919.8810723000006,919.8658523000013,919.8702200000007,919.8810723000006,919.8810723000006,919.8810723000006,919.8810723000006,921.8811123000014,921.8811123000014,921.8811123000014,921.8811123000014,921.8656197,3,0.975576099999671,0.21684199999981502,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
40,0,40,,,,,,space,5.861020600001211,None,None,3,1.0458868999994593,0.22240050000073097,None,0,0,0,0,,,,,1,0,1,0,,,,,40,0,40,0,921.8811123000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaghetti,3.108,921.8661269000004,921.8667877000007,921.8668924000012,921.8811123000014,924.9977337,924.9821026999998,924.9865513000004,924.9977337,924.9977337,924.9977337,924.9977337,926.9977706999998,926.9977706999998,926.9977706999998,926.9977706999998,926.9820379000012,3,1.0458868999994593,0.22240050000073097,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
41,0,41,,,,,,space,5.861020600001211,None,None,2,0.9998772999988432,0.17096830000082264,None,0,0,0,0,,,,,1,0,1,0,,,,,41,0,41,0,926.9977706999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elephant,4.2349,926.9825471000004,926.9830593000006,926.983169000001,926.9977706999998,931.2468194000012,931.2314653000012,931.2350486000014,931.2468194000012,931.2468194000012,931.2468194000012,931.2468194000012,933.2472414000003,933.2472414000003,933.2472414000003,933.2472414000003,933.2314330999998,2,0.9998772999988432,0.17096830000082264,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
42,0,42,,,,,,space,5.861020600001211,None,None,3,1.5232224999999744,0.21542529999896942,None,0,0,0,0,,,,,1,0,1,0,,,,,42,0,42,0,933.2472414000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schläger,3.0616,933.2319414000012,933.2325959999998,933.2327058999999,933.2472414000003,936.3136049000004,936.2977949000015,936.3014465000015,936.3136049000004,936.3136049000004,936.3136049000004,936.3136049000004,938.3136553000004,938.3136553000004,938.3136553000004,938.3136553000004,938.297996700001,3,1.5232224999999744,0.21542529999896942,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
43,0,43,,,,,,space,5.861020600001211,None,None,3,1.0903221999997186,0.23134659999959695,None,0,0,0,0,,,,,1,0,1,0,,,,,43,0,43,0,938.3136553000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauber,2.0109,938.2985131000005,938.299109900001,938.2992142000003,938.3136553000004,940.3300346000015,940.3142453,940.3175205000007,940.3300346000015,940.3300346000015,940.3300346000015,940.3300346000015,942.3300990000007,942.3300990000007,942.3300990000007,942.3300990000007,942.3147176000002,3,1.0903221999997186,0.23134659999959695,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
44,0,44,,,,,,space,5.861020600001211,None,None,3,1.1725196999996115,0.2060474999998405,None,0,0,0,0,,,,,1,0,1,0,,,,,44,0,44,0,942.3300990000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,2.804,942.3151940000007,942.3157202000002,942.3158218000008,942.3300990000007,945.1463672000009,945.1305891000011,945.1339179000006,945.1463672000009,945.1463672000009,945.1463672000009,945.1463672000009,947.1463609000002,947.1463609000002,947.1463609000002,947.1463609000002,947.1307846,3,1.1725196999996115,0.2060474999998405,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
45,0,45,,,,,,space,5.861020600001211,None,None,3,1.0100685999987036,0.19488380000075267,None,0,0,0,0,,,,,1,0,1,0,,,,,45,0,45,0,947.1463609000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zucker,3.5371,947.1312923000005,947.1319401000001,947.1320474000004,947.1463609000002,950.6966106,950.680503900001,950.6839506000015,950.6966106,950.6966106,950.6966106,950.6966106,952.6965305000012,952.6965305000012,952.6965305000012,952.6965305000012,952.6803108000004,3,1.0100685999987036,0.19488380000075267,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
46,0,46,,,,,,space,5.861020600001211,None,None,3,1.353515000000698,0.2120145999997476,None,0,0,0,0,,,,,1,0,1,0,,,,,46,0,46,0,952.6965305000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,2.5117,952.6808237000005,952.681331400001,952.6814382000011,952.6965305000012,955.2126655000011,955.1976633000013,955.202715200001,955.2126655000011,955.2126655000011,955.2126655000011,955.2126655000011,957.2125065,957.2125065,957.2125065,957.2125065,957.1968720000004,3,1.353515000000698,0.2120145999997476,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
47,0,47,,,,,,space,5.861020600001211,None,None,3,1.4615849999991042,0.22317780000048515,None,0,0,0,0,,,,,1,0,1,0,,,,,47,0,47,0,957.2125065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,2.4338,957.197379700001,957.1981324000008,957.1982401000005,957.2125065,959.645490500001,959.6298797,959.6355624000007,959.645490500001,959.645490500001,959.645490500001,959.645490500001,961.6455655000009,961.6455655000009,961.6455655000009,961.6455655000009,961.6300846000013,3,1.4615849999991042,0.22317780000048515,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
48,0,48,,,,,,space,5.861020600001211,None,None,3,1.1054217999990215,0.1984890000003361,None,0,0,0,0,,,,,1,0,1,0,,,,,48,0,48,0,961.6455655000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bett,2.1702,961.6305993000005,961.6311585000003,961.6312704000011,961.6455655000009,963.828799500001,963.813214400001,963.8169271000006,963.828799500001,963.828799500001,963.828799500001,963.828799500001,965.8287962000013,965.8287962000013,965.8287962000013,965.8287962000013,965.8130149000008,3,1.1054217999990215,0.1984890000003361,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
49,0,49,,,,,,space,5.861020600001211,None,None,3,1.046539799999664,0.20864240000082646,None,0,0,0,0,,,,,1,0,1,0,,,,,49,0,49,0,965.8287962000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,2.3982,965.8135263000004,965.8140417000013,965.814153700001,965.8287962000013,968.2281953000002,968.2127763999997,968.2163990999998,968.2281953000002,968.2281953000002,968.2281953000002,968.2281953000002,970.2288468000006,970.2288468000006,970.2288468000006,970.2288468000006,970.2131485000009,3,1.046539799999664,0.20864240000082646,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
50,0,50,,,,,,space,5.861020600001211,None,None,3,1.1788086999986263,0.1977275000008376,None,0,0,0,0,,,,,1,0,1,0,,,,,50,0,50,0,970.2288468000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papier,2.1581,970.2136623000006,970.2141874000008,970.2142960000001,970.2288468000006,972.3952258999998,972.3788476999998,972.3820964000006,972.3952258999998,972.3952258999998,972.3952258999998,972.3952258999998,974.3942291000003,974.3942291000003,974.3942291000003,974.3942291000003,974.3785189000009,3,1.1788086999986263,0.1977275000008376,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
51,0,51,,,,,,space,5.861020600001211,None,None,3,1.0456812000011269,0.18816189999961352,None,0,0,0,0,,,,,1,0,1,0,,,,,51,0,51,0,974.3942291000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrrad,2.5462,974.3789487000013,974.3794142000006,974.3795028000004,974.3942291000003,976.9444347999997,976.9290932000004,976.9335707000009,976.9444347999997,976.9444347999997,976.9444347999997,976.9444347999997,978.9453740000008,978.9453740000008,978.9453740000008,978.9453740000008,978.9294659000007,3,1.0456812000011269,0.18816189999961352,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
52,0,52,,,,,,space,5.861020600001211,None,None,3,1.1843012999997882,0.19252419999975245,None,0,0,0,0,,,,,1,0,1,0,,,,,52,0,52,0,978.9453740000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.2129,978.9299452000014,978.9304379000005,978.9305396,978.9453740000008,981.1614384000004,981.1457097000002,981.1508535000012,981.1614384000004,981.1614384000004,981.1614384000004,981.1614384000004,983.1610255000014,983.1610255000014,983.1610255000014,983.1610255000014,983.1455653000012,3,1.1843012999997882,0.19252419999975245,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
53,0,53,,,,,,space,5.861020600001211,None,None,3,0.9379752000004373,0.21050499999910244,None,0,0,0,0,,,,,1,0,1,0,,,,,53,0,53,0,983.1610255000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoo,3.1806,983.1460979000003,983.1466142999998,983.1467238000005,983.1610255000014,986.3439907000011,986.3282412000008,986.3317207,986.3439907000011,986.3439907000011,986.3439907000011,986.3439907000011,988.343928100001,988.343928100001,988.343928100001,988.343928100001,988.3283098000011,3,0.9379752000004373,0.21050499999910244,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
54,0,54,,,,,,space,5.861020600001211,None,None,2,1.4170924000009109,0.15551459999915096,None,0,0,0,0,,,,,1,0,1,0,,,,,54,0,54,0,988.343928100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reise,2.1991,988.3288186999998,988.3294205000002,988.3295260000014,988.343928100001,990.5439107000002,990.5279730000002,990.5313875000011,990.5439107000002,990.5439107000002,990.5439107000002,990.5439107000002,992.5440374999998,992.5440374999998,992.5440374999998,992.5440374999998,992.5281250000007,2,1.4170924000009109,0.15551459999915096,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
55,0,55,,,,,,space,5.861020600001211,None,None,3,1.3429073999996035,0.20745630000055826,None,0,0,0,0,,,,,1,0,1,0,,,,,55,0,55,0,992.5440374999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center,3.0917,992.5286320000014,992.5291847000008,992.5292914000001,992.5440374999998,995.6434759000003,995.6281806000006,995.6326098000009,995.6434759000003,995.6434759000003,995.6434759000003,995.6434759000003,997.6439875000015,997.6439875000015,997.6439875000015,997.6439875000015,997.6278675000012,3,1.3429073999996035,0.20745630000055826,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
56,0,56,,,,,,space,5.861020600001211,None,None,2,1.3931359999987762,0.16660000000047148,None,0,0,0,0,,,,,1,0,1,0,,,,,56,0,56,0,997.6439875000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fliegen,3.0691,997.6283746999998,997.6288853000005,997.6289943000011,997.6439875000015,1000.7265891000006,1000.7110339999999,1000.7145130000008,1000.7265891000006,1000.7265891000006,1000.7265891000006,1000.7265891000006,1002.7268101000009,1002.7268101000009,1002.7268101000009,1002.7268101000009,1002.7111139999997,2,1.3931359999987762,0.16660000000047148,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
57,0,57,,,,,,space,5.861020600001211,None,None,3,0.9821207999993931,0.1927243999998609,None,0,0,0,0,,,,,1,0,1,0,,,,,57,0,57,0,1002.7268101000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tür,3.5525,1002.7116182000009,1002.712145200001,1002.7122509000001,1002.7268101000009,1006.2927294000001,1006.2773925000001,1006.2808535000004,1006.2927294000001,1006.2927294000001,1006.2927294000001,1006.2927294000001,1008.2928630000006,1008.2928630000006,1008.2928630000006,1008.2928630000006,1008.2774985000015,3,0.9821207999993931,0.1927243999998609,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
58,0,58,,,,,,space,5.861020600001211,None,None,3,1.144067699999141,0.1933766000001924,None,0,0,0,0,,,,,1,0,1,0,,,,,58,0,58,0,1008.2928630000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rauch,2.0259,1008.2780103000005,1008.278551200001,1008.2786716999999,1008.2928630000006,1010.3259711999999,1010.3104973999998,1010.3148888000014,1010.3259711999999,1010.3259711999999,1010.3259711999999,1010.3259711999999,1012.3262427999998,1012.3262427999998,1012.3262427999998,1012.3262427999998,1012.3105043000014,3,1.144067699999141,0.1933766000001924,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
59,0,59,,,,,,space,5.861020600001211,None,None,3,0.9699251000001823,0.21799680000003718,None,0,0,0,0,,,,,1,0,1,0,,,,,59,0,59,0,1012.3262427999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerzen,2.462,1012.3110158,1012.3116123,1012.3117178000011,1012.3262427999998,1014.7924863000007,1014.7769136000006,1014.7811646999999,1014.7924863000007,1014.7924863000007,1014.7924863000007,1014.7924863000007,1016.7925773000006,1016.7925773000006,1016.7925773000006,1016.7925773000006,1016.776972900001,3,0.9699251000001823,0.21799680000003718,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
