thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
32,0,32,,,,,,space,4.3379179000003205,None,None,3,1.8851873000021442,None,None,1,0,1,0,,,,,2,0,2,0,,,,,32,0,32,0,3284.6643578000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netz,4.1936,3284.6491872000006,3284.649796599999,3284.6498862000008,3284.6643578000003,3288.8638966,3288.8483256,3288.8515671000023,3288.8638966,3288.8638966,3288.8638966,3288.8638966,3290.864001500002,3290.864001500002,3290.864001500002,3290.864001500002,3290.8483302999994,3,1.8851873000021442,None,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
33,0,33,,,,,,space,4.3379179000003205,None,None,3,0.9397179000006872,0.19478459999663755,None,1,0,1,0,,,,,2,0,2,0,,,,,33,0,33,0,3290.864001500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gipfel,2.0259,3290.8488419999994,3290.849395699999,3290.8495058000008,3290.864001500002,3292.8971641999997,3292.881309299999,3292.884586700002,3292.8971641999997,3292.8971641999997,3292.8971641999997,3292.8971641999997,3294.896965300002,3294.896965300002,3294.896965300002,3294.896965300002,3294.8816708000013,3,0.9397179000006872,0.19478459999663755,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
34,0,34,,,,,,space,4.3379179000003205,None,None,3,0.6822247999989486,0.19946530000015628,None,1,0,1,0,,,,,2,0,2,0,,,,,34,0,34,0,3294.896965300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto,3.8333,3294.8821835000017,3294.8828409000016,3294.882953299999,3294.896965300002,3298.7299889999995,3298.7144644,3298.7177392000012,3298.7299889999995,3298.7299889999995,3298.7299889999995,3298.7299889999995,3300.729819299999,3300.729819299999,3300.729819299999,3300.729819299999,3300.7149882000012,3,0.6822247999989486,0.19946530000015628,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
35,0,35,,,,,,space,4.3379179000003205,None,None,3,1.0685555000018212,0.20442850000108592,None,1,0,1,0,,,,,2,0,2,0,,,,,35,0,35,0,3300.729819299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebe,2.5117,3300.7155096999995,3300.7160360000016,3300.7161416000017,3300.729819299999,3303.2464992000023,3303.2309731000023,3303.2341046,3303.2464992000023,3303.2464992000023,3303.2464992000023,3303.2464992000023,3305.2463051000013,3305.2463051000013,3305.2463051000013,3305.2463051000013,3305.230871300002,3,1.0685555000018212,0.20442850000108592,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
36,0,36,,,,,,space,4.3379179000003205,None,None,3,1.0605050999984087,0.21443469999940135,None,1,0,1,0,,,,,2,0,2,0,,,,,36,0,36,0,3305.2463051000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klee,2.1052,3305.2314227999996,3305.232079900001,3305.232188400001,3305.2463051000013,3307.362771100001,3307.3470885999996,3307.3508187000007,3307.362771100001,3307.362771100001,3307.362771100001,3307.362771100001,3309.362882100002,3309.362882100002,3309.362882100002,3309.362882100002,3309.3473434000007,3,1.0605050999984087,0.21443469999940135,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
37,0,37,,,,,,space,4.3379179000003205,None,None,3,1.4638463000010233,0.20303810000041267,None,1,0,1,0,,,,,2,0,2,0,,,,,37,0,37,0,3309.362882100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foto,2.0628,3309.347834600001,3309.3483570999997,3309.3484642000003,3309.362882100002,3311.4292129999994,3311.414463699999,3311.4181726999996,3311.4292129999994,3311.4292129999994,3311.4292129999994,3311.4292129999994,3313.4295346,3313.4295346,3313.4295346,3313.4295346,3313.4138067999993,3,1.4638463000010233,0.20303810000041267,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
38,0,38,,,,,,space,4.3379179000003205,None,None,2,1.0676233000012871,0.1559711999980209,None,1,0,1,0,,,,,2,0,2,0,,,,,38,0,38,0,3313.4295346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gegenwart,2.253,3313.4143182000007,3313.4148301999994,3313.4149462999994,3313.4295346,3315.6956987000012,3315.6798930000004,3315.6836753999996,3315.6956987000012,3315.6956987000012,3315.6956987000012,3315.6956987000012,3317.6958669000014,3317.6958669000014,3317.6958669000014,3317.6958669000014,3317.6800279000017,2,1.0676233000012871,0.1559711999980209,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
39,0,39,,,,,,space,4.3379179000003205,None,None,3,0.863860499997827,0.2084089000018139,None,1,0,1,0,,,,,2,0,2,0,,,,,39,0,39,0,3317.6958669000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,4.2672,3317.6804569000014,3317.681188300001,3317.681292699999,3317.6958669000014,3321.9622162000014,3321.9465211999996,3321.950138600001,3321.9622162000014,3321.9622162000014,3321.9622162000014,3321.9622162000014,3323.9621441000018,3323.9621441000018,3323.9621441000018,3323.9621441000018,3323.946420600001,3,0.863860499997827,0.2084089000018139,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
40,0,40,,,,,,space,4.3379179000003205,None,None,2,0.7563708999987284,0.17047879999881843,None,1,0,1,0,,,,,2,0,2,0,,,,,40,0,40,0,3323.9621441000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fisch,3.9595,3323.9469260000005,3323.947423400001,3323.9475354000024,3323.9621441000018,3327.9287246999993,3327.913467000002,3327.917379900002,3327.9287246999993,3327.9287246999993,3327.9287246999993,3327.9287246999993,3329.928739499999,3329.928739499999,3329.928739499999,3329.928739499999,3329.913045600002,2,0.7563708999987284,0.17047879999881843,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
41,0,41,,,,,,space,4.3379179000003205,None,None,2,0.9547729000005347,0.16633200000069337,None,1,0,1,0,,,,,2,0,2,0,,,,,41,0,41,0,3329.928739499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnerin,2.5462,3329.913567899999,3329.914099400001,3329.9142089000015,3329.928739499999,3332.478193499999,3332.462550799999,3332.4666584000006,3332.478193499999,3332.478193499999,3332.478193499999,3332.478193499999,3334.478188199999,3334.478188199999,3334.478188199999,3334.478188199999,3334.462834099999,2,0.9547729000005347,0.16633200000069337,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
42,0,42,,,,,,space,4.3379179000003205,None,None,3,0.7987709000008181,0.22530170000027283,None,1,0,1,0,,,,,2,0,2,0,,,,,42,0,42,0,3334.478188199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,2.3094,3334.4632944000004,3334.463798200002,3334.463900499999,3334.478188199999,3336.7947282000023,3336.779144799999,3336.7831430000006,3336.7947282000023,3336.7947282000023,3336.7947282000023,3336.7947282000023,3338.7947176000016,3338.7947176000016,3338.7947176000016,3338.7947176000016,3338.779279000002,3,0.7987709000008181,0.22530170000027283,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
43,0,43,,,,,,space,4.3379179000003205,None,None,2,0.8103899999987334,0.18380629999956,None,1,0,1,0,,,,,2,0,2,0,,,,,43,0,43,0,3338.7947176000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrer,2.5269,3338.779793900001,3338.7803098000004,3338.780418099999,3338.7947176000016,3341.3276496,3341.3118799000003,3341.3159971000023,3341.3276496,3341.3276496,3341.3276496,3341.3276496,3343.3278643000012,3343.3278643000012,3343.3278643000012,3343.3278643000012,3343.3122827000007,2,0.8103899999987334,0.18380629999956,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
44,0,44,,,,,,space,4.3379179000003205,None,None,3,0.9317088999996486,0.251314100001764,None,1,0,1,0,,,,,2,0,2,0,,,,,44,0,44,0,3343.3278643000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kappe,2.6553,3343.3127896000005,3343.3132933000015,3343.3134046000014,3343.3278643000012,3345.9938446000015,3345.9784368,3345.9818629,3345.9938446000015,3345.9938446000015,3345.9938446000015,3345.9938446000015,3347.994088800002,3347.994088800002,3347.994088800002,3347.994088800002,3347.9785183999993,3,0.9317088999996486,0.251314100001764,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
45,0,45,,,,,,space,4.3379179000003205,None,None,2,1.2336609000012686,0.17879549999997835,None,1,0,1,0,,,,,2,0,2,0,,,,,45,0,45,0,3347.994088800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pflege,2.042,3347.9790335,3347.9795411000014,3347.9796461000005,3347.994088800002,3350.0438961,3350.028402,3350.0329537,3350.0438961,3350.0438961,3350.0438961,3350.0438961,3352.044053400001,3352.044053400001,3352.044053400001,3352.044053400001,3352.0285802,2,1.2336609000012686,0.17879549999997835,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
46,0,46,,,,,,space,4.3379179000003205,None,None,3,1.2047876000033284,0.18760649999967427,None,1,0,1,0,,,,,2,0,2,0,,,,,46,0,46,0,3352.044053400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,4.0757,3352.029111300002,3352.029658899999,3352.0297769999997,3352.044053400001,3356.126731200002,3356.111048499999,3356.1146823000017,3356.126731200002,3356.126731200002,3356.126731200002,3356.126731200002,3358.1270468000002,3358.1270468000002,3358.1270468000002,3358.1270468000002,3358.1111031,3,1.2047876000033284,0.18760649999967427,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
47,0,47,,,,,,space,4.3379179000003205,None,None,3,1.0397478000013507,0.23763559999861172,None,1,0,1,0,,,,,2,0,2,0,,,,,47,0,47,0,3358.1270468000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,4.659,3358.1115544999993,3358.1122627000004,3358.112361800002,3358.1270468000002,3362.793012099999,3362.7777806000013,3362.781345899999,3362.793012099999,3362.793012099999,3362.793012099999,3362.793012099999,3364.793243,3364.793243,3364.793243,3364.793243,3364.7774654999994,3,1.0397478000013507,0.23763559999861172,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
48,0,48,,,,,,space,4.3379179000003205,None,None,3,0.9960152999992715,0.22897349999766448,None,1,0,1,0,,,,,2,0,2,0,,,,,48,0,48,0,3364.793243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haare,4.2349,3364.7779467,3364.778466300002,3364.778567100002,3364.793243,3369.0425818000003,3369.0268695000013,3369.030533699999,3369.0425818000003,3369.0425818000003,3369.0425818000003,3369.0425818000003,3371.042802,3371.042802,3371.042802,3371.042802,3371.0273393999996,3,0.9960152999992715,0.22897349999766448,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
49,0,49,,,,,,space,4.3379179000003205,None,None,3,1.2449398999997356,0.23157960000025923,None,1,0,1,0,,,,,2,0,2,0,,,,,49,0,49,0,3371.042802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apfel,3.1792,3371.0278580000013,3371.028379800002,3371.028489100001,3371.042802,3374.225847400001,3374.2101451000017,3374.214716300001,3374.225847400001,3374.225847400001,3374.225847400001,3374.225847400001,3376.2258382,3376.2258382,3376.2258382,3376.2258382,3376.2102221999994,3,1.2449398999997356,0.23157960000025923,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
50,0,50,,,,,,space,4.3379179000003205,None,None,2,0.7897257000004174,0.18587859999752254,None,1,0,1,0,,,,,2,0,2,0,,,,,50,0,50,0,3376.2258382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riechen,2.2129,3376.2107719000014,3376.2112878000007,3376.211396499999,3376.2258382,3378.4422497000014,3378.426814999999,3378.430673900002,3378.4422497000014,3378.4422497000014,3378.4422497000014,3378.4422497000014,3380.442383900001,3380.442383900001,3380.442383900001,3380.442383900001,3380.4266819000004,2,0.7897257000004174,0.18587859999752254,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
51,0,51,,,,,,space,4.3379179000003205,None,None,3,1.3705254000014975,0.18159739999828162,None,1,0,1,0,,,,,2,0,2,0,,,,,51,0,51,0,3380.442383900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluse,4.5296,3380.427152700002,3380.4278761000023,3380.4279768000015,3380.442383900001,3384.9749138000006,3384.959725200002,3384.9628545000014,3384.9749138000006,3384.9749138000006,3384.9749138000006,3384.9749138000006,3386.9751859999997,3386.9751859999997,3386.9751859999997,3386.9751859999997,3386.9597691000017,3,1.3705254000014975,0.18159739999828162,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
52,0,52,,,,,,space,4.3379179000003205,None,None,3,0.864867399999639,0.2573028999977396,None,1,0,1,0,,,,,2,0,2,0,,,,,52,0,52,0,3386.9751859999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamant,3.5371,3386.960301400002,3386.960827400002,3386.960933000002,3386.9751859999997,3390.5249318000024,3390.5094627,3390.5134448999997,3390.5249318000024,3390.5249318000024,3390.5249318000024,3390.5249318000024,3392.5248926999993,3392.5248926999993,3392.5248926999993,3392.5248926999993,3392.5098837000005,3,0.864867399999639,0.2573028999977396,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
53,0,53,,,,,,space,4.3379179000003205,None,None,3,1.000400199998694,0.21832600000198,None,1,0,1,0,,,,,2,0,2,0,,,,,53,0,53,0,3392.5248926999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blut,2.3982,3392.5103987,3392.511045700001,3392.5111547000015,3392.5248926999993,3394.924880300001,3394.908944499999,3394.912008899999,3394.924880300001,3394.924880300001,3394.924880300001,3394.924880300001,3396.9246774999992,3396.9246774999992,3396.9246774999992,3396.9246774999992,3396.909068600002,3,1.000400199998694,0.21832600000198,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
54,0,54,,,,,,space,4.3379179000003205,None,None,2,1.746552699998574,0.17752220000329544,None,1,0,1,0,,,,,2,0,2,0,,,,,54,0,54,0,3396.9246774999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeigen,3.1806,3396.9095727999993,3396.9102249999996,3396.910331700001,3396.9246774999992,3400.107433100002,3400.0918850999988,3400.095251999999,3400.107433100002,3400.107433100002,3400.107433100002,3400.107433100002,3402.1076864999995,3402.1076864999995,3402.1076864999995,3402.1076864999995,3402.092142100002,2,1.746552699998574,0.17752220000329544,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
55,0,55,,,,,,space,4.3379179000003205,None,None,2,0.8780531999982486,0.1694889000027615,None,1,0,1,0,,,,,2,0,2,0,,,,,55,0,55,0,3402.1076864999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Publikum,3.5493,3402.0926345000007,3402.0932171999993,3402.093323699999,3402.1076864999995,3405.6571132999998,3405.6418785000023,3405.6467935,3405.6571132999998,3405.6571132999998,3405.6571132999998,3405.6571132999998,3407.657450400002,3407.657450400002,3407.657450400002,3407.657450400002,3407.641773700001,2,0.8780531999982486,0.1694889000027615,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
56,0,56,,,,,,space,4.3379179000003205,None,None,3,1.0504841000001761,0.21613549999892712,None,1,0,1,0,,,,,2,0,2,0,,,,,56,0,56,0,3407.657450400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusche,3.0917,3407.642291700002,3407.642802999999,3407.6429143000023,3407.657450400002,3410.7570042000007,3410.7444394000013,3410.7484504999993,3410.7570042000007,3410.7570042000007,3410.7570042000007,3410.7570042000007,3412.7570111999994,3412.7570111999994,3412.7570111999994,3412.7570111999994,3412.7416777,3,1.0504841000001761,0.21613549999892712,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
57,0,57,,,,,,space,4.3379179000003205,None,None,3,0.8831864000021596,0.20384379999813973,None,1,0,1,0,,,,,2,0,2,0,,,,,57,0,57,0,3412.7570111999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center,3.379,3412.7421888999997,3412.7427150000003,3412.7428191,3412.7570111999994,3416.1400009999998,3416.1245997000005,3416.1290733999995,3416.1400009999998,3416.1400009999998,3416.1400009999998,3416.1400009999998,3418.1399789999996,3418.1399789999996,3418.1399789999996,3418.1399789999996,3418.1246477999994,3,0.8831864000021596,0.20384379999813973,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
58,0,58,,,,,,space,4.3379179000003205,None,None,2,0.7345724000006157,0.1795455999999831,None,1,0,1,0,,,,,2,0,2,0,,,,,58,0,58,0,3418.1399789999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,2.88,3418.1251568000007,3418.125688,3418.1257995000014,3418.1399789999996,3421.0230269999993,3421.0074604,3421.011588199999,3421.0230269999993,3421.0230269999993,3421.0230269999993,3421.0230269999993,3423.023329800002,3423.023329800002,3423.023329800002,3423.023329800002,3423.007451900001,2,0.7345724000006157,0.1795455999999831,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
59,0,59,,,,,,space,4.3379179000003205,None,None,2,1.119074800000817,0.2027503000026627,None,1,0,1,0,,,,,2,0,2,0,,,,,59,0,59,0,3423.023329800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidung,2.0171,3423.0079318999997,3423.0084228000014,3423.0085230000004,3423.023329800002,3425.0396513000014,3425.0245571000014,3425.028899000001,3425.0396513000014,3425.0396513000014,3425.0396513000014,3425.0396513000014,3427.0401079000003,3427.0401079000003,3427.0401079000003,3427.0401079000003,3427.0240780999993,2,1.119074800000817,0.2027503000026627,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
60,0,60,,,,,,space,4.3379179000003205,None,None,3,1.6753033999993932,0.19906080000146176,None,1,0,1,0,,,,,2,0,2,0,,,,,60,0,60,0,3427.0401079000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Himmel,2.0109,3427.0245950999997,3427.025125600001,3427.0252330000003,3427.0401079000003,3429.055786000001,3429.0406683,3429.0449106000015,3429.055786000001,3429.055786000001,3429.055786000001,3429.055786000001,3431.056042600001,3431.056042600001,3431.056042600001,3431.056042600001,3431.0404879000016,3,1.6753033999993932,0.19906080000146176,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
61,0,61,,,,,,space,4.3379179000003205,None,None,3,0.9397070000013628,0.22439699999813456,None,1,0,1,0,,,,,2,0,2,0,,,,,61,0,61,0,3431.056042600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnpasta,3.5525,3431.0409906999994,3431.0416388000012,3431.0417493000023,3431.056042600001,3434.6221903000005,3434.6066501999994,3434.6110708000015,3434.6221903000005,3434.6221903000005,3434.6221903000005,3434.6221903000005,3436.6226456000004,3436.6226456000004,3436.6226456000004,3436.6226456000004,3436.6069986,3,0.9397070000013628,0.22439699999813456,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
62,0,62,,,,,,space,4.3379179000003205,None,None,3,1.062359400002606,0.22635259999879054,None,1,0,1,0,,,,,2,0,2,0,,,,,62,0,62,0,3436.6226456000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,2.8047,3436.6075136,3436.6080463,3436.6081570000024,3436.6226456000004,3439.4387134999997,3439.423027500001,3439.425869999999,3439.4387134999997,3439.4387134999997,3439.4387134999997,3439.4387134999997,3441.438658700001,3441.438658700001,3441.438658700001,3441.438658700001,3441.4233072999996,3,1.062359400002606,0.22635259999879054,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
63,0,63,,,,,,space,4.3379179000003205,None,None,3,0.8884381000025314,0.21517970000058995,None,1,0,1,0,,,,,2,0,2,0,,,,,63,0,63,0,3441.438658700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,4.0834,3441.4238221000014,3441.424339000001,3441.4244457999994,3441.438658700001,3445.521741200002,3445.5060360999996,3445.509187200001,3445.521741200002,3445.521741200002,3445.521741200002,3445.521741200002,3447.5218714000002,3447.5218714000002,3447.5218714000002,3447.5218714000002,3447.5061277000023,3,0.8884381000025314,0.21517970000058995,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
