thisRow.t,notes,welcome.started,welcome_text.started,start_experiment_key.started,PID,Birthyear,Gender,Handedness,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,0.00332380000008925,0.016180399999939254,0.016180399999939254,,,,,,,,,,,
