thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003685399999085348,0.009047300000020186,0.009047300000020186,187.30056870000044,space,187.27824780000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.30070279999927,187.31530399999974,187.31530399999974,258.74607789999936,space,71.41171649999887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.74619749999874,258.76150079999934,258.76150079999934,263.5125150999993,2,4.737361199999214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.5126244999992,263.52776989999984,263.52776989999984,269.77923389999887,2,6.245998500000496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
0,0,0,Knie,Knöchel,Gelenk,Beugen,2.3626,space,4.886030899999241,None,None,3,1.16984599999887,0.3499437999998918,None,0,0,0,0,0,79,79,21,0,0,0,0,0,79,79,19,0,0,0,0,334.2734762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.78015199999936,269.78077949999897,269.8438556000001,269.8440950000004,269.84856299999956,269.84887379999964,269.8779101,269.87810159999935,269.8847248999991,269.88961050000034,269.88961050000034,274.7788748999992,space,4.886030899999241,None,274.7790325999995,274.7940945999999,274.7940945999999,322.2426231999998,None,322.25158439999905,322.26052569999956,322.25794166666697,323.4660724000005,332.25757376666684,333.26608979999946,334.2571119000004,Weltraum,2.3626,334.258611199999,334.2593008999993,334.2626875999995,334.2734762,336.63995819999946,336.6247095999988,336.62908419999985,336.63995819999946,336.63995819999946,336.63995819999946,336.63995819999946,338.6402729000001,338.6402729000001,338.6402729000001,338.6402729000001,338.6244227999996,3,1.16984599999887,0.3499437999998918,None,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
1,0,1,,,,,,space,4.886030899999241,None,None,3,1.7366026999989117,0.22581689999969967,None,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,338.6402729000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,2.7701,338.62494399999923,338.6254680999991,338.62557469999956,338.6402729000001,341.42276820000006,341.4074720999997,341.4138810000004,341.42276820000006,341.42276820000006,341.42276820000006,341.42276820000006,343.42316409999876,343.42316409999876,343.42316409999876,343.42316409999876,343.4075362000003,3,1.7366026999989117,0.22581689999969967,None,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
2,0,2,,,,,,space,4.886030899999241,None,None,3,0.9431263999995281,0.23283339999943564,None,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,343.42316409999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schloss,2.9204,343.40804279999975,343.4085651000005,343.4086716999991,343.42316409999876,346.3562812,346.3407279000003,346.34486669999933,346.3562812,346.3562812,346.3562812,346.3562812,348.35630969999875,348.35630969999875,348.35630969999875,348.35630969999875,348.34067119999963,3,0.9431263999995281,0.23283339999943564,None,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
3,0,3,,,,,,space,4.886030899999241,None,None,3,0.9633759000007558,0.24135690000002796,None,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,348.35630969999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturm,3.4794,348.34117759999936,348.34178880000036,348.3418978999998,348.35630969999875,351.8388684999991,351.82357279999997,351.8270756999991,351.8388684999991,351.8388684999991,351.8388684999991,351.8388684999991,353.83923219999997,353.83923219999997,353.83923219999997,353.83923219999997,353.823790299999,3,0.9633759000007558,0.24135690000002796,None,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
4,0,4,,,,,,space,4.886030899999241,None,None,3,0.8294247000012547,0.20260349999989558,None,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,353.83923219999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst,3.5483,353.82429279999997,353.8249582999997,353.8250681999998,353.83923219999997,357.388839199999,357.37327109999933,357.3769384999996,357.388839199999,357.388839199999,357.388839199999,357.388839199999,359.3888516999996,359.3888516999996,359.3888516999996,359.3888516999996,359.3732724999991,3,0.8294247000012547,0.20260349999989558,None,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
5,0,5,,,,,,space,4.886030899999241,None,None,3,1.1932331000007252,0.261658699999316,None,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,359.3888516999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Club,2.0817,359.3737724999992,359.37428369999907,359.37438979999934,359.3888516999996,361.47195869999996,361.45649819999926,361.4621970999997,361.47195869999996,361.47195869999996,361.47195869999996,361.47195869999996,363.47211179999977,363.47211179999977,363.47211179999977,363.47211179999977,363.4564677999988,3,1.1932331000007252,0.261658699999316,None,,,,,,,,,,,,,,,,,,,,,,8823,1,2025-10-08_19h46.05.261,sm,2024.2.4,60.0078010137164,2025-10-08 19h46.18.530411 +0200,
