thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,begin_end_run_cross.stopped,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004040599999825645,0.015483899999708228,3.016063199999735,3.0004986000003555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.000589299999774,3.016063199999735,3.016063199999735,107.0677453999997,space,104.03353680000055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.06786769999962,107.07644869999967,107.07644869999967,122.84225969999989,2,15.759134000000813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8423899999998,122.85902549999992,122.85902549999992,134.0599917999998,2,11.182627700000012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
0,0,0,Zahnpasta,Gel,Bürste,Tube,2.7357,space,4.1070431000007375,None,None,None,None,,,0,0,0,0,0,79,79,57,0,0,0,0,0,79,79,2,0,0,0,0,194.88774130000002,,,,,,,,,,,,,,,,,,,,,,,,,,,134.06083000000035,134.06138180000016,134.12609919999977,134.12636269999985,134.13079840000046,134.1310964000004,134.16126340000028,134.1615238000004,134.16818039999998,134.17522989999998,134.17522989999998,138.29171659999975,space,4.1070431000007375,None,138.29187999999976,138.3080918000005,138.3080918000005,182.85687020000023,None,182.8659176000001,182.8747284000001,182.87226906666663,184.0764992000004,192.87181466666632,193.8765411000004,194.87185099999988,Koch,2.7357,194.87329210000007,194.87399040000037,194.87730040000042,194.88774130000002,197.63837859999967,197.6223614999999,197.6285684000004,197.63837859999967,197.63837859999967,197.63837859999967,197.63837859999967,199.63770579999982,199.63770579999982,199.63770579999982,199.63770579999982,199.6221674999997,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
1,0,1,,,,,,space,4.1070431000007375,None,None,2,None,1.8704032999994524,None,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,199.63770579999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,3.6615,199.62264179999966,199.6232955000005,199.62341040000047,199.63770579999982,203.30417469999975,203.28866579999976,203.29335549999996,203.30417469999975,203.30417469999975,203.30417469999975,203.30417469999975,205.3039834000001,205.3039834000001,205.3039834000001,205.3039834000001,205.28859710000052,2,None,1.8704032999994524,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
2,0,2,,,,,,space,4.1070431000007375,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,205.3039834000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sicherheit,2.5169,205.2891085000001,205.28966039999978,205.2897724000004,205.3039834000001,207.82112310000048,207.80488650000007,207.8094271,207.82112310000048,207.82112310000048,207.82112310000048,207.82112310000048,209.82069769999998,209.82069769999998,209.82069769999998,209.82069769999998,209.80515300000025,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
3,0,3,,,,,,space,4.1070431000007375,None,None,3,None,1.5408864999999423,0.2898897000004581,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,209.82069769999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gleis,2.0052,209.80562540000028,209.8061944000001,209.80630930000007,209.82069769999998,211.83733349999966,211.82131190000018,211.82550700000047,211.83733349999966,211.83733349999966,211.83733349999966,211.83733349999966,213.83691550000003,213.83691550000003,213.83691550000003,213.83691550000003,213.8213338000005,3,None,1.5408864999999423,0.2898897000004581,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
4,0,4,,,,,,space,4.1070431000007375,None,None,2,None,1.8158927999993466,None,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,213.83691550000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,2.9645,213.82183749999967,213.82248679999975,213.82259460000023,213.83691550000003,216.80348330000015,216.7882182000003,216.79424560000007,216.80348330000015,216.80348330000015,216.80348330000015,216.80348330000015,218.80339999999978,218.80339999999978,218.80339999999978,218.80339999999978,218.7881256999999,2,None,1.8158927999993466,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
5,0,5,,,,,,space,4.1070431000007375,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,218.80339999999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trennung,2.0934,218.7886398999999,218.7893114999997,218.7894240000005,218.80339999999978,220.90309760000036,220.88751839999986,220.89140099999986,220.90309760000036,220.90309760000036,220.90309760000036,220.90309760000036,222.90308280000045,222.90308280000045,222.90308280000045,222.90308280000045,222.88776080000025,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
6,0,6,,,,,,space,4.1070431000007375,None,None,2,None,0.7453576999996585,0.24006649999955698,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,222.90308280000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eltern,2.6446,222.8882335999997,222.88875780000035,222.8888668999998,222.90308280000045,225.5527729000005,225.5373122000001,225.54094869999972,225.5527729000005,225.5527729000005,225.5527729000005,225.5527729000005,227.5529588999998,227.5529588999998,227.5529588999998,227.5529588999998,227.53737,2,None,0.7453576999996585,0.24006649999955698,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
7,0,7,,,,,,space,4.1070431000007375,None,None,3,None,1.3748375999994096,0.30690340000001015,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,227.5529588999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,2.6312,227.53787050000028,227.53852970000025,227.53863879999972,227.5529588999998,230.1859645000004,230.16994820000036,230.1733062000003,230.1859645000004,230.1859645000004,230.1859645000004,230.1859645000004,232.18589239999983,232.18589239999983,232.18589239999983,232.18589239999983,232.17044480000004,3,None,1.3748375999994096,0.30690340000001015,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
8,0,8,,,,,,space,4.1070431000007375,None,None,2,None,1.487952100000257,0.25711190000038187,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,232.18589239999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vergangenheit,2.6097,232.17094600000019,232.17160570000033,232.17171570000028,232.18589239999983,234.8023536999999,234.78675639999983,234.79137309999987,234.8023536999999,234.8023536999999,234.8023536999999,234.8023536999999,236.8023022999996,236.8023022999996,236.8023022999996,236.8023022999996,236.78670580000016,2,None,1.487952100000257,0.25711190000038187,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
9,0,9,,,,,,space,4.1070431000007375,None,None,3,None,1.3227434000000358,0.342381800000112,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,236.8023022999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlamm,3.0547,236.78721789999963,236.78774090000024,236.7878541,236.8023022999996,239.86903830000028,239.8532610000002,239.85757269999976,239.86903830000028,239.86903830000028,239.86903830000028,239.86903830000028,241.86868690000028,241.86868690000028,241.86868690000028,241.86868690000028,241.85315730000002,3,None,1.3227434000000358,0.342381800000112,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
10,0,10,,,,,,space,4.1070431000007375,None,None,3,None,1.5543713999995816,0.31951960000060353,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,241.86868690000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Station,3.6005,241.85366599999998,241.8541911000002,241.85430150000047,241.86868690000028,245.46830810000029,245.45270900000014,245.4568833000003,245.46830810000029,245.46830810000029,245.46830810000029,245.46830810000029,247.46854050000002,247.46854050000002,247.46854050000002,247.46854050000002,247.45296010000038,3,None,1.5543713999995816,0.31951960000060353,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
11,0,11,,,,,,space,4.1070431000007375,None,None,2,None,0.8560657999996693,0.39398890000029496,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,247.46854050000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent,2.1743,247.4534881999998,247.45403069999975,247.45414549999987,247.46854050000002,249.6514588,249.63579219999974,249.63969819999966,249.6514588,249.6514588,249.6514588,249.6514588,251.65134020000005,251.65134020000005,251.65134020000005,251.65134020000005,251.6357521,2,None,0.8560657999996693,0.39398890000029496,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
12,0,12,,,,,,space,4.1070431000007375,None,None,3,None,1.4782534000005398,None,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,251.65134020000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bett,2.3006,251.6362323000003,251.63674079999964,251.6368438999998,251.65134020000005,253.95123799999965,253.93561150000005,253.93916509999963,253.95123799999965,253.95123799999965,253.95123799999965,253.95123799999965,255.95109390000016,255.95109390000016,255.95109390000016,255.95109390000016,255.93557950000013,3,None,1.4782534000005398,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
13,0,13,,,,,,space,4.1070431000007375,None,None,3,None,1.2926501000001736,0.3779979999999341,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,255.95109390000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monument,2.7584,255.93608330000006,255.93678329999966,255.9368940000004,255.95109390000016,258.71767269999964,258.7020067000003,258.7061980999997,258.71767269999964,258.71767269999964,258.71767269999964,258.71767269999964,260.7175771000002,260.7175771000002,260.7175771000002,260.7175771000002,260.7019977,3,None,1.2926501000001736,0.3779979999999341,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
14,0,14,,,,,,space,4.1070431000007375,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,260.7175771000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza,2.1413,260.70250020000003,260.7031612999999,260.7032706,260.7175771000002,262.8670586999997,262.8514863999999,262.8555139,262.8670586999997,262.8670586999997,262.8670586999997,262.8670586999997,264.86726,264.86726,264.86726,264.86726,264.85208669999975,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
15,0,15,,,,,,space,4.1070431000007375,None,None,2,None,1.3639407999999094,0.30416820000027656,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,264.86726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sprache,2.0842,264.8525576000002,264.8530754000003,264.85318149999966,264.86726,266.9503013000003,266.9350639000004,266.93853390000004,266.9503013000003,266.9503013000003,266.9503013000003,266.9503013000003,268.9508544,268.9508544,268.9508544,268.9508544,268.9350027999999,2,None,1.3639407999999094,0.30416820000027656,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
16,0,16,,,,,,space,4.1070431000007375,None,None,3,None,1.0080026000005091,0.4188700999993671,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,268.9508544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnpasta,4.3756,268.9355105000004,268.93613619999996,268.9362460000002,268.9508544,273.33334209999975,273.31758549999995,273.3236775000005,273.33334209999975,273.33334209999975,273.33334209999975,273.33334209999975,275.33334130000003,275.33334130000003,275.33334130000003,275.33334130000003,275.3178058000003,3,None,1.0080026000005091,0.4188700999993671,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
17,0,17,,,,,,space,4.1070431000007375,None,None,3,None,1.3317972000004374,0.47438340000007884,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,275.33334130000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datei,2.3362,275.31834979999985,275.31887579999966,275.3189861999999,275.33334130000003,277.6833538000001,277.6675608000005,277.6715542000002,277.6833538000001,277.6833538000001,277.6833538000001,277.6833538000001,279.6835984999998,279.6835984999998,279.6835984999998,279.6835984999998,279.66750950000005,3,None,1.3317972000004374,0.47438340000007884,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
18,0,18,,,,,,space,4.1070431000007375,None,None,3,None,1.2060567999997147,0.6063426000000618,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,279.6835984999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weihnachten,4.4767,279.6680606,279.6685930000003,279.6687032,279.6835984999998,284.1660807999997,284.15051140000014,284.15482150000025,284.1660807999997,284.1660807999997,284.1660807999997,284.1660807999997,286.1662231999999,286.1662231999999,286.1662231999999,286.1662231999999,286.1504796999998,3,None,1.2060567999997147,0.6063426000000618,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
19,0,19,,,,,,space,4.1070431000007375,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,286.1662231999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,5.3463,286.1509801000002,286.1514957999998,286.15161050000006,286.1662231999999,291.5158871000003,291.5000167999997,291.50375840000015,291.5158871000003,291.5158871000003,291.5158871000003,291.5158871000003,293.5156033000003,293.5156033000003,293.5156033000003,293.5156033000003,293.4999023999999,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
20,0,20,,,,,,space,4.1070431000007375,None,None,3,None,1.04736690000027,0.34564899999986665,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,293.5156033000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,4.4429,293.5003615000005,293.5008764000004,293.50099150000005,293.5156033000003,297.9659322999996,297.9498180999999,297.9549906000002,297.9659322999996,297.9659322999996,297.9659322999996,297.9659322999996,299.9653242000004,299.9653242000004,299.9653242000004,299.9653242000004,299.9497086000001,3,None,1.04736690000027,0.34564899999986665,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
21,0,21,,,,,,space,4.1070431000007375,None,None,3,None,1.0572009999996226,0.3062148999997589,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,299.9653242000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pumpe,2.0946,299.95022059999974,299.9507450000001,299.9508539999997,299.9653242000004,302.0650462000003,302.0492626000005,302.0526877000002,302.0650462000003,302.0650462000003,302.0650462000003,302.0650462000003,304.0655138000002,304.0655138000002,304.0655138000002,304.0655138000002,304.04989490000025,3,None,1.0572009999996226,0.3062148999997589,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
22,0,22,,,,,,space,4.1070431000007375,None,None,3,None,1.3471828000001551,0.3498883999991449,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,304.0655138000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flasche,2.2129,304.0504069999997,304.05092520000017,304.0510327000002,304.0655138000002,306.28152190000037,306.26595309999993,306.27027290000024,306.28152190000037,306.28152190000037,306.28152190000037,306.28152190000037,308.2813507000001,308.2813507000001,308.2813507000001,308.2813507000001,308.2658376999998,3,None,1.3471828000001551,0.3498883999991449,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
23,0,23,,,,,,space,4.1070431000007375,None,None,3,None,1.3377666000005775,0.40373299999919254,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,308.2813507000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,3.6564,308.2663488999997,308.2668650000005,308.26697460000014,308.2813507000001,311.9477671000004,311.93212550000044,311.93641469999966,311.9477671000004,311.9477671000004,311.9477671000004,311.9477671000004,313.9481800000003,313.9481800000003,313.9481800000003,313.9481800000003,313.93233429999964,3,None,1.3377666000005775,0.40373299999919254,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
24,0,24,,,,,,space,4.1070431000007375,None,None,2,None,1.3990567000000738,0.3753366000000824,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,313.9481800000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,2.83,313.9328462000003,313.9334963000001,313.9336043000003,313.9481800000003,316.7810053000003,316.76524770000015,316.7687394000004,316.7810053000003,316.7810053000003,316.7810053000003,316.7810053000003,318.78081269999984,318.78081269999984,318.78081269999984,318.78081269999984,318.7655842000004,2,None,1.3990567000000738,0.3753366000000824,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
25,0,25,,,,,,space,4.1070431000007375,None,None,2,None,0.9375424999998359,0.36322850000033213,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,318.78081269999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,2.4167,318.7660923000003,318.7666072000002,318.7667177000003,318.78081269999984,321.19709859999966,321.1815256,321.1881678,321.19709859999966,321.19709859999966,321.19709859999966,321.19709859999966,323.19775389999995,323.19775389999995,323.19775389999995,323.19775389999995,323.1818658000002,2,None,0.9375424999998359,0.36322850000033213,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
26,0,26,,,,,,space,4.1070431000007375,None,None,3,None,1.1704172999998264,0.40154849999998987,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,323.19775389999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wärme,2.2074,323.18237190000036,323.1828986999999,323.1830157000004,323.19775389999995,325.41381230000025,325.3981310999998,325.4029410000003,325.41381230000025,325.41381230000025,325.41381230000025,325.41381230000025,327.41422500000044,327.41422500000044,327.41422500000044,327.41422500000044,327.3984677999997,3,None,1.1704172999998264,0.40154849999998987,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
27,0,27,,,,,,space,4.1070431000007375,None,None,3,None,1.0056433999998262,0.3320909000003667,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,327.41422500000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Album,2.3229,327.3989769,327.39950060000047,327.3996127999999,327.41422500000044,329.74688760000026,329.7310444000004,329.7349291999999,329.74688760000026,329.74688760000026,329.74688760000026,329.74688760000026,331.7468280000003,331.7468280000003,331.7468280000003,331.7468280000003,331.7312801999997,3,None,1.0056433999998262,0.3320909000003667,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
28,0,28,,,,,,space,4.1070431000007375,None,None,2,None,1.1102833000004466,0.2936087999996744,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,331.7468280000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baum,2.7378,331.7317860000003,331.73230409999996,331.7324157000003,331.7468280000003,334.49633939999967,334.48088800000005,334.48373660000016,334.49633939999967,334.49633939999967,334.49633939999967,334.49633939999967,336.49652609999976,336.49652609999976,336.49652609999976,336.49652609999976,336.48078390000046,2,None,1.1102833000004466,0.2936087999996744,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
29,0,29,,,,,,space,4.1070431000007375,None,None,3,None,1.3137586000002557,0.5999569999994492,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,336.49652609999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,2.5982,336.48128559999986,336.4819416,336.48204929999974,336.49652609999976,339.0962330000002,339.0804810999998,339.0840149000005,339.0962330000002,339.0962330000002,339.0962330000002,339.0962330000002,341.09617119999984,341.09617119999984,341.09617119999984,341.09617119999984,341.08051009999963,3,None,1.3137586000002557,0.5999569999994492,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
30,0,30,,,,,,space,4.1070431000007375,None,None,3,None,1.561831500000153,0.3999645000003511,0,0,0,0,,,,,0,0,0,0,,,,,30,0,30,0,341.09617119999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule,2.0168,341.0810124999998,341.0815279999997,341.0816354999997,341.09617119999984,343.1127408000002,343.09692220000034,343.10050000000047,343.1127408000002,343.1127408000002,343.1127408000002,343.1127408000002,345.1129780000001,345.1129780000001,345.1129780000001,345.1129780000001,345.09719060000043,3,None,1.561831500000153,0.3999645000003511,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
