thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,begin_end_run_cross.stopped,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,,,,,,space,2.079492599999867,None,None,2,None,1.3048131000005014,0.32724510000025475,1,0,1,0,,,,,0,0,0,0,,,,,9,0,9,0,2243.8524855000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fliegen,2.8901,2243.8374636999997,2243.8379827,2243.8380913,2243.8524855000005,2246.7522080999997,2246.7366862999997,2246.7409723,2246.7522080999997,2246.7522080999997,2246.7522080999997,2246.7522080999997,2248.7521720000004,2248.7521720000004,2248.7521720000004,2248.7521720000004,2248.7365922,2,None,1.3048131000005014,0.32724510000025475,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
10,0,10,,,,,,space,2.079492599999867,None,None,3,None,1.3047053999998752,0.25512609999987035,1,0,1,0,,,,,0,0,0,0,,,,,10,0,10,0,2248.7521720000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,2.0946,2248.7370896,2248.7376120999998,2248.7377241000004,2248.7521720000004,2250.8520079,2250.8362947000005,2250.8400446000005,2250.8520079,2250.8520079,2250.8520079,2250.8520079,2252.8520987,2252.8520987,2252.8520987,2252.8520987,2252.8367799999996,3,None,1.3047053999998752,0.25512609999987035,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
11,0,11,,,,,,space,2.079492599999867,None,None,2,None,1.6001113000002078,0.22675369999979011,1,0,1,0,,,,,0,0,0,0,,,,,11,0,11,0,2252.8520987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hülse,3.1264,2252.8372898,2252.8378196000003,2252.8379301000004,2252.8520987,2255.9848340999997,2255.9694038999996,2255.973741,2255.9848340999997,2255.9848340999997,2255.9848340999997,2255.9848340999997,2257.9851156000004,2257.9851156000004,2257.9851156000004,2257.9851156000004,2257.9694363999997,2,None,1.6001113000002078,0.22675369999979011,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
12,0,12,,,,,,space,2.079492599999867,None,None,3,None,1.3503343000002133,0.1917807999998331,1,0,1,0,,,,,0,0,0,0,,,,,12,0,12,0,2257.9851156000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bücher,4.3756,2257.9699423,2257.9706026000003,2257.9707135999997,2257.9851156000004,2262.3679349000004,2262.3521037,2262.355299,2262.3679349000004,2262.3679349000004,2262.3679349000004,2262.3679349000004,2264.3679454000003,2264.3679454000003,2264.3679454000003,2264.3679454000003,2264.3524281,3,None,1.3503343000002133,0.1917807999998331,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
13,0,13,,,,,,space,2.079492599999867,None,None,3,None,1.6758452999993096,None,1,0,1,0,,,,,0,0,0,0,,,,,13,0,13,0,2264.3679454000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringe,2.2074,2264.3529323000002,2264.3534963,2264.3536034,2264.3679454000003,2266.5841304000005,2266.5686822,2266.572214,2266.5841304000005,2266.5841304000005,2266.5841304000005,2266.5841304000005,2268.5843666,2268.5843666,2268.5843666,2268.5843666,2268.5694470999997,3,None,1.6758452999993096,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
14,0,14,,,,,,space,2.079492599999867,None,None,2,None,0.9244954999994661,0.3447689000004175,1,0,1,0,,,,,0,0,0,0,,,,,14,0,14,0,2268.5843666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,3.6005,2268.5699516000004,2268.5704918,2268.5706054,2268.5843666,2272.1841814,2272.1682854,2272.1723091000003,2272.1841814,2272.1841814,2272.1841814,2272.1841814,2274.1840758,2274.1840758,2274.1840758,2274.1840758,2274.1683973,2,None,0.9244954999994661,0.3447689000004175,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
15,0,15,,,,,,space,2.079492599999867,None,None,None,None,,,1,0,1,0,,,,,0,0,0,0,,,,,15,0,15,0,2274.1840758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,2.9061,2274.1689060999997,2274.1694315000004,2274.1695422000003,2274.1840758,2277.1005486000004,2277.0848261,2277.0885538,2277.1005486000004,2277.1005486000004,2277.1005486000004,2277.1005486000004,2279.1004602000003,2279.1004602000003,2279.1004602000003,2279.1004602000003,2279.0852661999998,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
16,0,16,,,,,,space,2.079492599999867,None,None,3,None,1.3747941999999966,0.2600588000004791,1,0,1,0,,,,,0,0,0,0,,,,,16,0,16,0,2279.1004602000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuchen ,2.4167,2279.0857380999996,2279.0862503,2279.0863603999996,2279.1004602000003,2281.5170147999997,2281.5012119000003,2281.5048669999996,2281.5170147999997,2281.5170147999997,2281.5170147999997,2281.5170147999997,2283.5168249,2283.5168249,2283.5168249,2283.5168249,2283.5012514,3,None,1.3747941999999966,0.2600588000004791,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
17,0,17,,,,,,space,2.079492599999867,None,None,2,None,0.8850878999992347,0.3121729000004052,1,0,1,0,,,,,0,0,0,0,,,,,17,0,17,0,2283.5168249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freund,2.3843,2283.5017508,2283.5024013,2283.5025103,2283.5168249,2285.8999777,2285.8845773000003,2285.888745,2285.8999777,2285.8999777,2285.8999777,2285.8999777,2287.9000517000004,2287.9000517000004,2287.9000517000004,2287.9000517000004,2287.8848596999997,2,None,0.8850878999992347,0.3121729000004052,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
18,0,18,,,,,,space,2.079492599999867,None,None,2,None,1.1158513000000312,0.25327569999990374,1,0,1,0,,,,,0,0,0,0,,,,,18,0,18,0,2287.9000517000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safari,4.7208,2287.8853695,2287.885889,2287.8859970000003,2287.9000517000004,2292.6327886,2292.6173271999996,2292.6224396999996,2292.6327886,2292.6327886,2292.6327886,2292.6327886,2294.63339,2294.63339,2294.63339,2294.63339,2294.6173641000005,2,None,1.1158513000000312,0.25327569999990374,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
19,0,19,,,,,,space,2.079492599999867,None,None,3,None,1.8772676999997202,None,1,0,1,0,,,,,0,0,0,0,,,,,19,0,19,0,2294.63339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krieg,2.9036,2294.6179190000003,2294.6184472000004,2294.6185592,2294.63339,2297.5490151000004,2297.5335532,2297.536937,2297.5490151000004,2297.5490151000004,2297.5490151000004,2297.5490151000004,2299.5492268999997,2299.5492268999997,2299.5492268999997,2299.5492268999997,2299.5338111,3,None,1.8772676999997202,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
20,0,20,,,,,,space,2.079492599999867,None,None,2,None,1.3240607999996428,0.2661855000005744,1,0,1,0,,,,,0,0,0,0,,,,,20,0,20,0,2299.5492268999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strand,4.0852,2299.5343174,2299.5350121,2299.5351208,2299.5492268999997,2303.6488838000005,2303.6331658999998,2303.6365134999996,2303.6488838000005,2303.6488838000005,2303.6488838000005,2303.6488838000005,2305.6487429999997,2305.6487429999997,2305.6487429999997,2305.6487429999997,2305.6333707000003,2,None,1.3240607999996428,0.2661855000005744,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
21,0,21,,,,,,space,2.079492599999867,None,None,3,None,0.7482187999994494,0.27673500000037166,1,0,1,0,,,,,0,0,0,0,,,,,21,0,21,0,2305.6487429999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnpasta,2.1961,2305.6338855000004,2305.634403,2305.6345097000003,2305.6487429999997,2307.8487605,2307.8331713999996,2307.8374122000005,2307.8487605,2307.8487605,2307.8487605,2307.8487605,2309.8486447000005,2309.8486447000005,2309.8486447000005,2309.8486447000005,2309.8328609,3,None,0.7482187999994494,0.27673500000037166,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
22,0,22,,,,,,space,2.079492599999867,None,None,2,None,0.9238961000000927,0.2842620999999781,1,0,1,0,,,,,0,0,0,0,,,,,22,0,22,0,2309.8486447000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gespräch,2.1186,2309.8333152000005,2309.8338009999998,2309.8338972,2309.8486447000005,2311.9815780999998,2311.9659393,2311.9697259000004,2311.9815780999998,2311.9815780999998,2311.9815780999998,2311.9815780999998,2313.9816638,2313.9816638,2313.9816638,2313.9816638,2313.9663158000003,2,None,0.9238961000000927,0.2842620999999781,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
23,0,23,,,,,,space,2.079492599999867,None,None,2,None,1.883170600000085,None,1,0,1,0,,,,,0,0,0,0,,,,,23,0,23,0,2313.9816638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.9109,2313.9668148,2313.9674666,2313.9675755,2313.9816638,2316.8982985000002,2316.8824716,2316.8856768000005,2316.8982985000002,2316.8982985000002,2316.8982985000002,2316.8982985000002,2318.8982784,2318.8982784,2318.8982784,2318.8982784,2318.8825597000005,2,None,1.883170600000085,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
24,0,24,,,,,,space,2.079492599999867,None,None,3,None,0.8188369999998031,0.2732567000002746,1,0,1,0,,,,,0,0,0,0,,,,,24,0,24,0,2318.8982784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwarz,2.9645,2318.8830633999996,2318.8837592,2318.8838691,2318.8982784,2321.8645274,2321.8487298,2321.8529012999998,2321.8645274,2321.8645274,2321.8645274,2321.8645274,2323.8644774000004,2323.8644774000004,2323.8644774000004,2323.8644774000004,2323.8491573,3,None,0.8188369999998031,0.2732567000002746,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
25,0,25,,,,,,space,2.079492599999867,None,None,2,None,1.0646257999997033,0.30030700000043,1,0,1,0,,,,,0,0,0,0,,,,,25,0,25,0,2323.8644774000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,4.5959,2323.8496662999996,2323.8504175,2323.8505248,2323.8644774000004,2328.4647494,2328.4484837,2328.4523024,2328.4647494,2328.4647494,2328.4647494,2328.4647494,2330.4640150000005,2330.4640150000005,2330.4640150000005,2330.4640150000005,2330.4485741999997,2,None,1.0646257999997033,0.30030700000043,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
26,0,26,,,,,,space,2.079492599999867,None,None,2,None,0.8692705000003116,0.3160437999995338,1,0,1,0,,,,,0,0,0,0,,,,,26,0,26,0,2330.4640150000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riechen,2.3916,2330.4490802,2330.4497538000005,2330.4498636,2330.4640150000005,2332.8637866,2332.8483753,2332.8524472,2332.8637866,2332.8637866,2332.8637866,2332.8637866,2334.8640793000004,2334.8640793000004,2334.8640793000004,2334.8640793000004,2334.8480437,2,None,0.8692705000003116,0.3160437999995338,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
27,0,27,,,,,,space,2.079492599999867,None,None,2,None,1.8332352999996147,None,1,0,1,0,,,,,0,0,0,0,,,,,27,0,27,0,2334.8640793000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,4.3424,2334.8485315999997,2334.8490245000003,2334.8491214000005,2334.8640793000004,2339.2134766,2339.1978132000004,2339.2014623000005,2339.2134766,2339.2134766,2339.2134766,2339.2134766,2341.2134275999997,2341.2134275999997,2341.2134275999997,2341.2134275999997,2341.1985154000004,2,None,1.8332352999996147,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
28,0,28,,,,,,space,2.079492599999867,None,None,3,None,1.565246300000581,0.30824889999985317,1,0,1,0,,,,,0,0,0,0,,,,,28,0,28,0,2341.2134275999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rot,2.0168,2341.1990275,2341.1995648,2341.1996789000004,2341.2134275999997,2343.2301164,2343.2141727999997,2343.2172572,2343.2301164,2343.2301164,2343.2301164,2343.2301164,2345.2298739999997,2345.2298739999997,2345.2298739999997,2345.2298739999997,2345.2145375,3,None,1.565246300000581,0.30824889999985317,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
29,0,29,,,,,,space,2.079492599999867,None,None,2,None,1.233334699999432,0.2682583000005252,1,0,1,0,,,,,0,0,0,0,,,,,29,0,29,0,2345.2298739999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,2.7378,2345.2150462,2345.2155626000003,2345.2156800000002,2345.2298739999997,2347.9796605,2347.9641610999997,2347.9682316999997,2347.9796605,2347.9796605,2347.9796605,2347.9796605,2349.9797662,2349.9797662,2349.9797662,2349.9797662,2349.9643278000003,2,None,1.233334699999432,0.2682583000005252,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
30,0,30,,,,,,space,2.079492599999867,None,None,2,None,1.0736063000003924,0.27434230000017124,1,0,1,0,,,,,0,0,0,0,,,,,30,0,30,0,2349.9797662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mund,5.3655,2349.9648337999997,2349.9654487,2349.9655579,2349.9797662,2355.3457307999997,2355.3305267000005,2355.3334883999996,2355.3457307999997,2355.3457307999997,2355.3457307999997,2355.3457307999997,2357.3463263000003,2357.3463263000003,2357.3463263000003,2357.3463263000003,2357.3304135999997,2,None,1.0736063000003924,0.27434230000017124,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
31,0,31,,,,,,space,2.079492599999867,None,None,3,None,0.9397978000006333,0.3185132999997222,1,0,1,0,,,,,0,0,0,0,,,,,31,0,31,0,2357.3463263000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vers,2.5377,2357.3309142999997,2357.3315603,2357.3316695000003,2357.3463263000003,2359.8957399,2359.8801945000005,2359.8846092000003,2359.8957399,2359.8957399,2359.8957399,2359.8957399,2361.8956602999997,2361.8956602999997,2361.8956602999997,2361.8956602999997,2361.8800244000004,3,None,0.9397978000006333,0.3185132999997222,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
32,0,32,,,,,,space,2.079492599999867,None,None,3,None,0.8958857000006901,0.2842458999994051,1,0,1,0,,,,,0,0,0,0,,,,,32,0,32,0,2361.8956602999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decke,2.4521,2361.8805339,2361.8810406000002,2361.881149,2361.8956602999997,2364.3620927,2364.3466363999996,2364.3507052000004,2364.3620927,2364.3620927,2364.3620927,2364.3620927,2366.3621622,2366.3621622,2366.3621622,2366.3621622,2366.3465423,3,None,0.8958857000006901,0.2842458999994051,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
33,0,33,,,,,,space,2.079492599999867,None,None,3,None,1.764865799999825,None,1,0,1,0,,,,,0,0,0,0,,,,,33,0,33,0,2366.3621622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arm,2.2385,2366.3470466,2366.3475850000004,2366.3476917999997,2366.3621622,2368.6117585,2368.5961275,2368.5994355000003,2368.6117585,2368.6117585,2368.6117585,2368.6117585,2370.6118273,2370.6118273,2370.6118273,2370.6118273,2370.5961929000005,3,None,1.764865799999825,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
34,0,34,,,,,,space,2.079492599999867,None,None,2,None,0.9189892000003965,0.2858760999997685,1,0,1,0,,,,,0,0,0,0,,,,,34,0,34,0,2370.6118273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tischler,2.9443,2370.5966986000003,2370.5972561999997,2370.5973676000003,2370.6118273,2373.5616210999997,2373.5457278000003,2373.5494062,2373.5616210999997,2373.5616210999997,2373.5616210999997,2373.5616210999997,2375.5615348,2375.5615348,2375.5615348,2375.5615348,2375.5460377,2,None,0.9189892000003965,0.2858760999997685,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
35,0,35,,,,,,space,2.079492599999867,None,None,2,None,1.4453188000006776,0.2394079999994574,1,0,1,0,,,,,0,0,0,0,,,,,35,0,35,0,2375.5615348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschichte,2.9832,2375.5465559000004,2375.5470781000004,2375.5471874000004,2375.5615348,2378.5446493,2378.529147,2378.5333511,2378.5446493,2378.5446493,2378.5446493,2378.5446493,2380.5447593,2380.5447593,2380.5447593,2380.5447593,2380.5289620000003,2,None,1.4453188000006776,0.2394079999994574,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
36,0,36,,,,,,space,2.079492599999867,None,None,2,None,0.7974616999999853,0.3135039999997389,1,0,1,0,,,,,0,0,0,0,,,,,36,0,36,0,2380.5447593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuh,2.2129,2380.5294715,2380.5299866000005,2380.5301005,2380.5447593,2382.7608972999997,2382.7453851,2382.7488086000003,2382.7608972999997,2382.7608972999997,2382.7608972999997,2382.7608972999997,2384.7614163,2384.7614163,2384.7614163,2384.7614163,2384.7450977999997,2,None,0.7974616999999853,0.3135039999997389,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
37,0,37,,,,,,space,2.079492599999867,None,None,3,None,1.3059880000000703,0.26831120000042574,1,0,1,0,,,,,0,0,0,0,,,,,37,0,37,0,2384.7614163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berg,2.5519,2384.7455277999998,2384.7460196,2384.7461114999996,2384.7614163,2387.3275462,2387.3118006000004,2387.3153334,2387.3275462,2387.3275462,2387.3275462,2387.3275462,2389.3275442000004,2389.3275442000004,2389.3275442000004,2389.3275442000004,2389.3117519999996,3,None,1.3059880000000703,0.26831120000042574,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
38,0,38,,,,,,space,2.079492599999867,None,None,2,None,0.9947288000003027,0.22838119999960327,1,0,1,0,,,,,0,0,0,0,,,,,38,0,38,0,2389.3275442000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Känguru,2.3229,2389.3122515000005,2389.3127551,2389.3128642,2389.3275442000004,2391.6607346,2391.6448833000004,2391.6497529,2391.6607346,2391.6607346,2391.6607346,2391.6607346,2393.6604809,2393.6604809,2393.6604809,2393.6604809,2393.6452210999996,2,None,0.9947288000003027,0.22838119999960327,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
39,0,39,,,,,,space,2.079492599999867,None,None,3,None,1.544256299999688,0.32121379999989585,1,0,1,0,,,,,0,0,0,0,,,,,39,0,39,0,2393.6604809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tür,4.4429,2393.6456129999997,2393.6460786,2393.6461608,2393.6604809,2398.1100521999997,2398.0943887000003,2398.0973243999997,2398.1100521999997,2398.1100521999997,2398.1100521999997,2398.1100521999997,2400.1100047,2400.1100047,2400.1100047,2400.1100047,2400.09461,3,None,1.544256299999688,0.32121379999989585,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
40,0,40,,,,,,space,2.079492599999867,None,None,2,None,1.89337980000073,None,1,0,1,0,,,,,0,0,0,0,,,,,40,0,40,0,2400.1100047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaß,2.1831,2400.0951182,2400.0957676,2400.0958767,2400.1100047,2402.2928911999998,2402.2775146000004,2402.2808606999997,2402.2928911999998,2402.2928911999998,2402.2928911999998,2402.2928911999998,2404.2931931000003,2404.2931931000003,2404.2931931000003,2404.2931931000003,2404.2775521000003,2,None,1.89337980000073,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
41,0,41,,,,,,space,2.079492599999867,None,None,3,None,1.2218845000006695,0.26916699999947014,1,0,1,0,,,,,0,0,0,0,,,,,41,0,41,0,2404.2931931000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeit,4.3942,2404.2780549,2404.2787325,2404.2788415000005,2404.2931931000003,2408.6929263,2408.6774238,2408.681608,2408.6929263,2408.6929263,2408.6929263,2408.6929263,2410.6928903999997,2410.6928903999997,2410.6928903999997,2410.6928903999997,2410.6772121000004,3,None,1.2218845000006695,0.26916699999947014,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
