thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034931999998661922,0.008816899999146699,0.008816899999146699,137.5942288999995,space,137.57517910000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.5943671999994,137.60368769999877,137.60368769999877,266.12983519999943,space,128.50832739999896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1299549999985,266.1444871999993,266.1444871999993,270.5112645999998,2,4.364292899999782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.51138699999865,270.52586340000016,270.52586340000016,279.9101518999996,2,9.373429400000532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
0,0,0,Eule,Augen,Vogel,Nacht,3.3555,space,4.679738599999837,None,None,3,1.3515575000001263,0.24326529999962077,None,0,0,0,0,0,79,79,15,0,0,0,0,0,79,79,70,0,0,0,0,345.5062281999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.91109119999965,279.91188069999953,279.9792086999987,279.9794391999985,279.9839323999986,279.98425080000015,280.0137634999992,280.01397369999904,280.0205086999995,280.0246933999988,280.0246933999988,284.71391009999934,space,4.679738599999837,None,284.7140647999986,284.72702859999845,284.72702859999845,333.49007829999937,None,333.49951659999897,333.50699539999914,333.5054951666664,334.7149138999994,343.49046866666527,344.494923799999,345.5062281999999,345.49085019999984,Auto,3.3555,345.4922564999997,345.49301679999917,345.49604179999915,345.5062281999999,348.8726566999994,348.8573220999988,348.8603289999992,348.8726566999994,348.8726566999994,348.8726566999994,348.8726566999994,350.8730104999995,350.8730104999995,350.8730104999995,350.8730104999995,350.8576959999991,3,1.3515575000001263,0.24326529999962077,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
1,0,1,,,,,,space,4.679738599999837,None,None,3,0.819356300000436,0.31311339999956544,None,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,350.8730104999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,4.1117,350.8582263999997,350.8587403999991,350.85884429999896,350.8730104999995,354.98921789999986,354.9735879,354.9767849,354.98921789999986,354.98921789999986,354.98921789999986,354.98921789999986,356.9894753999997,356.9894753999997,356.9894753999997,356.9894753999997,356.9736809999995,3,0.819356300000436,0.31311339999956544,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
2,0,2,,,,,,space,4.679738599999837,None,None,3,0.8931164000005083,0.2506792999993195,None,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,356.9894753999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapfen,3.4748,356.9741938999996,356.9746951999987,356.9748037999998,356.9894753999997,360.4728125999991,360.4566476,360.4635656999999,360.4728125999991,360.4728125999991,360.4728125999991,360.4728125999991,362.47245699999985,362.47245699999985,362.47245699999985,362.47245699999985,362.45707819999916,3,0.8931164000005083,0.2506792999993195,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
3,0,3,,,,,,space,4.679738599999837,None,None,3,1.0738149999997404,0.23098360000039975,None,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,362.47245699999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulter,3.1779,362.457592499999,362.45811390000017,362.4582197999989,362.47245699999985,365.65509199999906,365.6396152999987,365.64314769999874,365.65509199999906,365.65509199999906,365.65509199999906,365.65509199999906,367.65543830000024,367.65543830000024,367.65543830000024,367.65543830000024,367.63998639999954,3,1.0738149999997404,0.23098360000039975,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
4,0,4,,,,,,space,4.679738599999837,None,None,3,0.8823866000002454,0.24765760000082082,None,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,367.65543830000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Küche,5.2722,367.6404929,367.6409825999999,367.6410856000002,367.65543830000024,372.93794699999853,372.92336219999925,372.928522799999,372.93794699999853,372.93794699999853,372.93794699999853,372.93794699999853,374.9382614999995,374.9382614999995,374.9382614999995,374.9382614999995,374.9226301999988,3,0.8823866000002454,0.24765760000082082,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
5,0,5,,,,,,space,4.679738599999837,None,None,3,1.1131345000012516,0.2668315999999322,None,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,374.9382614999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeigen,3.0297,374.923143,374.92365299999983,374.9237575999996,374.9382614999995,377.97109499999897,377.95566899999903,377.95927709999887,377.97109499999897,377.97109499999897,377.97109499999897,377.97109499999897,379.97145329999876,379.97145329999876,379.97145329999876,379.97145329999876,379.9556685999996,3,1.1131345000012516,0.2668315999999322,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
6,0,6,,,,,,space,4.679738599999837,None,None,2,1.7222082999996928,0.20940390000032494,None,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,379.97145329999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nacht,2.3263,379.9561821999996,379.95669409999937,379.95680099999845,379.97145329999876,382.30456049999884,382.2887916999989,382.29242989999875,382.30456049999884,382.30456049999884,382.30456049999884,382.30456049999884,384.3043283999996,384.3043283999996,384.3043283999996,384.3043283999996,384.2886476999993,2,1.7222082999996928,0.20940390000032494,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
7,0,7,,,,,,space,4.679738599999837,None,None,2,1.0519517000011547,0.2123338999990665,None,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,384.3043283999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmen,2.6975,384.2891536999996,384.2898148999993,384.2899254999993,384.3043283999996,387.00391709999894,386.9882843999985,386.991951,387.00391709999894,387.00391709999894,387.00391709999894,387.00391709999894,389.00417670000024,389.00417670000024,389.00417670000024,389.00417670000024,388.98864030000004,2,1.0519517000011547,0.2123338999990665,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
8,0,8,,,,,,space,4.679738599999837,None,None,3,0.6813751000008779,0.2692332999995415,None,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,389.00417670000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,4.674,388.9891480999995,388.98964759999944,388.9897519999995,389.00417670000024,393.6868904999992,393.6712821000001,393.67528219999986,393.6868904999992,393.6868904999992,393.6868904999992,393.6868904999992,395.6869657999996,395.6869657999996,395.6869657999996,395.6869657999996,395.6716000999986,3,0.6813751000008779,0.2692332999995415,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
9,0,9,,,,,,space,4.679738599999837,None,None,2,1.2876880999992864,0.19617029999972146,None,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,395.6869657999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geheimnis,2.4988,395.6721134999989,395.67260759999954,395.67271289999917,395.6869657999996,398.1873082000002,398.1709531999986,398.1744130999996,398.1873082000002,398.1873082000002,398.1873082000002,398.1873082000002,400.1868431999992,400.1868431999992,400.1868431999992,400.1868431999992,400.17108599999847,2,1.2876880999992864,0.19617029999972146,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
10,0,10,,,,,,space,4.679738599999837,None,None,3,1.215796299999056,0.348913600000742,None,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,400.1868431999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rot,3.0155,400.17160030000014,400.1721086999987,400.1722142999988,400.1868431999992,403.2029946999992,403.18751749999865,403.19079859999874,403.2029946999992,403.2029946999992,403.2029946999992,403.2029946999992,405.20318769999903,405.20318769999903,405.20318769999903,405.20318769999903,405.1877594999987,3,1.215796299999056,0.348913600000742,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
11,0,11,,,,,,space,4.679738599999837,None,None,2,0.699786099999983,0.20823589999963588,None,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,405.20318769999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.5819,405.18828439999925,405.1887971999986,405.18890569999894,405.20318769999903,407.78532899999846,407.76908489999914,407.77066860000014,407.78532899999846,407.78532899999846,407.78532899999846,407.78532899999846,,,,,409.7697565999988,2,0.699786099999983,0.20823589999963588,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
12,0,12,,,,,,space,4.679738599999837,None,None,2,0.8619039000004705,0.18661950000023353,None,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,409.7861548000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,4.5551,409.7702432999995,409.7709942999991,409.771111,409.7861548000001,414.3527787999992,414.3369797999985,414.3404426999987,414.3527787999992,414.3527787999992,414.3527787999992,414.3527787999992,416.35264039999856,416.35264039999856,416.35264039999856,416.35264039999856,416.3373458999995,2,0.8619039000004705,0.18661950000023353,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
13,0,13,,,,,,space,4.679738599999837,None,None,2,1.3846374999993714,0.18993220000083966,None,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,416.35264039999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blatt,3.5446,416.33785519999947,416.3383690999999,416.3384744999985,416.35264039999856,419.9023165999988,419.8865587,419.88998249999895,419.9023165999988,419.9023165999988,419.9023165999988,419.9023165999988,421.90236769999865,421.90236769999865,421.90236769999865,421.90236769999865,421.8868430000002,2,1.3846374999993714,0.18993220000083966,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
14,0,14,,,,,,space,4.679738599999837,None,None,3,1.3888153999996575,0.2761050000008254,None,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,421.90236769999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlamm,2.9149,421.88735049999923,421.8878704999988,421.88797519999935,421.90236769999865,424.81863059999887,424.80306070000006,424.8075885999988,424.81863059999887,424.81863059999887,424.81863059999887,424.81863059999887,426.8185943999997,426.8185943999997,426.8185943999997,426.8185943999997,426.8029846999998,3,1.3888153999996575,0.2761050000008254,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
15,0,15,,,,,,space,4.679738599999837,None,None,3,1.0190738000001147,0.2652561999984755,None,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,426.8185943999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,4.5088,426.80349939999905,426.80412400000023,426.8042338999985,426.8185943999997,431.3349598999994,431.3194508999986,431.3227345999985,431.3349598999994,431.3349598999994,431.3349598999994,431.3349598999994,433.3348987999998,433.3348987999998,433.3348987999998,433.3348987999998,433.31920159999936,3,1.0190738000001147,0.2652561999984755,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
16,0,16,,,,,,space,4.679738599999837,None,None,2,0.9146723000012571,0.20346380000046338,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,433.3348987999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport,3.0293,433.3196905999994,433.3203451999998,433.3204544,433.3348987999998,436.36794389999886,436.35223439999936,436.355732,436.36794389999886,436.36794389999886,436.36794389999886,436.36794389999886,438.3681627999995,438.3681627999995,438.3681627999995,438.3681627999995,438.35259509999923,2,0.9146723000012571,0.20346380000046338,None,,,,,,,,,,,,,,,,,,,,,4660,1,2025-07-28_18h59.33.053,sm,2024.2.4,59.93978449234982,2025-07-28 18h59.53.397643 +0200,
