thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003657999999632011,0.0101329999997688,0.0101329999997688,4.631164700000227,space,4.61067230000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.631280599999627,4.6401458000000275,4.6401458000000275,97.38661630000024,space,92.73209479999969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.38672700000006,97.4037145000002,97.4037145000002,112.70452079999995,3,15.296513199999936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.70464329999959,112.71906709999985,112.71906709999985,126.2200684999998,3,13.496365800000603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
0,0,0,Brise,Strand,Luft,Wind,2.9531,space,4.188636400000178,None,None,None,None,,,0,0,0,0,0,79,79,60,0,0,0,0,0,79,79,41,0,0,0,0,188.63143409999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.22094519999973,126.22154890000002,126.28892040000028,126.28919119999955,126.29370269999981,126.29399000000012,126.32472789999974,126.32492589999947,126.33154599999943,126.33624830000008,126.33624830000008,130.53688839999995,space,4.188636400000178,None,130.53703700000005,130.5515402000001,130.5515402000001,176.60016929999983,None,176.60835270000007,176.6169245000001,176.61560276666685,177.82240579999961,186.61497916666693,187.62198499999977,188.61496660000012,Safari,2.9531,188.61633340000026,188.6171758999999,188.6203585000003,188.63143409999975,191.59793769999942,191.58224119999977,191.58664270000008,191.59793769999942,191.59793769999942,191.59793769999942,191.59793769999942,193.59821209999973,193.59821209999973,193.59821209999973,193.59821209999973,193.58225309999943,None,None,,,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
1,0,1,,,,,,space,4.188636400000178,None,None,2,None,1.3769421999995757,0.19005269999979646,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,193.59821209999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moor,3.4074,193.58273980000013,193.5832350999999,193.5833401,193.59821209999973,197.01409650000005,196.99847789999967,197.0016528999995,197.01409650000005,197.01409650000005,197.01409650000005,197.01409650000005,199.01408429999992,199.01408429999992,199.01408429999992,199.01408429999992,198.99854929999947,2,None,1.3769421999995757,0.19005269999979646,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
2,0,2,,,,,,space,4.188636400000178,None,None,3,None,1.0234204999997019,0.2519225000005463,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,199.01408429999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrrad,2.7951,198.99906139999985,198.99970829999984,198.99981019999996,199.01408429999992,201.81369449999966,201.7982224999996,201.80530269999963,201.81369449999966,201.81369449999966,201.81369449999966,201.81369449999966,203.8141786999995,203.8141786999995,203.8141786999995,203.8141786999995,203.79822909999984,3,None,1.0234204999997019,0.2519225000005463,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
3,0,3,,,,,,space,4.188636400000178,None,None,3,None,1.5485415000002831,0.23054700000011508,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,203.8141786999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,5.7554,203.7987376000001,203.7992564999995,203.7993593000001,203.8141786999995,209.58023799999955,209.56467239999984,209.57082879999962,209.58023799999955,209.58023799999955,209.58023799999955,209.58023799999955,211.58019830000012,211.58019830000012,211.58019830000012,211.58019830000012,211.56476380000004,3,None,1.5485415000002831,0.23054700000011508,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
4,0,4,,,,,,space,4.188636400000178,None,None,3,None,1.3839250000000902,0.23146969999925204,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,211.58019830000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reise,4.1076,211.5652772000003,211.56579779999993,211.5659059999998,211.58019830000012,215.69656979999945,215.68101070000012,215.6851059999999,215.69656979999945,215.69656979999945,215.69656979999945,215.69656979999945,217.69670189999943,217.69670189999943,217.69670189999943,217.69670189999943,217.68083469999965,3,None,1.3839250000000902,0.23146969999925204,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
5,0,5,,,,,,space,4.188636400000178,None,None,3,None,1.0968249000006836,0.2094755999996778,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,217.69670189999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popcorn,4.464,217.68135170000005,217.6818671000001,217.68197080000027,217.69670189999943,222.1624382,222.14722040000015,222.15292359999967,222.1624382,222.1624382,222.1624382,222.1624382,224.16297740000027,224.16297740000027,224.16297740000027,224.16297740000027,224.14731549999942,3,None,1.0968249000006836,0.2094755999996778,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
