thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,,,,,,space,4.188636400000178,None,None,2,None,0.916379300000699,0.20245929999964574,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,224.16297740000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vampir,4.5113,224.1478232999998,224.14832800000022,224.1484303999996,224.16297740000027,228.67905340000016,228.66330490000018,228.6666022999998,228.67905340000016,228.67905340000016,228.67905340000016,228.67905340000016,230.6790877000003,230.6790877000003,230.6790877000003,230.6790877000003,230.66387940000004,2,None,0.916379300000699,0.20245929999964574,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
7,0,7,,,,,,space,4.188636400000178,None,None,2,None,1.1930879999999888,0.21874579999985144,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,230.6790877000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eltern,3.8743,230.66441699999996,230.66496279999956,230.6650783999994,230.6790877000003,234.5618489999997,234.54672159999973,234.55044449999968,234.5618489999997,234.5618489999997,234.5618489999997,234.5618489999997,236.5621261999995,236.5621261999995,236.5621261999995,236.5621261999995,236.54646169999978,2,None,1.1930879999999888,0.21874579999985144,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
8,0,8,,,,,,space,4.188636400000178,None,None,2,None,1.404424199999994,0.19512350000059087,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,236.5621261999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,2.5125,236.54696849999982,236.5475422999998,236.54764629999954,236.5621261999995,239.07845910000015,239.06275389999973,239.06728070000008,239.07845910000015,239.07845910000015,239.07845910000015,239.07845910000015,241.07849239999996,241.07849239999996,241.07849239999996,241.07849239999996,241.0629527000001,2,None,1.404424199999994,0.19512350000059087,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
9,0,9,,,,,,space,4.188636400000178,None,None,3,None,0.9364502999997057,0.2354936000001544,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,241.07849239999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waschbecken,2.5683,241.06345629999942,241.0639957000003,241.06410510000023,241.07849239999996,243.6614437999997,243.64615869999943,243.65019519999987,243.6614437999997,243.6614437999997,243.6614437999997,243.6614437999997,245.6614940999998,245.6614940999998,245.6614940999998,245.6614940999998,245.64585110000007,3,None,0.9364502999997057,0.2354936000001544,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
10,0,10,,,,,,space,4.188636400000178,None,None,3,None,1.0859940999998798,0.2643894000002547,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,245.6614940999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hose,2.5942,245.64635869999984,245.64700319999974,245.6471088999997,245.6614940999998,248.26117669999985,248.24548559999948,248.2511843000002,248.26117669999985,248.26117669999985,248.26117669999985,248.26117669999985,250.26127019999967,250.26127019999967,250.26127019999967,250.26127019999967,250.24604290000025,3,None,1.0859940999998798,0.2643894000002547,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
11,0,11,,,,,,space,4.188636400000178,None,None,2,None,1.1545455999994374,0.22170530000039435,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,250.26127019999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klee,2.7206,250.24663059999966,250.24729579999985,250.24740539999948,250.26127019999967,252.9944633999994,252.9786667999997,252.98233009999967,252.9944633999994,252.9944633999994,252.9944633999994,252.9944633999994,254.99431039999945,254.99431039999945,254.99431039999945,254.99431039999945,254.97866429999976,2,None,1.1545455999994374,0.22170530000039435,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
12,0,12,,,,,,space,4.188636400000178,None,None,2,None,1.0741812000005666,0.2154495999993742,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,254.99431039999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinne,3.0512,254.97917849999976,254.97968880000008,254.97979179999948,254.99431039999945,258.06090399999994,258.04526499999974,258.0492981999996,258.06090399999994,258.06090399999994,258.06090399999994,258.06090399999994,260.06067110000004,260.06067110000004,260.06067110000004,260.06067110000004,260.0454426999995,2,None,1.0741812000005666,0.2154495999993742,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
13,0,13,,,,,,space,4.188636400000178,None,None,3,None,1.2593996999994488,0.22348170000077516,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,260.06067110000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostern,3.7332,260.04596479999964,260.0465137000001,260.0466249000001,260.06067110000004,263.7939262,263.7781667999998,263.7839015999998,263.7939262,263.7939262,263.7939262,263.7939262,265.79372369999965,265.79372369999965,265.79372369999965,265.79372369999965,265.7779101999995,3,None,1.2593996999994488,0.22348170000077516,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
14,0,14,,,,,,space,4.188636400000178,None,None,3,None,1.2153041000001394,0.21971599999960745,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,265.79372369999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zigarette,2.1524,265.7784208000003,265.7790570999996,265.77916060000007,265.79372369999965,267.9598888999999,267.94447690000015,267.9525090999996,267.9598888999999,267.9598888999999,267.9598888999999,267.9598888999999,269.96005779999996,269.96005779999996,269.96005779999996,269.96005779999996,269.9444132999997,3,None,1.2153041000001394,0.21971599999960745,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
15,0,15,,,,,,space,4.188636400000178,None,None,2,None,1.3848971999996138,0.19335120000050665,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,269.96005779999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachen,2.1199,269.9449169999998,269.94568770000024,269.9458007000003,269.96005779999996,272.09339050000017,272.07751499999995,272.0816471999997,272.09339050000017,272.09339050000017,272.09339050000017,272.09339050000017,274.09367099999963,274.09367099999963,274.09367099999963,274.09367099999963,274.0774620000002,2,None,1.3848971999996138,0.19335120000050665,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
16,0,16,,,,,,space,4.188636400000178,None,None,2,None,0.9980970000005982,0.2058811999995669,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,274.09367099999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Publikum,3.3397,274.07797609999943,274.0785090999998,274.07861479999974,274.09367099999963,277.44293389999984,277.4273693999994,277.4312425999997,277.44293389999984,277.44293389999984,277.44293389999984,277.44293389999984,279.4428170000001,279.4428170000001,279.4428170000001,279.4428170000001,279.42718270000023,2,None,0.9980970000005982,0.2058811999995669,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
17,0,17,,,,,,space,4.188636400000178,None,None,2,None,1.265204399999675,0.20765620000020135,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,279.4428170000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arm,2.2686,279.4276953999997,279.42819280000003,279.42829879999954,279.4428170000001,281.7261344999997,281.7103053999999,281.71423719999984,281.7261344999997,281.7261344999997,281.7261344999997,281.7261344999997,283.72641829999975,283.72641829999975,283.72641829999975,283.72641829999975,283.71047199999975,2,None,1.265204399999675,0.20765620000020135,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
18,0,18,,,,,,space,4.188636400000178,None,None,2,None,1.4803921000002447,0.19805520000045362,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,283.72641829999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturm,3.5874,283.7109862999996,283.71149979999973,283.7116011999997,283.72641829999975,287.32563459999983,287.30998,287.31383689999984,287.32563459999983,287.32563459999983,287.32563459999983,287.32563459999983,289.32572549999986,289.32572549999986,289.32572549999986,289.32572549999986,289.309878,2,None,1.4803921000002447,0.19805520000045362,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
19,0,19,,,,,,space,4.188636400000178,None,None,3,None,1.046732100000554,0.24157289999948262,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,289.32572549999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vers,2.598,289.31038160000026,289.3110252999995,289.31112829999984,289.32572549999986,291.9252612,291.9098616000001,291.9128995000001,291.9252612,291.9252612,291.9252612,291.9252612,293.9257714999994,293.9257714999994,293.9257714999994,293.9257714999994,293.9099177999997,3,None,1.046732100000554,0.24157289999948262,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
20,0,20,,,,,,space,4.188636400000178,None,None,3,None,0.694404000000759,0.22315299999991112,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,293.9257714999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teller,3.5453,293.91042670000024,293.9109406999996,293.9110447000003,293.9257714999994,297.47523679999995,297.4594651999996,297.46442169999955,297.47523679999995,297.47523679999995,297.47523679999995,297.47523679999995,299.4751458999999,299.4751458999999,299.4751458999999,299.4751458999999,299.4595211999995,3,None,0.694404000000759,0.22315299999991112,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
21,0,21,,,,,,space,4.188636400000178,None,None,3,None,1.3928122999996049,0.24119010000049457,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,299.4751458999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lernen,2.0223,299.46003740000015,299.4605431,299.46064620000016,299.4751458999999,301.5081694999999,301.49258289999943,301.4967158999998,301.5081694999999,301.5081694999999,301.5081694999999,301.5081694999999,303.50828209999963,303.50828209999963,303.50828209999963,303.50828209999963,303.4926427999999,3,None,1.3928122999996049,0.24119010000049457,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
22,0,22,,,,,,space,4.188636400000178,None,None,2,None,1.1411304000002929,0.2018770000004224,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,303.50828209999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympia,2.4458,303.4931494000002,303.49378929999966,303.49389079999946,303.50828209999963,305.9578888999995,305.94219819999944,305.9488515000003,305.9578888999995,305.9578888999995,305.9578888999995,305.9578888999995,307.9578376999998,307.9578376999998,307.9578376999998,307.9578376999998,307.9425768000001,2,None,1.1411304000002929,0.2018770000004224,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
23,0,23,,,,,,space,4.188636400000178,None,None,3,None,0.9631247999996049,0.2265493000004426,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,307.9578376999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaffee,5.2747,307.9430837,307.94363069999963,307.9437347000003,307.9578376999998,313.2407728999997,313.2253012000001,313.2292464000002,313.2407728999997,313.2407728999997,313.2407728999997,313.2407728999997,315.24094309999964,315.24094309999964,315.24094309999964,315.24094309999964,315.22541920000003,3,None,0.9631247999996049,0.2265493000004426,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
24,0,24,,,,,,space,4.188636400000178,None,None,3,None,1.5229730999999447,0.2203730999999607,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,315.24094309999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidung,2.9266,315.2259723999996,315.2264882999998,315.22659569999996,315.24094309999964,318.1740410000002,318.15845290000016,318.1622218000002,318.1740410000002,318.1740410000002,318.1740410000002,318.1740410000002,320.17435769999975,320.17435769999975,320.17435769999975,320.17435769999975,320.15824950000024,3,None,1.5229730999999447,0.2203730999999607,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
25,0,25,,,,,,space,4.188636400000178,None,None,2,None,1.029265199999827,0.20103689999996277,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,320.17435769999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrobatin,3.1813,320.15875849999975,320.15925609999977,320.15936319999946,320.17435769999975,323.3569017,323.34113309999975,323.3450063,323.3569017,323.3569017,323.3569017,323.3569017,325.3568107000001,325.3568107000001,325.3568107000001,325.3568107000001,325.3413058999995,2,None,1.029265199999827,0.20103689999996277,,,,,,,,,,,,,,,,,,,,,,2594,1,2025-10-22_20h13.04.433,sm,2024.2.4,59.94003598780302,2025-10-22 20h13.17.369235 +0200,
