thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,0.0037543999997069477,0.013964299999315699,0.013964299999315699,,,,,,,,
