thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,,,,,,space,16.725851000000148,None,None,2,1.3482620000004317,0.22539830000005168,None,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,777.9868409000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knöchel,2.7586,777.9717029000003,777.9722008000008,777.9723113,777.9868409000001,780.7530603000005,780.7375511,780.7414913000002,780.7530603000005,780.7530603000005,780.7530603000005,780.7530603000005,782.7533604,782.7533604,782.7533604,782.7533604,782.7376444000001,2,1.3482620000004317,0.22539830000005168,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
7,0,7,,,,,,space,16.725851000000148,None,None,3,0.8362497999996776,0.2662419999996928,None,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,782.7533604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krone,2.1952,782.7381546000006,782.7386734000002,782.7387874000005,782.7533604,784.9529580000008,784.9373193000001,784.9411273000005,784.9529580000008,784.9529580000008,784.9529580000008,784.9529580000008,786.953434,786.953434,786.953434,786.953434,786.9374629000004,3,0.8362497999996776,0.2662419999996928,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
8,0,8,,,,,,space,16.725851000000148,None,None,2,1.0746407999995427,0.22564430000056745,None,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,786.953434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,2.1326,786.9379703000004,786.9385492000001,786.9386586,786.953434,789.0860619000005,789.0708048000006,789.0757564000005,789.0860619000005,789.0860619000005,789.0860619000005,789.0860619000005,791.0860397000006,791.0860397000006,791.0860397000006,791.0860397000006,791.0704558000007,2,1.0746407999995427,0.22564430000056745,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
9,0,9,,,,,,space,16.725851000000148,None,None,2,0.8318239000000176,0.21530359999997017,None,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,791.0860397000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruppe,3.6689,791.0709670000006,791.0716024000003,791.0717102000008,791.0860397000006,794.7691657000005,794.7536204000007,794.7578932000006,794.7691657000005,794.7691657000005,794.7691657000005,794.7691657000005,796.7691998,796.7691998,796.7691998,796.7691998,796.7535068000007,2,0.8318239000000176,0.21530359999997017,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
10,0,10,,,,,,space,16.725851000000148,None,None,2,0.6651570999993055,0.2005462000006446,None,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,796.7691998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister,3.1687,796.7540109000001,796.7545766000003,796.7546815000005,796.7691998,799.9521640000003,799.9366347000005,799.9413534000005,799.9521640000003,799.9521640000003,799.9521640000003,799.9521640000003,801.9520213000005,801.9520213000005,801.9520213000005,801.9520213000005,801.9369538000001,2,0.6651570999993055,0.2005462000006446,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
11,0,11,,,,,,space,16.725851000000148,None,None,3,1.113771999999699,0.24698429999989457,None,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,801.9520213000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwung,2.3672,801.9374661000002,801.9379693000001,801.9380727000007,801.9520213000005,804.3186977000005,804.3032459000005,804.3075044000007,804.3186977000005,804.3186977000005,804.3186977000005,804.3186977000005,806.3184338000001,806.3184338000001,806.3184338000001,806.3184338000001,806.3030055000008,3,1.113771999999699,0.24698429999989457,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
12,0,12,,,,,,space,16.725851000000148,None,None,3,0.9757047000002785,0.26238089999969816,None,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,806.3184338000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendung,2.3396,806.3035230000005,806.3041589000004,806.3042689000004,806.3184338000001,808.6683703000008,808.6527821,808.6568255000002,808.6683703000008,808.6683703000008,808.6683703000008,808.6683703000008,810.6683807000009,810.6683807000009,810.6683807000009,810.6683807000009,810.6528905000005,3,0.9757047000002785,0.26238089999969816,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
13,0,13,,,,,,space,16.725851000000148,None,None,2,1.1125686000004862,0.2538822999995318,None,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,810.6683807000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,3.2035,810.6533954000006,810.6539229,810.6540297000001,810.6683807000009,813.8849415000004,813.8690353000002,813.8726030000007,813.8849415000004,813.8849415000004,813.8849415000004,813.8849415000004,815.8845917000008,815.8845917000008,815.8845917000008,815.8845917000008,815.8691850000005,2,1.1125686000004862,0.2538822999995318,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
14,0,14,,,,,,space,16.725851000000148,None,None,3,0.8304620999997496,0.393946600000163,None,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,815.8845917000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrrad,3.0044,815.8696957000002,815.8702240000002,815.8703298,815.8845917000008,818.9008643000006,818.8857756000007,818.8928910000004,818.9008643000006,818.9008643000006,818.9008643000006,818.9008643000006,820.9010445000004,820.9010445000004,820.9010445000004,820.9010445000004,820.8859674000005,3,0.8304620999997496,0.393946600000163,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
15,0,15,,,,,,space,16.725851000000148,None,None,2,0.7638077000001431,0.20125579999967158,None,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,820.9010445000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blut,2.123,820.8864771000008,820.8869899000001,820.8870933000007,820.9010445000004,823.0342877000003,823.018728,823.0220994000001,823.0342877000003,823.0342877000003,823.0342877000003,823.0342877000003,825.0343301000003,825.0343301000003,825.0343301000003,825.0343301000003,825.0185318000003,2,0.7638077000001431,0.20125579999967158,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
16,0,16,,,,,,space,16.725851000000148,None,None,2,1.1831938999994236,0.1807957000000897,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,825.0343301000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,2.4888,825.0190074000002,825.0196419000004,825.0197413000005,825.0343301000003,827.5337851000004,827.5182384,827.5214197000005,827.5337851000004,827.5337851000004,827.5337851000004,827.5337851000004,829.5340295000005,829.5340295000005,829.5340295000005,829.5340295000005,829.5184552000001,2,1.1831938999994236,0.1807957000000897,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
17,0,17,,,,,,space,16.725851000000148,None,None,3,0.7810466999999335,0.23078669999995327,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,829.5340295000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bild,2.348,829.5189558000002,829.5195498000003,829.5196546000006,829.5340295000005,831.8837137,831.8683542000008,831.8720065000007,831.8837137,831.8837137,831.8837137,831.8837137,833.8841623000008,833.8841623000008,833.8841623000008,833.8841623000008,833.8679764000008,3,0.7810466999999335,0.23078669999995327,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
18,0,18,,,,,,space,16.725851000000148,None,None,3,1.202530000000479,0.2080127999997785,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,833.8841623000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gipfel,2.4139,833.8685337000006,833.8691912000004,833.8692995000001,833.8841623000008,836.3000914000004,836.2845395000004,836.2887354000004,836.3000914000004,836.3000914000004,836.3000914000004,836.3000914000004,838.3001427000008,838.3001427000008,838.3001427000008,838.3001427000008,838.2842847000002,3,1.202530000000479,0.2080127999997785,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
19,0,19,,,,,,space,16.725851000000148,None,None,2,1.0477410000003147,0.19525569999950676,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,838.3001427000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanne,3.0121,838.2847974000006,838.2853045000002,838.2854122000008,838.3001427000008,841.3164552000007,841.3010035000007,841.3050382000001,841.3164552000007,841.3164552000007,841.3164552000007,841.3164552000007,843.3164745000004,843.3164745000004,843.3164745000004,843.3164745000004,843.3009357000001,2,1.0477410000003147,0.19525569999950676,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
20,0,20,,,,,,space,16.725851000000148,None,None,3,1.0147893000003023,0.24844429999939166,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,843.3164745000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zigarette,3.5038,843.3014355000005,843.3020880000004,843.3021948000005,843.3164745000004,846.8334915000005,846.8169630000002,846.8228884,846.8334915000005,846.8334915000005,846.8334915000005,846.8334915000005,848.8328657000002,848.8328657000002,848.8328657000002,848.8328657000002,848.8173725000006,3,1.0147893000003023,0.24844429999939166,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
21,0,21,,,,,,space,16.725851000000148,None,None,3,1.4544262999997954,0.22174030000041967,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,848.8328657000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lied,3.2626,848.8178727000004,848.8184403000005,848.8185471000006,848.8328657000002,852.0992008000003,852.0834177000006,852.0868287000003,852.0992008000003,852.0992008000003,852.0992008000003,852.0992008000003,854.0992700000006,854.0992700000006,854.0992700000006,854.0992700000006,854.0833753000006,3,1.4544262999997954,0.22174030000041967,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
22,0,22,,,,,,space,16.725851000000148,None,None,3,1.1655949999994846,0.23623880000013742,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,854.0992700000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto,4.4384,854.0838865000005,854.0844014000004,854.0845087000007,854.0992700000006,858.5488038000003,858.5333219000004,858.5368127000002,858.5488038000003,858.5488038000003,858.5488038000003,858.5488038000003,860.5489833000001,860.5489833000001,860.5489833000001,860.5489833000001,860.5331430000006,3,1.1655949999994846,0.23623880000013742,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
23,0,23,,,,,,space,16.725851000000148,None,None,2,1.2507329999998547,0.22142820000044594,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,860.5489833000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team,2.2986,860.5336004000001,860.5340815000009,860.5341759000003,860.5489833000001,862.8487499000003,862.8333634,862.8367830000007,862.8487499000003,862.8487499000003,862.8487499000003,862.8487499000003,864.8484475000005,864.8484475000005,864.8484475000005,864.8484475000005,864.8329063000001,2,1.2507329999998547,0.22142820000044594,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
24,0,24,,,,,,space,16.725851000000148,None,None,3,1.2927947999996832,0.2383417000000918,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,864.8484475000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weihnachten,4.5336,864.8334139000008,864.8340667000002,864.8341727000006,864.8484475000005,869.3816219,869.3659894000002,869.3703913000008,869.3816219,869.3816219,869.3816219,869.3816219,871.3813912000005,871.3813912000005,871.3813912000005,871.3813912000005,871.3658353000001,3,1.2927947999996832,0.2383417000000918,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
25,0,25,,,,,,space,16.725851000000148,None,None,3,1.3384762999994564,0.232085200000256,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,871.3813912000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimmer,2.5782,871.3663480000005,871.3669327000007,871.3670405000003,871.3813912000005,873.9647802000009,873.9489567,873.9529823000003,873.9647802000009,873.9647802000009,873.9647802000009,873.9647802000009,875.964653,875.964653,875.964653,875.964653,875.9494276000005,3,1.3384762999994564,0.232085200000256,None,,,,,,,,,,,,,,,,,,,,,1771,1,2025-10-28_13h59.04.988,sm,2024.2.4,59.91906133210517,2025-10-28 13h59.15.069785 +0100,
