this_button,correct_button,thisN,thisTrialN,thisRepN,button_practice_key.keys,button_practice_key.rt,button_practice_key.duration,button_practice_loop.thisRepN,button_practice_loop.thisTrialN,button_practice_loop.thisN,button_practice_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,hand_intro.started,hand_image.started,hand_intro_key.started,hand_intro_text.started,hand_intro.stopped,hand_intro_key.keys,hand_intro_key.rt,hand_intro_key.duration,button_practice.started,instruction.started,button_text.started,button_practice_key.started,button_practice.stopped,button_practice_loop.button_practice_key.keys,button_practice_loop.button_practice_key.rt,button_practice_loop.button_practice_key.duration,select_video.started,select_video_text.started,select_video_keys.started,select_video.stopped,select_video_keys.keys,select_video_keys.rt,select_video_keys.duration,play_video.started,video_text.started,end_video.started,movie.started,video_text.stopped,play_video.stopped,end_video.keys,end_video.rt,end_video.duration,end.started,end_text.started,key_resp_2.started,end.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,PID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.0036772000003111316,0.008435499999905005,0.008435499999905005,118.79312059999938,space,118.7723489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
,,,,,,,,,,,,,,,,,,,,,118.79326279999987,118.80500599999868,118.80500599999868,118.80500599999868,128.25286400000005,2,9.445479799998793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
2,3,0,0,0,3,1.4273334999998042,None,0,0,0,1,128.2895869999993,,,,,,,,,,,,,,,,,128.28176829999938,128.2895869999993,128.2895869999993,128.2895869999993,129.719669099999,3,1.4273334999998042,None,,,,,,,,,,,,,,,,,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
1,2,1,1,0,2,1.2804061000006186,None,0,1,1,0,129.73439959999996,,,,,,,,,,,,,,,,,129.72333749999962,129.73439959999996,129.73439959999996,129.73439959999996,131.01928450000014,2,1.2804061000006186,None,,,,,,,,,,,,,,,,,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
3,4,2,2,0,4,1.0724069999996573,None,0,2,2,2,131.0346583999999,,,,,,,,,,,,,,,,,131.02293129999998,131.0346583999999,131.0346583999999,131.0346583999999,132.1194560999993,4,1.0724069999996573,None,,,,,,,,,,,,,,,,,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
4,5,3,3,0,5,1.3369718999983888,None,0,3,3,3,132.1344492999997,,,,,,,,,,,,,,,,,132.12346529999922,132.1344492999997,132.1344492999997,132.1344492999997,133.4859368999987,5,1.3369718999983888,None,,,,,,,,,,,,,,,,,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.486193499999,133.50087689999964,133.50087689999964,147.3351032999999,2,13.818548100000044,None,,,,,,,,,,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.51034619999882,147.5149963999993,147.5149963999993,152.35640690000037,152.51671709999937,265.1283395999999,space,117.60057329999836,None,,,,,,,,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.2622957000003,265.2729514999992,265.2729514999992,416.2532597999998,space,150.97837830000026,None,2389,2025-10-28_15h27.15.936,part0,2024.2.4,59.94628812553896,2025-10-28 15h27.32.769160 +0100,
