thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
70,0,70,,,,,,space,12.134608899999876,None,None,3,None,0.5519601000014518,0.24308139999993728,0,0,0,0,,,,,3,0,3,0,,,,,70,0,70,0,1961.3414395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeitung,2.5519,1961.3262741999988,1961.3267705999988,1961.3268807999993,1961.3414395,1963.9084406999991,1963.8924769999994,1963.8974749999998,1963.9084406999991,1963.9084406999991,1963.9084406999991,1963.9084406999991,1965.907671699999,1965.907671699999,1965.907671699999,1965.907671699999,1965.8922164999985,3,None,0.5519601000014518,0.24308139999993728,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
71,0,71,,,,,,space,12.134608899999876,None,None,2,None,0.7272571000012249,0.2324717999999848,0,0,0,0,,,,,3,0,3,0,,,,,71,0,71,0,1965.907671699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaf,4.4767,1965.8927200999988,1965.893248299999,1965.8933517999994,1965.907671699999,1970.3908776999997,1970.3751967999997,1970.379221199999,1970.3908776999997,1970.3908776999997,1970.3908776999997,1970.3908776999997,1972.3908452999985,1972.3908452999985,1972.3908452999985,1972.3908452999985,1972.3753270999987,2,None,0.7272571000012249,0.2324717999999848,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
72,0,72,,,,,,space,12.134608899999876,None,None,3,None,0.7839468999991368,0.26341099999990547,0,0,0,0,,,,,3,0,3,0,,,,,72,0,72,0,1972.3908452999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wein,2.6446,1972.375833,1972.3764492999999,1972.3765683000001,1972.3908452999985,1975.0403589999987,1975.0249279,1975.0284214999992,1975.0403589999987,1975.0403589999987,1975.0403589999987,1975.0403589999987,1977.0406067999993,1977.0406067999993,1977.0406067999993,1977.0406067999993,1977.0250414999991,3,None,0.7839468999991368,0.26341099999990547,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
73,0,73,,,,,,space,12.134608899999876,None,None,3,None,0.5571612999992794,0.26646270000128425,0,0,0,0,,,,,3,0,3,0,,,,,73,0,73,0,1977.0406067999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue,2.2129,1977.0255395999993,1977.0261689999988,1977.0262735999986,1977.0406067999993,1979.2571666999993,1979.2411596000002,1979.2444828999996,1979.2571666999993,1979.2571666999993,1979.2571666999993,1979.2571666999993,1981.2572516,1981.2572516,1981.2572516,1981.2572516,1981.241218199999,3,None,0.5571612999992794,0.26646270000128425,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
74,0,74,,,,,,space,12.134608899999876,None,None,3,None,0.5216754000011861,0.2682335999998031,0,0,0,0,,,,,3,0,3,0,,,,,74,0,74,0,1981.2572516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schreibtisch,3.2825,1981.2416397999987,1981.2420978999999,1981.2421871999995,1981.2572516,1984.5398862000002,1984.5240056999992,1984.527501999999,1984.5398862000002,1984.5398862000002,1984.5398862000002,1984.5398862000002,,,,,1986.5241936999992,3,None,0.5216754000011861,0.2682335999998031,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
75,0,75,,,,,,space,12.134608899999876,None,None,3,None,0.5487279999997554,0.3618970999996236,0,0,0,0,,,,,3,0,3,0,,,,,75,0,75,0,1986.539998799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team,2.1697,1986.5246897999987,1986.525439699999,1986.5255613999998,1986.539998799999,1988.7229372000002,1988.7073251000002,1988.7103238,1988.7229372000002,1988.7229372000002,1988.7229372000002,1988.7229372000002,1990.7230602,1990.7230602,1990.7230602,1990.7230602,1990.7072809000001,3,None,0.5487279999997554,0.3618970999996236,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
76,0,76,,,,,,space,12.134608899999876,None,None,3,None,0.6494589000012638,0.239516999999978,0,0,0,0,,,,,3,0,3,0,,,,,76,0,76,0,1990.7230602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,4.4429,1990.7077774999998,1990.708340699999,1990.708443899999,1990.7230602,1995.1733767999995,1995.1569464999993,1995.1607408,1995.1733767999995,1995.1733767999995,1995.1733767999995,1995.1733767999995,1997.1729863,1997.1729863,1997.1729863,1997.1729863,1997.1572192999993,3,None,0.6494589000012638,0.239516999999978,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
77,0,77,,,,,,space,12.134608899999876,None,None,3,None,0.6620955999987927,0.2470960999999079,0,0,0,0,,,,,3,0,3,0,,,,,77,0,77,0,1997.1729863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weiß,2.6097,1997.157718299999,1997.1582445999993,1997.1583464999985,1997.1729863,1999.7889526,1999.7736760999996,1999.7780321999999,1999.7889526,1999.7889526,1999.7889526,1999.7889526,2001.7891596999998,2001.7891596999998,2001.7891596999998,2001.7891596999998,2001.7742168999994,3,None,0.6620955999987927,0.2470960999999079,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
78,0,78,,,,,,space,12.134608899999876,None,None,3,None,0.7621529000007286,0.22936449999906472,0,0,0,0,,,,,3,0,3,0,,,,,78,0,78,0,2001.7891596999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolle,2.3916,2001.7747051999995,2001.7752215,2001.7753288999993,2001.7891596999998,2004.1886718999995,2004.1732670000001,2004.1769335999998,2004.1886718999995,2004.1886718999995,2004.1886718999995,2004.1886718999995,2006.1888299000002,2006.1888299000002,2006.1888299000002,2006.1888299000002,2006.1733576999995,3,None,0.7621529000007286,0.22936449999906472,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
79,0,79,,,,,,space,12.134608899999876,None,None,3,None,0.6281834999990679,0.2569555999998556,0,0,0,0,,,,,3,0,3,0,,,,,79,0,79,0,2006.1888299000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst,2.0589,2006.1738559999994,2006.1744356,2006.1745406999999,2006.1888299000002,2008.2555145999995,2008.2397740999986,2008.2438151999995,2008.2555145999995,2008.2555145999995,2008.2555145999995,2008.2555145999995,2010.2670411,2010.2670411,2010.2670411,2010.2670411,2010.2397922,3,None,0.6281834999990679,0.2569555999998556,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
0,0,0,Shampoo,Seife,Spülung,Haare,2.1413,space,2.3459094999998342,None,None,3,None,0.8599639000003663,0.34329670000079204,1,0,1,0,0,79,79,51,0,0,0,0,0,79,79,44,0,0,0,0,2208.7106453999986,,,,,,,,,,,,,,,,,,,,,,,,,,2181.3488155999985,2181.3495121999986,2181.4076227999994,2181.4078634999987,2181.412294399999,2181.412581299999,2181.4395313999994,2181.4397085,2181.445705099999,2181.448885,2181.448885,2183.7973358,space,2.3459094999998342,None,2183.7974877999986,2183.812350099999,2183.812350099999,2196.6962038,None,2196.7041453,2196.7114292999995,2196.7116401666667,2197.922204299999,2206.710829166667,2207.7123776999997,2208.6951375999997,Olympia,2.1413,2208.696473099999,2208.6970440999994,2208.697145,2208.7106453999986,2210.8605967999993,2210.8450600999986,2210.849765699999,2210.8605967999993,2210.8605967999993,2210.8605967999993,2210.8605967999993,2212.860913299999,2212.860913299999,2212.860913299999,2212.860913299999,2212.8448603999987,3,None,0.8599639000003663,0.34329670000079204,2022.2548666999992,2176.5972205999988,space,2176.6078631,2176.6148448999993,2180.6126355999986,2180.6126355999986,2180.629091499999,2181.3460498999993,2,0.729924100000062,None,2208.7106453999986,2022.2713515999985,2022.2713515999985,154.3071044999997,None,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
1,0,1,,,,,,space,2.3459094999998342,None,None,3,None,0.6235934999986057,0.2642396000010194,1,0,1,0,,,,,0,0,0,0,,,,,1,0,1,0,2212.860913299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschirr,2.7378,2212.8453539,2212.845880499999,2212.845985099999,2212.860913299999,2215.6103212,2215.5946233999985,2215.598732999999,2215.6103212,2215.6103212,2215.6103212,2215.6103212,2217.6104684,2217.6104684,2217.6104684,2217.6104684,2217.5948012999997,3,None,0.6235934999986057,0.2642396000010194,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
2,0,2,,,,,,space,2.3459094999998342,None,None,3,None,0.525689500000226,0.28423339999972086,1,0,1,0,,,,,0,0,0,0,,,,,2,0,2,0,2217.6104684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rot,3.039,2217.595295699999,2217.5958383999987,2217.5959429999984,2217.6104684,2220.660006,2220.6448502999992,2220.6482840999997,2220.660006,2220.660006,2220.660006,2220.660006,2222.6600082999994,2222.6600082999994,2222.6600082999994,2222.6600082999994,2222.644548,3,None,0.525689500000226,0.28423339999972086,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
3,0,3,,,,,,space,2.3459094999998342,None,None,3,None,0.6343640000013693,0.25137399999948684,1,0,1,0,,,,,0,0,0,0,,,,,3,0,3,0,2222.6600082999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trennung,2.0589,2222.6450104999985,2222.6455343999987,2222.645631399999,2222.6600082999994,2224.7271463999987,2224.710793799999,2224.7155119,2224.7271463999987,2224.7271463999987,2224.7271463999987,2224.7271463999987,2226.7263113999998,2226.7263113999998,2226.7263113999998,2226.7263113999998,2226.7109561999987,3,None,0.6343640000013693,0.25137399999948684,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
4,0,4,,,,,,space,2.3459094999998342,None,None,3,None,1.2399027000010392,0.26529149999987567,1,0,1,0,,,,,0,0,0,0,,,,,4,0,4,0,2226.7263113999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,5.3463,2226.711452399999,2226.7120626999986,2226.712167599999,2226.7263113999998,2232.0758305,2232.060374499999,2232.063878499999,2232.0758305,2232.0758305,2232.0758305,2232.0758305,2234.0759739999994,2234.0759739999994,2234.0759739999994,2234.0759739999994,2234.0606212000002,3,None,1.2399027000010392,0.26529149999987567,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
5,0,5,,,,,,space,2.3459094999998342,None,None,3,None,0.511155800000779,0.27227400000083435,1,0,1,0,,,,,0,0,0,0,,,,,5,0,5,0,2234.0759739999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party,2.1961,2234.0611130999987,2234.0616439999994,2234.0617456,2234.0759739999994,2236.275792299999,2236.2605974,2236.2644327,2236.275792299999,2236.275792299999,2236.275792299999,2236.275792299999,2238.2757561,2238.2757561,2238.2757561,2238.2757561,2238.2601385,3,None,0.511155800000779,0.27227400000083435,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
6,0,6,,,,,,space,2.3459094999998342,None,None,3,None,0.6614463000005344,0.2349809000006644,1,0,1,0,,,,,0,0,0,0,,,,,6,0,6,0,2238.2757561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tee,2.83,2238.2606336999997,2238.261128099999,2238.2612336,2238.2757561,2241.1085920999994,2241.0928635,2241.0957406999987,2241.1085920999994,2241.1085920999994,2241.1085920999994,2241.1085920999994,2243.109355999999,2243.109355999999,2243.109355999999,2243.109355999999,2243.093167199999,3,None,0.6614463000005344,0.2349809000006644,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
7,0,7,,,,,,space,2.3459094999998342,None,None,3,None,0.6495955999998841,0.2672282000003179,1,0,1,0,,,,,0,0,0,0,,,,,7,0,7,0,2243.109355999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,3.189,2243.093667699999,2243.0942878999995,2243.0944607,2243.109355999999,2246.3087245999996,2246.2931303999994,2246.297200699999,2246.3087245999996,2246.3087245999996,2246.3087245999996,2246.3087245999996,2248.308565899999,2248.308565899999,2248.308565899999,2248.308565899999,2248.2930281999998,3,None,0.6495955999998841,0.2672282000003179,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
8,0,8,,,,,,space,2.3459094999998342,None,None,3,None,0.5742974999993748,0.27961839999989024,1,0,1,0,,,,,0,0,0,0,,,,,8,0,8,0,2248.308565899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusche,2.5519,2248.2935288999997,2248.2940365999984,2248.294141299999,2248.308565899999,2250.8755898,2250.8593949999995,2250.863437,2250.8755898,2250.8755898,2250.8755898,2250.8755898,2252.8754226,2252.8754226,2252.8754226,2252.8754226,2252.859556199999,3,None,0.5742974999993748,0.27961839999989024,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
9,0,9,,,,,,space,2.3459094999998342,None,None,2,None,0.9862476999987848,0.2829433999995672,1,0,1,0,,,,,0,0,0,0,,,,,9,0,9,0,2252.8754226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knöchel,4.4767,2252.8600423999997,2252.8606197999998,2252.860726499999,2252.8754226,2257.358171599999,2257.3420136999994,2257.3459573,2257.358171599999,2257.358171599999,2257.358171599999,2257.358171599999,2259.357829299999,2259.357829299999,2259.357829299999,2259.357829299999,2259.342616599999,2,None,0.9862476999987848,0.2829433999995672,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
10,0,10,,,,,,space,2.3459094999998342,None,None,2,None,0.6827422999995179,0.27260760000172013,1,0,1,0,,,,,0,0,0,0,,,,,10,0,10,0,2259.357829299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gast,2.3843,2259.3431134,2259.343627799999,2259.3437294999985,2259.357829299999,2261.7575511999985,2261.7419432999995,2261.7450625,2261.7575511999985,2261.7575511999985,2261.7575511999985,2261.7575511999985,2263.7575849999994,2263.7575849999994,2263.7575849999994,2263.7575849999994,2263.742071499999,2,None,0.6827422999995179,0.27260760000172013,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
11,0,11,,,,,,space,2.3459094999998342,None,None,2,None,0.7047745999989274,0.2529050000011921,1,0,1,0,,,,,0,0,0,0,,,,,11,0,11,0,2263.7575849999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinne,3.0127,2263.7425683,2263.7430723999987,2263.7431810999988,2263.7575849999994,2266.7741828,2266.7582153999992,2266.7616342,2266.7741828,2266.7741828,2266.7741828,2266.7741828,2268.7741097,2268.7741097,2268.7741097,2268.7741097,2268.758772199999,2,None,0.7047745999989274,0.2529050000011921,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
12,0,12,,,,,,space,2.3459094999998342,None,None,2,None,1.0511886999993294,0.3321104999995441,1,0,1,0,,,,,0,0,0,0,,,,,12,0,12,0,2268.7741097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,2.4916,2268.7592456,2268.7597760999997,2268.7598768999997,2268.7741097,2271.273925399999,2271.2587231999987,2271.2637113,2271.273925399999,2271.273925399999,2271.273925399999,2271.273925399999,2273.273823899999,2273.273823899999,2273.273823899999,2273.273823899999,2273.2582304999996,2,None,1.0511886999993294,0.3321104999995441,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
13,0,13,,,,,,space,2.3459094999998342,None,None,2,None,0.8668940000006842,0.24477309999929275,1,0,1,0,,,,,0,0,0,0,,,,,13,0,13,0,2273.273823899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaf,5.1698,2273.258725599999,2273.259467599999,2273.2595740999986,2273.273823899999,2278.4568284999987,2278.4410731999997,2278.4442086,2278.4568284999987,2278.4568284999987,2278.4568284999987,2278.4568284999987,2280.4566252999994,2280.4566252999994,2280.4566252999994,2280.4566252999994,2280.4410702999994,2,None,0.8668940000006842,0.24477309999929275,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
14,0,14,,,,,,space,2.3459094999998342,None,None,2,None,1.061467999999877,0.2523146999992605,1,0,1,0,,,,,0,0,0,0,,,,,14,0,14,0,2280.4566252999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klempner,2.4521,2280.441571899999,2280.442083099999,2280.4421882999995,2280.4566252999994,2282.9232164999994,2282.9074363,2282.9108719999986,2282.9232164999994,2282.9232164999994,2282.9232164999994,2282.9232164999994,2284.923120899999,2284.923120899999,2284.923120899999,2284.923120899999,2284.907593,2,None,1.061467999999877,0.2523146999992605,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
15,0,15,,,,,,space,2.3459094999998342,None,None,3,None,0.7881710000001476,0.2705839999998716,1,0,1,0,,,,,0,0,0,0,,,,,15,0,15,0,2284.923120899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleskop,3.1264,2284.908083799999,2284.908730699999,2284.9088346999997,2284.923120899999,2288.0560060999996,2288.0406136,2288.0451815999986,2288.0560060999996,2288.0560060999996,2288.0560060999996,2288.0560060999996,2290.0560737999986,2290.0560737999986,2290.0560737999986,2290.0560737999986,2290.040796899999,3,None,0.7881710000001476,0.2705839999998716,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
16,0,16,,,,,,space,2.3459094999998342,None,None,2,None,0.5404548999995313,0.24536950000037905,1,0,1,0,,,,,0,0,0,0,,,,,16,0,16,0,2290.0560737999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arm,2.9832,2290.0412569,2290.041818599999,2290.0419139999995,2290.0560737999986,2293.0390756999986,2293.023505699999,2293.0266254,2293.0390756999986,2293.0390756999986,2293.0390756999986,2293.0390756999986,2295.0392646,2295.0392646,2295.0392646,2295.0392646,2295.023721899999,2,None,0.5404548999995313,0.24536950000037905,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
17,0,17,,,,,,space,2.3459094999998342,None,None,3,None,1.0292590999997628,0.2715205000004062,1,0,1,0,,,,,0,0,0,0,,,,,17,0,17,0,2295.0392646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapfen,2.3006,2295.0242149999995,2295.0247272999986,2295.0248341999995,2295.0392646,2297.338931799999,2297.3233805,2297.327159999999,2297.338931799999,2297.338931799999,2297.338931799999,2297.338931799999,2299.339092799999,2299.339092799999,2299.339092799999,2299.339092799999,2299.3234692999995,3,None,1.0292590999997628,0.2715205000004062,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
18,0,18,,,,,,space,2.3459094999998342,None,None,3,None,0.7602012000006653,0.341670099998737,1,0,1,0,,,,,0,0,0,0,,,,,18,0,18,0,2299.339092799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlüssel,3.4445,2299.3239611999998,2299.3245369999986,2299.3246407999995,2299.339092799999,2302.7890916999986,2302.7732560999993,2302.7770985999996,2302.7890916999986,2302.7890916999986,2302.7890916999986,2302.7890916999986,2304.7887733999996,2304.7887733999996,2304.7887733999996,2304.7887733999996,2304.773216399999,3,None,0.7602012000006653,0.341670099998737,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
19,0,19,,,,,,space,2.3459094999998342,None,None,3,None,0.550524399999631,0.26444199999968987,1,0,1,0,,,,,0,0,0,0,,,,,19,0,19,0,2304.7887733999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Büro,2.8516,2304.7737111999995,2304.7743536999988,2304.7744616,2304.7887733999996,2307.654932399999,2307.6394408999986,2307.6431280999986,2307.654932399999,2307.654932399999,2307.654932399999,2307.654932399999,2309.655137599999,2309.655137599999,2309.655137599999,2309.655137599999,2309.6395637999995,3,None,0.550524399999631,0.26444199999968987,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
20,0,20,,,,,,space,2.3459094999998342,None,None,3,None,0.5144659000015963,0.2761321999987558,1,0,1,0,,,,,0,0,0,0,,,,,20,0,20,0,2309.655137599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karton,2.5169,2309.6400634,2309.6405809999997,2309.6406835,2309.655137599999,2312.1716474999994,2312.1559930999993,2312.1601352999987,2312.1716474999994,2312.1716474999994,2312.1716474999994,2312.1716474999994,2314.1715004,2314.1715004,2314.1715004,2314.1715004,2314.155929999999,3,None,0.5144659000015963,0.2761321999987558,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
21,0,21,,,,,,space,2.3459094999998342,None,None,2,None,0.6706964999993943,0.22666950000166253,1,0,1,0,,,,,0,0,0,0,,,,,21,0,21,0,2314.1715004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augen,2.3419,2314.156432399999,2314.156974899999,2314.1570796999986,2314.1715004,2316.5211640999987,2316.505542699999,2316.5088636,2316.5211640999987,2316.5211640999987,2316.5211640999987,2316.5211640999987,2318.5213723999987,2318.5213723999987,2318.5213723999987,2318.5213723999987,2318.505508099999,2,None,0.6706964999993943,0.22666950000166253,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
