thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003659299998616916,0.018546999999671243,3.00246530000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0025519999999233,3.018861900000047,3.018861900000047,191.86741230000007,space,188.83866379999927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.86753549999958,191.87653820000014,191.87653820000014,199.84067799999866,2,7.952128900000389,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.8407969,199.85575719999906,199.85575719999906,209.2573152999994,2,9.389982700000473,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
0,0,0,Teleskop,Himmel,Sterne,Weltraum,2.3006,space,1.9435627000002569,None,None,None,None,,,0,0,0,0,0,79,79,55,0,0,0,0,0,79,79,41,0,0,0,0,269.7864443999988,,,,,,,,,,,,,,,,,,,,,,,,,,209.25830089999909,209.25911579999956,209.32548580000002,209.3257367999995,209.33021279999957,209.3305177000002,209.3598605999996,209.36005549999936,209.3664594999991,209.37035899999864,209.37035899999864,211.32554170000003,space,1.9435627000002569,None,211.32569619999958,211.3402262999989,211.3402262999989,257.75407339999947,None,257.7633998000001,257.7715498999987,257.7691615666665,258.98154179999983,267.75394446666564,268.76152489999913,269.7703184999991,Karton,2.3006,269.77158509999936,269.77231839999877,269.77537499999926,269.7864443999988,272.0876236999993,272.0710462999996,272.0779456,272.0876236999993,272.0876236999993,272.0876236999993,272.0876236999993,274.08667779999996,274.08667779999996,274.08667779999996,274.08667779999996,274.07122399999935,None,None,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
1,0,1,,,,,,space,1.9435627000002569,None,None,2,None,1.6096221000007063,0.22453609999865876,0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,274.08667779999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,2.0589,274.0716322999997,274.07210750000013,274.07220029999917,274.08667779999996,276.1533120999993,276.13760419999926,276.1418758,276.1533120999993,276.1533120999993,276.1533120999993,276.1533120999993,278.1530640000001,278.1530640000001,278.1530640000001,278.1530640000001,278.1374417999996,2,None,1.6096221000007063,0.22453609999865876,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
2,0,2,,,,,,space,1.9435627000002569,None,None,3,None,1.0088071999998647,0.2602630000001227,0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,278.1530640000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,3.039,278.1379457999992,278.1386896999993,278.1387959999993,278.1530640000001,281.2029838999988,281.1870519999993,281.1912906999987,281.2029838999988,281.2029838999988,281.2029838999988,281.2029838999988,283.2028120999985,283.2028120999985,283.2028120999985,283.2028120999985,283.1874649000001,3,None,1.0088071999998647,0.2602630000001227,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
3,0,3,,,,,,space,1.9435627000002569,None,None,3,None,1.078432199999952,0.25522629999977653,0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,283.2028120999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,3.0547,283.18796509999993,283.18847709999864,283.1885805999991,283.2028120999985,286.26931089999925,286.25391489999856,286.2600559000002,286.26931089999925,286.26931089999925,286.26931089999925,286.26931089999925,288.2693051999995,288.2693051999995,288.2693051999995,288.2693051999995,288.25338889999875,3,None,1.078432199999952,0.25522629999977653,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
4,0,4,,,,,,space,1.9435627000002569,None,None,3,None,1.2495410999999876,0.29027510000014445,0,0,0,0,,,,,0,0,0,0,,,,,4,0,4,0,288.2693051999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sand,2.0168,288.2538561000001,288.2544651999997,288.25464119999924,288.2693051999995,290.2854762999996,290.27010209999935,290.27377739999974,290.2854762999996,290.2854762999996,290.2854762999996,290.2854762999996,292.2856168999988,292.2856168999988,292.2856168999988,292.2856168999988,292.2700905999991,3,None,1.2495410999999876,0.29027510000014445,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
5,0,5,,,,,,space,1.9435627000002569,None,None,3,None,0.9598883999988175,0.31252610000046843,0,0,0,0,,,,,0,0,0,0,,,,,5,0,5,0,292.2856168999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabel,4.3756,292.27062639999895,292.27114900000015,292.2712733999997,292.2856168999988,296.6688474999992,296.65300299999944,296.6569882999993,296.6688474999992,296.6688474999992,296.6688474999992,296.6688474999992,298.6687044999999,298.6687044999999,298.6687044999999,298.6687044999999,298.6530934000002,3,None,0.9598883999988175,0.31252610000046843,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
6,0,6,,,,,,space,1.9435627000002569,None,None,3,None,0.9878588000010495,0.30182349999995495,0,0,0,0,,,,,0,0,0,0,,,,,6,0,6,0,298.6687044999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dachboden,2.9036,298.6535882999997,298.6541430999987,298.65424579999853,298.6687044999999,301.5851236999988,301.56946739999876,301.57386210000004,301.5851236999988,301.5851236999988,301.5851236999988,301.5851236999988,303.58502749999934,303.58502749999934,303.58502749999934,303.58502749999934,303.5689532999986,3,None,0.9878588000010495,0.30182349999995495,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
7,0,7,,,,,,space,1.9435627000002569,None,None,3,None,0.9685130000016215,0.3760218999996141,0,0,0,0,,,,,0,0,0,0,,,,,7,0,7,0,303.58502749999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,3.6438,303.5693536999988,303.5698042999993,303.5698883999994,303.58502749999934,307.2356340999995,307.2190925999985,307.22333139999864,307.2356340999995,307.2356340999995,307.2356340999995,307.2356340999995,309.23487879999993,309.23487879999993,309.23487879999993,309.23487879999993,309.21892389999994,3,None,0.9685130000016215,0.3760218999996141,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
8,0,8,,,,,,space,1.9435627000002569,None,None,3,None,0.8737435999992158,0.3118140000005951,0,0,0,0,,,,,0,0,0,0,,,,,8,0,8,0,309.23487879999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,4.3942,309.21941799999877,309.2200939999984,309.22020129999873,309.23487879999993,313.6339389999994,313.6187100999996,313.6221442999995,313.6339389999994,313.6339389999994,313.6339389999994,313.6339389999994,315.6346638999985,315.6346638999985,315.6346638999985,315.6346638999985,315.61871019999853,3,None,0.8737435999992158,0.3118140000005951,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
9,0,9,,,,,,space,1.9435627000002569,None,None,3,None,0.7434355000004871,0.33861590000014985,0,0,0,0,,,,,0,0,0,0,,,,,9,0,9,0,315.6346638999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,4.4767,315.61921280000024,315.61972160000005,315.6198319999985,315.6346638999985,320.11707019999994,320.1015888000002,320.1055020999993,320.11707019999994,320.11707019999994,320.11707019999994,320.11707019999994,322.1171875,322.1171875,322.1171875,322.1171875,322.10164219999933,3,None,0.7434355000004871,0.33861590000014985,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
10,0,10,,,,,,space,1.9435627000002569,None,None,3,None,1.2606283999994048,0.30176720000054047,0,0,0,0,,,,,0,0,0,0,,,,,10,0,10,0,322.1171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weihnachten,3.4445,322.10213529999965,322.10279309999896,322.1029029000001,322.1171875,325.56690459999845,325.55143529999987,325.55506869999954,325.56690459999845,325.56690459999845,325.56690459999845,325.56690459999845,327.5669600000001,327.5669600000001,327.5669600000001,327.5669600000001,327.5512441999999,3,None,1.2606283999994048,0.30176720000054047,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
11,0,11,,,,,,space,1.9435627000002569,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,11,0,11,0,327.5669600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,2.4916,327.5517412999998,327.5522571999991,327.5523607999985,327.5669600000001,330.0672405999994,330.05099469999914,330.05550719999883,330.0672405999994,330.0672405999994,330.0672405999994,330.0672405999994,332.0665586999985,332.0665586999985,332.0665586999985,332.0665586999985,332.051066,None,None,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
12,0,12,,,,,,space,1.9435627000002569,None,None,3,None,0.8073937999997725,0.27151299999968614,0,0,0,0,,,,,0,0,0,0,,,,,12,0,12,0,332.0665586999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleskop,4.5959,332.0514955999988,332.05207509999855,332.0521745999995,332.0665586999985,336.6662075999993,336.65067159999853,336.6543654999987,336.6662075999993,336.6662075999993,336.6662075999993,336.6662075999993,338.66627009999866,338.66627009999866,338.66627009999866,338.66627009999866,338.65060429999903,3,None,0.8073937999997725,0.27151299999968614,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
13,0,13,,,,,,space,1.9435627000002569,None,None,2,None,1.177011499999935,0.21306860000004235,0,0,0,0,,,,,0,0,0,0,,,,,13,0,13,0,338.66627009999866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissen,2.5169,338.6510927999989,338.65160560000004,338.6517081999991,338.66627009999866,341.183014799999,341.16678630000024,341.16992690000006,341.183014799999,341.183014799999,341.183014799999,341.183014799999,343.18320929999936,343.18320929999936,343.18320929999936,343.18320929999936,343.16700929999934,2,None,1.177011499999935,0.21306860000004235,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
14,0,14,,,,,,space,1.9435627000002569,None,None,2,None,0.9107053000006999,0.26267919999918377,0,0,0,0,,,,,0,0,0,0,,,,,14,0,14,0,343.18320929999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alligator,2.2385,343.1675099999993,343.168152799999,343.1682564999992,343.18320929999936,345.4324969999998,345.4166336999988,345.42114219999894,345.4324969999998,345.4324969999998,345.4324969999998,345.4324969999998,347.4329352999994,347.4329352999994,347.4329352999994,347.4329352999994,347.416999699999,2,None,0.9107053000006999,0.26267919999918377,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
15,0,15,,,,,,space,1.9435627000002569,None,None,3,None,1.2055740999985574,0.28019980000135547,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,347.4329352999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bildung,3.2825,347.4175011999996,347.41800729999886,347.41811039999993,347.4329352999994,350.7154157999994,350.6996349000001,350.70296079999935,350.7154157999994,350.7154157999994,350.7154157999994,350.7154157999994,352.71562839999933,352.71562839999933,352.71562839999933,352.71562839999933,352.6998730999985,3,None,1.2055740999985574,0.28019980000135547,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
16,0,16,,,,,,space,1.9435627000002569,None,None,2,None,1.067639599999893,0.247964399999546,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,352.71562839999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erde,2.7378,352.70037109999976,352.7008836999994,352.700987799999,352.71562839999933,355.46536359999845,355.4495769999994,355.4530202999995,355.46536359999845,355.46536359999845,355.46536359999845,355.46536359999845,357.46536059999926,357.46536059999926,357.46536059999926,357.46536059999926,357.4498575999987,2,None,1.067639599999893,0.247964399999546,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
17,0,17,,,,,,space,1.9435627000002569,None,None,3,None,1.307222699999329,0.23800610000034794,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,357.46536059999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruppe,2.2074,357.45035219999954,357.45092079999995,357.45102339999903,357.46536059999926,359.6817228,359.6661531999998,359.66980499999954,359.6817228,359.6817228,359.6817228,359.6817228,361.6821745999987,361.6821745999987,361.6821745999987,361.6821745999987,361.66597079999883,3,None,1.307222699999329,0.23800610000034794,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
18,0,18,,,,,,space,1.9435627000002569,None,None,3,None,0.8345286000003398,0.3001931999988301,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,361.6821745999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhänger,4.7208,361.66645999999855,361.66696649999903,361.6670701999992,361.6821745999987,366.4148358000002,366.3989118999998,366.40294509999876,366.4148358000002,366.4148358000002,366.4148358000002,366.4148358000002,368.41452949999984,368.41452949999984,368.41452949999984,368.41452949999984,368.39890659999946,3,None,0.8345286000003398,0.3001931999988301,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
19,0,19,,,,,,space,1.9435627000002569,None,None,2,None,0.7758217999999033,0.28886190000048373,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,368.41452949999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,4.5524,368.3993460999991,368.39996470000006,368.4000546999996,368.41452949999984,372.9814669999996,372.96536129999913,372.9691604999989,372.9814669999996,372.9814669999996,372.9814669999996,372.9814669999996,374.98097309999866,374.98097309999866,374.98097309999866,374.98097309999866,374.9652858999998,2,None,0.7758217999999033,0.28886190000048373,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
20,0,20,,,,,,space,1.9435627000002569,None,None,3,None,1.2642152999997052,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,374.98097309999866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzert,2.0031,374.9657817999996,374.9664213999986,374.96652619999986,374.98097309999866,376.99726389999887,376.98165079999853,376.98563139999897,376.99726389999887,376.99726389999887,376.99726389999887,376.99726389999887,378.9972127000001,378.9972127000001,378.9972127000001,378.9972127000001,378.98197249999976,3,None,1.2642152999997052,None,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
21,0,21,,,,,,space,1.9435627000002569,None,None,2,None,0.754089500000191,0.2780313999992359,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,378.9972127000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luft,2.5377,378.98246909999943,378.9830167,378.98312429999896,378.9972127000001,381.5469979999998,381.5319854999998,381.53636910000023,381.5469979999998,381.5469979999998,381.5469979999998,381.5469979999998,383.5470733000002,383.5470733000002,383.5470733000002,383.5470733000002,383.53168129999904,2,None,0.754089500000191,0.2780313999992359,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
22,0,22,,,,,,space,1.9435627000002569,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,383.5470733000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,4.0852,383.53207519999887,383.5328531999985,383.5329353999987,383.5470733000002,387.6467705999985,387.6314291999988,387.63478380000015,387.6467705999985,387.6467705999985,387.6467705999985,387.6467705999985,389.64674509999895,389.64674509999895,389.64674509999895,389.64674509999895,389.6309791999993,None,None,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
23,0,23,,,,,,space,1.9435627000002569,None,None,2,None,1.3777760000011767,0.28970959999969637,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,389.64674509999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebel,2.3362,389.63144139999895,389.631935899999,389.6320412999994,389.64674509999895,391.9966862000001,391.98106989999906,391.9852605999986,391.9966862000001,391.9966862000001,391.9966862000001,391.9966862000001,393.99650269999984,393.99650269999984,393.99650269999984,393.99650269999984,393.9810789999992,2,None,1.3777760000011767,0.28970959999969637,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
24,0,24,,,,,,space,1.9435627000002569,None,None,3,None,0.7999909999998636,0.2513141999988875,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,393.99650269999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnürsenkel,2.5519,393.9815792999998,393.9820983999998,393.9822024999994,393.99650269999984,396.56292570000005,396.5471086999987,396.5507598999993,396.56292570000005,396.56292570000005,396.56292570000005,396.56292570000005,398.56311019999885,398.56311019999885,398.56311019999885,398.56311019999885,398.5475936999992,3,None,0.7999909999998636,0.2513141999988875,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
25,0,25,,,,,,space,1.9435627000002569,None,None,3,None,0.8691727000004903,0.23641200000020035,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,398.56311019999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,2.3861,398.5481232000002,398.5487882999987,398.54893919999995,398.56311019999885,400.9626042,400.9470592999987,400.9504244,400.9626042,400.9626042,400.9626042,400.9626042,402.9626896999998,402.9626896999998,402.9626896999998,402.9626896999998,402.9465779000002,3,None,0.8691727000004903,0.23641200000020035,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
26,0,26,,,,,,space,1.9435627000002569,None,None,2,None,0.8086134999994101,0.2348029000004317,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,402.9626896999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gras,2.83,402.9469149999986,402.9473343999998,402.94740379999894,402.9626896999998,405.79574559999855,405.7802346999997,405.78386839999985,405.79574559999855,405.79574559999855,405.79574559999855,405.79574559999855,407.7956925999988,407.7956925999988,407.7956925999988,407.7956925999988,407.77980359999856,2,None,0.8086134999994101,0.2348029000004317,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
27,0,27,,,,,,space,1.9435627000002569,None,None,3,None,1.069420199999513,0.25535990000025777,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,407.7956925999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,2.9443,407.7802369000001,407.78071139999884,407.78080809999847,407.7956925999988,410.7455011000002,410.72984729999916,410.73386819999905,410.7455011000002,410.7455011000002,410.7455011000002,410.7455011000002,412.7454609999986,412.7454609999986,412.7454609999986,412.7454609999986,412.7296967000002,3,None,1.069420199999513,0.25535990000025777,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
28,0,28,,,,,,space,1.9435627000002569,None,None,2,None,1.9184643999997206,None,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,412.7454609999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kopf,2.1961,412.7301332999996,412.7307433999995,412.7308362999993,412.7454609999986,414.9453668999995,414.9294242999986,414.9332323999988,414.9453668999995,414.9453668999995,414.9453668999995,414.9453668999995,416.9455487999985,416.9455487999985,416.9455487999985,416.9455487999985,416.92966309999974,2,None,1.9184643999997206,None,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
29,0,29,,,,,,space,1.9435627000002569,None,None,3,None,0.7439216000002489,0.29886809999879915,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,416.9455487999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasse,2.9061,416.93015639999976,416.93071079999936,416.93081429999984,416.9455487999985,419.86168759999964,419.8459591999999,419.84943419999945,419.86168759999964,419.86168759999964,419.86168759999964,419.86168759999964,421.86164029999964,421.86164029999964,421.86164029999964,421.86164029999964,421.8459753999996,3,None,0.7439216000002489,0.29886809999879915,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
