this_button,correct_button,thisN,thisTrialN,thisRepN,button_practice_key.keys,button_practice_key.rt,button_practice_key.duration,button_practice_loop.thisRepN,button_practice_loop.thisTrialN,button_practice_loop.thisN,button_practice_loop.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,hand_intro.started,hand_image.started,hand_intro_key.started,hand_intro_text.started,hand_intro.stopped,hand_intro_key.keys,hand_intro_key.rt,hand_intro_key.duration,button_practice.started,instruction.started,button_text.started,button_practice_key.started,button_practice.stopped,button_practice_loop.button_practice_key.keys,button_practice_loop.button_practice_key.rt,button_practice_loop.button_practice_key.duration,select_video.started,select_video_text.started,select_video_keys.started,select_video.stopped,select_video_keys.keys,select_video_keys.rt,select_video_keys.duration,play_video.started,video_text.started,end_video.started,movie.started,video_text.stopped,PID,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.0026116999999885593,0.0065313999998579675,0.0065313999998579675,741.4237381,space,741.3963189000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5968,2025-06-23_12h54.47.723,part0,2024.2.4,59.92268774827571,2025-06-23 12h54.56.459982 +0200,
,,,,,,,,,,,,,,,,,,,,,741.4238915999997,741.438864,741.438864,741.438864,748.2325640000001,2,6.788029199999983,None,,,,,,,,,,,,,,,,,,,,,5968,2025-06-23_12h54.47.723,part0,2024.2.4,59.92268774827571,2025-06-23 12h54.56.459982 +0200,
1,2,0,0,0,2,1.5400328000000627,None,0,0,0,0,748.2668269999997,,,,,,,,,,,,,,,,,748.2592766,748.2668269999997,748.2668269999997,748.2668269999997,749.8156118999998,2,1.5400328000000627,None,,,,,,,,,,,,,5968,2025-06-23_12h54.47.723,part0,2024.2.4,59.92268774827571,2025-06-23 12h54.56.459982 +0200,
4,5,1,1,0,5,0.8864389999998821,None,0,1,1,3,749.8289125999997,,,,,,,,,,,,,,,,,749.8187830999998,749.8289125999997,749.8289125999997,749.8289125999997,750.7303571999998,5,0.8864389999998821,None,,,,,,,,,,,,,5968,2025-06-23_12h54.47.723,part0,2024.2.4,59.92268774827571,2025-06-23 12h54.56.459982 +0200,
2,3,2,2,0,3,1.882175400000051,None,0,2,2,1,750.7472786999999,,,,,,,,,,,,,,,,,750.7332798,750.7472786999999,750.7472786999999,750.7472786999999,752.6492046999999,3,1.882175400000051,None,,,,,,,,,,,,,5968,2025-06-23_12h54.47.723,part0,2024.2.4,59.92268774827571,2025-06-23 12h54.56.459982 +0200,
3,4,3,3,0,4,0.45113400000036563,None,0,3,3,2,752.6638323,,,,,,,,,,,,,,,,,752.65318,752.6638323,752.6638323,752.6638323,753.1302201999999,4,0.45113400000036563,None,,,,,,,,,,,,,5968,2025-06-23_12h54.47.723,part0,2024.2.4,59.92268774827571,2025-06-23 12h54.56.459982 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.1304572000001,753.1470584000001,753.1470584000001,761.4647159999997,3,8.300510800000211,None,,,,,,5968,2025-06-23_12h54.47.723,part0,2024.2.4,59.92268774827571,2025-06-23 12h54.56.459982 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.7316533999999,761.7394318999998,761.7394318999998,766.5092481999998,766.7462064999997,,,,,,,
