guess_condition,thisN,thisTrialN,thisRepN,iti,cue,target,end_guess.keys,guess_reached.keys,end_encoding.keys,guess_reached.rt,guess_reached.duration,task_break_resp.keys,scanner_ready_press.keys,skip_trigger.keys,task_break_resp.rt,task_break_resp.duration,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.rt,skip_trigger.duration,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,iti_learning.thisRepN,iti_learning.thisTrialN,iti_learning.thisN,iti_learning.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,recall_practice.thisRepN,recall_practice.thisTrialN,recall_practice.thisN,recall_practice.thisIndex,end_cued_recall.keys,recall_reached.keys,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,load_guess_conditions.started,load_guess_conditions.stopped,load_iti.started,load_iti.stopped,instructions1.started,instructions1_text.started,instruction1_key.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2_text.started,instruction2_key.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3_text.started,instruction3_key.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4_text.started,instruction4_key.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5_text.started,instruction5_key.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_practice_blank.started,iti_learning_practice.stopped,guess.started,guess.stopped,practice_trials.end_guess.keys,guess_response.started,guess_response.stopped,practice_trials.guess_reached.keys,feedback_guess.started,no_response_feedback.started,no_response_feedback.stopped,feedback_guess.stopped,guess_delay.started,guess_delay.stopped,trial_type,encode.started,dash_stim_learning.started,cue_stim_learning.started,target_stim.started,end_encoding.started,encode.stopped,practice_trials.end_encoding.keys,dash_stim_guessing.started,cue_stim_guessing.started,guess_stim.started,end_guess.started,dash_stim_guessing.stopped,cue_stim_guessing.stopped,guess_stim.stopped,end_guess.stopped,dash_stim_guessing_resp.started,cue_stim_guessing_resp.started,guess_stim_resp.started,guess_question.started,guess_reached.started,dash_stim_guessing_resp.stopped,cue_stim_guessing_resp.stopped,guess_stim_resp.stopped,guess_question.stopped,guess_reached.stopped,guess_delay_cross.started,guess_delay_cross.stopped,dash_stim_learning.stopped,cue_stim_learning.stopped,target_stim.stopped,end_encoding.stopped,iti_practice_blank.stopped,practice_trials.guess_reached.rt,practice_trials.guess_reached.duration,start_task.started,start_task_text.started,start_key.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,begin_run.started,begin_run_cross.started,begin_run_cross.stopped,begin_run.stopped,setup_learning_trial.started,setup_learning_trial.stopped,learning_trials.end_guess.keys,learning_trials.guess_reached.keys,learning_trials.end_encoding.keys,iti_task.started,iti_cross.started,iti_cross.stopped,iti_task.stopped,task_break.started,task_break.stopped,learning_trials.task_break_resp.keys,learning_trials.scanner_ready_press.keys,learning_trials.skip_trigger.keys,learning_trials.guess_reached.rt,learning_trials.guess_reached.duration,end_run_cross.started,task_break_text.started,task_break_resp.started,end_run_cross.stopped,learning_trials.task_break_resp.rt,learning_trials.task_break_resp.duration,learning_trials.scanner_ready_press.rt,learning_trials.scanner_ready_press.duration,learning_trials.skip_trigger.rt,learning_trials.skip_trigger.duration,end_part1.started,end_part1_key.started,end_part1_text.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall1.started,recall_instructions1_text.started,recall_instructions1_key.started,instructions_recall1.stopped,recall_instructions1_key.keys,recall_instructions1_key.rt,recall_instructions1_key.duration,instructions_recall2.started,recall_instructions1_text_2.started,recall_instructions1_key_2.started,instructions_recall2.stopped,recall_instructions1_key_2.keys,recall_instructions1_key_2.rt,recall_instructions1_key_2.duration,iti_recall_practice.started,iti_recall_practice_cross.started,iti_recall_practice_cross.stopped,iti_recall_practice.stopped,cued_recall.started,cue_stim_recall.started,dash_stim_recall.started,qmark_target.started,end_cued_recall.started,cue_stim_recall.stopped,dash_stim_recall.stopped,qmark_target.stopped,end_cued_recall.stopped,cued_recall.stopped,recall_practice.end_cued_recall.keys,recall_response.started,dash_stim_recall_resp.started,cue_stim_recall_resp.started,recall_stim_resp.started,recall_question.started,recall_reached.started,dash_stim_recall_resp.stopped,cue_stim_recall_resp.stopped,recall_stim_resp.stopped,recall_question.stopped,recall_reached.stopped,recall_response.stopped,recall_practice.recall_reached.keys,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,frameRate,expStart,
,29,29,0,,Bad,Handtuch,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,29,29,50,,,,,,,476.40410040016286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.3934901000466,476.39352290006354,,476.39457560004666,476.39460380002856,,,,,,476.3946253999602,476.3946388999466,Read,476.39617000008,476.40410040016286,476.40410040016286,476.40410040016286,476.40410040016286,479.3906414001249,,,,,,,,,,,,,,,,,,,,,,479.4044977000449,479.4044977000449,479.4044977000449,479.4044977000449,,,,,,,,,,,486.89181760000065,,,486.89184510009363,486.89187659998424,,,486.8919005000498,,,,,476.3917980999686,476.39200890017673,None,None,None,479.3906904000323,479.4044977000449,486.90421129995957,486.89166500000283,486.8917221000884,486.89176609995775,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,30,30,0,,Geburtstag,Kerze,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,30,30,15,,,,,,,486.90421129995957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.8943564000074,489.89174979995005,,489.8936340000946,491.3902110999916,,,,,,491.3902555000968,494.39074439997785,Guess,494.3931404000614,494.4042540001683,494.4042540001683,494.4042540001683,494.4042540001683,497.39106209995225,,486.90421129995957,486.90421129995957,486.90421129995957,486.90421129995957,489.9042056000326,489.9042056000326,489.9042056000326,489.9042056000326,489.9042056000326,489.9042056000326,489.9042056000326,489.9042056000326,489.9042056000326,491.4047606000677,491.4047606000677,491.4047606000677,491.4047606000677,491.4047606000677,491.4047606000677,494.4042540001683,497.4045072000008,497.4045072000008,497.4045072000008,497.4045072000008,,,,,,,,,,,504.8919796999544,,,504.89200860005803,504.8920416999608,,,504.8920657001436,,,,,486.89209470013157,486.8923456999473,None,None,None,497.3911137999967,497.4045072000008,504.90431979997084,504.89182310015894,504.8918840000406,504.89192630001344,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,31,31,0,,Kastanien,Rösten,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,31,31,58,,,,,,,504.90431979997084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.89448310015723,507.8916837000288,,507.89339069998823,509.3913416999858,,,,,,509.39139590016566,512.3922765001189,Guess,512.3962638000958,512.4044743000995,512.4044743000995,512.4044743000995,512.4044743000995,515.3927609999664,,504.90431979997084,504.90431979997084,504.90431979997084,504.90431979997084,507.9041877000127,507.9041877000127,507.9041877000127,507.9041877000127,507.9041877000127,507.9041877000127,507.9041877000127,507.9041877000127,507.9041877000127,509.40490350010805,509.40490350010805,509.40490350010805,509.40490350010805,509.40490350010805,509.40490350010805,512.4044743000995,515.4045973999891,515.4045973999891,515.4045973999891,515.4045973999891,,,,,,,,,,,521.3917175000533,,,521.3917411000002,521.3917698001023,,,521.3917909001466,,,,,504.8922536999453,504.8925020999741,None,None,None,515.3928145000245,515.4045973999891,521.4040384001564,521.3915962001774,521.3916400000453,521.3916758000851,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,32,32,0,,Mappe,Buch,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,32,32,36,,,,,,,521.4040384001564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.3938844001386,521.3939154001419,,521.394960799953,521.3949898001738,,,,,,521.3950098000932,521.3950223999564,Read,521.3965438001323,521.4040384001564,521.4040384001564,521.4040384001564,521.4040384001564,524.3921688001137,,,,,,,,,,,,,,,,,,,,,,524.4050492001697,524.4050492001697,524.4050492001697,524.4050492001697,,,,,,,,,,,531.8914900000673,,,531.8915097999852,531.8915351999458,,,531.8915548999794,,,,,521.3919625000563,521.3921886000317,None,None,None,524.3922713999636,524.4050492001697,531.9041526000947,531.8913808001671,531.891420800006,531.891452500131,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,33,33,0,,Gegenstand,Artikel,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,33,33,32,,,,,,,531.9041526000947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.8936295001768,534.8908023999538,,534.8924467000179,536.3907822000328,,,,,,536.3908469001763,539.3920033001341,Guess,539.3959534999449,539.4043606000487,539.4043606000487,539.4043606000487,539.4043606000487,542.3908137001563,,531.9041526000947,531.9041526000947,531.9041526000947,531.9041526000947,534.9043865001295,534.9043865001295,534.9043865001295,534.9043865001295,534.9043865001295,534.9043865001295,534.9043865001295,534.9043865001295,534.9043865001295,536.4047761000693,536.4047761000693,536.4047761000693,536.4047761000693,536.4047761000693,536.4047761000693,539.4043606000487,542.4045208999887,542.4045208999887,542.4045208999887,542.4045208999887,,,,,,,,,,,548.3916555000469,,,548.3916816001292,548.3917136001401,,,548.3917370000854,,,,,531.8917136001401,531.8919104000088,None,None,None,542.3908726000227,542.4045208999887,548.4043091000058,548.3915252001025,548.3915729001164,548.3916116999462,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,34,34,0,,Definition,Begriff,None,1,None,0.6434522999916226,0.23155059991404414,None,None,None,,,,,,,,,,,,,,,,,,,0,34,34,2,,,,,,,548.4043091000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.3939706000965,551.3904675999656,,551.3920658000279,552.8905962000135,,,,,,552.8906527000945,555.8918131000828,Guess,555.8957689001691,555.9042225000449,555.9042225000449,555.9042225000449,555.9042225000449,558.890114699956,,548.4043091000058,548.4043091000058,548.4043091000058,548.4043091000058,551.4043684001081,551.4043684001081,551.4043684001081,551.4043684001081,551.4043684001081,551.4043684001081,551.4043684001081,551.4043684001081,551.4043684001081,552.9045302001759,552.9045302001759,552.9045302001759,552.9045302001759,552.9045302001759,552.9045302001759,555.9042225000449,558.9044566999655,558.9044566999655,558.9044566999655,558.9044566999655,,,,,,,,,,,563.3920150001068,,,563.3920381001662,563.3920660000294,,,563.3920867000706,,,,,548.3919071999844,548.3921348000877,None,1,None,558.8901539000217,558.9044566999655,563.4042205000296,563.3918910000939,563.3919363999739,563.3919730000198,None,None,None,0.6434522999916226,0.23155059991404414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,35,35,0,,Wasserfall,Felsen,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,35,35,73,,,,,,,563.4042205000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.3942891999613,563.3943255001213,,563.3954274000134,563.3954539999831,,,,,,563.395474200137,563.3954872000031,Read,563.3970544000622,563.4042205000296,563.4042205000296,563.4042205000296,563.4042205000296,566.3908017000649,,,,,,,,,,,,,,,,,,,,,,566.405245100148,566.405245100148,566.405245100148,566.405245100148,,,,,,,,,,,573.8917499999516,,,573.8917752001435,573.8918054001406,,,573.8918288000859,,,,,563.3922562000807,563.3924829000607,None,None,None,566.3908629999496,566.405245100148,573.9042784001213,573.8916240001563,573.8916718000546,573.8917080999818,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,36,36,0,,Raum,Platz,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,36,36,39,,,,,,,573.9042784001213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.8937727999873,573.8938176000956,,573.8948184000328,573.8948461001273,,,,,,573.8948683999479,573.894881100161,Read,573.8965064000804,573.9042784001213,573.9042784001213,573.9042784001213,573.9042784001213,576.8918572999537,,,,,,,,,,,,,,,,,,,,,,576.905076000141,576.905076000141,576.905076000141,576.905076000141,,,,,,,,,,,582.8921986001078,,,582.8922219001688,582.8922499001492,,,582.8922723000869,,,,,573.8919977000915,573.8922238999512,None,None,None,576.8919202999678,576.905076000141,582.9043001001701,582.8920795000158,582.8921243001241,582.8921594000421,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,37,37,0,,Eingeweide,Organ,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,37,37,28,,,,,,,582.9043001001701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.8944944001269,582.8945249000099,,582.8959054001607,582.8959363000467,,,,,,582.8959596999921,582.8959727000911,Read,582.8980549999978,582.9043001001701,582.9043001001701,582.9043001001701,582.9043001001701,585.8920597999822,,,,,,,,,,,,,,,,,,,,,,585.9047398001421,585.9047398001421,585.9047398001421,585.9047398001421,,,,,,,,,,,591.8914966001175,,,591.8915206000675,591.8915490000509,,,591.8915715999901,,,,,582.8924613001291,582.8926932001486,None,None,None,585.8921154001728,585.9047398001421,591.9037987000775,591.8913597001228,591.8914126001764,591.8914543001447,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,38,38,0,,Blumen,Bouquet,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,38,38,53,,,,,,,591.9037987000775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.8938568001613,591.8938923999667,,591.89505739999,591.8950885999948,,,,,,591.8951092001516,591.8951211001258,Read,591.8982679001056,591.9037987000775,591.9037987000775,591.9037987000775,591.9037987000775,594.8912393001374,,,,,,,,,,,,,,,,,,,,,,594.9046533000655,594.9046533000655,594.9046533000655,594.9046533000655,,,,,,,,,,,600.8913724999875,,,600.8913948000409,600.8914205001201,,,600.8914404001553,,,,,591.8917441000231,591.8920009001158,None,None,None,594.8912861000281,594.9046533000655,600.9045246001333,600.891247099964,600.8912927000783,600.8913325001486,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,39,39,0,,Zimt,Rolle,None,None,None,,,space,space,p,5.703123699873686,None,1.8269988000392914,None,4.497527400031686,None,,,,,,,,,,,,,0,39,39,77,,,,,,,600.9045246001333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.8933131999802,603.8924722000957,,603.8943330999464,605.3924018000253,,,,,,605.3924963001627,608.3915832000785,Guess,608.3953627999872,608.4043852000032,608.4043852000032,608.4043852000032,608.4043852000032,611.3906199000776,,600.9045246001333,600.9045246001333,600.9045246001333,600.9045246001333,603.904295500135,603.904295500135,603.904295500135,603.904295500135,603.904295500135,603.904295500135,603.904295500135,603.904295500135,603.904295500135,605.4046698000748,605.4046698000748,605.4046698000748,605.4046698000748,605.4046698000748,605.4046698000748,608.4043852000032,611.4046663001645,611.4046663001645,611.4046663001645,611.4046663001645,,,,,,,,,,,630.6096759999637,630.6207139000762,630.6207139000762,632.4564188001677,632.4564592000097,632.4708102000877,632.4708102000877,636.9738721000031,,,,,600.8916077001486,600.8918219001498,None,None,None,611.390679199947,611.4046663001645,615.9047610999551,615.8916390000377,615.8916919000912,630.6096083000302,space,space,p,,,615.9047610999551,624.9049631000962,624.9049631000962,624.9049631000962,5.703123699873686,None,1.8269988000392914,None,4.497527400031686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,40,40,0,,Wein,Abendessen,None,1,None,1.260272900108248,0.11125690001063049,None,None,None,,,,,,,,,,,,,,,,,,,0,40,40,74,,,,,,,636.9875678000972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.9751937000547,639.9740119001362,,639.9752853000537,641.4738168001641,,,,,,641.4738764001522,644.4744498000946,Guess,644.47802280006,644.4876523001585,644.4876523001585,644.4876523001585,644.4876523001585,647.4725178000517,,636.9875678000972,636.9875678000972,636.9875678000972,636.9875678000972,639.9879032000899,639.9879032000899,639.9879032000899,639.9879032000899,639.9879032000899,639.9879032000899,639.9879032000899,639.9879032000899,639.9879032000899,641.4880373999476,641.4880373999476,641.4880373999476,641.4880373999476,641.4880373999476,641.4880373999476,644.4876523001585,647.4885623001028,647.4885623001028,647.4885623001028,647.4885623001028,,,,,,,,,,,651.9746856000274,,,651.9747085999697,651.9747369999532,,,651.9747574999928,,,,,636.9740120000206,636.9741379001644,None,1,None,647.4725437001325,647.4885623001028,651.9873179001734,651.9745616000146,651.9746105000377,651.9746445999481,None,None,None,1.260272900108248,0.11125690001063049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,41,41,0,,Leistung,Ehre,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,41,41,5,,,,,,,651.9873179001734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.9781150000636,651.9781414000317,,651.9790479000658,651.9790813000873,,,,,,651.9790970999748,651.9791065000463,Read,651.9804587000981,651.9873179001734,651.9873179001734,651.9873179001734,651.9873179001734,654.974715600023,,,,,,,,,,,,,,,,,,,,,,654.9881266001612,654.9881266001612,654.9881266001612,654.9881266001612,,,,,,,,,,,663.9729631000664,,,663.9729723001365,663.9729832999874,,,663.9729915000498,,,,,651.974911400117,651.9751087999903,None,None,None,654.9747719999868,654.9881266001612,663.9881305999588,663.9729092000052,663.9729307000525,663.9729453001637,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,42,42,0,,Juwel,Gold,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,42,42,57,,,,,,,663.9881305999588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.9740667000879,666.9720199001022,,666.9730340000242,668.4749535000883,,,,,,668.4750111000612,671.4720444001723,Guess,671.4734930000268,671.4878155000042,671.4878155000042,671.4878155000042,671.4878155000042,674.4718820000999,,663.9881305999588,663.9881305999588,663.9881305999588,663.9881305999588,666.9876151001081,666.9876151001081,666.9876151001081,666.9876151001081,666.9876151001081,666.9876151001081,666.9876151001081,666.9876151001081,666.9876151001081,668.4881633999757,668.4881633999757,668.4881633999757,668.4881633999757,668.4881633999757,668.4881633999757,671.4878155000042,674.487546400167,674.487546400167,674.487546400167,674.487546400167,,,,,,,,,,,680.4737650000025,,,680.4737800001167,680.473798800027,,,680.4738128001336,,,,,663.9730630000122,663.9731574000325,None,None,None,674.4719108000863,674.487546400167,680.487851300044,680.4736826999579,680.4737130999565,680.4737375001423,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,43,43,0,,Floh,Käfer,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,43,43,29,,,,,,,680.487851300044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.4756632000208,683.4731050999835,,683.4740607000422,684.9746445999481,,,,,,684.9747226999607,687.9720891001634,Guess,687.9736858999822,687.9876824000385,687.9876824000385,687.9876824000385,687.9876824000385,690.9747977999505,,680.487851300044,680.487851300044,680.487851300044,680.487851300044,683.4877816000953,683.4877816000953,683.4877816000953,683.4877816000953,683.4877816000953,683.4877816000953,683.4877816000953,683.4877816000953,683.4877816000953,684.9883159000892,684.9883159000892,684.9883159000892,684.9883159000892,684.9883159000892,684.9883159000892,687.9876824000385,,,,,,,,,,,,,,,695.4730208001565,,,695.4730297999922,695.4730406000745,,,695.4730489000212,,,,,680.4739284999669,680.4741917001083,None,None,None,690.9748523000162,690.988025000086,695.4876290999819,695.4729625999462,695.4729876001365,695.4730032000225,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,44,44,0,,Anführer,Boss,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,44,44,12,,,,,,,695.4876290999819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.4742153000552,698.4758012001403,,698.4780248999596,699.973141600145,,,,,,699.9731795000844,702.9746342001017,Guess,702.9788591000251,702.9880152000114,702.9880152000114,702.9880152000114,702.9880152000114,705.974580100039,,695.4876290999819,695.4876290999819,695.4876290999819,695.4876290999819,698.4880473001394,698.4880473001394,698.4880473001394,698.4880473001394,698.4880473001394,698.4880473001394,698.4880473001394,698.4880473001394,698.4880473001394,699.9878444001079,699.9878444001079,699.9878444001079,699.9878444001079,699.9878444001079,699.9878444001079,702.9880152000114,705.9879717000294,705.9879717000294,705.9879717000294,705.9879717000294,,,,,,,,,,,711.9736987000797,,,711.9737196001224,711.9737446999643,,,711.9737639001105,,,,,695.4731191999745,695.4732236000709,None,None,None,705.9746294000652,705.9879717000294,711.9877283000387,711.9735870000441,711.9736266999971,711.9736605000217,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,45,45,0,,Diskussion,Vorlesung,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,45,45,27,,,,,,,711.9877283000387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.9759478000924,714.9746205001138,,714.9769880999811,716.4743711000774,,,,,,716.4744178000838,719.474439300131,Guess,719.4771140001249,719.4876498000231,719.4876498000231,719.4876498000231,719.4876498000231,722.4746401000302,,711.9877283000387,711.9877283000387,711.9877283000387,711.9877283000387,714.9879584000446,714.9879584000446,714.9879584000446,714.9879584000446,714.9879584000446,714.9879584000446,714.9879584000446,714.9879584000446,714.9879584000446,716.4881665001158,716.4881665001158,716.4881665001158,716.4881665001158,716.4881665001158,716.4881665001158,719.4876498000231,,,,,,,,,,,,,,,729.9755895000417,,,729.9756138001103,729.9756418000907,,,729.975663300138,,,,,711.9739119999576,711.9741428999696,None,None,None,722.4746899001766,722.4880117001012,729.9877712000161,729.9754653000273,729.9755129001569,729.9755496000871,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,46,46,0,,Helm,Kopf,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,46,46,56,,,,,,,729.9877712000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.9778050000314,729.9778412999585,,729.9788463001605,729.9788759001531,,,,,,729.9788985999767,729.9789124000818,Read,729.9804587999824,729.9877712000161,729.9877712000161,729.9877712000161,729.9877712000161,732.9738184001762,,,,,,,,,,,,,,,,,,,,,,732.9882239000872,732.9882239000872,732.9882239000872,732.9882239000872,,,,,,,,,,,741.9756006000098,,,741.9756249999627,741.9756559000816,,,741.9756779000163,,,,,729.9758280001115,729.9762043999508,None,None,None,732.9738575001247,732.9882239000872,741.9880168000236,741.9754679000471,741.975516699953,741.9755544001237,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
