thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
64,0,64,,,,,,space,3.7270582999999533,None,None,3,1.431595400000333,0.2882273000004716,None,0,0,0,0,,,,,0,0,0,0,,,,,64,0,64,0,496.0428367000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urlaub,2.0009,496.0275726,496.0282808000002,496.0283909,496.0428367000004,498.0590391000005,498.0435660000003,498.0481569000003,498.0590391000005,498.0590391000005,498.0590391000005,498.0590391000005,500.0591642999998,500.0591642999998,500.0591642999998,500.0591642999998,500.0434787000004,3,1.431595400000333,0.2882273000004716,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
65,0,65,,,,,,space,3.7270582999999533,None,None,2,1.601118000000497,0.20348009999997885,None,0,0,0,0,,,,,0,0,0,0,,,,,65,0,65,0,500.0591642999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vampir,2.1399,500.04399550000016,500.04459360000055,500.0447085000005,500.0591642999998,502.2085152999998,502.19330679999985,502.1968316000002,502.2085152999998,502.2085152999998,502.2085152999998,502.2085152999998,504.20881009999994,504.20881009999994,504.20881009999994,504.20881009999994,504.19313729999976,2,1.601118000000497,0.20348009999997885,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
66,0,66,,,,,,space,3.7270582999999533,None,None,2,0.6973279999992883,0.25774530000035156,None,0,0,0,0,,,,,0,0,0,0,,,,,66,0,66,0,504.20881009999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruder,4.578,504.1936477999998,504.194297,504.1944070999998,504.20881009999994,508.7918440000003,508.77601159999995,508.78126090000023,508.7918440000003,508.7918440000003,508.7918440000003,508.7918440000003,510.7924297999998,510.7924297999998,510.7924297999998,510.7924297999998,510.7763081000003,2,0.6973279999992883,0.25774530000035156,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
67,0,67,,,,,,space,3.7270582999999533,None,None,3,1.3661614000002373,0.29119619999983115,None,0,0,0,0,,,,,0,0,0,0,,,,,67,0,67,0,510.7924297999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorn,2.9994,510.7768089000001,510.77734770000006,510.7774559999998,510.7924297999998,513.7916943,513.7760100000005,513.7797550000005,513.7916943,513.7916943,513.7916943,513.7916943,515.7914354000004,515.7914354000004,515.7914354000004,515.7914354000004,515.7759867000004,3,1.3661614000002373,0.29119619999983115,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
68,0,68,,,,,,space,3.7270582999999533,None,None,3,1.254262800000106,0.2827106000004278,None,0,0,0,0,,,,,0,0,0,0,,,,,68,0,68,0,515.7914354000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kante,2.1169,515.7764934000006,515.7770275000003,515.7771413999999,515.7914354000004,517.9078905000006,517.8926087999998,517.8959865000006,517.9078905000006,517.9078905000006,517.9078905000006,517.9078905000006,519.9078835,519.9078835,519.9078835,519.9078835,519.8924840999998,3,1.254262800000106,0.2827106000004278,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
69,0,69,,,,,,space,3.7270582999999533,None,None,3,1.0517172999998365,0.3784005999996225,None,0,0,0,0,,,,,0,0,0,0,,,,,69,0,69,0,519.9078835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gipfel,3.4193,519.892992,519.8935084000004,519.8936177000005,519.9078835,523.3409385000004,523.3254668,523.3295683000006,523.3409385000004,523.3409385000004,523.3409385000004,523.3409385000004,525.3410488,525.3410488,525.3410488,525.3410488,525.3253518000001,3,1.0517172999998365,0.3784005999996225,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
70,0,70,,,,,,space,3.7270582999999533,None,None,2,1.9337273999999525,None,None,0,0,0,0,,,,,0,0,0,0,,,,,70,0,70,0,525.3410488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,5.8294,525.3258557999998,525.3263684000003,525.3264788000006,525.3410488,531.1737064999998,531.1583449,531.1623792,531.1737064999998,531.1737064999998,531.1737064999998,531.1737064999998,533.1739628000005,533.1739628000005,533.1739628000005,533.1739628000005,533.1581534000006,2,1.9337273999999525,None,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
71,0,71,,,,,,space,3.7270582999999533,None,None,3,1.1298416999998153,0.25444770000012795,None,0,0,0,0,,,,,0,0,0,0,,,,,71,0,71,0,533.1739628000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saft,2.0939,533.1585566000003,533.1590393000006,533.1591275000001,533.1739628000005,535.2736945000006,535.2576700999998,535.2608111999998,535.2736945000006,535.2736945000006,535.2736945000006,535.2736945000006,537.2734700000001,537.2734700000001,537.2734700000001,537.2734700000001,537.2580634000005,3,1.1298416999998153,0.25444770000012795,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
72,0,72,,,,,,space,3.7270582999999533,None,None,3,0.9618647999996028,0.2782643000000462,None,0,0,0,0,,,,,0,0,0,0,,,,,72,0,72,0,537.2734700000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschichte,2.8387,537.2585662000001,537.2591375000002,537.2592420999999,537.2734700000001,540.1229827000006,540.1074171,540.1111898999998,540.1229827000006,540.1229827000006,540.1229827000006,540.1229827000006,542.1232023000002,542.1232023000002,542.1232023000002,542.1232023000002,542.1078441999998,3,0.9618647999996028,0.2782643000000462,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
73,0,73,,,,,,space,3.7270582999999533,None,None,3,1.302165099999911,0.3320203000002948,None,0,0,0,0,,,,,0,0,0,0,,,,,73,0,73,0,542.1232023000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulkan,3.1802,542.1083297000005,542.1089714999998,542.1090836000003,542.1232023000002,545.3063915000002,545.2911143000001,545.2961740999999,545.3063915000002,545.3063915000002,545.3063915000002,545.3063915000002,547.3064795999999,547.3064795999999,547.3064795999999,547.3064795999999,547.2909557000003,3,1.302165099999911,0.3320203000002948,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
74,0,74,,,,,,space,3.7270582999999533,None,None,3,1.2488876999996137,0.2463002000004053,None,0,0,0,0,,,,,0,0,0,0,,,,,74,0,74,0,547.3064795999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.1365,547.2914725,547.2919855999999,547.2921076000002,547.3064795999999,549.4560093999999,549.4407971999999,549.4451297000005,549.4560093999999,549.4560093999999,549.4560093999999,549.4560093999999,551.4560091000003,551.4560091000003,551.4560091000003,551.4560091000003,551.4404918999999,3,1.2488876999996137,0.2463002000004053,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
75,0,75,,,,,,space,3.7270582999999533,None,None,3,0.8322252999996635,0.26924920000055863,None,0,0,0,0,,,,,0,0,0,0,,,,,75,0,75,0,551.4560091000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geheimnis,4.3167,551.4409955000001,551.4416415000005,551.4417486000002,551.4560091000003,555.7723805000005,555.7569327000001,555.7611470000002,555.7723805000005,555.7723805000005,555.7723805000005,555.7723805000005,557.7722786000004,557.7722786000004,557.7722786000004,557.7722786000004,557.7567429999999,3,0.8322252999996635,0.26924920000055863,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
76,0,76,,,,,,space,3.7270582999999533,None,None,2,1.0394252000005508,0.25218909999966854,None,0,0,0,0,,,,,0,0,0,0,,,,,76,0,76,0,557.7722786000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autorin,2.2915,557.7572279000005,557.7577142,557.7578171000005,557.7722786000004,560.0719045000005,560.0566638,560.0608059000006,560.0719045000005,560.0719045000005,560.0719045000005,560.0719045000005,562.0722464999999,562.0722464999999,562.0722464999999,562.0722464999999,562.0567117999999,2,1.0394252000005508,0.25218909999966854,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
77,0,77,,,,,,space,3.7270582999999533,None,None,2,0.9942496999992727,0.23693960000036896,None,0,0,0,0,,,,,0,0,0,0,,,,,77,0,77,0,562.0722464999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alligator,2.7544,562.0572183000004,562.0577279999998,562.0578386000007,562.0722464999999,564.8385441,564.8229771000006,564.8271937,564.8385441,564.8385441,564.8385441,564.8385441,566.8385757000005,566.8385757000005,566.8385757000005,566.8385757000005,566.8230211,2,0.9942496999992727,0.23693960000036896,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
78,0,78,,,,,,space,3.7270582999999533,None,None,3,0.9900248999992982,0.3176619000005303,None,0,0,0,0,,,,,0,0,0,0,,,,,78,0,78,0,566.8385757000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringe,3.1921,566.8235209000004,566.8242535999998,566.8243610999998,566.8385757000005,570.0381950000001,570.0224501000002,570.0261649000004,570.0381950000001,570.0381950000001,570.0381950000001,570.0381950000001,572.0382236000005,572.0382236000005,572.0382236000005,572.0382236000005,572.0223802,3,0.9900248999992982,0.3176619000005303,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
79,0,79,,,,,,space,3.7270582999999533,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,79,0,79,0,572.0382236000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,2.051,572.0227822000006,572.0232550999999,572.0233425000006,572.0382236000005,574.1051149000004,574.0891359000007,574.0928210000002,574.1051149000004,574.1051149000004,574.1051149000004,574.1051149000004,576.1157131,576.1157131,576.1157131,576.1157131,576.0890872999998,None,,,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
0,0,0,,,,,4.6883,space,1.935981300000094,None,None,3,0.8680691999998089,0.2654483000005712,None,0,0,0,0,,,,,1,0,1,0,0,79,79,14,0,0,0,0,627.5518276000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.6500425000004,600.6502694000001,600.6565248000006,600.6609874000005,600.6609874000005,602.6051428000001,space,1.935981300000094,None,602.6052971999998,602.6198282000005,602.6198282000005,615.53521,None,615.5426324,615.5522783000006,615.5506223666664,616.7611588999998,625.5358352666665,626.5411709999998,627.5356293000004,Bad,4.6883,627.5369036000002,627.5375481000001,627.5376506000002,627.5518276000003,632.2510659999998,632.2359204000004,632.2394208000005,632.2510659999998,632.2510659999998,632.2510659999998,632.2510659999998,634.2512781000005,634.2512781000005,634.2512781000005,634.2512781000005,634.2356282999999,3,0.8680691999998089,0.2654483000005712,None,588.1043066000002,588.1043827000003,None,588.1121537999998,588.1201139000004,592.1206177000004,592.1206177000004,592.1206177000004,600.6050814,2,8.468168999999762,None,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
1,0,1,,,,,,space,1.935981300000094,None,None,3,1.1171276999994006,0.28749750000042695,None,0,0,0,0,,,,,1,0,1,0,,,,,1,0,1,0,634.2512781000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,2.4547,634.2361396000006,634.2367307000004,634.2368366000001,634.2512781000005,636.7175612000001,636.7019627,636.7051731000001,636.7175612000001,636.7175612000001,636.7175612000001,636.7175612000001,638.7176685000004,638.7176685000004,638.7176685000004,638.7176685000004,638.7020809000005,3,1.1171276999994006,0.28749750000042695,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
2,0,2,,,,,,space,1.935981300000094,None,None,2,0.9099050999993779,0.2284527000001617,None,0,0,0,0,,,,,1,0,1,0,,,,,2,0,2,0,638.7176685000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasen,2.3807,638.7025932000006,638.7032478000001,638.7033571000002,638.7176685000004,641.1007654000005,641.0850301999999,641.0884716,641.1007654000005,641.1007654000005,641.1007654000005,641.1007654000005,643.1006996000006,643.1006996000006,643.1006996000006,643.1006996000006,643.0851650000004,2,0.9099050999993779,0.2284527000001617,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
3,0,3,,,,,,space,1.935981300000094,None,None,3,1.6254884999998467,0.26766029999998864,None,0,0,0,0,,,,,1,0,1,0,,,,,3,0,3,0,643.1006996000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,2.3677,643.0856689000002,643.0861745000002,643.0862862000004,643.1006996000006,645.4669774000004,645.4517617000001,645.4554844000004,645.4669774000004,645.4669774000004,645.4669774000004,645.4669774000004,647.4671526000002,647.4671526000002,647.4671526000002,647.4671526000002,647.4515603,3,1.6254884999998467,0.26766029999998864,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
4,0,4,,,,,,space,1.935981300000094,None,None,3,0.7497386000004553,0.24025679999977,None,0,0,0,0,,,,,1,0,1,0,,,,,4,0,4,0,647.4671526000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuß,2.9551,647.4520806,647.4525779000005,647.4526852999998,647.4671526000002,650.4345106000001,650.4180108,650.4222391000003,650.4345106000001,650.4345106000001,650.4345106000001,650.4345106000001,652.4337317999998,652.4337317999998,652.4337317999998,652.4337317999998,652.4181893000004,3,0.7497386000004553,0.24025679999977,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
5,0,5,,,,,,space,1.935981300000094,None,None,3,1.13298979999945,0.2603272000005745,None,0,0,0,0,,,,,1,0,1,0,,,,,5,0,5,0,652.4337317999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.2633,652.4187019000001,652.4192194000007,652.4193279000001,652.4337317999998,654.6999839999999,654.6843227999998,654.6883955000003,654.6999839999999,654.6999839999999,654.6999839999999,654.6999839999999,656.7001717000003,656.7001717000003,656.7001717000003,656.7001717000003,656.6845526000006,3,1.13298979999945,0.2603272000005745,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
6,0,6,,,,,,space,1.935981300000094,None,None,3,0.7244817999999213,0.2044541000004756,None,0,0,0,0,,,,,1,0,1,0,,,,,6,0,6,0,656.7001717000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dachboden,2.1936,656.6850491000005,656.6855689000004,656.6856778000001,656.7001717000003,658.8996320000006,658.8844611000004,658.8888833000001,658.8996320000006,658.8996320000006,658.8996320000006,658.8996320000006,660.8996938,660.8996938,660.8996938,660.8996938,660.8842715000001,3,0.7244817999999213,0.2044541000004756,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
7,0,7,,,,,,space,1.935981300000094,None,None,3,0.6675260000001799,0.2622527000003174,None,0,0,0,0,,,,,1,0,1,0,,,,,7,0,7,0,660.8996938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausbruch,2.1236,660.8848113000004,660.8854683999998,660.8856286999999,660.8996938,663.0328530000006,663.0171879999998,663.0206606000002,663.0328530000006,663.0328530000006,663.0328530000006,663.0328530000006,665.0328214000001,665.0328214000001,665.0328214000001,665.0328214000001,665.0173285000001,3,0.6675260000001799,0.2622527000003174,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
8,0,8,,,,,,space,1.935981300000094,None,None,3,0.769561099999919,0.27560910000011063,None,0,0,0,0,,,,,1,0,1,0,,,,,8,0,8,0,665.0328214000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waschbecken,3.1334,665.0178305,665.0184868000006,665.0185935,665.0328214000001,668.165935,668.1504541000004,668.1547031999999,668.165935,668.165935,668.165935,668.165935,670.1662747999999,670.1662747999999,670.1662747999999,670.1662747999999,670.1505323000001,3,0.769561099999919,0.27560910000011063,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
9,0,9,,,,,,space,1.935981300000094,None,None,2,0.6866312000001926,0.19140249999963999,None,0,0,0,0,,,,,1,0,1,0,,,,,9,0,9,0,670.1662747999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,2.7544,670.1510407000005,670.1517115000006,670.1518204000004,670.1662747999999,672.9323402,672.9167401000004,672.9208853999999,672.9323402,672.9323402,672.9323402,672.9323402,674.9324323000001,674.9324323000001,674.9324323000001,674.9324323000001,674.9169928000001,2,0.6866312000001926,0.19140249999963999,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
10,0,10,,,,,,space,1.935981300000094,None,None,3,0.7307713000000149,0.29455980000057025,None,0,0,0,0,,,,,1,0,1,0,,,,,10,0,10,0,674.9324323000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule,4.931,674.9175153000006,674.9181988,674.9183129000003,674.9324323000001,679.8649844000001,679.8494870000004,679.8530390000005,679.8649844000001,679.8649844000001,679.8649844000001,679.8649844000001,681.8652013000001,681.8652013000001,681.8652013000001,681.8652013000001,681.8495205999998,3,0.7307713000000149,0.29455980000057025,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
11,0,11,,,,,,space,1.935981300000094,None,None,3,0.6388778000000457,0.3250871999998708,None,0,0,0,0,,,,,1,0,1,0,,,,,11,0,11,0,681.8652013000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasche,4.578,681.8500260000001,681.8507613000002,681.8508755000003,681.8652013000001,686.4478010000003,686.4325548000006,686.4367804000003,686.4478010000003,686.4478010000003,686.4478010000003,686.4478010000003,688.4480204000001,688.4480204000001,688.4480204000001,688.4480204000001,688.4324944,3,0.6388778000000457,0.3250871999998708,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
12,0,12,,,,,,space,1.935981300000094,None,None,3,0.97840879999967,0.25696810000044934,None,0,0,0,0,,,,,1,0,1,0,,,,,12,0,12,0,688.4480204000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Service,4.1935,688.4330071000004,688.4335381000001,688.4336491000004,688.4480204000001,692.6480326000001,692.6321368999998,692.6360506999999,692.6480326000001,692.6480326000001,692.6480326000001,692.6480326000001,694.6476320000002,694.6476320000002,694.6476320000002,694.6476320000002,694.6322381999998,3,0.97840879999967,0.25696810000044934,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
13,0,13,,,,,,space,1.935981300000094,None,None,2,1.025282700000389,0.19252789999973174,None,0,0,0,0,,,,,1,0,1,0,,,,,13,0,13,0,694.6476320000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,3.7299,694.6327184000002,694.6332940000002,694.6334003000002,694.6476320000002,698.3806860000004,698.3651239999999,698.3682933999999,698.3806860000004,698.3806860000004,698.3806860000004,698.3806860000004,700.3812961000003,700.3812961000003,700.3812961000003,700.3812961000003,700.3653086000004,2,1.025282700000389,0.19252789999973174,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
14,0,14,,,,,,space,1.935981300000094,None,None,3,0.7490250000000742,0.30628100000012637,None,0,0,0,0,,,,,1,0,1,0,,,,,14,0,14,0,700.3812961000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolle,2.2206,700.3658070000001,700.3663152999998,700.3664235000006,700.3812961000003,702.6137055999998,702.5982766000006,702.6021423000002,702.6137055999998,702.6137055999998,702.6137055999998,702.6137055999998,704.6139598999998,704.6139598999998,704.6139598999998,704.6139598999998,704.5979693999998,3,0.7490250000000742,0.30628100000012637,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
15,0,15,,,,,,space,1.935981300000094,None,None,2,1.1598858999996082,0.22634440000001632,None,0,0,0,0,,,,,1,0,1,0,,,,,15,0,15,0,704.6139598999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gast,2.753,704.5983686999998,704.5989114000004,704.5989961000005,704.6139598999998,707.3801426,707.3648702,707.3683795000006,707.3801426,707.3801426,707.3801426,707.3801426,709.3804762999998,709.3804762999998,709.3804762999998,709.3804762999998,709.3648454000004,2,1.1598858999996082,0.22634440000001632,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
16,0,16,,,,,,space,1.935981300000094,None,None,3,1.6655513000005158,0.2511345999992045,None,0,0,0,0,,,,,1,0,1,0,,,,,16,0,16,0,709.3804762999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammer,2.5116,709.3653482,709.3658599,709.3659733000004,709.3804762999998,711.8965622000005,711.8810285,711.8852735,711.8965622000005,711.8965622000005,711.8965622000005,711.8965622000005,713.8965712999998,713.8965712999998,713.8965712999998,713.8965712999998,713.8806168000001,3,1.6655513000005158,0.2511345999992045,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
