thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
4,0,4,,,,,,space,83.83804600000076,None,None,2,1.4654348000003665,0.16474959999868588,None,1,0,1,0,,,,,2,0,2,0,,,,,4,0,4,0,3322.7456116000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team,2.1936,3322.730117,3322.7307613000003,3322.7308683,3322.7456116000003,3324.9448172,3324.929231000001,3324.9321974999993,3324.9448172,3324.9448172,3324.9448172,3324.9448172,3326.9447823,3326.9447823,3326.9447823,3326.9447823,3326.9294777999994,2,1.4654348000003665,0.16474959999868588,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
5,0,5,,,,,,space,83.83804600000076,None,None,3,0.7988194999998086,0.1686448999989807,None,1,0,1,0,,,,,2,0,2,0,,,,,5,0,5,0,3326.9447823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,2.753,3326.929981800001,3326.9305066999996,3326.9306143000003,3326.9447823,3329.7115408,3329.695648600001,3329.699031700001,3329.7115408,3329.7115408,3329.7115408,3329.7115408,3331.711423400001,3331.711423400001,3331.711423400001,3331.711423400001,3331.6956782999996,3,0.7988194999998086,0.1686448999989807,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
6,0,6,,,,,,space,83.83804600000076,None,None,3,0.7585933999998815,0.16956869999921764,None,1,0,1,0,,,,,2,0,2,0,,,,,6,0,6,0,3331.711423400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zigarette,3.3674,3331.6961674000004,3331.6966753000006,3331.6967847999995,3331.711423400001,3335.0777363000007,3335.0621409000005,3335.0659380000006,3335.0777363000007,3335.0777363000007,3335.0777363000007,3335.0777363000007,3337.0777121,3337.0777121,3337.0777121,3337.0777121,3337.0618146999996,3,0.7585933999998815,0.16956869999921764,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
7,0,7,,,,,,space,83.83804600000076,None,None,2,0.6857151000003796,0.17594319999989239,None,1,0,1,0,,,,,2,0,2,0,,,,,7,0,7,0,3337.0777121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwerg,2.2829,3337.0622615,3337.0627367999996,3337.0628296999994,3337.0777121,3339.3606511000007,3339.3452599,3339.350292,3339.3606511000007,3339.3606511000007,3339.3606511000007,3339.3606511000007,3341.3610003000003,3341.3610003000003,3341.3610003000003,3341.3610003000003,3341.3450748999994,2,0.6857151000003796,0.17594319999989239,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
8,0,8,,,,,,space,83.83804600000076,None,None,2,0.7665195999998105,0.15883910000047763,None,1,0,1,0,,,,,2,0,2,0,,,,,8,0,8,0,3341.3610003000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent,2.1015,3341.3455753999997,3341.346209100001,3341.3463158000004,3341.3610003000003,3343.4771090999993,3343.4617750000007,3343.4656576000007,3343.4771090999993,3343.4771090999993,3343.4771090999993,3343.4771090999993,3345.4773527999996,3345.4773527999996,3345.4773527999996,3345.4773527999996,3345.4614764999997,2,0.7665195999998105,0.15883910000047763,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
9,0,9,,,,,,space,83.83804600000076,None,None,3,1.140390099999422,0.1825595999998768,None,1,0,1,0,,,,,2,0,2,0,,,,,9,0,9,0,3345.4773527999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duft,4.6883,3345.4618746999995,3345.4625408,3345.4626574000004,3345.4773527999996,3350.1767219000003,3350.1610491,3350.1641836999997,3350.1767219000003,3350.1767219000003,3350.1767219000003,3350.1767219000003,3352.1767222999997,3352.1767222999997,3352.1767222999997,3352.1767222999997,3352.1613764000003,3,1.140390099999422,0.1825595999998768,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
10,0,10,,,,,,space,83.83804600000076,None,None,3,0.8142371000012645,0.183454799998799,None,1,0,1,0,,,,,2,0,2,0,,,,,10,0,10,0,3352.1767222999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kante,3.4193,3352.161876700001,3352.162545,3352.1626532,3352.1767222999997,3355.609791,3355.594188600001,3355.5980241999996,3355.609791,3355.609791,3355.609791,3355.609791,3357.609743600001,3357.609743600001,3357.609743600001,3357.609743600001,3357.594021400001,3,0.8142371000012645,0.183454799998799,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
11,0,11,,,,,,space,83.83804600000076,None,None,3,0.9326161999997566,0.22773659999984375,None,1,0,1,0,,,,,2,0,2,0,,,,,11,0,11,0,3357.609743600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,2.7544,3357.5945265,3357.5950991,3357.595204800001,3357.609743600001,3360.3759531000005,3360.360415600001,3360.3639842000002,3360.3759531000005,3360.3759531000005,3360.3759531000005,3360.3759531000005,3362.3763014999995,3362.3763014999995,3362.3763014999995,3362.3763014999995,3362.3606477000003,3,0.9326161999997566,0.22773659999984375,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
12,0,12,,,,,,space,83.83804600000076,None,None,2,0.7710788000003959,0.19350430000122287,None,1,0,1,0,,,,,2,0,2,0,,,,,12,0,12,0,3362.3763014999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwe,2.5332,3362.361154000001,3362.361669000001,3362.3617764,3362.3763014999995,3364.9089397,3364.8935291000007,3364.896501,3364.9089397,3364.9089397,3364.9089397,3364.9089397,3366.9091043,3366.9091043,3366.9091043,3366.9091043,3366.8936342000006,2,0.7710788000003959,0.19350430000122287,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
13,0,13,,,,,,space,83.83804600000076,None,None,3,0.9604483000002801,0.22317699999985052,None,1,0,1,0,,,,,2,0,2,0,,,,,13,0,13,0,3366.9091043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue,2.9994,3366.894144500001,3366.8946566000004,3366.8947643,3366.9091043,3369.9090031999995,3369.8934156999994,3369.8972951999995,3369.9090031999995,3369.9090031999995,3369.9090031999995,3369.9090031999995,3371.9092329999994,3371.9092329999994,3371.9092329999994,3371.9092329999994,3371.8931760999994,3,0.9604483000002801,0.22317699999985052,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
14,0,14,,,,,,space,83.83804600000076,None,None,2,1.0742707999997947,0.18089359999976296,None,1,0,1,0,,,,,2,0,2,0,,,,,14,0,14,0,3371.9092329999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanne,2.9551,3371.8936158999995,3371.894108200001,3371.894203500001,3371.9092329999994,3374.8751676,3374.859884300001,3374.8646216999996,3374.8751676,3374.8751676,3374.8751676,3374.8751676,3376.8754505000006,3376.8754505000006,3376.8754505000006,3376.8754505000006,3376.8602903,2,1.0742707999997947,0.18089359999976296,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
15,0,15,,,,,,space,83.83804600000076,None,None,3,1.1947881999985839,0.32988750000004075,None,1,0,1,0,,,,,2,0,2,0,,,,,15,0,15,0,3376.8754505000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,2.5109,3376.860791600001,3376.8614501,3376.8615588000002,3376.8754505000006,3379.3918834999995,3379.3761019000003,3379.3794062999996,3379.3918834999995,3379.3918834999995,3379.3918834999995,3379.3918834999995,3381.391821100001,3381.391821100001,3381.391821100001,3381.391821100001,3381.375919700001,3,1.1947881999985839,0.32988750000004075,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
16,0,16,,,,,,space,83.83804600000076,None,None,3,1.6190492999994603,0.19747450000068056,None,1,0,1,0,,,,,2,0,2,0,,,,,16,0,16,0,3381.391821100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,2.8866,3381.3763642000004,3381.376849200001,3381.3769457999997,3381.391821100001,3384.2914702000007,3384.275638100001,3384.2790029,3384.2914702000007,3384.2914702000007,3384.2914702000007,3384.2914702000007,3386.2917141000007,3386.2917141000007,3386.2917141000007,3386.2917141000007,3386.2759422999998,3,1.6190492999994603,0.19747450000068056,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
17,0,17,,,,,,space,83.83804600000076,None,None,3,1.1398432000005414,0.2981698999992659,None,1,0,1,0,,,,,2,0,2,0,,,,,17,0,17,0,3386.2917141000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelenk,4.6747,3386.2764443999995,3386.2769792999998,3386.2770874000007,3386.2917141000007,3390.9752803,3390.958708700001,3390.9627458000004,3390.9752803,3390.9752803,3390.9752803,3390.9752803,3392.9743614999998,3392.9743614999998,3392.9743614999998,3392.9743614999998,3392.9588737999993,3,1.1398432000005414,0.2981698999992659,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
18,0,18,,,,,,space,83.83804600000076,None,None,2,0.9340412000001379,0.17793490000076417,None,1,0,1,0,,,,,2,0,2,0,,,,,18,0,18,0,3392.9743614999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister,2.2633,3392.9593789,3392.9598904999993,3392.9599962,3392.9743614999998,3395.2410498,3395.2252424000008,3395.2296103,3395.2410498,3395.2410498,3395.2410498,3395.2410498,3397.2407579,3397.2407579,3397.2407579,3397.2407579,3397.2249383999997,2,0.9340412000001379,0.17793490000076417,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
19,0,19,,,,,,space,83.83804600000076,None,None,3,0.8320487000000867,0.30115069999919797,None,1,0,1,0,,,,,2,0,2,0,,,,,19,0,19,0,3397.2407579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,2.5145,3397.2253388,3397.225793300001,3397.225881200001,3397.2407579,3399.7571925,3399.7418227999997,3399.7454320000006,3399.7571925,3399.7571925,3399.7571925,3399.7571925,3401.7571295999996,3401.7571295999996,3401.7571295999996,3401.7571295999996,3401.7415740000006,3,0.8320487000000867,0.30115069999919797,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
20,0,20,,,,,,space,83.83804600000076,None,None,3,1.1881288000004133,0.24732599999879312,None,1,0,1,0,,,,,2,0,2,0,,,,,20,0,20,0,3401.7571295999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza,3.4264,3401.7420675000003,3401.7427153,3401.7428231999993,3401.7571295999996,3405.190333400001,3405.174586600001,3405.1781617999995,3405.190333400001,3405.190333400001,3405.190333400001,3405.190333400001,3407.1902024,3407.1902024,3407.1902024,3407.1902024,3407.1743703,3,1.1881288000004133,0.24732599999879312,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
21,0,21,,,,,,space,83.83804600000076,None,None,3,1.8982565000005707,None,None,1,0,1,0,,,,,2,0,2,0,,,,,21,0,21,0,3407.1902024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlamm,2.0009,3407.1748772,3407.175390900001,3407.1754991000007,3407.1902024,3409.1897961999994,3409.174537,3409.1810632000006,3409.1897961999994,3409.1897961999994,3409.1897961999994,3409.1897961999994,3411.1900017,3411.1900017,3411.1900017,3411.1900017,3411.1746216,3,1.8982565000005707,None,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
22,0,22,,,,,,space,83.83804600000076,None,None,3,0.8531910999990941,0.2178754000015033,None,1,0,1,0,,,,,2,0,2,0,,,,,22,0,22,0,3411.1900017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkarte,2.3381,3411.1751271000003,3411.1756699999996,3411.1757788000004,3411.1900017,3413.5401580000007,3413.5240857,3413.527983000001,3413.5401580000007,3413.5401580000007,3413.5401580000007,3413.5401580000007,3415.5397924,3415.5397924,3415.5397924,3415.5397924,3415.524271200001,3,0.8531910999990941,0.2178754000015033,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
23,0,23,,,,,,space,83.83804600000076,None,None,3,0.6564640999986295,0.22239000000081433,None,1,0,1,0,,,,,2,0,2,0,,,,,23,0,23,0,3415.5397924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefon,3.0725,3415.5247783000004,3415.5252874999996,3415.525398500001,3415.5397924,3418.6227902,3418.6070663,3418.6105146,3418.6227902,3418.6227902,3418.6227902,3418.6227902,3420.6231672999993,3420.6231672999993,3420.6231672999993,3420.6231672999993,3420.6071217,3,0.6564640999986295,0.22239000000081433,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
24,0,24,,,,,,space,83.83804600000076,None,None,3,1.3064793000012287,0.21583089999876393,None,1,0,1,0,,,,,2,0,2,0,,,,,24,0,24,0,3420.6231672999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzert,4.578,3420.607624200001,3420.6082276000006,3420.6083320999996,3420.6231672999993,3425.205912300001,3425.1903682,3425.1945408,3425.205912300001,3425.205912300001,3425.205912300001,3425.205912300001,3427.2057570000006,3427.2057570000006,3427.2057570000006,3427.2057570000006,3427.1901042,3,1.3064793000012287,0.21583089999876393,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
25,0,25,,,,,,space,83.83804600000076,None,None,2,1.1533813000005466,0.15852749999976368,None,1,0,1,0,,,,,2,0,2,0,,,,,25,0,25,0,3427.2057570000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,3.1334,3427.1906296999996,3427.1911379000003,3427.1912456,3427.2057570000006,3430.3391499,3430.3231504000005,3430.327097100001,3430.3391499,3430.3391499,3430.3391499,3430.3391499,3432.3387078999995,3432.3387078999995,3432.3387078999995,3432.3387078999995,3432.3232762,2,1.1533813000005466,0.15852749999976368,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
26,0,26,,,,,,space,83.83804600000076,None,None,3,0.8802788000011788,0.24664859999938926,None,1,0,1,0,,,,,2,0,2,0,,,,,26,0,26,0,3432.3387078999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medaille,2.3686,3432.3237474999996,3432.3242579000007,3432.3243594000005,3432.3387078999995,3434.7218430000003,3434.706556600001,3434.7108201,3434.7218430000003,3434.7218430000003,3434.7218430000003,3434.7218430000003,3436.7222782,3436.7222782,3436.7222782,3436.7222782,3436.7062027,3,0.8802788000011788,0.24664859999938926,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
27,0,27,,,,,,space,83.83804600000076,None,None,3,1.4735431999997672,0.2210281000006944,None,1,0,1,0,,,,,2,0,2,0,,,,,27,0,27,0,3436.7222782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnee,3.3842,3436.7067092999996,3436.7072237,3436.7073314,3436.7222782,3440.121722000001,3440.1060401999994,3440.110869700001,3440.121722000001,3440.121722000001,3440.121722000001,3440.121722000001,3442.1215994000004,3442.1215994000004,3442.1215994000004,3442.1215994000004,3442.1060408000003,3,1.4735431999997672,0.2210281000006944,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
28,0,28,,,,,,space,83.83804600000076,None,None,3,0.7986285999995744,0.3761789000000135,None,1,0,1,0,,,,,2,0,2,0,,,,,28,0,28,0,3442.1215994000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dachboden,3.5998,3442.1065461999997,3442.1071948,3442.1073005999997,3442.1215994000004,3445.7213617000007,3445.7056918000007,3445.7101771000007,3445.7213617000007,3445.7213617000007,3445.7213617000007,3445.7213617000007,3447.7213920999993,3447.7213920999993,3447.7213920999993,3447.7213920999993,3447.7061980000008,3,0.7986285999995744,0.3761789000000135,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
29,0,29,,,,,,space,83.83804600000076,None,None,3,0.9822850000000471,0.2981571000000258,None,1,0,1,0,,,,,2,0,2,0,,,,,29,0,29,0,3447.7213920999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haare,2.0939,3447.7067017,3447.7072975,3447.7074053000006,3447.7213920999993,3449.8208733,3449.8054103999993,3449.8086925,3449.8208733,3449.8208733,3449.8208733,3449.8208733,3451.8208618,3451.8208618,3451.8208618,3451.8208618,3451.8056805000006,3,0.9822850000000471,0.2981571000000258,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
30,0,30,,,,,,space,83.83804600000076,None,None,3,0.5878424000002269,0.34602950000044075,None,1,0,1,0,,,,,2,0,2,0,,,,,30,0,30,0,3451.8208618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusche,3.1117,3451.806226900001,3451.806883,3451.8070612,3451.8208618,3454.9373523999993,3454.9218432000007,3454.9257743000007,3454.9373523999993,3454.9373523999993,3454.9373523999993,3454.9373523999993,3456.937566400001,3456.937566400001,3456.937566400001,3456.937566400001,3456.9216649,3,0.5878424000002269,0.34602950000044075,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
31,0,31,,,,,,space,83.83804600000076,None,None,3,0.9106181999995897,0.2882796000012604,None,1,0,1,0,,,,,2,0,2,0,,,,,31,0,31,0,3456.937566400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,3.611,3456.9221413999994,3456.9226295,3456.9227292999994,3456.937566400001,3460.553577900001,3460.5378549999996,3460.5413032000006,3460.553577900001,3460.553577900001,3460.553577900001,3460.553577900001,3462.5538501,3462.5538501,3462.5538501,3462.5538501,3462.5380581,3,0.9106181999995897,0.2882796000012604,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
32,0,32,,,,,,space,83.83804600000076,None,None,2,0.7503780000006373,0.20638599999983853,None,1,0,1,0,,,,,2,0,2,0,,,,,32,0,32,0,3462.5538501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nase,2.1399,3462.5385646000004,3462.5390686,3462.5391752000005,3462.5538501,3464.7036722000003,3464.6878317,3464.690735700001,3464.7036722000003,3464.7036722000003,3464.7036722000003,3464.7036722000003,3466.7035487000003,3466.7035487000003,3466.7035487000003,3466.7035487000003,3466.6884419000007,2,0.7503780000006373,0.20638599999983853,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
33,0,33,,,,,,space,83.83804600000076,None,None,3,1.5193864000011672,0.22179719999985537,None,1,0,1,0,,,,,2,0,2,0,,,,,33,0,33,0,3466.7035487000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.5116,3466.6889433000006,3466.689498500001,3466.6896042,3466.7035487000003,3469.2200384,3469.2041273000004,3469.2075233000005,3469.2200384,3469.2200384,3469.2200384,3469.2200384,3471.2199905000007,3471.2199905000007,3471.2199905000007,3471.2199905000007,3471.2042453999993,3,1.5193864000011672,0.22179719999985537,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
34,0,34,,,,,,space,83.83804600000076,None,None,3,1.0082023999984813,0.21683020000091346,None,1,0,1,0,,,,,2,0,2,0,,,,,34,0,34,0,3471.2199905000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tasche,2.4547,3471.2047524,3471.2052689,3471.2053752,3471.2199905000007,3473.6861782999995,3473.6707925,3473.6758621,3473.6861782999995,3473.6861782999995,3473.6861782999995,3473.6861782999995,3475.686193300001,3475.686193300001,3475.686193300001,3475.686193300001,3475.6707030000007,3,1.0082023999984813,0.21683020000091346,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
35,0,35,,,,,,space,83.83804600000076,None,None,2,0.9139011000006576,0.1629066999994393,None,1,0,1,0,,,,,2,0,2,0,,,,,35,0,35,0,3475.686193300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hai,3.4827,3475.6712075000005,3475.671727600001,3475.671834400001,3475.686193300001,3479.1692453999995,3479.1534423000003,3479.1564439000003,3479.1692453999995,3479.1692453999995,3479.1692453999995,3479.1692453999995,3481.1692271,3481.1692271,3481.1692271,3481.1692271,3481.153545100001,2,0.9139011000006576,0.1629066999994393,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
36,0,36,,,,,,space,83.83804600000076,None,None,2,0.8703029000007518,0.1779489000000467,None,1,0,1,0,,,,,2,0,2,0,,,,,36,0,36,0,3481.1692271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monster,3.1921,3481.1539808000007,3481.1544392999995,3481.1545312000007,3481.1692271,3484.3690116999996,3484.3535354999995,3484.357742000001,3484.3690116999996,3484.3690116999996,3484.3690116999996,3484.3690116999996,3486.369086400001,3486.369086400001,3486.369086400001,3486.369086400001,3486.3535456,2,0.8703029000007518,0.1779489000000467,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
